gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W1, d0W0.999998, d0W1, d0W0.990027, d0W1, d0W1, d0W0.700421, d0W0.999458, d0W1, d0W1, d0W0.367879, d0W0.990027, d0W0.999985, d0W1, d0W1, d0W0.700421, d0W0.990027, d0W0.9999, d0W1, d0W1, d0W1, d0W0.990027, d0W0.999458, d0W0.999985, d0W1, d0W1, d0W1, d0W1, d0W0.999998, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d1W1, d1W0.999998, d1W1, d1W0.990027, d1W1, d1W1, d1W0.700421, d1W0.999458, d1W1, d1W1, d1W0.367879, d1W0.990027, d1W0.999985, d1W1, d1W1, d1W0.700421, d1W0.990027, d1W0.9999, d1W1, d1W1, d1W1, d1W0.990027, d1W0.999458, d1W0.999985, d1W1, d1W1, d1W1, d1W1, d1W0.999998, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d2W1, d2W0.999998, d2W1, d2W0.990027, d2W1, d2W1, d2W0.700421, d2W0.999458, d2W1, d2W1, d2W0.367879, d2W0.990027, d2W0.999985, d2W1, d2W1, d2W0.700421, d2W0.990027, d2W0.9999, d2W1, d2W1, d2W1, d2W0.990027, d2W0.999458, d2W0.999985, d2W1, d2W1, d2W1, d2W1, d2W0.999998, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d3W1, d3W0.999998, d3W1, d3W0.990027, d3W1, d3W1, d3W0.700421, d3W0.999458, d3W1, d3W1, d3W0.367879, d3W0.990027, d3W0.999985, d3W1, d3W1, d3W0.700421, d3W0.990027, d3W0.9999, d3W1, d3W1, d3W1, d3W0.990027, d3W0.999458, d3W0.999985, d3W1, d3W1, d3W1, d3W1, d3W0.999998, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d4W1, d4W0.999998, d4W1, d4W0.990027, d4W1, d4W1, d4W0.700421, d4W0.999458, d4W1, d4W1, d4W0.367879, d4W0.990027, d4W0.999985, d4W1, d4W1, d4W0.700421, d4W0.990027, d4W0.9999, d4W1, d4W1, d4W1, d4W0.990027, d4W0.999458, d4W0.999985, d4W1, d4W1, d4W1, d4W1, d4W0.999998, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d5W1, d5W0.999998, d5W1, d5W0.990027, d5W1, d5W1, d5W0.700421, d5W0.999458, d5W1, d5W1, d5W0.367879, d5W0.990027, d5W0.999985, d5W1, d5W1, d5W0.700421, d5W0.990027, d5W0.9999, d5W1, d5W1, d5W1, d5W0.990027, d5W0.999458, d5W0.999985, d5W1, d5W1, d5W1, d5W1, d5W0.999998, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d6W1, d6W0.999998, d6W1, d6W0.990027, d6W1, d6W1, d6W0.700421, d6W0.999458, d6W1, d6W1, d6W0.367879, d6W0.990027, d6W0.999985, d6W1, d6W1, d6W0.700421, d6W0.990027, d6W0.9999, d6W1, d6W1, d6W1, d6W0.990027, d6W0.999458, d6W0.999985, d6W1, d6W1, d6W1, d6W1, d6W0.999998, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d7W1, d7W0.999998, d7W1, d7W0.990027, d7W1, d7W1, d7W0.700421, d7W0.999458, d7W1, d7W1, d7W0.367879, d7W0.990027, d7W0.999985, d7W1, d7W1, d7W0.700421, d7W0.990027, d7W0.9999, d7W1, d7W1, d7W1, d7W0.990027, d7W0.999458, d7W0.999985, d7W1, d7W1, d7W1, d7W1, d7W0.999998, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d8W1, d8W0.999998, d8W1, d8W0.990027, d8W1, d8W1, d8W0.700421, d8W0.999458, d8W1, d8W1, d8W0.367879, d8W0.990027, d8W0.999985, d8W1, d8W1, d8W0.700421, d8W0.990027, d8W0.9999, d8W1, d8W1, d8W1, d8W0.990027, d8W0.999458, d8W0.999985, d8W1, d8W1, d8W1, d8W1, d8W0.999998, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d9W1, d9W0.999998, d9W1, d9W0.990027, d9W1, d9W1, d9W0.700421, d9W0.999458, d9W1, d9W1, d9W0.367879, d9W0.990027, d9W0.999985, d9W1, d9W1, d9W0.700421, d9W0.990027, d9W0.9999, d9W1, d9W1, d9W1, d9W0.990027, d9W0.999458, d9W0.999985, d9W1, d9W1, d9W1, d9W1, d9W0.999998, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d10W1, d10W0.999998, d10W1, d10W0.990027, d10W1, d10W1, d10W0.700421, d10W0.999458, d10W1, d10W1, d10W0.367879, d10W0.990027, d10W0.999985, d10W1, d10W1, d10W0.700421, d10W0.990027, d10W0.9999, d10W1, d10W1, d10W1, d10W0.990027, d10W0.999458, d10W0.999985, d10W1, d10W1, d10W1, d10W1, d10W0.999998, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d11W1, d11W0.999998, d11W1, d11W0.990027, d11W1, d11W1, d11W0.700421, d11W0.999458, d11W1, d11W1, d11W0.367879, d11W0.990027, d11W0.999985, d11W1, d11W1, d11W0.700421, d11W0.990027, d11W0.9999, d11W1, d11W1, d11W1, d11W0.990027, d11W0.999458, d11W0.999985, d11W1, d11W1, d11W1, d11W1, d11W0.999998, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d12W1, d12W0.999998, d12W1, d12W0.990027, d12W1, d12W1, d12W0.700421, d12W0.999458, d12W1, d12W1, d12W0.367879, d12W0.990027, d12W0.999985, d12W1, d12W1, d12W0.700421, d12W0.990027, d12W0.9999, d12W1, d12W1, d12W1, d12W0.990027, d12W0.999458, d12W0.999985, d12W1, d12W1, d12W1, d12W1, d12W0.999998, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d13W1, d13W0.999998, d13W1, d13W0.990027, d13W1, d13W1, d13W0.700421, d13W0.999458, d13W1, d13W1, d13W0.367879, d13W0.990027, d13W0.999985, d13W1, d13W1, d13W0.700421, d13W0.990027, d13W0.9999, d13W1, d13W1, d13W1, d13W0.990027, d13W0.999458, d13W0.999985, d13W1, d13W1, d13W1, d13W1, d13W0.999998, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d14W1, d14W0.999998, d14W1, d14W0.990027, d14W1, d14W1, d14W0.700421, d14W0.999458, d14W1, d14W1, d14W0.367879, d14W0.990027, d14W0.999985, d14W1, d14W1, d14W0.700421, d14W0.990027, d14W0.9999, d14W1, d14W1, d14W1, d14W0.990027, d14W0.999458, d14W0.999985, d14W1, d14W1, d14W1, d14W1, d14W0.999998, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d15W1, d15W0.999998, d15W1, d15W0.990027, d15W1, d15W1, d15W0.700421, d15W0.999458, d15W1, d15W1, d15W0.367879, d15W0.990027, d15W0.999985, d15W1, d15W1, d15W0.700421, d15W0.990027, d15W0.9999, d15W1, d15W1, d15W1, d15W0.990027, d15W0.999458, d15W0.999985, d15W1, d15W1, d15W1, d15W1, d15W0.999998, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d16W1, d16W0.999998, d16W1, d16W0.990027, d16W1, d16W1, d16W0.700421, d16W0.999458, d16W1, d16W1, d16W0.367879, d16W0.990027, d16W0.999985, d16W1, d16W1, d16W0.700421, d16W0.990027, d16W0.9999, d16W1, d16W1, d16W1, d16W0.990027, d16W0.999458, d16W0.999985, d16W1, d16W1, d16W1, d16W1, d16W0.999998, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d17W1, d17W0.999998, d17W1, d17W0.990027, d17W1, d17W1, d17W0.700421, d17W0.999458, d17W1, d17W1, d17W0.367879, d17W0.990027, d17W0.999985, d17W1, d17W1, d17W0.700421, d17W0.990027, d17W0.9999, d17W1, d17W1, d17W1, d17W0.990027, d17W0.999458, d17W0.999985, d17W1, d17W1, d17W1, d17W1, d17W0.999998, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d18W1, d18W0.999998, d18W1, d18W0.990027, d18W1, d18W1, d18W0.700421, d18W0.999458, d18W1, d18W1, d18W0.367879, d18W0.990027, d18W0.999985, d18W1, d18W1, d18W0.700421, d18W0.990027, d18W0.9999, d18W1, d18W1, d18W1, d18W0.990027, d18W0.999458, d18W0.999985, d18W1, d18W1, d18W1, d18W1, d18W0.999998, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d19W1, d19W0.999998, d19W1, d19W0.990027, d19W1, d19W1, d19W0.700421, d19W0.999458, d19W1, d19W1, d19W0.367879, d19W0.990027, d19W0.999985, d19W1, d19W1, d19W0.700421, d19W0.990027, d19W0.9999, d19W1, d19W1, d19W1, d19W0.990027, d19W0.999458, d19W0.999985, d19W1, d19W1, d19W1, d19W1, d19W0.999998, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, 
0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,
100, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,
200, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,
