gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.687289, d0W1, d0W0.687289, d0W0.606531, d1W1, d1W0.606531, d1W0.687289, d1W1, d1W0.687289, d1W0.606531, d2W1, d2W0.606531, d2W0.687289, d2W1, d2W0.687289, d2W0.606531, d3W1, d3W0.606531, d3W0.687289, d3W1, d3W0.687289, d3W0.606531, d4W1, d4W0.606531, d4W0.687289, d4W1, d4W0.687289, d4W0.606531, d5W1, d5W0.606531, d5W0.687289, d5W1, d5W0.687289, d5W0.606531, d6W1, d6W0.606531, d6W0.687289, d6W1, d6W0.687289, d6W0.606531, d7W1, d7W0.606531, d7W0.687289, d7W1, d7W0.687289, d7W0.606531, d8W1, d8W0.606531, d8W0.687289, d8W1, d8W0.687289, d8W0.606531, d9W1, d9W0.606531, d9W0.687289, d9W1, d9W0.687289, d9W0.606531, d10W1, d10W0.606531, d10W0.687289, d10W1, d10W0.687289, d10W0.606531, d11W1, d11W0.606531, d11W0.687289, d11W1, d11W0.687289, d11W0.606531, d12W1, d12W0.606531, d12W0.687289, d12W1, d12W0.687289, d12W0.606531, d13W1, d13W0.606531, d13W0.687289, d13W1, d13W0.687289, d13W0.606531, d14W1, d14W0.606531, d14W0.687289, d14W1, d14W0.687289, d14W0.606531, d15W1, d15W0.606531, d15W0.687289, d15W1, d15W0.687289, d15W0.606531, d16W1, d16W0.606531, d16W0.687289, d16W1, d16W0.687289, d16W0.606531, d17W1, d17W0.606531, d17W0.687289, d17W1, d17W0.687289, d17W0.606531, d18W1, d18W0.606531, d18W0.687289, d18W1, d18W0.687289, d18W0.606531, d19W1, d19W0.606531, d19W0.687289, d19W1, d19W0.687289, d19W0.606531, 
100, 1,1,1,1,1,1,1,1,0.965,0.8625,0.1325,0.02,0.0075,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9825,0.84,0.1325,0.0375,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,1,9,190,9,1,133,24,43,133,43,24,132,26,42,132,42,26,190,2,8,190,8,2,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
110, 1,1,1,1,1,1,1,0.995,0.98,0.8225,0.1525,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9975,1,0.9625,0.8325,0.14,0.005,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,186,1,13,186,13,1,125,31,44,125,44,31,142,38,20,142,20,38,193,1,6,193,6,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
120, 1,1,1,1,1,1,1,1,0.9875,0.82,0.115,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9875,0.8275,0.115,0.025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,185,3,12,185,12,3,129,31,40,129,40,31,131,18,51,131,51,18,187,1,12,187,12,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
130, 1,1,1,1,1,1,1,0.9975,0.975,0.8225,0.1275,0.02,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.995,0.9625,0.83,0.15,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,186,4,10,186,10,4,141,21,38,141,38,21,151,22,27,151,27,22,194,0,6,194,6,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
140, 1,1,1,1,1,1,1,1,0.985,0.8575,0.255,0.02,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8775,0.245,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,1,4,195,4,1,135,23,42,135,42,23,113,27,60,113,60,27,189,5,6,189,6,5,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
150, 1,1,1,1,1,1,1,0.9975,0.975,0.7975,0.165,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.77,0.165,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,187,4,9,187,9,4,111,46,43,111,43,46,137,30,33,137,33,30,194,1,5,194,5,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
160, 1,1,1,1,1,1,1,0.9975,0.9725,0.765,0.1775,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9825,0.8025,0.17,0.0125,0.0075,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,188,1,11,188,11,1,120,39,41,120,41,39,122,17,61,122,61,17,193,0,7,193,7,0,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
170, 1,1,1,1,1,1,1,0.9875,0.985,0.8375,0.235,0.01,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9825,0.8475,0.2525,0.0275,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,0,5,195,5,0,186,1,13,186,13,1,144,27,29,144,29,27,118,32,50,118,50,32,187,3,10,187,10,3,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
180, 1,1,1,1,1,1,1,0.9975,0.99,0.8575,0.225,0.025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.8525,0.205,0.0275,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,195,1,4,195,4,1,145,14,41,145,41,14,111,30,59,111,59,30,182,2,16,182,16,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
190, 1,1,1,1,1,1,1,0.9925,0.975,0.8425,0.1825,0.01,0.015,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,0.995,0.985,0.8375,0.1775,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,188,4,8,188,8,4,143,23,34,143,34,23,139,17,44,139,44,17,189,1,10,189,10,1,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
200, 1,1,1,1,1,1,1,0.9975,0.9625,0.83,0.1225,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.995,0.975,0.805,0.1125,0.005,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,171,4,25,171,25,4,104,36,60,104,60,36,150,18,32,150,32,18,192,2,6,192,6,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
210, 1,1,1,1,1,1,1,1,0.98,0.8275,0.15,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.975,0.775,0.165,0.025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,178,2,20,178,20,2,131,18,51,131,51,18,134,26,40,134,40,26,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
220, 1,1,1,1,1,1,1,0.9975,0.99,0.835,0.2225,0.025,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.985,0.8,0.1775,0.0175,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,185,4,11,185,11,4,126,26,48,126,48,26,118,25,57,118,57,25,191,2,7,191,7,2,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
230, 1,1,1,1,1,1,1,1,0.99,0.87,0.1525,0.01,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9875,0.8775,0.1425,0.02,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,188,3,9,188,9,3,154,22,24,154,24,22,135,22,43,135,43,22,190,2,8,190,8,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
240, 1,1,1,1,1,1,1,1,0.995,0.93,0.17,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.86,0.1575,0.005,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,153,15,32,153,32,15,125,28,47,125,47,28,192,1,7,192,7,1,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
250, 1,1,1,1,1,1,1,0.9975,0.9825,0.85,0.245,0.05,0.005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.995,0.985,0.8425,0.255,0.035,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,186,2,12,186,12,2,133,22,45,133,45,22,97,41,62,97,62,41,178,5,17,178,17,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
260, 1,1,1,1,1,1,1,1,0.9825,0.8875,0.1975,0.0075,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.88,0.2,0.025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,1,7,192,7,1,158,14,28,158,28,14,130,29,41,130,41,29,182,3,15,182,15,3,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
270, 1,1,1,1,1,1,1,1,0.985,0.825,0.225,0.0325,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9875,0.82,0.1825,0.035,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,1,9,190,9,1,119,27,54,119,54,27,116,32,52,116,52,32,185,2,13,185,13,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
280, 1,1,1,1,1,1,0.995,0.99,0.995,0.83,0.175,0.0175,0.005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9675,0.8475,0.1675,0.025,0.005,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,194,0,6,194,6,0,190,1,9,190,9,1,135,27,38,135,38,27,122,23,55,122,55,23,192,2,6,192,6,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
290, 1,1,1,1,1,1,1,1,0.9725,0.865,0.165,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.845,0.2325,0.025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,200,0,0,200,0,0,190,0,10,190,10,0,126,30,44,126,44,30,124,23,53,124,53,23,184,3,13,184,13,3,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
300, 1,1,1,1,1,1,1,1,0.99,0.8325,0.1575,0.0325,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.975,0.8175,0.11,0.03,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,187,1,12,187,12,1,127,28,45,127,45,28,132,32,36,132,36,32,187,3,10,187,10,3,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
310, 1,1,1,1,1,1,1,1,0.9825,0.8025,0.2175,0.01,0.0025,0.005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9725,0.82,0.2,0.0025,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,186,3,11,186,11,3,118,31,51,118,51,31,128,24,48,128,48,24,196,0,4,196,4,0,198,1,1,198,1,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
320, 1,1,1,1,1,1,1,1,0.9925,0.87,0.215,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9875,0.87,0.18,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,194,1,5,194,5,1,155,22,23,155,23,22,123,27,50,123,50,27,193,2,5,193,5,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
330, 1,1,1,1,1,1,1,0.9875,0.9925,0.845,0.215,0.0175,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.995,0.875,0.195,0.0175,0.0075,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,197,2,1,197,1,2,138,24,38,138,38,24,107,39,54,107,54,39,185,2,13,185,13,2,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
