gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.687289, d0W1, d0W0.687289, d0W0.606531, d1W1, d1W0.606531, d1W0.687289, d1W1, d1W0.687289, d1W0.606531, d2W1, d2W0.606531, d2W0.687289, d2W1, d2W0.687289, d2W0.606531, d3W1, d3W0.606531, d3W0.687289, d3W1, d3W0.687289, d3W0.606531, d4W1, d4W0.606531, d4W0.687289, d4W1, d4W0.687289, d4W0.606531, d5W1, d5W0.606531, d5W0.687289, d5W1, d5W0.687289, d5W0.606531, d6W1, d6W0.606531, d6W0.687289, d6W1, d6W0.687289, d6W0.606531, d7W1, d7W0.606531, d7W0.687289, d7W1, d7W0.687289, d7W0.606531, d8W1, d8W0.606531, d8W0.687289, d8W1, d8W0.687289, d8W0.606531, d9W1, d9W0.606531, d9W0.687289, d9W1, d9W0.687289, d9W0.606531, d10W1, d10W0.606531, d10W0.687289, d10W1, d10W0.687289, d10W0.606531, d11W1, d11W0.606531, d11W0.687289, d11W1, d11W0.687289, d11W0.606531, d12W1, d12W0.606531, d12W0.687289, d12W1, d12W0.687289, d12W0.606531, d13W1, d13W0.606531, d13W0.687289, d13W1, d13W0.687289, d13W0.606531, d14W1, d14W0.606531, d14W0.687289, d14W1, d14W0.687289, d14W0.606531, d15W1, d15W0.606531, d15W0.687289, d15W1, d15W0.687289, d15W0.606531, d16W1, d16W0.606531, d16W0.687289, d16W1, d16W0.687289, d16W0.606531, d17W1, d17W0.606531, d17W0.687289, d17W1, d17W0.687289, d17W0.606531, d18W1, d18W0.606531, d18W0.687289, d18W1, d18W0.687289, d18W0.606531, d19W1, d19W0.606531, d19W0.687289, d19W1, d19W0.687289, d19W0.606531, 
0, 1,1,1,1,1,1,1,0.9975,0.9875,0.8475,0.2125,0.0225,0.01,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.985,0.85,0.1975,0.0375,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,186,1,13,186,13,1,129,37,34,129,34,37,114,25,61,114,61,25,181,1,18,181,18,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
10, 1,1,1,1,1,1,1,0.995,0.9925,0.7625,0.2075,0.0275,0.005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9875,0.775,0.2,0.03,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,1,4,195,4,1,114,28,58,114,58,28,105,37,58,105,58,37,182,7,11,182,11,7,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
20, 1,1,1,1,1,1,1,0.995,0.99,0.8375,0.1675,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9825,0.8275,0.145,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,192,1,7,192,7,1,130,27,43,130,43,27,127,27,46,127,46,27,190,0,10,190,10,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
30, 1,1,1,1,1,1,1,1,0.995,0.8325,0.1575,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.995,0.9675,0.8225,0.155,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,186,4,10,186,10,4,121,25,54,121,54,25,129,18,53,129,53,18,192,1,7,192,7,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
40, 1,1,1,1,1,1,1,1,0.97,0.815,0.1425,0.0175,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9725,0.805,0.1725,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,182,5,13,182,13,5,111,31,58,111,58,31,126,28,46,126,46,28,180,3,17,180,17,3,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
50, 1,1,1,1,1,1,1,1,0.99,0.7875,0.1,0.005,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9875,0.79,0.085,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,190,1,9,190,9,1,127,27,46,127,46,27,154,18,28,154,28,18,195,0,5,195,5,0,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
60, 1,1,1,1,1,1,1,0.9975,0.9675,0.82,0.15,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.975,0.8025,0.13,0.015,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,188,2,10,188,10,2,117,26,57,117,57,26,152,15,33,152,33,15,193,0,7,193,7,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
70, 1,1,1,1,1,1,1,0.9975,0.97,0.75,0.18,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9775,0.7525,0.17,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,180,3,17,180,17,3,107,35,58,107,58,35,121,31,48,121,48,31,194,0,6,194,6,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
80, 1,1,1,1,1,1,1,1,0.9675,0.76,0.1625,0.015,0.0075,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9825,0.7625,0.1625,0.025,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,180,2,18,180,18,2,98,42,60,98,60,42,128,30,42,128,42,30,183,3,14,183,14,3,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
90, 1,1,1,1,1,1,1,1,0.9875,0.8625,0.135,0.02,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9825,0.8675,0.1275,0.005,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,181,3,16,181,16,3,132,15,53,132,53,15,141,12,47,141,47,12,191,1,8,191,8,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
