gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.449329, d0W0.548812, d0W1, d0W0.548812, d0W0.449329, d1W1, d1W0.449329, d1W0.548812, d1W1, d1W0.548812, d1W0.449329, d2W1, d2W0.449329, d2W0.548812, d2W1, d2W0.548812, d2W0.449329, d3W1, d3W0.449329, d3W0.548812, d3W1, d3W0.548812, d3W0.449329, d4W1, d4W0.449329, d4W0.548812, d4W1, d4W0.548812, d4W0.449329, d5W1, d5W0.449329, d5W0.548812, d5W1, d5W0.548812, d5W0.449329, d6W1, d6W0.449329, d6W0.548812, d6W1, d6W0.548812, d6W0.449329, d7W1, d7W0.449329, d7W0.548812, d7W1, d7W0.548812, d7W0.449329, d8W1, d8W0.449329, d8W0.548812, d8W1, d8W0.548812, d8W0.449329, d9W1, d9W0.449329, d9W0.548812, d9W1, d9W0.548812, d9W0.449329, d10W1, d10W0.449329, d10W0.548812, d10W1, d10W0.548812, d10W0.449329, d11W1, d11W0.449329, d11W0.548812, d11W1, d11W0.548812, d11W0.449329, d12W1, d12W0.449329, d12W0.548812, d12W1, d12W0.548812, d12W0.449329, d13W1, d13W0.449329, d13W0.548812, d13W1, d13W0.548812, d13W0.449329, d14W1, d14W0.449329, d14W0.548812, d14W1, d14W0.548812, d14W0.449329, d15W1, d15W0.449329, d15W0.548812, d15W1, d15W0.548812, d15W0.449329, d16W1, d16W0.449329, d16W0.548812, d16W1, d16W0.548812, d16W0.449329, d17W1, d17W0.449329, d17W0.548812, d17W1, d17W0.548812, d17W0.449329, d18W1, d18W0.449329, d18W0.548812, d18W1, d18W0.548812, d18W0.449329, d19W1, d19W0.449329, d19W0.548812, d19W1, d19W0.548812, d19W0.449329, 
100, 1,1,1,1,1,1,1,1,0.9975,0.8725,0.115,0.02,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.8775,0.1275,0.0125,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,172,12,16,172,16,12,164,14,22,164,22,14,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
110, 1,1,1,1,1,1,1,1,0.99,0.87,0.1025,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9725,0.8575,0.1175,0.005,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,1,9,190,9,1,145,31,24,145,24,31,171,7,22,171,22,7,195,0,5,195,5,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
120, 1,1,1,1,1,1,1,1,0.995,0.85,0.1325,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.855,0.1225,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,5,3,192,3,5,146,27,27,146,27,27,166,14,20,166,20,14,194,1,5,194,5,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
130, 1,1,1,1,1,1,1,0.995,0.9875,0.855,0.1225,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9925,0.89,0.1275,0.0025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,192,5,3,192,3,5,162,19,19,162,19,19,136,31,33,136,33,31,190,3,7,190,7,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
140, 1,1,1,1,1,1,1,1,0.9975,0.8425,0.1325,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.86,0.1275,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,153,27,20,153,20,27,166,19,15,166,15,19,194,2,4,194,4,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
150, 1,1,1,1,1,1,1,0.9975,0.9925,0.9275,0.155,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.91,0.1425,0.005,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,4,5,191,5,4,165,11,24,165,24,11,154,23,23,154,23,23,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
160, 1,1,1,1,1,1,1,1,0.985,0.86,0.1025,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.875,0.0975,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,193,4,3,193,3,4,135,26,39,135,39,26,156,20,24,156,24,20,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
170, 1,1,1,1,1,1,1,1,1,0.91,0.1025,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9275,0.1225,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,2,7,191,7,2,151,15,34,151,34,15,159,17,24,159,24,17,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
180, 1,1,1,1,1,1,1,0.9975,0.9975,0.8625,0.195,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.8675,0.1725,0.0175,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,2,8,190,8,2,140,27,33,140,33,27,144,28,28,144,28,28,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
190, 1,1,1,1,1,1,1,1,0.995,0.855,0.155,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8425,0.15,0.02,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,153,24,23,153,23,24,146,33,21,146,21,33,189,3,8,189,8,3,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
200, 1,1,1,1,1,1,1,1,0.9875,0.9175,0.11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.925,0.12,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,163,13,24,163,24,13,151,23,26,151,26,23,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
210, 1,1,1,1,1,1,1,1,0.99,0.8925,0.105,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8925,0.1175,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,161,24,15,161,15,24,162,16,22,162,22,16,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
220, 1,1,1,1,1,1,1,1,0.995,0.885,0.1575,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.89,0.155,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,160,19,21,160,21,19,144,24,32,144,32,24,194,1,5,194,5,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
230, 1,1,1,1,1,1,1,1,0.9825,0.87,0.1675,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9775,0.855,0.17,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,194,3,3,194,3,3,151,22,27,151,27,22,147,21,32,147,32,21,191,1,8,191,8,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
240, 1,1,1,1,1,1,1,1,0.9925,0.8175,0.125,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8225,0.1425,0.02,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,195,2,3,195,3,2,141,30,29,141,29,30,166,16,18,166,18,16,192,3,5,192,5,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
250, 1,1,1,1,1,1,1,1,0.995,0.89,0.1225,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.8875,0.1225,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,157,21,22,157,22,21,155,27,18,155,18,27,193,3,4,193,4,3,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
260, 1,1,1,1,1,1,1,0.9925,0.9775,0.84,0.1225,0.005,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9825,0.8425,0.1225,0.02,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,194,4,2,194,2,4,141,35,24,141,24,35,140,28,32,140,32,28,191,2,7,191,7,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
270, 1,1,1,1,1,1,1,1,0.9975,0.8475,0.1175,0.0175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.8525,0.115,0.015,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,199,0,1,199,1,0,147,23,30,147,30,23,151,24,25,151,25,24,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
280, 1,1,1,1,1,1,1,1,0.9875,0.8575,0.135,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9875,0.8575,0.125,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,1,8,191,8,1,146,28,26,146,26,28,154,20,26,154,26,20,190,3,7,190,7,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
290, 1,1,1,1,1,1,1,0.9975,0.99,0.8225,0.1275,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8575,0.1225,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,194,1,5,194,5,1,135,32,33,135,33,32,159,20,21,159,21,20,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
300, 1,1,1,1,1,1,1,1,0.9825,0.86,0.18,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.8575,0.1925,0.0025,0.005,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,189,3,8,189,8,3,139,30,31,139,31,30,144,26,30,144,30,26,194,2,4,194,4,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
310, 1,1,1,1,1,1,1,1,0.9925,0.825,0.1475,0.02,0.0025,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.835,0.1425,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,3,2,195,2,3,147,23,30,147,30,23,154,15,31,154,31,15,192,2,6,192,6,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
320, 1,1,1,1,1,1,1,1,0.97,0.8825,0.1025,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.8725,0.11,0,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,3,5,192,5,3,155,23,22,155,22,23,175,21,4,175,4,21,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
330, 1,1,1,1,1,1,1,0.9975,0.9925,0.8525,0.1525,0.01,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.8625,0.17,0.0125,0.0025,0.0025,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,189,2,9,189,9,2,157,17,26,157,26,17,144,17,39,144,39,17,195,1,4,195,4,1,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
