gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.449329, d0W0.548812, d0W1, d0W0.548812, d0W0.449329, d1W1, d1W0.449329, d1W0.548812, d1W1, d1W0.548812, d1W0.449329, d2W1, d2W0.449329, d2W0.548812, d2W1, d2W0.548812, d2W0.449329, d3W1, d3W0.449329, d3W0.548812, d3W1, d3W0.548812, d3W0.449329, d4W1, d4W0.449329, d4W0.548812, d4W1, d4W0.548812, d4W0.449329, d5W1, d5W0.449329, d5W0.548812, d5W1, d5W0.548812, d5W0.449329, d6W1, d6W0.449329, d6W0.548812, d6W1, d6W0.548812, d6W0.449329, d7W1, d7W0.449329, d7W0.548812, d7W1, d7W0.548812, d7W0.449329, d8W1, d8W0.449329, d8W0.548812, d8W1, d8W0.548812, d8W0.449329, d9W1, d9W0.449329, d9W0.548812, d9W1, d9W0.548812, d9W0.449329, d10W1, d10W0.449329, d10W0.548812, d10W1, d10W0.548812, d10W0.449329, d11W1, d11W0.449329, d11W0.548812, d11W1, d11W0.548812, d11W0.449329, d12W1, d12W0.449329, d12W0.548812, d12W1, d12W0.548812, d12W0.449329, d13W1, d13W0.449329, d13W0.548812, d13W1, d13W0.548812, d13W0.449329, d14W1, d14W0.449329, d14W0.548812, d14W1, d14W0.548812, d14W0.449329, d15W1, d15W0.449329, d15W0.548812, d15W1, d15W0.548812, d15W0.449329, d16W1, d16W0.449329, d16W0.548812, d16W1, d16W0.548812, d16W0.449329, d17W1, d17W0.449329, d17W0.548812, d17W1, d17W0.548812, d17W0.449329, d18W1, d18W0.449329, d18W0.548812, d18W1, d18W0.548812, d18W0.449329, d19W1, d19W0.449329, d19W0.548812, d19W1, d19W0.548812, d19W0.449329, 
0, 1,1,1,1,1,1,1,1,0.985,0.86,0.14,0.0225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.855,0.12,0.0175,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,147,23,30,147,30,23,162,15,23,162,23,15,194,3,3,194,3,3,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
10, 1,1,1,1,1,1,1,1,0.99,0.8025,0.105,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.8425,0.1375,0.015,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,2,4,194,4,2,148,28,24,148,24,28,159,14,27,159,27,14,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
20, 1,1,1,1,1,1,1,1,0.99,0.8725,0.2225,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.8925,0.2225,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,163,21,16,163,16,21,141,26,33,141,33,26,195,1,4,195,4,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
30, 1,1,1,1,1,1,1,1,0.995,0.8875,0.135,0.01,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.865,0.1325,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,155,26,19,155,19,26,166,15,19,166,19,15,197,1,2,197,2,1,197,2,1,197,1,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
40, 1,1,1,1,1,1,1,1,0.9975,0.8325,0.1175,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.855,0.12,0.005,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,155,32,13,155,13,32,153,23,24,153,24,23,197,2,1,197,1,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
50, 1,1,1,1,1,1,1,1,0.995,0.8775,0.13,0.0025,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.84,0.14,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,2,3,195,3,2,163,12,25,163,25,12,151,23,26,151,26,23,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
60, 1,1,1,1,1,1,1,1,0.9925,0.8625,0.1175,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9825,0.885,0.105,0.005,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,2,5,193,5,2,146,24,30,146,30,24,160,32,8,160,8,32,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
70, 1,1,1,1,1,1,1,1,0.985,0.86,0.1525,0.015,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9825,0.8825,0.1425,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,3,3,194,3,3,151,26,23,151,23,26,123,36,41,123,41,36,192,3,5,192,5,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
80, 1,1,1,1,1,1,1,1,0.9875,0.865,0.1475,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.85,0.1575,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,154,24,22,154,22,24,164,23,13,164,13,23,194,0,6,194,6,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
90, 1,1,1,1,1,1,1,1,0.9825,0.855,0.13,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8625,0.135,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,189,5,6,189,6,5,139,28,33,139,33,28,153,25,22,153,22,25,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
