gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.606531, d0W0.860708, d0W1, d0W0.860708, d0W0.860708, d1W1, d1W0.606531, d1W0.860708, d1W1, d1W0.860708, d1W0.860708, d2W1, d2W0.606531, d2W0.860708, d2W1, d2W0.860708, d2W0.860708, d3W1, d3W0.606531, d3W0.860708, d3W1, d3W0.860708, d3W0.860708, d4W1, d4W0.606531, d4W0.860708, d4W1, d4W0.860708, d4W0.860708, d5W1, d5W0.606531, d5W0.860708, d5W1, d5W0.860708, d5W0.860708, d6W1, d6W0.606531, d6W0.860708, d6W1, d6W0.860708, d6W0.860708, d7W1, d7W0.606531, d7W0.860708, d7W1, d7W0.860708, d7W0.860708, 
200, 1,1,0.9875,0.94,0.7225,0.265,0.1025,0.045,1,0.995,0.98,0.9575,0.735,0.2575,0.0825,0.0425,200,0,0,200,0,0,198,0,2,198,2,2,182,0,18,182,18,18,166,2,32,166,32,32,88,8,104,88,104,104,83,12,105,83,105,105,149,1,50,149,50,50,176,0,24,176,24,24,
210, 1,1,0.9925,0.9475,0.735,0.38,0.0875,0.02,1,1,0.975,0.9,0.6875,0.29,0.1575,0.0275,200,0,0,200,0,0,200,0,0,200,0,0,193,0,7,193,7,7,157,2,41,157,41,41,68,5,127,68,127,127,66,11,123,66,123,123,142,3,55,142,55,55,174,1,25,174,25,25,
220, 1,0.9975,0.995,0.96,0.7725,0.2925,0.0525,0.0275,1,0.9975,0.965,0.955,0.7375,0.2925,0.0775,0.0275,199,0,1,199,1,1,197,0,3,197,3,3,189,0,11,189,11,11,168,2,30,168,30,30,76,9,115,76,115,115,71,11,118,71,118,118,157,4,39,157,39,39,174,0,26,174,26,26,
230, 1,1,1,0.9725,0.835,0.38,0.0525,0.025,0.9975,0.9825,0.995,0.955,0.705,0.3525,0.135,0.035,200,0,0,200,0,0,196,0,4,196,4,4,199,0,1,199,1,1,170,1,29,170,29,29,85,10,105,85,105,105,52,17,131,52,131,131,121,2,77,121,77,77,165,0,35,165,35,35,
240, 1,1,0.995,0.945,0.855,0.3525,0.17,0.05,1,1,0.995,0.9175,0.895,0.345,0.115,0.03,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,3,158,1,41,158,41,41,123,1,76,123,76,76,57,18,125,57,125,125,126,2,72,126,72,72,174,1,25,174,25,25,
250, 0.9875,1,0.985,0.9675,0.8325,0.4075,0.1075,0.0575,1,1,0.9975,0.945,0.8275,0.4075,0.1375,0.0575,197,0,3,197,3,3,200,0,0,200,0,0,195,0,5,195,5,5,171,3,26,171,26,26,111,6,83,111,83,83,52,10,138,52,138,138,116,4,80,116,80,80,167,1,32,167,32,32,
260, 0.9925,1,0.995,0.9475,0.7925,0.47,0.1,0.0375,1,0.995,0.9825,0.955,0.785,0.355,0.09,0.0425,197,0,3,197,3,3,198,0,2,198,2,2,195,0,5,195,5,5,165,1,34,165,34,34,99,11,90,99,90,90,50,18,132,50,132,132,150,4,46,150,46,46,182,2,16,182,16,16,
270, 1,1,0.9975,0.965,0.79,0.4525,0.14,0.0425,1,1,0.99,0.965,0.77,0.4225,0.1325,0.045,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,4,188,0,12,188,12,12,90,7,103,90,103,103,41,16,143,41,143,143,132,2,66,132,66,66,171,0,29,171,29,29,
280, 1,1,1,0.9875,0.74,0.3575,0.08,0.0425,1,1,0.995,0.9625,0.7425,0.3575,0.1425,0.0575,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,1,184,0,16,184,16,16,75,5,120,75,120,120,45,17,138,45,138,138,115,5,80,115,80,80,156,3,41,156,41,41,
290, 1,1,1,0.9725,0.7625,0.365,0.08,0.0175,1,1,0.995,0.94,0.7525,0.31,0.1,0.05,200,0,0,200,0,0,198,0,2,198,2,2,193,0,7,193,7,7,173,1,26,173,26,26,78,8,114,78,114,114,48,18,134,48,134,134,141,3,56,141,56,56,175,0,25,175,25,25,
300, 1,0.9975,0.9925,0.9425,0.7775,0.2975,0.08,0.0325,1,0.9975,0.995,0.9475,0.83,0.295,0.075,0.03,200,0,0,200,0,0,200,0,0,200,0,0,195,0,5,195,5,5,166,2,32,166,32,32,103,8,89,103,89,89,66,10,124,66,124,124,150,3,47,150,47,47,172,1,27,172,27,27,
310, 1,1,0.99,0.9625,0.7475,0.3275,0.105,0.0275,0.9925,0.9925,0.9925,0.97,0.7425,0.395,0.1325,0.0175,197,0,3,197,3,3,198,0,2,198,2,2,196,0,4,196,4,4,170,0,30,170,30,30,103,3,94,103,94,94,58,8,134,58,134,134,150,0,50,150,50,50,185,0,15,185,15,15,
320, 0.995,1,0.9925,0.93,0.76,0.28,0.07,0.0275,1,1,0.98,0.945,0.71,0.2625,0.06,0.02,197,0,3,197,3,3,199,0,1,199,1,1,192,0,8,192,8,8,161,1,38,161,38,38,83,12,105,83,105,105,80,5,115,80,115,115,151,3,46,151,46,46,180,0,20,180,20,20,
330, 1,1,0.9875,0.9375,0.6825,0.2175,0.0525,0.0375,1,1,0.99,0.9525,0.7525,0.255,0.065,0.0225,200,0,0,200,0,0,200,0,0,200,0,0,193,0,7,193,7,7,166,0,34,166,34,34,83,9,108,83,108,108,105,3,92,105,92,92,156,0,44,156,44,44,172,1,27,172,27,27,
340, 1,1,0.99,0.94,0.6975,0.2475,0.07,0.0125,1,0.9975,0.9775,0.9525,0.7425,0.28,0.1025,0.025,200,0,0,200,0,0,199,0,1,199,1,1,188,0,12,188,12,12,173,0,27,173,27,27,75,9,116,75,116,116,78,5,117,78,117,117,150,4,46,150,46,46,190,0,10,190,10,10,
350, 1,1,1,0.93,0.6775,0.2675,0.0825,0.005,1,0.995,0.9775,0.95,0.69,0.2225,0.06,0.0225,200,0,0,200,0,0,197,0,3,197,3,3,190,0,10,190,10,10,150,1,49,150,49,49,71,7,122,71,122,122,65,10,125,65,125,125,156,2,42,156,42,42,180,1,19,180,19,19,
360, 1,1,0.995,0.915,0.66,0.255,0.0475,0.025,1,1,1,0.935,0.6825,0.24,0.045,0.0225,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,2,151,4,45,151,45,45,71,8,121,71,121,121,85,6,109,85,109,109,170,1,29,170,29,29,181,0,19,181,19,19,
370, 1,1,0.9925,0.8925,0.6375,0.175,0.0175,0.03,1,1,0.985,0.87,0.6325,0.21,0.0575,0.005,200,0,0,200,0,0,200,0,0,200,0,0,195,0,5,195,5,5,143,2,55,143,55,55,51,14,135,51,135,135,105,5,90,105,90,90,166,2,32,166,32,32,190,0,10,190,10,10,
380, 1,0.9975,0.9925,0.9175,0.5525,0.225,0.01,0.0075,0.9975,0.9975,0.985,0.9075,0.5675,0.2675,0.095,0.0175,200,0,0,200,0,0,196,0,4,196,4,4,191,0,9,191,9,9,146,3,51,146,51,51,39,14,147,39,147,147,85,9,106,85,106,106,163,2,35,163,35,35,190,0,10,190,10,10,
390, 1,0.995,0.9675,0.875,0.4825,0.0875,0.0275,0.02,0.995,0.9725,0.9525,0.8725,0.535,0.155,0.05,0.0225,198,0,2,198,2,2,191,0,9,191,9,9,180,0,20,180,20,20,131,0,69,131,69,69,47,22,131,47,131,131,123,9,68,123,68,68,169,0,31,169,31,31,186,0,14,186,14,14,
400, 1,1,0.99,0.9225,0.53,0.0775,0.015,0,1,0.9975,0.9825,0.9075,0.53,0.1375,0.0375,0.015,200,0,0,200,0,0,196,0,4,196,4,4,192,0,8,192,8,8,158,3,39,158,39,39,46,12,142,46,142,142,128,2,70,128,70,70,187,0,13,187,13,13,197,0,3,197,3,3,
410, 1,0.9975,0.9825,0.8775,0.5825,0.1625,0.05,0.02,1,1,0.98,0.875,0.5475,0.1375,0.02,0.015,200,0,0,200,0,0,200,0,0,200,0,0,189,1,10,189,10,10,129,2,69,129,69,69,52,16,132,52,132,132,119,4,77,119,77,77,181,0,19,181,19,19,192,0,8,192,8,8,
420, 1,0.9925,0.98,0.9025,0.6,0.15,0.0425,0.015,1,1,0.9725,0.8775,0.6,0.1575,0.035,0.0125,198,0,2,198,2,2,196,0,4,196,4,4,178,0,22,178,22,22,132,4,64,132,64,64,54,19,127,54,127,127,127,4,69,127,69,69,174,0,26,174,26,26,187,0,13,187,13,13,
430, 1,1,0.9875,0.925,0.62,0.16,0.0125,0.005,1,1,0.9675,0.875,0.63,0.1725,0.025,0.015,199,0,1,199,1,1,199,0,1,199,1,1,185,0,15,185,15,15,133,3,64,133,64,64,45,11,144,45,144,144,110,11,79,110,79,79,186,0,14,186,14,14,194,0,6,194,6,6,
440, 1,0.9975,0.9775,0.925,0.5825,0.1975,0.065,0.01,1,0.9925,0.9875,0.885,0.58,0.1625,0.01,0.005,200,0,0,200,0,0,196,0,4,196,4,4,185,0,15,185,15,15,143,0,57,143,57,57,56,12,132,56,132,132,110,2,88,110,88,88,181,2,17,181,17,17,197,0,3,197,3,3,
450, 0.9975,1,0.99,0.86,0.5225,0.1525,0.055,0.015,1,0.995,0.9725,0.8875,0.585,0.2075,0.02,0.015,197,0,3,197,3,3,198,0,2,198,2,2,188,0,12,188,12,12,135,1,64,135,64,64,41,18,141,41,141,141,102,4,94,102,94,94,172,0,28,172,28,28,194,0,6,194,6,6,
460, 1,1,0.97,0.88,0.545,0.1375,0.06,0.025,1,0.98,0.9575,0.895,0.5525,0.2175,0.045,0.01,199,0,1,199,1,1,194,0,6,194,6,6,168,1,31,168,31,31,128,6,66,128,66,66,35,11,154,35,154,154,96,4,100,96,100,100,159,2,39,159,39,39,190,0,10,190,10,10,
470, 1,0.995,0.9875,0.92,0.68,0.2575,0.07,0.035,1,1,0.985,0.885,0.6175,0.215,0.0425,0.02,198,0,2,198,2,2,199,0,1,199,1,1,189,1,10,189,10,10,142,3,55,142,55,55,59,11,130,59,130,130,93,8,99,93,99,99,163,0,37,163,37,37,180,2,18,180,18,18,
480, 1,1,0.9725,0.8825,0.7775,0.23,0.0575,0.025,1,0.9925,0.975,0.9075,0.7125,0.245,0.025,0,200,0,0,200,0,0,199,0,1,199,1,1,179,0,21,179,21,21,132,2,66,132,66,66,68,6,126,68,126,126,96,6,98,96,98,98,176,1,23,176,23,23,190,0,10,190,10,10,
490, 1,0.995,0.9775,0.915,0.6875,0.2225,0.0525,0.0325,1,0.9975,0.9875,0.9375,0.62,0.1975,0.0325,0.02,199,0,1,199,1,1,200,0,0,200,0,0,182,1,17,182,17,17,145,3,52,145,52,52,62,8,130,62,130,130,90,7,103,90,103,103,165,1,34,165,34,34,172,0,28,172,28,28,
500, 1,1,0.995,0.9475,0.66,0.1475,0.0475,0.01,1,1,0.995,0.92,0.6025,0.1825,0.035,0.02,200,0,0,200,0,0,199,0,1,199,1,1,195,0,5,195,5,5,164,1,35,164,35,35,62,14,124,62,124,124,99,2,99,99,99,99,175,3,22,175,22,22,188,1,11,188,11,11,
510, 1,1,0.9975,0.8875,0.6125,0.1625,0.0325,0.015,0.9975,1,0.9925,0.9025,0.55,0.135,0.01,0.01,199,0,1,199,1,1,198,0,2,198,2,2,192,1,7,192,7,7,151,4,45,151,45,45,51,8,141,51,141,141,121,4,75,121,75,75,184,0,16,184,16,16,193,0,7,193,7,7,
520, 1,1,0.9575,0.845,0.4825,0.19,0.04,0.045,1,1,0.9975,0.92,0.5375,0.21,0.0175,0.005,200,0,0,200,0,0,199,0,1,199,1,1,189,0,11,189,11,11,127,6,67,127,67,67,58,14,128,58,128,128,92,4,104,92,104,104,178,1,21,178,21,21,181,0,19,181,19,19,
530, 1,1,0.9875,0.855,0.4325,0.1,0.0275,0.01,1,0.9975,0.975,0.8475,0.47,0.14,0.02,0.0075,200,0,0,200,0,0,198,0,2,198,2,2,190,0,10,190,10,10,136,2,62,136,62,62,41,15,144,41,144,144,116,6,78,116,78,78,184,1,15,184,15,15,196,0,4,196,4,4,
540, 1,0.9875,0.965,0.8625,0.3875,0.095,0.0575,0,1,1,0.9875,0.87,0.46,0.135,0.0225,0.0075,200,0,0,200,0,0,192,0,8,192,8,8,183,0,17,183,17,17,116,4,80,116,80,80,45,9,146,45,146,146,124,4,72,124,72,72,174,1,25,174,25,25,195,0,5,195,5,5,
550, 1,1,0.9625,0.7525,0.405,0.12,0.02,0.0075,1,0.9975,0.9525,0.8325,0.44,0.175,0.0375,0.0025,200,0,0,200,0,0,199,0,1,199,1,1,171,1,28,171,28,28,100,10,90,100,90,90,39,18,143,39,143,143,126,5,69,126,69,69,185,0,15,185,15,15,197,0,3,197,3,3,
560, 1,1,0.9725,0.7925,0.475,0.07,0.045,0.0125,1,0.99,0.9475,0.785,0.47,0.12,0.0175,0.0025,199,0,1,199,1,1,193,0,7,193,7,7,173,0,27,173,27,27,91,3,106,91,106,106,39,22,139,39,139,139,147,1,52,147,52,52,172,1,27,172,27,27,193,0,7,193,7,7,
570, 1,0.9975,0.965,0.8,0.4725,0.1475,0.0375,0,0.995,0.9975,0.955,0.7875,0.5075,0.1575,0.0225,0.0125,198,0,2,198,2,2,194,0,6,194,6,6,180,0,20,180,20,20,96,10,94,96,94,94,51,9,140,51,140,140,118,1,81,118,81,81,183,1,16,183,16,16,194,1,5,194,5,5,
580, 1,0.9975,0.94,0.8475,0.4975,0.1575,0.02,0.0225,1,1,0.9575,0.85,0.5475,0.1675,0.0375,0.01,200,0,0,200,0,0,198,0,2,198,2,2,167,1,32,167,32,32,91,3,106,91,106,106,42,18,140,42,140,140,112,6,82,112,82,82,176,1,23,176,23,23,192,0,8,192,8,8,
590, 1,0.9975,0.975,0.83,0.5225,0.08,0.025,0,1,1,0.9775,0.885,0.5025,0.115,0.04,0.01,200,0,0,200,0,0,199,0,1,199,1,1,173,1,26,173,26,26,122,4,74,122,74,74,44,12,144,44,144,144,133,1,66,133,66,66,185,1,14,185,14,14,190,0,10,190,10,10,
600, 1,0.995,0.9725,0.8925,0.4875,0.1525,0.0375,0.0025,0.9925,0.99,0.9625,0.83,0.43,0.185,0.0525,0.02,197,0,3,197,3,3,198,0,2,198,2,2,186,0,14,186,14,14,130,4,66,130,66,66,53,11,136,53,136,136,101,3,96,101,96,96,164,0,36,164,36,36,189,0,11,189,11,11,
610, 1,0.9975,0.9725,0.8525,0.5675,0.1825,0.0375,0.0025,0.9625,0.96,0.985,0.905,0.6175,0.1925,0.0425,0.025,193,1,6,193,6,6,180,1,19,180,19,19,185,0,15,185,15,15,111,5,84,111,84,84,57,7,136,57,136,136,114,2,84,114,84,84,182,1,17,182,17,17,188,0,12,188,12,12,
620, 0.985,0.98,0.97,0.905,0.6125,0.0975,0.015,0.0025,1,0.995,0.9875,0.935,0.695,0.1375,0.0375,0.02,196,0,4,196,4,4,188,0,12,188,12,12,183,0,17,183,17,17,146,2,52,146,52,52,58,9,133,58,133,133,115,2,83,115,83,83,169,0,31,169,31,31,186,0,14,186,14,14,
630, 0.9925,1,0.9925,0.8975,0.6775,0.2225,0.04,0.015,0.9975,0.995,0.97,0.8625,0.6875,0.2025,0.07,0.015,195,0,5,195,5,5,198,0,2,198,2,2,182,1,17,182,17,17,128,3,69,128,69,69,55,8,137,55,137,137,83,6,111,83,111,111,164,1,35,164,35,35,189,0,11,189,11,11,
640, 0.9975,0.9925,0.9875,0.915,0.7,0.2675,0.04,0.0175,0.995,0.9975,0.9725,0.9375,0.6575,0.2,0.0475,0.0375,198,0,2,198,2,2,199,0,1,199,1,1,177,0,23,177,23,23,147,1,52,147,52,52,56,14,130,56,130,130,91,5,104,91,104,104,166,2,32,166,32,32,186,0,14,186,14,14,
650, 1,1,0.9875,0.915,0.6525,0.255,0.07,0.0275,0.99,1,0.9875,0.9275,0.7025,0.27,0.0675,0.0175,199,0,1,199,1,1,199,0,1,199,1,1,195,0,5,195,5,5,158,2,40,158,40,40,55,10,135,55,135,135,68,15,117,68,117,117,152,0,48,152,48,48,183,0,17,183,17,17,
660, 1,0.99,0.9675,0.9425,0.7125,0.23,0.0325,0.015,1,0.995,0.9975,0.93,0.705,0.2275,0.0925,0.015,200,0,0,200,0,0,196,0,4,196,4,4,184,0,16,184,16,16,155,0,45,155,45,45,65,10,125,65,125,125,83,9,108,83,108,108,164,1,35,164,35,35,191,0,9,191,9,9,
670, 1,0.9975,0.975,0.91,0.72,0.2,0.0325,0.035,1,0.995,0.9725,0.8725,0.6475,0.1725,0.04,0.0175,200,0,0,200,0,0,198,1,1,198,1,1,181,1,18,181,18,18,131,5,64,131,64,64,68,8,124,68,124,124,108,5,87,108,87,87,164,1,35,164,35,35,175,0,25,175,25,25,
680, 1,0.9975,0.9925,0.91,0.675,0.24,0.0775,0.0175,1,1,0.96,0.8675,0.7025,0.245,0.02,0.0175,196,0,4,196,4,4,198,0,2,198,2,2,177,1,22,177,22,22,130,4,66,130,66,66,59,13,128,59,128,128,86,7,107,86,107,107,171,1,28,171,28,28,191,0,9,191,9,9,
690, 1,0.9975,0.975,0.9075,0.79,0.3625,0.0625,0.015,0.985,0.9875,0.9825,0.9175,0.8175,0.335,0.095,0.05,195,0,5,195,5,5,196,0,4,196,4,4,180,1,19,180,19,19,144,2,54,144,54,54,97,4,99,97,99,99,73,8,119,73,119,119,144,1,55,144,55,55,176,0,24,176,24,24,
700, 1,0.99,0.9925,0.94,0.7925,0.445,0.0825,0.0125,1,0.9925,0.9975,0.935,0.805,0.42,0.0975,0.0575,199,0,1,199,1,1,193,0,7,193,7,7,192,1,7,192,7,7,150,0,50,150,50,50,90,8,102,90,102,102,53,18,129,53,129,129,142,2,56,142,56,56,186,0,14,186,14,14,
710, 1,1,0.99,0.97,0.78,0.275,0.0725,0.0175,1,0.9975,0.9875,0.9675,0.7975,0.33,0.1075,0.025,200,0,0,200,0,0,199,0,1,199,1,1,194,0,6,194,6,6,180,0,20,180,20,20,90,9,101,90,101,101,59,12,129,59,129,129,146,0,54,146,54,54,182,1,17,182,17,17,
720, 0.9975,0.9975,0.9975,0.96,0.7275,0.2875,0.065,0.0225,1,1,0.995,0.9425,0.7575,0.3075,0.1225,0.0425,195,0,5,195,5,5,198,0,2,198,2,2,199,0,1,199,1,1,176,1,23,176,23,23,82,6,112,82,112,112,63,8,129,63,129,129,143,2,55,143,55,55,180,0,20,180,20,20,
730, 1,1,0.9825,0.89,0.75,0.3025,0.065,0.035,1,1,0.975,0.935,0.76,0.2625,0.0925,0.0425,200,0,0,200,0,0,200,0,0,200,0,0,185,0,15,185,15,15,136,2,62,136,62,62,66,10,124,66,124,124,74,12,114,74,114,114,157,1,42,157,42,42,177,1,22,177,22,22,
740, 1,1,0.9875,0.9325,0.7875,0.32,0.0875,0.045,1,0.9975,0.9975,0.935,0.7375,0.2925,0.0625,0.0325,200,0,0,200,0,0,199,0,1,199,1,1,193,0,7,193,7,7,149,1,50,149,50,50,93,5,102,93,102,102,74,9,117,74,117,117,154,1,45,154,45,45,184,0,16,184,16,16,
750, 1,0.995,0.9725,0.93,0.7725,0.2875,0.09,0.0075,1,1,0.9825,0.935,0.705,0.2325,0.045,0.055,200,0,0,200,0,0,199,0,1,199,1,1,187,0,13,187,13,13,146,1,53,146,53,53,80,15,105,80,105,105,53,17,130,53,130,130,157,0,43,157,43,43,175,0,25,175,25,25,
