gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.606531, d0W0.860708, d0W1, d0W0.860708, d0W0.860708, d1W1, d1W0.606531, d1W0.860708, d1W1, d1W0.860708, d1W0.860708, d2W1, d2W0.606531, d2W0.860708, d2W1, d2W0.860708, d2W0.860708, d3W1, d3W0.606531, d3W0.860708, d3W1, d3W0.860708, d3W0.860708, d4W1, d4W0.606531, d4W0.860708, d4W1, d4W0.860708, d4W0.860708, d5W1, d5W0.606531, d5W0.860708, d5W1, d5W0.860708, d5W0.860708, d6W1, d6W0.606531, d6W0.860708, d6W1, d6W0.860708, d6W0.860708, d7W1, d7W0.606531, d7W0.860708, d7W1, d7W0.860708, d7W0.860708, 
760, 1,1,0.9925,0.965,0.8225,0.275,0.1225,0.0225,0.995,1,0.9975,0.945,0.765,0.26,0.0575,0.0525,199,0,1,199,1,1,200,0,0,200,0,0,196,0,4,196,4,4,177,0,23,177,23,23,94,3,103,94,103,103,71,7,122,71,122,122,141,2,57,141,57,57,170,1,29,170,29,29,
770, 1,0.9975,0.9975,0.97,0.8475,0.25,0.0525,0.0275,1,1,0.9925,0.96,0.745,0.1725,0.02,0.01,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,3,177,1,22,177,22,22,104,5,91,104,91,91,88,6,106,88,106,106,176,1,23,176,23,23,184,1,15,184,15,15,
780, 1,1,0.98,0.95,0.775,0.26,0.0575,0.02,1,1,0.99,0.9575,0.7425,0.32,0.0325,0.0075,200,0,0,200,0,0,200,0,0,200,0,0,187,0,13,187,13,13,172,1,27,172,27,27,87,5,108,87,108,108,82,15,103,82,103,103,171,0,29,171,29,29,188,0,12,188,12,12,
790, 1,0.9975,0.96,0.885,0.725,0.3075,0.065,0.01,1,1,0.985,0.895,0.715,0.23,0.075,0.035,200,0,0,200,0,0,199,0,1,199,1,1,183,0,17,183,17,17,125,5,70,125,70,70,78,7,115,78,115,115,76,6,118,76,118,118,158,2,40,158,40,40,179,1,20,179,20,20,
800, 1,0.995,0.9875,0.915,0.7125,0.2375,0.05,0.0175,0.9875,0.975,0.9875,0.9075,0.7075,0.19,0.0425,0.02,194,0,6,194,6,6,185,0,15,185,15,15,189,0,11,189,11,11,145,2,53,145,53,53,74,19,107,74,107,107,89,9,102,89,102,102,168,0,32,168,32,32,182,0,18,182,18,18,
810, 0.995,0.995,0.965,0.9225,0.6825,0.2075,0.07,0.03,0.995,0.9975,0.9875,0.91,0.74,0.2675,0.05,0.0375,199,0,1,199,1,1,195,0,5,195,5,5,181,0,19,181,19,19,145,2,53,145,53,53,80,6,114,80,114,114,88,9,103,88,103,103,148,3,49,148,49,49,175,2,23,175,23,23,
820, 1,0.9925,0.985,0.915,0.685,0.265,0.05,0.0125,1,1,0.99,0.955,0.7025,0.2475,0.07,0.0275,200,0,0,200,0,0,197,0,3,197,3,3,190,1,9,190,9,9,150,0,50,150,50,50,65,9,126,65,126,126,93,11,96,93,96,96,161,2,37,161,37,37,181,1,18,181,18,18,
830, 0.9875,0.995,0.985,0.945,0.6825,0.21,0.075,0.02,0.9975,0.9975,0.9925,0.9525,0.685,0.2725,0.1125,0.0525,194,0,6,194,6,6,195,0,5,195,5,5,191,0,9,191,9,9,159,1,40,159,40,40,60,13,127,60,127,127,94,8,98,94,98,98,137,5,58,137,58,58,176,3,21,176,21,21,
840, 0.9775,0.995,0.98,0.9625,0.72,0.25,0.035,0.0175,1,0.9975,0.97,0.9425,0.7275,0.3,0.1125,0.035,191,0,9,191,9,9,197,0,3,197,3,3,189,0,11,189,11,11,169,2,29,169,29,29,65,10,125,65,125,125,90,10,100,90,100,100,143,1,56,143,56,56,177,1,22,177,22,22,
850, 0.9975,0.99,0.99,0.9375,0.775,0.3275,0.085,0.02,1,0.9975,0.9975,0.955,0.8375,0.395,0.115,0.0225,199,0,1,199,1,1,194,0,6,194,6,6,194,1,5,194,5,5,161,0,39,161,39,39,82,8,110,82,110,110,60,14,126,60,126,126,156,2,42,156,42,42,181,0,19,181,19,19,
860, 1,0.985,0.985,0.9275,0.84,0.3625,0.085,0.0375,1,1,0.9975,0.9625,0.7925,0.3525,0.1075,0.035,200,0,0,200,0,0,191,0,9,191,9,9,193,0,7,193,7,7,163,1,36,163,36,36,92,2,106,92,106,106,49,12,139,49,139,139,144,1,55,144,55,55,163,0,37,163,37,37,
870, 1,0.9925,0.9975,0.985,0.85,0.31,0.1175,0.05,1,1,0.9975,0.97,0.8175,0.4325,0.13,0.03,200,0,0,200,0,0,197,0,3,197,3,3,199,0,1,199,1,1,184,0,16,184,16,16,121,5,74,121,74,74,49,18,133,49,133,133,131,3,66,131,66,66,172,0,28,172,28,28,
880, 1,1,1,0.955,0.7975,0.42,0.1225,0.045,1,0.9975,0.985,0.9575,0.7725,0.38,0.115,0.0425,200,0,0,200,0,0,200,0,0,200,0,0,195,0,5,195,5,5,171,0,29,171,29,29,87,5,108,87,108,108,53,21,126,53,126,126,124,3,73,124,73,73,173,2,25,173,25,25,
890, 1,1,1,0.97,0.8275,0.3325,0.0575,0.025,1,1,0.9975,0.9825,0.8625,0.38,0.1075,0.0525,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,3,187,0,13,187,13,13,120,3,77,120,77,77,52,6,142,52,142,142,147,2,51,147,51,51,169,0,31,169,31,31,
900, 1,1,0.9975,0.94,0.8625,0.3525,0.1075,0.0475,1,1,1,0.97,0.91,0.45,0.1275,0.0775,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,1,170,2,28,170,28,28,107,1,92,107,92,92,43,18,139,43,139,139,116,3,81,116,81,81,167,2,31,167,31,31,
910, 1,0.9975,0.97,0.945,0.815,0.46,0.1175,0.0825,1,1,1,0.975,0.8175,0.4425,0.1175,0.0675,200,0,0,200,0,0,199,0,1,199,1,1,189,0,11,189,11,11,180,0,20,180,20,20,105,1,94,105,94,94,47,11,142,47,142,142,122,3,75,122,75,75,148,2,50,148,50,50,
920, 0.9975,1,0.9875,0.9325,0.7725,0.4225,0.1075,0.0325,1,0.99,0.99,0.9375,0.7,0.465,0.1575,0.0575,198,0,2,198,2,2,198,0,2,198,2,2,187,1,12,187,12,12,165,0,35,165,35,35,68,11,121,68,121,121,55,15,130,55,130,130,123,6,71,123,71,71,170,1,29,170,29,29,
930, 1,0.9975,0.995,0.9525,0.8325,0.5525,0.21,0.05,1,0.9925,0.9875,0.9175,0.8475,0.5525,0.175,0.035,200,0,0,200,0,0,199,0,1,199,1,1,190,0,10,190,10,10,161,0,39,161,39,39,100,6,94,100,94,94,43,13,144,43,144,144,109,4,87,109,87,87,170,2,28,170,28,28,
940, 1,1,0.9925,0.9825,0.7725,0.4325,0.155,0.095,0.995,0.995,0.9875,0.9625,0.8325,0.465,0.185,0.0525,198,0,2,198,2,2,198,0,2,198,2,2,185,0,15,185,15,15,176,0,24,176,24,24,90,8,102,90,102,102,46,21,133,46,133,133,102,3,95,102,95,95,158,0,42,158,42,42,
950, 1,0.9775,0.9775,0.9725,0.79,0.43,0.1275,0.0425,1,1,0.9975,0.965,0.7975,0.4325,0.1375,0.12,199,0,1,199,1,1,192,0,8,192,8,8,189,1,10,189,10,10,180,0,20,180,20,20,116,5,79,116,79,79,51,13,136,51,136,136,130,5,65,130,65,65,137,2,61,137,61,61,
960, 1,1,1,0.945,0.7425,0.3175,0.1375,0.0925,1,1,0.9975,0.9525,0.795,0.3,0.075,0.075,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,3,168,0,32,168,32,32,96,4,100,96,100,100,63,7,130,63,130,130,141,0,59,141,59,59,141,6,53,141,53,53,
970, 1,0.9975,0.985,0.9275,0.7625,0.335,0.1325,0.04,1,1,0.995,0.9275,0.6975,0.28,0.11,0.0575,200,0,0,200,0,0,199,0,1,199,1,1,193,0,7,193,7,7,154,0,46,154,46,46,75,6,119,75,119,119,93,8,99,93,99,99,116,2,82,116,82,82,176,0,24,176,24,24,
980, 0.9875,0.98,0.97,0.9225,0.7475,0.3325,0.0625,0.015,1,1,0.995,0.94,0.7375,0.34,0.11,0.0475,196,0,4,196,4,4,195,0,5,195,5,5,186,0,14,186,14,14,152,1,47,152,47,47,69,9,122,69,122,122,61,11,128,61,128,128,145,3,52,145,52,52,174,0,26,174,26,26,
990, 1,1,0.9875,0.95,0.7725,0.3025,0.045,0.02,1,0.9975,0.975,0.945,0.7625,0.3325,0.09,0.0375,200,0,0,200,0,0,199,0,1,199,1,1,186,0,14,186,14,14,160,0,40,160,40,40,84,7,109,84,109,109,81,6,113,81,113,113,149,2,49,149,49,49,177,0,23,177,23,23,
