0	0	0.0327148
0	1	-0.0654506
0	2	0.0437238
0	3	-0.00540939
0	4	-0.00280726
0	5	-0.0133188
0	6	-0.00578921
0	7	0.0073391
0	8	-0.0043105
0	9	0.0133081
10	0	-0.0250027
10	1	-0.0351441
10	2	-0.0015085
10	3	0.0589632
10	4	-0.0123091
10	5	-0.000526267
10	6	0.0384202
10	7	0.01569
10	8	-0.0208252
10	9	-0.0177575
20	0	0.0849663
20	1	0.00963506
20	2	0.00166293
20	3	0.00478354
20	4	-0.0306017
20	5	-0.0308661
20	6	0.0138439
20	7	0.0461843
20	8	-0.0641024
20	9	-0.0355058
30	0	-0.0451895
30	1	0.0518556
30	2	-0.0718386
30	3	-0.0115575
30	4	-0.0362432
30	5	-0.00220472
30	6	0.065432
30	7	0.0570079
30	8	0.0175669
30	9	-0.0248289
40	0	0.00594927
40	1	0.030617
40	2	-0.00955593
40	3	-0.0193622
40	4	-0.0598562
40	5	0.0224793
40	6	-0.0170463
40	7	0.0612137
40	8	0.00553896
40	9	-0.0199775
50	0	0.00571094
50	1	-0.0151976
50	2	-0.0449525
50	3	0.088637
50	4	0.0103726
50	5	-0.075185
50	6	-0.014253
50	7	0.0626723
50	8	-0.00482916
50	9	-0.0129756
60	0	-0.00813037
60	1	-0.0256375
60	2	0.0256795
60	3	0.0462786
60	4	-0.0706464
60	5	-0.0093094
60	6	-0.0506384
60	7	0.054558
60	8	-0.010141
60	9	0.0479871
70	0	-0.041718
70	1	-0.00892315
70	2	0.0336304
70	3	-0.0232054
70	4	-0.000319221
70	5	-0.0322211
70	6	0.0283217
70	7	0.0701467
70	8	-0.0118444
70	9	-0.0138674
80	0	0.0530562
80	1	0.00694432
80	2	0.0443142
80	3	-0.0932334
80	4	0.0496135
80	5	0.0252489
80	6	0.00171274
80	7	0.0264439
80	8	-0.107343
80	9	-0.00675735
90	0	0.0179664
90	1	-0.0523747
90	2	-0.00371656
90	3	-0.0168641
90	4	-0.0113379
90	5	0.0163962
90	6	-0.0107739
90	7	0.04741
90	8	0.00283173
90	9	0.010463
100	0	-0.0325404
100	1	-0.0166521
100	2	-0.0183419
100	3	0.0748512
100	4	0.0620275
100	5	-0.0591749
100	6	-0.00769204
100	7	-0.00918633
100	8	0.0257677
100	9	-0.0190587
110	0	0.128861
110	1	-0.0381209
110	2	0.0395968
110	3	-0.0462128
110	4	-0.0577434
110	5	0.0648525
110	6	-0.00740168
110	7	0.0450497
110	8	-0.081623
110	9	-0.0472585
120	0	0.0144821
120	1	-0.0141406
120	2	-0.0503124
120	3	0.0143957
120	4	0.050146
120	5	-0.0494432
120	6	0.0254895
120	7	0.0777499
120	8	-0.0525146
120	9	-0.0158526
130	0	-0.0364809
130	1	0.0227454
130	2	0.0250388
130	3	0.0475693
130	4	0.0213651
130	5	0.0303422
130	6	-0.0402961
130	7	-0.00343339
130	8	0.0459015
130	9	-0.112752
140	0	0.00566156
140	1	0.00984449
140	2	0.0815647
140	3	-0.00722385
140	4	0.000587942
140	5	-0.0355961
140	6	0.047741
140	7	-0.072332
140	8	0.0492809
140	9	-0.0795286
150	0	0.0354215
150	1	-0.0508205
150	2	0.0741741
150	3	-0.0368823
150	4	-0.0457422
150	5	-0.0108619
150	6	-0.00773473
150	7	0.0308988
150	8	-0.0229598
150	9	0.0345071
160	0	0.0166046
160	1	-0.0148459
160	2	-0.000619648
160	3	-0.0481608
160	4	-0.00830167
160	5	0.0571002
160	6	-0.0262012
160	7	0.124233
160	8	-0.0329992
160	9	-0.0668089
170	0	-0.0254397
170	1	-0.0279967
170	2	-0.00896927
170	3	-0.00490641
170	4	0.0163593
170	5	0.0229973
170	6	0.0237632
170	7	-0.0293489
170	8	0.0322279
170	9	0.00131333
180	0	0.0135006
180	1	0.0441512
