1,0.209019, 0.0660375
1,0.192745, 0.0614182
1,0.129986, 0.025232
1,0.240348, 0.108304
1,0.146249, 0.0366502
1,0.338039, 0.153462
1,0.378991, 0.23
1,0.212686, 0.0752968
1,0.0959968, 0.0146374
1,0.140269, 0.0317805
2,0.156049, 0.0312066
2,0.20617, 0.0365361
2,0.425939, 0.150259
2,0.200593, 0.0255421
2,0.237712, 0.0363846
2,0.227546, 0.0381944
2,0.178842, 0.0388321
2,0.354576, 0.0908078
2,0.25506, 0.0659053
2,0.31656, 0.0844313
5,0.174727, 0.0096923
5,0.262161, 0.0416672
5,0.203466, 0.016926
5,0.163123, 0.0068827
5,0.260078, 0.0201916
5,0.191038, 0.00995114
5,0.235344, 0.0211781
5,0.214184, 0.0127354
5,0.220613, 0.0166417
5,0.180468, 0.00686229
10,0.221623, 0.00777617
10,0.214332, 0.00624986
10,0.253929, 0.0098488
10,0.191851, 0.00677959
10,0.23636, 0.00622744
10,0.174524, 0.00592432
10,0.31526, 0.0199833
10,0.242788, 0.00864908
10,0.214658, 0.00625949
10,0.200736, 0.010402
20,0.199663, 0.0036455
20,0.23772, 0.00497838
20,0.227863, 0.00315364
20,0.217214, 0.00526627
20,0.249747, 0.00602735
20,0.219478, 0.0040337
20,0.22399, 0.0034777
20,0.210163, 0.00474971
20,0.261475, 0.00370197
20,0.272414, 0.00761375
50,0.229189, 0.00145753
50,0.224413, 0.00284265
50,0.227265, 0.00162686
50,0.216879, 0.00130739
50,0.227437, 0.00132818
50,0.226202, 0.00132984
50,0.221662, 0.00156981
50,0.259541, 0.00218799
50,0.238469, 0.00288123
50,0.226796, 0.00220275
100,0.221971, 0.000979245
100,0.233776, 0.00097239
100,0.222146, 0.000743917
100,0.221568, 0.000840089
100,0.242401, 0.000739239
100,0.24016, 0.00133671
100,0.207981, 0.00109623
100,0.245094, 0.000784363
100,0.21988, 0.000690358
100,0.230494, 0.0010263
1000,0.219576, 5.39825e-05
1000,0.220662, 8.72093e-05
1000,0.222505, 9.40667e-05
1000,0.225424, 0.000121938
1000,0.223685, 7.59467e-05
1000,0.227223, 7.21365e-05
1000,0.227346, 0.000111241
1000,0.223012, 0.000160911
1000,0.226781, 7.51152e-05
1000,0.224603, 0.000121431
