round: 0, last: 0, nbSign0, equi: 0, accGen: 0
round: 1, last: 1, nbSign6, equi: 0, accGen: 2000
round: 2, last: 1, nbSign14, equi: 0, accGen: 4000
round: 3, last: 1, nbSign20, equi: 0, accGen: 6000
round: 4, last: 1, nbSign29, equi: 0, accGen: 8000
2000 generations ont pris500secondes
round: 0, last: 0, nbSign0, equi: 0, accGen: 0
round: 1, last: 1, nbSign6, equi: 0, accGen: 2000
round: 2, last: 1, nbSign15, equi: 0, accGen: 4000
round: 3, last: 1, nbSign21, equi: 0, accGen: 6000
round: 4, last: 1, nbSign30, equi: 0, accGen: 8000
2000 generations ont pris505secondes
round: 0, last: 0, nbSign0, equi: 0, accGen: 0
round: 1, last: 1, nbSign7, equi: 0, accGen: 2000
round: 2, last: 1, nbSign14, equi: 0, accGen: 4000
round: 3, last: 1, nbSign22, equi: 0, accGen: 6000
round: 4, last: 1, nbSign30, equi: 0, accGen: 8000
round: 5, last: 1, nbSign40, equi: 0, accGen: 10000
round: 6, last: 1, nbSign46, equi: 0, accGen: 12000
round: 7, last: 1, nbSign54, equi: 0, accGen: 14000
round: 8, last: 1, nbSign63, equi: 0, accGen: 16000
round: 9, last: 1, nbSign72, equi: 0, accGen: 18000
round: 10, last: 1, nbSign81, equi: 0, accGen: 20000
round: 11, last: 1, nbSign88, equi: 0, accGen: 22000
round: 12, last: 1, nbSign95, equi: 0, accGen: 24000
2000 generations ont pris1301secondes
round: 0, last: 0, nbSign0, equi: 0, accGen: 0
round: 1, last: 1, nbSign7, equi: 0, accGen: 2000
round: 2, last: 1, nbSign17, equi: 0, accGen: 4000
round: 3, last: 1, nbSign25, equi: 0, accGen: 6000
round: 4, last: 1, nbSign32, equi: 0, accGen: 8000
round: 5, last: 1, nbSign39, equi: 0, accGen: 10000
round: 6, last: 1, nbSign47, equi: 0, accGen: 12000
round: 7, last: 1, nbSign54, equi: 0, accGen: 14000
round: 8, last: 1, nbSign62, equi: 0, accGen: 16000
round: 9, last: 1, nbSign71, equi: 0, accGen: 18000
round: 10, last: 1, nbSign80, equi: 0, accGen: 20000
round: 11, last: 1, nbSign90, equi: 0, accGen: 22000
round: 12, last: 1, nbSign98, equi: 0, accGen: 24000
2000 generations ont pris1302secondes
