gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.654,0.6535,0.64525,0.655,0.661,0.66525,0.66025,0.67725,0.66825,0.6735,0.6675,0.66875,0.67875,0.7055,0.704,0.69875,0.70775,0.71625,0.7145,0.73075,0.08275,0.07775,0.091,0.09375,0.08925,0.08775,0.092,0.0825,0.07675,0.085,0.0855,0.08,0.0805,0.08325,0.084,0.10025,0.09025,0.08575,0.0885,0.0955,0.03275,0.03325,0.03375,0.031,0.02625,0.01975,0.0205,0.024,0.0245,0.029,0.03075,0.0255,0.0255,0.0215,0.02175,0.02625,0.0225,0.02825,0.037,0.033,0.81275,0.81425,0.8175,0.8115,0.8125,0.79125,0.79725,0.79475,0.79775,0.7845,0.79525,0.795,0.8,0.8155,0.826,0.81625,0.82575,0.8475,0.84225,0.85225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605,0.06375,0.06925,0.07075,0.06725,0.0615,0.0685,0.06675,0.06375,0.05725,0.07325,0.081,0.0735,0.0685,0.075,0.06875,0.07325,0.0795,0.07275,0.08125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
100, 0.65275,0.63675,0.63575,0.6465,0.65075,0.666,0.69175,0.699,0.69675,0.71375,0.71275,0.7015,0.69,0.71275,0.69375,0.68875,0.6865,0.68225,0.684,0.691,0.09575,0.09325,0.0795,0.083,0.082,0.08175,0.0805,0.07625,0.07275,0.0755,0.072,0.066,0.08675,0.0855,0.086,0.092,0.079,0.08675,0.0865,0.08625,0.0315,0.03425,0.02775,0.03375,0.034,0.035,0.02425,0.02775,0.029,0.03275,0.02925,0.036,0.03475,0.02725,0.032,0.0385,0.04775,0.042,0.03275,0.0375,0.7945,0.7875,0.79975,0.80375,0.81325,0.80775,0.7975,0.799,0.80775,0.79525,0.79575,0.79775,0.8055,0.81575,0.8105,0.81025,0.83,0.83875,0.8345,0.83425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0975,0.08525,0.07975,0.08025,0.08875,0.07925,0.0735,0.06725,0.06225,0.06275,0.06075,0.06325,0.05275,0.05925,0.05625,0.044,0.052,0.052,0.05225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
200, 0.60275,0.60275,0.60675,0.61725,0.61875,0.60625,0.634,0.641,0.6435,0.626,0.648,0.64175,0.653,0.6605,0.67075,0.68075,0.7025,0.68225,0.695,0.71125,0.11675,0.1085,0.10225,0.092,0.092,0.09525,0.09775,0.09025,0.0855,0.08825,0.08825,0.07725,0.07375,0.08325,0.0835,0.08625,0.08775,0.0805,0.07525,0.0665,0.0295,0.039,0.03925,0.0385,0.028,0.02525,0.022,0.0185,0.014,0.01375,0.01425,0.0155,0.01775,0.0225,0.02125,0.0215,0.0255,0.0265,0.02725,0.03025,0.791,0.8,0.79525,0.78775,0.79825,0.78525,0.794,0.79325,0.79575,0.8055,0.81675,0.81125,0.84225,0.82,0.81325,0.8105,0.804,0.80875,0.81625,0.8155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855,0.08875,0.08725,0.0785,0.073,0.0795,0.08125,0.08475,0.08175,0.081,0.0885,0.08225,0.0915,0.08525,0.08,0.08,0.0725,0.07625,0.06775,0.07175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
300, 0.62625,0.63575,0.65025,0.64875,0.64775,0.65525,0.66325,0.6475,0.6565,0.675,0.6595,0.66075,0.68025,0.67175,0.6725,0.6865,0.67875,0.661,0.66675,0.66375,0.06625,0.063,0.0655,0.0655,0.05875,0.065,0.064,0.0565,0.0665,0.07475,0.0745,0.07375,0.06575,0.067,0.07175,0.08375,0.092,0.09525,0.09325,0.097,0.0315,0.029,0.0275,0.032,0.03025,0.029,0.02675,0.02675,0.0335,0.0315,0.03375,0.0345,0.02975,0.03425,0.033,0.034,0.03625,0.0415,0.03125,0.0325,0.8275,0.82725,0.82675,0.8255,0.82325,0.83425,0.81025,0.809,0.80175,0.79625,0.79475,0.78325,0.79625,0.80375,0.807,0.8045,0.804,0.809,0.80675,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08975,0.09875,0.09,0.07725,0.06975,0.0755,0.07375,0.0765,0.07325,0.071,0.05975,0.0615,0.06225,0.0765,0.0745,0.0685,0.069,0.064,0.0715,0.06525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
400, 0.6945,0.6765,0.6665,0.6445,0.65075,0.6495,0.658,0.67025,0.6645,0.65525,0.657,0.6505,0.64625,0.638,0.66625,0.661,0.652,0.67275,0.6665,0.682,0.05275,0.053,0.053,0.04925,0.05275,0.0435,0.05375,0.0475,0.0455,0.05475,0.065,0.05875,0.0595,0.0565,0.06,0.0635,0.071,0.0635,0.0575,0.05925,0.02125,0.0215,0.02575,0.02825,0.03625,0.0355,0.0365,0.0405,0.032,0.03275,0.036,0.038,0.0335,0.03325,0.03125,0.037,0.03425,0.03775,0.0405,0.04,0.80925,0.8,0.80025,0.813,0.822,0.82,0.82675,0.83425,0.84025,0.82975,0.82775,0.83475,0.83025,0.83725,0.83875,0.832,0.84625,0.84175,0.8515,0.84875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09725,0.1005,0.0885,0.09,0.07775,0.0855,0.087,0.09275,0.08525,0.08625,0.1,0.09175,0.087,0.08575,0.0825,0.0875,0.07625,0.0705,0.0725,0.0605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
500, 0.63525,0.663,0.66425,0.6665,0.662,0.671,0.6855,0.68075,0.677,0.68075,0.69,0.6945,0.6955,0.685,0.6935,0.6485,0.66,0.662,0.6585,0.66075,0.041,0.04175,0.045,0.052,0.0475,0.0425,0.04575,0.0495,0.05275,0.05925,0.05375,0.052,0.05225,0.051,0.05075,0.04775,0.04525,0.04175,0.047,0.05,0.0175,0.01825,0.01775,0.022,0.0225,0.0275,0.03375,0.0295,0.029,0.0265,0.0285,0.032,0.02975,0.0365,0.035,0.02725,0.036,0.033,0.02825,0.029,0.78575,0.81325,0.8025,0.8225,0.84025,0.83475,0.833,0.846,0.84075,0.82575,0.8365,0.83275,0.8325,0.83925,0.83825,0.8475,0.8435,0.8325,0.82875,0.83075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.07475,0.082,0.08725,0.08775,0.0875,0.10225,0.08825,0.1035,0.0985,0.08925,0.094,0.0895,0.09175,0.0865,0.0835,0.08275,0.076,0.07175,0.07625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
600, 0.6705,0.67525,0.657,0.682,0.67675,0.6705,0.68725,0.68875,0.719,0.71825,0.711,0.718,0.71525,0.70875,0.71025,0.71675,0.72975,0.72125,0.70975,0.7045,0.024,0.0245,0.02575,0.03125,0.02775,0.0325,0.03675,0.04175,0.041,0.0465,0.043,0.0525,0.04975,0.051,0.0475,0.0405,0.0445,0.04025,0.04025,0.0395,0.00975,0.0075,0.01075,0.01325,0.01275,0.01425,0.0145,0.0155,0.019,0.0165,0.01875,0.02225,0.0225,0.02975,0.032,0.029,0.03675,0.02975,0.0305,0.03425,0.819,0.81325,0.81825,0.8165,0.8205,0.8335,0.83175,0.85075,0.856,0.851,0.8605,0.861,0.8605,0.8645,0.86075,0.855,0.85175,0.85475,0.8775,0.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06225,0.07825,0.07675,0.0805,0.0815,0.08675,0.1015,0.098,0.09825,0.09275,0.08375,0.083,0.068,0.0685,0.0655,0.063,0.0665,0.066,0.0695,0.06475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,0.999997,
700, 0.6795,0.68675,0.67875,0.6855,0.6965,0.68675,0.682,0.68025,0.67875,0.7,0.67225,0.66975,0.676,0.69175,0.68725,0.6845,0.66125,0.6505,0.63325,0.62175,0.02875,0.0235,0.027,0.02625,0.0245,0.02775,0.036,0.03275,0.036,0.039,0.04775,0.0495,0.0515,0.05275,0.0625,0.0625,0.0635,0.06925,0.07,0.067,0.02475,0.02375,0.026,0.02075,0.023,0.01925,0.02375,0.02625,0.0205,0.02325,0.02275,0.027,0.0285,0.0385,0.0395,0.0415,0.04225,0.03525,0.03475,0.03525,0.8225,0.81875,0.8195,0.8285,0.84225,0.84525,0.838,0.833,0.84925,0.86425,0.865,0.87625,0.88275,0.8775,0.873,0.86825,0.86975,0.85575,0.8505,0.85125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.0805,0.084,0.087,0.08775,0.08,0.076,0.068,0.071,0.061,0.06675,0.06025,0.04625,0.05025,0.0615,0.058,0.0695,0.0675,0.07275,0.07175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
800, 0.72725,0.737,0.7115,0.724,0.718,0.71325,0.72,0.7035,0.71625,0.705,0.6995,0.70575,0.70325,0.70275,0.68525,0.693,0.6905,0.698,0.68375,0.695,0.0405,0.0395,0.051,0.0445,0.0395,0.04425,0.04275,0.03975,0.0435,0.044,0.05,0.059,0.06925,0.065,0.06975,0.05975,0.05775,0.068,0.06125,0.05275,0.03425,0.04575,0.04875,0.047,0.04325,0.04425,0.04075,0.04275,0.04025,0.03725,0.038,0.0425,0.043,0.0375,0.04475,0.04375,0.0435,0.04,0.03875,0.03775,0.828,0.83325,0.84725,0.839,0.85725,0.85925,0.8505,0.8705,0.88225,0.8885,0.88725,0.87925,0.87525,0.86775,0.8625,0.86825,0.8675,0.87875,0.86725,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07375,0.07875,0.0845,0.09275,0.09225,0.0765,0.07725,0.07025,0.06425,0.06875,0.06775,0.0725,0.072,0.06175,0.05625,0.0605,0.0525,0.04775,0.0425,0.0425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
900, 0.726,0.724,0.73375,0.747,0.73875,0.728,0.72375,0.7305,0.7165,0.7295,0.71125,0.69875,0.713,0.7145,0.71,0.722,0.7165,0.709,0.7095,0.7045,0.04425,0.04775,0.04975,0.059,0.0505,0.05775,0.059,0.066,0.06025,0.06025,0.0565,0.0425,0.046,0.0515,0.057,0.0575,0.05225,0.0535,0.042,0.04375,0.0425,0.0415,0.0435,0.04,0.04125,0.03575,0.0365,0.0445,0.036,0.0455,0.03725,0.043,0.0505,0.0525,0.04875,0.04575,0.0515,0.05275,0.05475,0.0565,0.8205,0.82975,0.83425,0.84,0.8565,0.8505,0.85625,0.85775,0.857,0.8625,0.85925,0.872,0.85975,0.8835,0.88375,0.8725,0.88275,0.89275,0.88175,0.88175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605,0.05925,0.06825,0.061,0.052,0.05425,0.059,0.063,0.067,0.07025,0.0675,0.0705,0.078,0.073,0.0765,0.07425,0.087,0.087,0.08875,0.09825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
