gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,1,1,1,0.99775,0.97575,0.7915,0.237,0.023,0.0015,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99575,0.97875,0.79775,0.2355,0.022,0.002,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,1,1,1,1,1,0.99925,0.9785,0.814,0.2115,0.02725,0.0015,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99875,0.975,0.81575,0.21125,0.026,0.00175,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 1,1,1,1,1,1,1,0.997,0.96725,0.786,0.19825,0.0245,0.00175,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9965,0.96325,0.78275,0.21475,0.027,0.0015,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 1,1,1,1,1,1,1,0.9985,0.98,0.81875,0.2135,0.02675,0.00175,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.9825,0.8165,0.2295,0.0295,0.003,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,1,1,1,1,1,0.9985,0.97775,0.81325,0.25625,0.031,0.003,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.9765,0.81875,0.25475,0.026,0.00275,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,1,1,1,1,1,0.9985,0.97675,0.781,0.1765,0.02075,0.00125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9995,0.97575,0.7775,0.1775,0.01875,0.00125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 1,1,1,1,1,1,1,0.99875,0.977,0.79925,0.17675,0.0225,0.0015,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.998,0.9775,0.8075,0.17325,0.021,0.001,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,1,1,1,1,1,0.99975,0.999,0.97525,0.796,0.22075,0.024,0.00175,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.9995,0.9725,0.802,0.223,0.026,0.00325,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,1,1,1,1,1,1,0.99825,0.97675,0.79425,0.2075,0.02625,0.0025,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.97325,0.789,0.2065,0.0205,0.002,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,1,1,1,1,0.996,0.9705,0.804,0.21275,0.03025,0.00275,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,0.9725,0.8115,0.22525,0.0275,0.00125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
