gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8275,0.845,0.8575,0.815,0.8475,0.8675,0.69,0.645,0.4825,0.61,0.6975,0.77,0.8175,0.7975,0.825,0.79,0.835,0.8775,0.8625,0.905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8475,0.7975,0.8025,0.8075,0.775,0.8125,0.755,0.83,0.7525,0.625,0.655,0.725,0.735,0.75,0.7875,0.785,0.85,0.82,0.7825,0.735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,0.8675,0.8575,0.75,0.7975,0.81,0.8175,0.805,0.8125,0.8275,0.75,0.81,0.625,0.6925,0.66,0.665,0.7275,0.785,0.915,0.89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7925,0.82,0.865,0.915,0.915,0.8925,0.83,0.8375,0.7325,0.63,0.6,0.5925,0.53,0.5375,0.62,0.725,0.78,0.845,0.835,0.825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7225,0.745,0.8275,0.8275,0.76,0.8425,0.805,0.775,0.82,0.77,0.6525,0.6675,0.7575,0.6575,0.71,0.7325,0.7375,0.87,0.8975,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0.7525,0.785,0.7075,0.66,0.6225,0.66,0.75,0.645,0.63,0.6375,0.68,0.66,0.7025,0.705,0.7425,0.75,0.6575,0.7875,0.8625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0.7675,0.76,0.7625,0.755,0.855,0.7425,0.775,0.71,0.675,0.6925,0.5825,0.555,0.5575,0.625,0.76,0.68,0.7425,0.8575,0.8025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7525,0.7225,0.69,0.69,0.595,0.5625,0.5425,0.58,0.7125,0.635,0.695,0.7275,0.7675,0.7475,0.6825,0.7225,0.78,0.8,0.905,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6375,0.59,0.6375,0.635,0.73,0.705,0.6825,0.615,0.62,0.615,0.71,0.7175,0.7725,0.705,0.7825,0.8225,0.7875,0.835,0.6975,0.7575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.59,0.5475,0.66,0.605,0.62,0.565,0.54,0.5325,0.575,0.63,0.715,0.675,0.8875,0.855,0.9275,0.87,0.8975,0.8675,0.8475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
