gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,0.99925,0.99775,0.99425,0.98725,0.96,0.911,0.8355,0.664,0.47475,0.29175,0.13575,0.0695,0.0245,0.00975,0.0035,0.0005,0.00025,0,1,0.99975,0.99975,0.998,0.99625,0.98675,0.96425,0.9195,0.833,0.6705,0.483,0.2855,0.16025,0.07325,0.035,0.009,0.0015,0.0005,0.0005,0.00075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,0.9995,0.99925,0.9965,0.99,0.968,0.9195,0.82325,0.66325,0.46075,0.28875,0.15325,0.073,0.025,0.00875,0.00275,0.00075,0.00025,0.00025,1,1,0.9995,0.99825,0.9955,0.98775,0.972,0.92275,0.8255,0.656,0.45325,0.28275,0.15575,0.066,0.02775,0.0075,0.00125,0.00025,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 0.9995,1,0.99925,0.9985,0.995,0.98575,0.95925,0.91375,0.81675,0.679,0.46525,0.2625,0.13575,0.0535,0.02425,0.00775,0.003,0.001,0.00025,0.00025,1,0.99925,0.99875,0.99875,0.994,0.9825,0.9575,0.9105,0.81675,0.68875,0.4665,0.2585,0.13475,0.054,0.0205,0.00675,0.0025,0.001,0.00025,0,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,
300, 0.99975,1,0.99925,0.9975,0.9955,0.9895,0.96425,0.9085,0.8185,0.67275,0.4815,0.2775,0.14175,0.063,0.02725,0.0095,0.003,0.00125,0.00025,0.00025,1,1,1,0.99775,0.99575,0.98775,0.965,0.90575,0.8095,0.65675,0.46975,0.29575,0.14825,0.0615,0.02475,0.01075,0.005,0.00125,0,0.0005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,0.99925,0.99875,0.99375,0.9855,0.95875,0.905,0.80775,0.63925,0.454,0.27225,0.15075,0.05925,0.02325,0.0135,0.004,0.00075,0.00025,0,1,0.99875,0.99925,0.99825,0.9945,0.985,0.96525,0.8995,0.7915,0.634,0.43225,0.2495,0.13125,0.05975,0.021,0.009,0.004,0.00025,0,0,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,0.999858,
500, 1,1,0.9995,0.9985,0.9955,0.98275,0.95575,0.88575,0.7755,0.5975,0.40225,0.23125,0.10275,0.039,0.017,0.008,0.00175,0,0,0,1,1,0.998,0.99925,0.99475,0.98125,0.95725,0.89125,0.77725,0.581,0.3865,0.2085,0.101,0.042,0.0185,0.006,0.00175,0.001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0.99975,1,0.99975,0.997,0.9895,0.9785,0.9375,0.835,0.67775,0.49125,0.312,0.179,0.07625,0.03625,0.01475,0.0055,0.002,0.00025,0,0,1,1,0.99975,0.997,0.9915,0.9765,0.92925,0.83125,0.67975,0.51675,0.3335,0.18275,0.07525,0.03375,0.012,0.004,0.002,0.00075,0.00025,0.00025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,0.99925,0.99925,0.9965,0.98925,0.97225,0.9235,0.843,0.69,0.49925,0.31075,0.161,0.068,0.02275,0.00975,0.0035,0.00225,0.001,0,0,0.9995,0.9995,0.999,0.996,0.98775,0.96775,0.92975,0.82925,0.67975,0.504,0.325,0.1625,0.0715,0.028,0.0125,0.0035,0.00175,0.00025,0,0,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,0.999432,
800, 1,0.99975,0.99775,0.99625,0.99125,0.96675,0.9185,0.82525,0.6785,0.47475,0.2995,0.1545,0.066,0.0275,0.009,0.00375,0.001,0.0005,0,0,1,1,1,0.99625,0.98975,0.9685,0.91,0.81975,0.67975,0.481,0.28425,0.1575,0.062,0.022,0.00675,0.00225,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,0.9995,0.9995,0.99725,0.989,0.971,0.93225,0.837,0.694,0.533,0.34175,0.176,0.07675,0.03225,0.01,0.003,0.00075,0,0,0,1,0.9995,0.99925,0.997,0.99025,0.974,0.92775,0.84075,0.69775,0.52425,0.333,0.1825,0.07825,0.03425,0.00875,0.00475,0.00075,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
