1,0.17495, 0.0604625
1,0.0958585, 0.00791334
1,0.077568, 0.00957513
1,0.187725, 0.0737774
1,0.211524, 0.0428443
1,0.212653, 0.0809787
1,0.17517, 0.0293391
1,0.371595, 0.166907
1,0.257353, 0.129469
1,0.0880878, 0.0131149
2,0.2186, 0.0544134
2,0.521781, 0.274049
2,0.197509, 0.0387749
2,0.596344, 0.324645
2,0.51515, 0.184382
2,0.278102, 0.066488
2,0.398033, 0.160214
2,0.51889, 0.141808
2,0.47768, 0.177932
2,0.299598, 0.110653
5,1.04993, 0.574282
5,1.22958, 0.434093
5,0.86815, 0.193797
5,0.916623, 0.342081
5,0.732003, 0.19293
5,0.818338, 0.21973
5,0.85898, 0.242802
5,1.72326, 0.611494
5,0.986292, 0.291719
5,0.949504, 0.273361
10,2.14541, 1.24306
10,1.68317, 0.527983
10,2.04457, 0.496709
10,2.88739, 0.823343
10,2.74257, 0.512873
10,2.07855, 0.521698
10,2.07236, 1.53054
10,2.18751, 1.02227
10,1.79687, 0.597353
10,1.95229, 0.938953
20,4.61259, 1.95613
20,4.21298, 1.33015
20,4.91217, 2.48209
20,3.41189, 0.676007
20,4.40759, 2.07696
20,3.15472, 2.24657
20,4.36674, 1.51084
20,3.69548, 1.04499
20,4.56723, 3.77612
20,3.39859, 1.23839
50,10.2455, 8.77997
50,8.49066, 3.31828
50,10.0912, 5.50568
50,10.4315, 4.25698
50,10.2301, 3.39904
50,11.655, 11.019
50,11.8621, 5.73644
50,9.62587, 4.74543
50,10.5001, 5.1
50,9.74841, 3.69314
100,20.2193, 32.1837
100,19.7678, 22.1835
100,23.1707, 15.7035
100,20.4568, 15.9832
100,19.3699, 25.8824
100,20.3979, 13.5372
100,21.0279, 16.4694
100,19.5455, 29.0462
100,18.5645, 21.3241
100,17.808, 31.5897
1000,210.424, 171.941
1000,193.275, 2022.13
1000,200.395, 1021.6
1000,199.745, 440.926
1000,201.472, 962.54
1000,218.886, 582.298
1000,202.692, 1559.26
1000,198.031, 1262.77
1000,200.098, 995.071
1000,206.802, 325.72
