gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,0.99975,0.999,0.9965,0.98125,0.9385,0.8255,0.66775,0.461,0.27625,0.12575,0.056,0.017,0.0115,0.0035,0.00125,0,0.00025,1,1,1,0.99925,0.996,0.9905,0.9705,0.937,0.8555,0.677,0.45725,0.25325,0.111,0.05075,0.01975,0.00875,0.00775,0.0015,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,0.99975,0.99725,0.99325,0.986,0.9715,0.9325,0.83025,0.68875,0.4695,0.273,0.1215,0.0355,0.0235,0.022,0.0055,0.003,0.00025,0,0.99825,0.9985,1,0.999,0.9965,0.9885,0.96475,0.9385,0.85175,0.70125,0.453,0.22425,0.089,0.03625,0.01575,0.007,0.00325,0.0005,0.00225,0.00025,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,
200, 1,1,0.999,0.99575,0.99475,0.987,0.971,0.93125,0.83475,0.707,0.47875,0.27175,0.1165,0.0445,0.01975,0.00675,0.00075,0,0,0,1,0.99925,0.9965,0.99725,0.988,0.9905,0.97475,0.9475,0.85225,0.6855,0.50025,0.27525,0.13675,0.0505,0.0185,0.0055,0.00275,0.001,0,0,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,
300, 1,1,1,1,0.99925,0.99325,0.976,0.942,0.86,0.6915,0.43175,0.251,0.124,0.05475,0.02925,0.01075,0.0065,0.0025,0.00075,0.00025,1,0.9985,0.999,0.9985,0.9985,0.983,0.974,0.93375,0.8395,0.6975,0.45325,0.2515,0.113,0.0645,0.02625,0.01,0.002,0.0035,0,0,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,0.999957,
400, 1,1,1,0.99975,0.99525,0.99,0.96825,0.91975,0.8385,0.66575,0.46025,0.2465,0.1055,0.05025,0.026,0.00375,0.00025,0,0,0,0.99975,1,0.998,0.998,0.99475,0.9825,0.9745,0.9265,0.84225,0.65825,0.45625,0.25375,0.108,0.03975,0.02,0.00675,0.00125,0.00125,0,0.0005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0.99875,0.99825,0.998,0.9965,0.992,0.98675,0.97175,0.92,0.81875,0.6585,0.41775,0.214,0.0895,0.038,0.0155,0.006,0.00675,0.001,0,0,1,1,1,0.99975,0.99575,0.99,0.97,0.93375,0.83225,0.66625,0.40175,0.227,0.128,0.04125,0.0195,0.00875,0.00125,0.00025,0,0,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,
600, 1,1,1,0.9985,0.991,0.983,0.9685,0.93,0.8365,0.699,0.47125,0.26325,0.15,0.04975,0.0195,0.01325,0.00775,0.0045,0,0,1,1,1,0.99975,0.9955,0.993,0.97525,0.925,0.8425,0.6805,0.457,0.24875,0.11475,0.06325,0.02525,0.0075,0.0005,0.0015,0.00025,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 0.99925,1,1,0.9985,0.99675,0.99,0.97175,0.949,0.86975,0.7415,0.508,0.3015,0.13225,0.057,0.02625,0.00725,0.001,0.0025,0,0,1,0.9995,0.99675,0.9975,0.9915,0.98525,0.96725,0.9425,0.87375,0.72075,0.467,0.29225,0.1345,0.05325,0.0205,0.00925,0.0075,0.00425,0.0015,0.00025,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,0.999913,
800, 1,1,0.99975,0.99825,0.99675,0.9955,0.97125,0.925,0.85925,0.70125,0.44775,0.27325,0.137,0.0595,0.036,0.01375,0.00375,0.0015,0.00025,0,1,1,1,0.99875,0.99525,0.989,0.97075,0.9435,0.84475,0.694,0.46875,0.271,0.13975,0.06425,0.0315,0.00975,0.00425,0.00175,0.002,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,0.99925,0.9955,0.9895,0.981,0.95525,0.8895,0.7305,0.50775,0.2955,0.15825,0.066,0.02675,0.01525,0.005,0.00125,0.001,0.00025,1,0.999,0.9995,0.99925,0.996,0.99425,0.98075,0.94625,0.8765,0.727,0.5035,0.3015,0.13325,0.06375,0.025,0.006,0.004,0.00125,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
