gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0.124,0.1215,0.1275,0.133,0.1515,0.151,0.141,0.1405,0.1405,0.154,0.159,0.1485,0.1365,0.144,0.145,0.1495,0.149,0.1635,0.152,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,
100, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0.164,0.154,0.1425,0.164,0.17,0.1815,0.1705,0.199,0.1675,0.15,0.1265,0.141,0.1575,0.1405,0.135,0.143,0.1185,0.0985,0.097,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,0.999993,
200, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.191,0.194,0.175,0.182,0.172,0.151,0.1575,0.157,0.141,0.1485,0.14,0.1455,0.1325,0.135,0.1185,0.1125,0.107,0.1095,0.113,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,
300, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.129,0.1305,0.1305,0.126,0.121,0.1475,0.133,0.1415,0.141,0.1295,0.1235,0.133,0.1395,0.1235,0.134,0.1345,0.1345,0.1205,0.1225,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,
400, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.1125,0.119,0.1175,0.126,0.1055,0.106,0.118,0.116,0.1405,0.1495,0.178,0.1765,0.1675,0.1585,0.191,0.172,0.167,0.1785,0.177,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,0.999996,
500, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1295,0.1175,0.113,0.1155,0.1145,0.1195,0.1055,0.1105,0.1295,0.131,0.153,0.1645,0.1855,0.1825,0.19,0.1835,0.2025,0.2125,0.218,0.215,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,
600, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.1285,0.143,0.1385,0.155,0.149,0.1695,0.194,0.2085,0.2225,0.2145,0.213,0.1845,0.1975,0.1925,0.1805,0.2025,0.197,0.202,0.189,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,
700, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1235,0.1125,0.1395,0.139,0.1375,0.1735,0.1625,0.1785,0.169,0.19,0.2045,0.215,0.2045,0.21,0.209,0.178,0.194,0.2025,0.1965,0.2025,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,0.999994,
800, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1415,0.147,0.136,0.1495,0.1665,0.16,0.1595,0.149,0.1565,0.154,0.178,0.174,0.2175,0.208,0.236,0.2155,0.216,0.2205,0.2385,0.239,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,
900, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.1545,0.177,0.173,0.147,0.1375,0.168,0.151,0.132,0.1275,0.162,0.138,0.1525,0.17,0.1755,0.197,0.1905,0.212,0.1945,0.225,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,0.999991,
