gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,1,1,1,1,1,1,1,0.9775,0.9075,0.6275,0.19,0.03,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9925,0.9175,0.565,0.085,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9675,0.79,0.4775,0.1275,0.005,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.98,0.8525,0.58,0.1425,0.02,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.975,0.8425,0.565,0.16,0.0175,0.0075,0.0025,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9925,0.9275,0.51,0.1475,0.0325,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.99,0.9025,0.6225,0.1125,0.02,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9975,0.905,0.64,0.155,0.015,0.005,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,1,1,1,1,1,1,1,1,0.995,0.97,0.87,0.445,0.1025,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.97,0.825,0.395,0.065,0.01,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9775,0.87,0.455,0.115,0.0125,0.0075,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.96,0.875,0.4725,0.1075,0.0225,0,0.0025,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9675,0.8425,0.4825,0.09,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.99,0.82,0.4625,0.0975,0.0225,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9575,0.84,0.3925,0.105,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9925,0.9775,0.815,0.4875,0.0925,0.0125,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 1,1,1,1,1,1,1,1,1,1,0.9975,0.985,0.8375,0.4475,0.0525,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9725,0.8675,0.395,0.0425,0.0175,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.96,0.8125,0.355,0.085,0.005,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.985,0.8975,0.4175,0.055,0.005,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.98,0.8725,0.455,0.075,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9975,0.9975,0.985,0.9275,0.4475,0.085,0.005,0,0,0,0,1,1,1,1,1,1,1,1,1,0.995,0.9925,0.975,0.8325,0.4325,0.045,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9875,0.955,0.83,0.405,0.0825,0.0175,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 1,1,1,1,1,1,1,1,1,1,0.995,0.915,0.5725,0.2725,0.025,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9575,0.6775,0.295,0.0475,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.985,0.9225,0.57,0.24,0.05,0,0.005,0,0,0,1,1,1,1,1,1,1,1,1,1,0.99,0.9475,0.6175,0.245,0.05,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.97,0.6275,0.25,0.065,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9975,0.9825,0.9375,0.5775,0.23,0.03,0.01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.955,0.635,0.3025,0.0325,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.9575,0.7125,0.4075,0.065,0.0075,0.005,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,1,1,1,1,1,1,1,1,1,0.915,0.635,0.2225,0.0325,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9925,0.995,0.9625,0.64,0.19,0.015,0.005,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.995,0.985,0.915,0.5725,0.2275,0.0125,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.995,0.9875,0.94,0.5425,0.31,0.055,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9975,0.9925,0.9375,0.64,0.2375,0.015,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.995,0.9875,0.92,0.6075,0.2825,0.0325,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9975,0.9925,0.9,0.5625,0.24,0.0175,0.005,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.9075,0.53,0.1825,0.005,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,1,1,1,1,1,1,1,1,0.985,0.98,0.6875,0.285,0.055,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9925,0.935,0.6225,0.24,0.0425,0.0125,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9475,0.68,0.2825,0.0275,0.005,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9925,0.945,0.715,0.3225,0.08,0.01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9925,0.9425,0.635,0.2125,0.0325,0.025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.97,0.9775,0.6575,0.2625,0.05,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.9925,0.9975,0.975,0.6475,0.2225,0.065,0.01,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.9975,1,0.9375,0.7025,0.275,0.06,0.0125,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 1,1,1,1,1,1,1,1,1,1,0.995,0.975,0.775,0.3575,0.05,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.97,0.76,0.3275,0.0475,0.01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9925,0.9525,0.68,0.31,0.0725,0.01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.96,0.6925,0.4375,0.0675,0.0325,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9525,0.77,0.3425,0.0375,0.015,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.935,0.7275,0.3925,0.0475,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9625,0.7525,0.3725,0.0575,0.025,0.005,0,0,0,1,1,1,1,1,1,1,1,1,1,0.99,0.945,0.6975,0.35,0.05,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,1,1,1,1,1,1,1,1,1,0.9975,0.96,0.7075,0.35,0.07,0.0275,0.0075,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.915,0.63,0.2475,0.07,0.015,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.9675,0.6775,0.2975,0.0675,0.0125,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9725,0.81,0.335,0.1175,0.0125,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.97,0.705,0.2975,0.0775,0.0125,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9925,0.995,0.965,0.7075,0.295,0.08,0.01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.9175,0.53,0.2875,0.0575,0.0125,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.975,0.7075,0.3725,0.0625,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,1,1,1,1,1,1,1,1,1,1,0.98,0.7675,0.2325,0.0575,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.98,0.69,0.275,0.06,0,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.97,0.8175,0.345,0.05,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.955,0.82,0.255,0.05,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9775,0.95,0.7625,0.305,0.0975,0.01,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9775,0.7425,0.2825,0.08,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9725,0.835,0.2725,0.05,0.005,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.99,0.77,0.2575,0.06,0.005,0.0025,0.0025,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,1,1,1,1,1,1,1,0.9975,0.9425,0.7825,0.335,0.0875,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.995,0.975,0.77,0.4675,0.0625,0.015,0.0025,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.955,0.685,0.3325,0.06,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9975,0.995,0.9575,0.8175,0.4725,0.055,0.0025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.975,0.8075,0.345,0.0625,0.0075,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9975,0.9925,0.9475,0.7425,0.3225,0.105,0.02,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.9425,0.74,0.45,0.085,0.015,0.005,0,0,0,1,1,1,1,1,1,1,1,1,1,0.9975,0.93,0.64,0.3425,0.05,0.01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
