gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325,0.0775,0.055,0.035,0.035,0.0975,0.0675,0.0275,0.12,0.0575,0.0525,0.0375,0.0975,0.1,0.08,0.12,0.065,0.0275,0.045,0.025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0.1025,0.1575,0.09,0.1125,0.105,0.1625,0.11,0.11,0.2425,0.21,0.105,0.165,0.165,0.1425,0.0425,0.0275,0.01,0.08,0.1325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0.0725,0.0875,0.175,0.1425,0.23,0.2475,0.3025,0.44,0.385,0.25,0.1575,0.09,0.14,0.14,0.095,0.1425,0.0775,0.1425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0.0825,0.0475,0.0925,0.1875,0.1825,0.1875,0.1875,0.1975,0.3475,0.325,0.245,0.3275,0.25,0.22,0.175,0.1525,0.0875,0.14,0.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1375,0.1,0.115,0.1025,0.1,0.05,0.1975,0.275,0.2075,0.1425,0.165,0.1325,0.145,0.1325,0.1125,0.09,0.045,0.1325,0.0225,0.0025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1025,0.1575,0.0925,0.11,0.175,0.145,0.1575,0.0975,0.0925,0.175,0.1975,0.125,0.0775,0.08,0.0625,0.0525,0.01,0.0125,0.02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.255,0.265,0.24,0.235,0.22,0.2225,0.1825,0.2475,0.3275,0.2275,0.195,0.0975,0.11,0.05,0.0325,0.06,0.015,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.205,0.2125,0.185,0.13,0.1475,0.19,0.085,0.215,0.2175,0.165,0.1875,0.0825,0.03,0.02,0.0075,0.04,0.0375,0.03,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.165,0.15,0.195,0.3875,0.2825,0.185,0.15,0.185,0.145,0.1025,0.09,0.07,0.0225,0.0525,0.055,0.0625,0.0875,0.12,0.0675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.1875,0.1425,0.1775,0.07,0.0725,0.0625,0.055,0.0125,0.105,0.12,0.1275,0.1325,0.1425,0.0925,0.06,0.0775,0.12,0.2025,0.175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
