gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.39475,0.40975,0.4135,0.392,0.33925,0.37025,0.344,0.354,0.3645,0.3285,0.325,0.3395,0.381,0.379,0.39175,0.39425,0.38575,0.359,0.35525,0.36125,0.6805,0.67525,0.70325,0.6905,0.70675,0.689,0.709,0.68625,0.623,0.624,0.614,0.56475,0.53125,0.5045,0.467,0.419,0.43,0.45,0.42525,0.421,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,0.999945,
100, 0.383,0.3865,0.3675,0.33925,0.36725,0.32575,0.29725,0.29175,0.32225,0.33625,0.311,0.37125,0.3765,0.422,0.4425,0.45275,0.437,0.41075,0.4295,0.40725,0.67725,0.67725,0.66925,0.66725,0.64975,0.6585,0.668,0.662,0.6075,0.61225,0.60275,0.56125,0.521,0.5435,0.54475,0.5005,0.45925,0.4925,0.479,0.4705,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,
200, 0.37975,0.36175,0.3985,0.37575,0.364,0.36225,0.35075,0.3015,0.29825,0.3135,0.326,0.3665,0.38775,0.3755,0.37675,0.406,0.453,0.43675,0.4155,0.42975,0.6215,0.6265,0.661,0.6515,0.63525,0.641,0.64325,0.63125,0.63375,0.584,0.52725,0.556,0.5285,0.5115,0.52625,0.504,0.5025,0.4725,0.489,0.49125,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,0.999947,
300, 0.41075,0.40275,0.41375,0.35125,0.35,0.3345,0.29975,0.3815,0.3905,0.353,0.357,0.3675,0.32875,0.35975,0.353,0.378,0.40925,0.454,0.48025,0.51325,0.58725,0.566,0.6145,0.60125,0.63525,0.57625,0.58475,0.58475,0.60375,0.54,0.53125,0.549,0.5385,0.53525,0.53025,0.504,0.51,0.52925,0.53325,0.54475,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,0.999951,
400, 0.35625,0.3735,0.3585,0.33425,0.3035,0.288,0.27575,0.27775,0.27375,0.2725,0.30525,0.31725,0.36325,0.36225,0.40075,0.443,0.42,0.48125,0.49525,0.492,0.59875,0.57925,0.5845,0.53575,0.52925,0.564,0.54025,0.57325,0.57,0.56575,0.5365,0.56375,0.5605,0.55125,0.54975,0.551,0.522,0.5295,0.5135,0.5215,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,0.999949,
500, 0.446,0.4545,0.43175,0.3915,0.3715,0.35525,0.35375,0.3525,0.36525,0.364,0.33275,0.3485,0.3835,0.4415,0.44075,0.43625,0.44275,0.467,0.473,0.5015,0.5545,0.53575,0.5835,0.5665,0.5745,0.53475,0.5575,0.525,0.55425,0.5205,0.5385,0.54175,0.55325,0.5485,0.561,0.559,0.57075,0.5375,0.551,0.61325,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,
600, 0.4105,0.435,0.444,0.441,0.407,0.4185,0.3465,0.35875,0.338,0.3585,0.361,0.36075,0.37525,0.417,0.42425,0.42775,0.4275,0.4585,0.4265,0.4525,0.5325,0.49225,0.494,0.51925,0.53925,0.5595,0.52775,0.56725,0.572,0.57575,0.5375,0.53975,0.548,0.56125,0.5135,0.54375,0.5815,0.578,0.592,0.5805,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,0.999953,
700, 0.465,0.457,0.42075,0.438,0.40225,0.34925,0.3605,0.356,0.38325,0.398,0.4105,0.444,0.43175,0.4035,0.43925,0.45425,0.46125,0.42625,0.44275,0.44975,0.52275,0.5635,0.57,0.58325,0.6145,0.61875,0.6225,0.593,0.576,0.5605,0.559,0.5655,0.541,0.53575,0.531,0.50325,0.53325,0.55225,0.57025,0.5835,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,0.999956,
800, 0.40375,0.40225,0.425,0.40425,0.37225,0.35225,0.36,0.38675,0.37325,0.3595,0.42125,0.46625,0.449,0.4405,0.4005,0.438,0.43475,0.49075,0.51325,0.495,0.5515,0.527,0.5145,0.508,0.54475,0.573,0.62225,0.62625,0.61675,0.604,0.615,0.5885,0.563,0.572,0.5625,0.528,0.5185,0.53075,0.53175,0.51425,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,
900, 0.374,0.36425,0.402,0.409,0.44025,0.45775,0.41325,0.4005,0.38075,0.361,0.39625,0.3885,0.446,0.44,0.40175,0.40475,0.41725,0.39675,0.3665,0.387,0.5415,0.54775,0.54375,0.553,0.526,0.5405,0.55225,0.5945,0.58325,0.561,0.57575,0.59375,0.61275,0.6185,0.5905,0.563,0.56325,0.52575,0.536,0.51775,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,0.999955,
