0	0	-0.0406723
0	1	0.0278372
0	2	0.00463864
0	3	0.0345332
0	4	0.0257495
0	5	-0.0398365
0	6	-0.0229252
0	7	0.0106755
8	0	0.0206711
8	1	0.00709353
8	2	0.0491617
8	3	0.0314592
8	4	-0.0542166
8	5	-0.00385374
8	6	0.00132522
8	7	-0.0516404
16	0	-0.0372452
16	1	0.0154124
16	2	-0.0210743
16	3	0.03703
16	4	0.0339047
16	5	-0.0149067
16	6	-0.0278643
16	7	0.0147433
24	0	-0.0175929
24	1	-0.00117677
24	2	-0.00890921
24	3	-0.0188719
24	4	0.0500585
24	5	-0.0353777
24	6	0.00631774
24	7	0.0255522
32	0	0.102657
32	1	-0.00641438
32	2	0.063994
32	3	-0.00115056
32	4	-0.0800717
32	5	-0.0103278
32	6	-0.041156
32	7	-0.0275309
40	0	-0.0261557
40	1	-0.0557077
40	2	-0.0191693
40	3	-0.0172878
40	4	0.0654528
40	5	0.0218223
40	6	0.0220172
40	7	0.00902817
48	0	-0.015316
48	1	-0.0422326
48	2	-0.030967
48	3	0.0404546
48	4	0.00148228
48	5	0.0244325
48	6	-0.0303027
48	7	0.0524489
56	0	0.0226465
56	1	-0.0113246
56	2	-0.0146243
56	3	-0.021159
56	4	0.0381678
56	5	-0.0221011
56	6	0.0195392
56	7	-0.0111445
64	0	0.0323641
64	1	0.00567051
64	2	-0.061017
64	3	-0.00227016
64	4	0.0605005
64	5	0.00118297
64	6	0.00602792
64	7	-0.0424588
72	0	0.0412859
72	1	0.00682875
72	2	0.0037708
72	3	0.0317249
72	4	-0.0365481
72	5	0.00693119
72	6	-0.0109928
72	7	-0.0430007
80	0	-0.010439
80	1	0.029183
80	2	0.00121189
80	3	0.026582
80	4	-0.0596973
80	5	-0.0365845
80	6	0.0226779
80	7	0.027066
88	0	-0.0331926
88	1	0.00141118
88	2	-0.0323712
88	3	-0.040433
88	4	0.0370793
88	5	-0.00548765
88	6	0.00323487
88	7	0.0697592
96	0	0.0107191
96	1	-0.0150043
96	2	0.0259282
96	3	-0.0112598
96	4	0.0109624
96	5	0.0238965
96	6	-0.00891072
96	7	-0.0363313
104	0	0.0388727
104	1	0.00223728
104	2	0.0258053
104	3	-0.00577699
104	4	-0.0664983
104	5	0.00450306
104	6	-0.000131453
104	7	0.000988372
112	0	0.0152889
112	1	-0.0183984
112	2	-0.030178
112	3	0.00500143
112	4	-0.0193599
112	5	0.00690305
112	6	0.0262801
112	7	0.0144628
120	0	-0.0387406
120	1	-0.00330048
120	2	-0.0137689
120	3	0.0353908
120	4	0.00315261
120	5	0.0262235
120	6	0.00625678
120	7	-0.0152137
128	0	-0.0154236
128	1	0.0152071
128	2	0.0292267
128	3	-0.0125495
128	4	0.0123124
128	5	0.0400756
128	6	-0.072118
128	7	0.00326926
136	0	0.0191439
136	1	0.0189861
136	2	0.00157651
136	3	0.0728909
136	4	-0.0438574
136	5	-0.0212865
136	6	-0.0402701
136	7	-0.00718329
144	0	0.0305157
144	1	0.0460066
144	2	-0.0459714
144	3	0.00753081
144	4	-0.0121993
144	5	-0.00245518
144	6	-0.0132081
144	7	-0.0102191
152	0	0.0178179
152	1	0.0324471
152	2	-0.00375292
152	3	0.0169803
152	4	-0.0377292
152	5	-0.0294166
152	6	-0.0139884
152	7	0.0176417
160	0	-0.0161159
160	1	0.0207575
160	2	0.0245431
160	3	0.019915
160	4	0.0256097
160	5	-0.0256986
160	6	-0.0280123
160	7	-0.0209985
168	0	-0.0357927
168	1	0.0305587
168	2	0.0620007
168	3	-0.0475731
168	4	-0.00903902
168	5	-0.0105374
168	6	-0.0157798
168	7	0.0261626
176	0	-0.0422845
176	1	0.0064877
176	2	-0.00950725
176	3	0.0746851
176	4	-0.00520534
176	5	-0.0178904
176	6	0.0161504
176	7	-0.0224357
184	0	-0.0113921
184	1	-0.0054636
184	2	0.0406164
184	3	0.0587255
184	4	-0.0235238
184	5	-0.00358994
184	6	-0.0550467
184	7	-0.000325675
192	0	0.0459336
192	1	-0.00203924
192	2	-0.0284052
192	3	0.0418134
192	4	-0.0385524
192	5	0.00664648
192	6	-0.0171988
192	7	-0.00819784
200	0	-0.0608812
200	1	-0.00805691
200	2	-0.0228558
200	3	0.00270255
200	4	-0.0107673
200	5	-0.00373765
200	6	0.0677527
200	7	0.0358436
208	0	-0.0113307
208	1	-0.0210822
208	2	0.0124952
208	3	0.0212933
208	4	-0.0307907
208	5	0.0556098
208	6	-0.0349529
208	7	0.00875818
216	0	0.0188375
216	1	-0.00136866
216	2	-0.0175421
216	3	-0.00781897
216	4	0.00362281
216	5	0.0654363
216	6	-0.0539104
216	7	-0.00725643
224	0	0.0527076
224	1	-0.0193223
224	2	0.0157981
224	3	-0.00629898
224	4	-0.0143337
224	5	-0.00605949
224	6	-0.0347955
224	7	0.0123042
232	0	-3.46599e-05
232	1	0.0328967
232	2	0.025726
232	3	0.022875
232	4	-0.0110773
232	5	-0.0087241
232	6	-0.0101298
232	7	-0.0515319
240	0	-0.0462758
240	1	0.000437392
240	2	-0.0163173
240	3	0.0506458
240	4	0.00895525
240	5	0.0151153
240	6	-0.0462498
240	7	0.0336892
248	0	0.0472025
248	1	9.87524e-05
248	2	0.0571552
248	3	-0.0064162
248	4	-0.0318031
248	5	-0.0280184
248	6	-0.0154305
248	7	-0.0227882
256	0	0.0285902
256	1	-0.0111291
256	2	-0.0312033
256	3	0.00735181
256	4	0.0261882
256	5	0.0510819
256	6	-0.021828
256	7	-0.0490516
264	0	0.00878253
264	1	0.00965027
264	2	0.0263791
264	3	-0.0420063
264	4	-0.00915773
264	5	0.022146
264	6	-0.0143539
264	7	-0.00143997
272	0	-0.0428737
272	1	0.0254692
272	2	-0.0014041
272	3	0.0252142
272	4	0.0542677
272	5	-0.0832946
272	6	0.00313493
272	7	0.0194863
280	0	-0.0258612
280	1	-0.00767689
280	2	0.0465092
280	3	-0.0105119
280	4	0.00751107
280	5	-0.0159002
280	6	-0.00163228
280	7	0.00756223
288	0	-0.0347557
288	1	-0.022618
288	2	0.0737853
288	3	-0.0109194
288	4	0.00196114
288	5	0.00478702
288	6	0.00873009
288	7	-0.0209703
296	0	0.0244592
296	1	0.0422669
296	2	-0.0310816
296	3	0.00500139
296	4	0.0447154
296	5	-0.0435932
296	6	-0.0250954
296	7	-0.0166728
304	0	-0.016207
304	1	-0.0183277
304	2	-0.00395522
304	3	0.0781677
304	4	-0.0747455
304	5	0.0260237
304	6	0.00663236
304	7	0.00241177
312	0	0.0608744
312	1	-0.0127737
312	2	-0.00422075
312	3	-0.0365513
312	4	0.0195202
312	5	0.0123401
312	6	-0.00901225
312	7	-0.0301768
320	0	0.0312975
320	1	-0.0327389
320	2	-0.0681263
320	3	0.0162026
320	4	-0.0136438
320	5	-0.0014034
320	6	0.0501804
320	7	0.0182319
328	0	0.00462229
328	1	0.0231853
328	2	-0.0149703
328	3	-0.0456645
328	4	0.0399242
328	5	0.00352596
328	6	0.000537601
328	7	-0.0111606
336	0	-0.000663854
336	1	0.0186888
336	2	0.00742652
336	3	0.0189565
336	4	0.00295116
336	5	-0.0595995
336	6	0.0267707
336	7	-0.0145303
344	0	0.0209519
344	1	0.0479659
344	2	-0.000439399
344	3	-0.0176345
344	4	-0.0135938
344	5	-0.0493027
344	6	0.0192322
344	7	-0.00717969
352	0	-0.0449538
352	1	-0.0509294
352	2	0.0288288
352	3	0.00625876
352	4	0.0129599
352	5	0.0128719
352	6	0.0155314
352	7	0.0194323
360	0	-0.0433894
360	1	0.0719263
360	2	-0.0135939
360	3	0.00292866
360	4	0.0129533
360	5	0.0100744
360	6	-0.0172431
360	7	-0.0236561
368	0	0.000533011
368	1	0.0393098
368	2	-0.0883742
368	3	0.00848025
368	4	-0.0142908
368	5	0.0114897
368	6	0.000423739
368	7	0.0424285
376	0	-0.0483817
376	1	0.0144702
376	2	0.014668
376	3	-0.00499999
376	4	-0.00459667
376	5	0.0509539
376	6	0.0127814
376	7	-0.0348952
384	0	-0.0107851
384	1	0.0159203
384	2	-0.00340233
384	3	0.0067806
384	4	-0.000353253
384	5	-0.0529325
384	6	0.00674495
384	7	0.0380273
392	0	0.0326718
392	1	-0.023564
392	2	0.0576263
392	3	-0.054284
392	4	-0.00544105
392	5	-0.0197372
392	6	0.0136859
392	7	-0.000957729
400	0	-0.000535809
400	1	0.0437039
400	2	0.0253415
400	3	-0.0606325
400	4	0.0184392
400	5	-0.018507
400	6	-0.0406826
400	7	0.0328734
408	0	-0.014396
408	1	0.0713896
408	2	-0.0223927
408	3	0.00102102
408	4	0.000811037
408	5	-0.0302952
408	6	-0.0226988
408	7	0.016561
416	0	-0.00330502
416	1	-0.00251225
416	2	0.0427901
416	3	-0.0028374
416	4	-0.0207335
416	5	-0.0608242
416	6	0.0295833
416	7	0.0178389
424	0	-0.0108081
424	1	0.0230886
424	2	0.0163693
424	3	0.0099957
424	4	-0.0313024
424	5	-0.0298335
424	6	0.0178275
424	7	0.00466294
432	0	-0.00987945
432	1	-0.0647847
432	2	0.0473883
432	3	0.0655943
432	4	0.0113818
432	5	-0.0341651
432	6	0.000750765
432	7	-0.0162859
440	0	-0.0415939
440	1	0.0124672
440	2	0.0250132
440	3	-0.00287567
440	4	0.00142715
440	5	0.0225317
440	6	0.0130602
440	7	-0.0300297
448	0	0.00520232
448	1	-0.0221371
448	2	-0.018709
448	3	-0.015079
448	4	-0.0392584
448	5	-0.00256895
448	6	0.0461039
448	7	0.0464462
456	0	-0.0230022
456	1	-0.0374344
456	2	0.0193359
456	3	0.0281834
456	4	-0.00104678
456	5	0.0361097
456	6	-0.0354919
456	7	0.0133463
464	0	0.00976428
464	1	-0.00300407
464	2	-0.0287279
464	3	-0.0484955
464	4	0.0493491
464	5	0.0413689
464	6	0.0117714
464	7	-0.0320262
472	0	-0.0381563
472	1	-0.0109714
472	2	0.00973841
472	3	0.0277838
472	4	-0.0334591
472	5	0.0627197
472	6	0.00954006
472	7	-0.0271951
480	0	-0.0163835
480	1	-0.00632803
480	2	-0.00963437
480	3	0.00385391
480	4	0.0569196
480	5	-0.0392068
480	6	0.0307626
480	7	-0.0199833
488	0	0.0393658
488	1	0.0259778
488	2	-0.0346528
488	3	-0.0720898
488	4	0.009319
488	5	0.0364455
488	6	-0.0150795
488	7	0.0107139
496	0	-0.0349363
496	1	0.0433105
496	2	0.0328441
496	3	0.0161515
496	4	-0.0264014
496	5	0.0151955
496	6	-0.00853575
496	7	-0.0376281
504	0	-0.0738582
504	1	0.00142292
504	2	0.0221455
504	3	0.0523494
