gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.124,0.15625,0.171,0.1695,0.134,0.14725,0.14725,0.1385,0.173,0.16575,0.17125,0.15275,0.1495,0.123,0.115,0.1255,0.15525,0.15225,0.1495,0.132,0.47675,0.4905,0.47975,0.505,0.49575,0.51525,0.52125,0.5215,0.53625,0.52425,0.51675,0.533,0.5495,0.53925,0.5365,0.52225,0.51025,0.5315,0.53975,0.521,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
100, 0.17175,0.15025,0.14175,0.144,0.148,0.1395,0.16425,0.14275,0.16225,0.1435,0.16325,0.16025,0.15175,0.1645,0.15275,0.1485,0.172,0.171,0.16275,0.16725,0.528,0.5295,0.55275,0.55425,0.52675,0.5005,0.47325,0.48175,0.505,0.50775,0.5225,0.52025,0.52825,0.50175,0.4865,0.482,0.478,0.4875,0.5435,0.50825,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
200, 0.1815,0.19175,0.18375,0.171,0.176,0.14925,0.1575,0.1345,0.1505,0.1725,0.1925,0.17525,0.20125,0.20375,0.21075,0.17425,0.199,0.19475,0.20675,0.20575,0.5715,0.59575,0.591,0.5555,0.56275,0.5725,0.55575,0.50975,0.51725,0.52875,0.57,0.59475,0.58525,0.57175,0.55575,0.466,0.45625,0.44675,0.4445,0.438,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
300, 0.171,0.189,0.1695,0.1755,0.15825,0.1605,0.18125,0.175,0.1825,0.1965,0.2,0.2025,0.1845,0.1835,0.20125,0.22725,0.231,0.2035,0.18875,0.19575,0.559,0.54525,0.542,0.5845,0.56975,0.57175,0.53175,0.5445,0.5345,0.588,0.559,0.55225,0.5735,0.5735,0.55,0.536,0.485,0.4905,0.49225,0.485,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
400, 0.215,0.1865,0.16725,0.166,0.16925,0.19175,0.182,0.18075,0.191,0.1805,0.2095,0.2035,0.1845,0.18,0.205,0.2125,0.19575,0.181,0.162,0.15575,0.532,0.5255,0.53225,0.57025,0.5325,0.518,0.532,0.52925,0.58525,0.55325,0.56725,0.5415,0.548,0.5455,0.49975,0.48775,0.473,0.43725,0.4395,0.4145,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
500, 0.1735,0.16425,0.1375,0.14,0.16025,0.1485,0.1775,0.1655,0.18075,0.165,0.19375,0.1625,0.19275,0.212,0.21225,0.21175,0.2265,0.233,0.2265,0.20425,0.5735,0.574,0.5355,0.55975,0.54875,0.51825,0.52475,0.49425,0.52125,0.50525,0.49575,0.4865,0.45725,0.489,0.518,0.487,0.472,0.5245,0.50275,0.5005,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
600, 0.20125,0.1915,0.1815,0.19575,0.19275,0.141,0.1385,0.14175,0.14875,0.17975,0.158,0.18925,0.2275,0.19325,0.18875,0.19175,0.17275,0.1755,0.18525,0.1865,0.54525,0.5605,0.53825,0.527,0.53275,0.52125,0.53625,0.54,0.539,0.526,0.54675,0.50675,0.5175,0.51375,0.50125,0.4755,0.4855,0.47475,0.4805,0.48075,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
700, 0.16825,0.17825,0.17025,0.1675,0.1425,0.145,0.14475,0.139,0.1505,0.14975,0.1775,0.1835,0.14625,0.162,0.16,0.15425,0.1465,0.12375,0.129,0.15,0.57225,0.5245,0.555,0.5125,0.50025,0.54125,0.522,0.4905,0.49925,0.52,0.48125,0.482,0.466,0.44475,0.42975,0.45,0.449,0.43975,0.44,0.4445,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
800, 0.164,0.18825,0.185,0.194,0.177,0.15425,0.14525,0.19025,0.166,0.18075,0.16475,0.17925,0.17675,0.1655,0.15175,0.164,0.151,0.14525,0.1635,0.1575,0.591,0.60725,0.60325,0.56675,0.594,0.576,0.563,0.53275,0.47375,0.4205,0.40675,0.4265,0.427,0.4235,0.436,0.40475,0.38925,0.4075,0.384,0.34875,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,0.999998,
900, 0.20825,0.21225,0.2125,0.186,0.17925,0.163,0.1785,0.17575,0.204,0.18275,0.172,0.193,0.1525,0.186,0.17325,0.1705,0.167,0.1865,0.21275,0.21475,0.54275,0.5505,0.604,0.57575,0.5735,0.57025,0.54175,0.51375,0.49,0.43275,0.41525,0.383,0.41225,0.36925,0.37975,0.37425,0.35,0.34825,0.33375,0.3395,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999,
