gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.09,0.1325,0.26,0.14,0.1525,0.125,0.085,0.145,0.1125,0.125,0.135,0.0775,0.0375,0.045,0.06,0.1175,0.1275,0.175,0.1075,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,0.999986,
100, 0.1325,0.1525,0.2175,0.2075,0.21,0.255,0.2275,0.145,0.07,0.0975,0.0875,0.055,0.0225,0.0375,0.02,0.015,0.0125,0.065,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,0.999976,
200, 0.13,0.1675,0.1025,0.07,0.05,0.0775,0.115,0.1325,0.0675,0.145,0.1025,0.1,0.07,0.0525,0.0325,0.105,0.14,0.1225,0.065,0.1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,
300, 0.105,0.1775,0.125,0.0125,0.0125,0.0075,0.01,0.0175,0.135,0.22,0.12,0.06,0.0475,0.005,0.005,0.005,0.0175,0.04,0.035,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,0.999978,
400, 0.0525,0.045,0.1225,0.1125,0.1325,0.0325,0.0325,0.0475,0.04,0.02,0.045,0.045,0.13,0.12,0.025,0.005,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,
500, 0.04,0.0825,0.09,0.1875,0.125,0.0675,0.145,0.165,0.09,0.0675,0.08,0.1225,0.0275,0.0275,0.0125,0.0175,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,0.999995,
600, 0.0725,0.0425,0.0825,0.0425,0.035,0.07,0.045,0.0525,0.06,0.0875,0.1,0.11,0.06,0.045,0.02,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,0.99999,
700, 0.145,0.17,0.1775,0.215,0.1175,0.065,0.0225,0.0425,0.005,0.025,0.08,0.055,0.0375,0.025,0.02,0.0125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,0.999977,
800, 0.13,0.16,0.175,0.075,0.09,0.0825,0.065,0.04,0.0225,0.0275,0.0275,0.0425,0.03,0.0225,0.0025,0,0.0075,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,
900, 0.1175,0.0275,0.0125,0.025,0.075,0.085,0.07,0.1,0.0775,0.065,0.0425,0.04,0.0325,0.0175,0.005,0.015,0.015,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,0.999987,
