gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,0.99975,0.999,0.9975,0.99775,0.99525,0.9895,0.98,0.95625,0.91725,0.7905,0.59025,0.408,0.20425,0.10425,0.05925,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995,0.998,0.9995,0.99775,0.99825,0.994,0.991,0.971,0.93825,0.88025,0.793,0.62825,0.3885,0.20125,0.10325,0.06675,0.0555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99875,0.99925,0.99575,0.995,0.99025,0.98125,0.981,0.97225,0.954,0.91925,0.9,0.82975,0.75775,0.6705,0.54475,0.4385,0.34275,0.2815,0.247,0.23425,1,1,1,1,0.99975,0.99975,0.999,0.998,0.99525,0.9875,0.9785,0.95,0.87675,0.77975,0.574,0.33925,0.155,0.07375,0.03,0.02725,1,1,1,1,1,1,1,1,1,1,0.9995,0.997,0.97875,0.91,0.72475,0.43825,0.16175,0.04875,0.0155,0.007,1,1,1,1,0.99875,0.999,0.9975,0.9925,0.97925,0.9465,0.9085,0.82025,0.686,0.518,0.33125,0.22925,0.1565,0.10875,0.0675,0.05825,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,0.999984,
100, 1,1,1,1,1,1,0.9995,0.998,0.99,0.99025,0.97575,0.94325,0.8825,0.75875,0.57975,0.34025,0.2085,0.087,0.0335,0.02825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995,1,0.99225,0.98825,0.98125,0.965,0.914,0.871,0.75625,0.57075,0.342,0.2065,0.1,0.0625,0.04275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9935,0.99825,0.9955,0.99175,0.98825,0.98675,0.95725,0.96225,0.94625,0.925,0.899,0.8395,0.77375,0.70775,0.571,0.4115,0.33225,0.29575,0.24025,0.23225,1,1,1,1,1,1,1,0.999,0.99425,0.987,0.972,0.966,0.9145,0.8415,0.6455,0.35225,0.144,0.07225,0.03475,0.022,1,1,1,1,1,1,1,1,1,0.9995,0.99875,0.99325,0.975,0.927,0.72975,0.41,0.1725,0.05525,0.013,0.007,1,0.99975,1,1,1,0.99975,0.99125,0.9855,0.9755,0.94975,0.9175,0.84825,0.69325,0.53125,0.31075,0.197,0.12475,0.0715,0.04225,0.024,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,0.999938,
200, 1,1,1,1,1,1,0.99925,0.99975,0.99225,0.98725,0.9725,0.93425,0.877,0.7455,0.57225,0.37225,0.202,0.091,0.0445,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99975,0.99925,0.9985,0.9965,0.9915,0.9735,0.9545,0.91125,0.85875,0.7655,0.604,0.39,0.226,0.091,0.0465,0.04475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98775,0.99025,0.9945,0.98075,0.971,0.96,0.95775,0.948,0.95,0.92425,0.87975,0.86675,0.77525,0.7175,0.62325,0.514,0.374,0.3515,0.3375,0.32075,1,1,1,1,1,1,0.99875,0.99975,0.998,0.99275,0.98625,0.962,0.90425,0.79475,0.64375,0.402,0.18575,0.0775,0.03525,0.024,1,1,1,1,1,1,1,1,1,0.99875,0.9995,0.99275,0.97425,0.9085,0.7465,0.46225,0.18775,0.05975,0.0195,0.01025,1,1,1,1,0.9985,0.9955,0.99575,0.98825,0.9795,0.949,0.9015,0.80275,0.68425,0.5085,0.33225,0.2185,0.125,0.06075,0.03825,0.03825,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,0.999896,
300, 1,1,1,1,1,1,0.9995,0.99925,0.99775,0.992,0.979,0.94925,0.87175,0.78475,0.59675,0.42375,0.214,0.0975,0.0375,0.02475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99975,0.99925,0.99975,0.99825,0.9945,0.98875,0.98125,0.97125,0.9305,0.87,0.79475,0.62875,0.395,0.20475,0.13325,0.07625,0.071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.98325,0.98975,0.992,0.97675,0.955,0.9495,0.9445,0.9485,0.943,0.88825,0.847,0.83775,0.757,0.63775,0.536,0.44375,0.34025,0.3025,0.28575,1,1,1,1,1,1,1,0.99925,0.99725,0.98375,0.969,0.9325,0.89625,0.794,0.63425,0.392,0.20275,0.0855,0.038,0.0235,1,1,1,1,1,1,1,1,1,1,0.99875,0.995,0.97075,0.89425,0.73475,0.44975,0.1875,0.05825,0.0185,0.0045,1,1,1,1,1,0.9995,0.99475,0.9955,0.9725,0.95875,0.9225,0.8485,0.736,0.58025,0.38325,0.265,0.147,0.087,0.0605,0.05475,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,0.999891,
400, 1,1,1,1,1,1,0.99825,0.9945,0.991,0.9815,0.961,0.9275,0.88975,0.78175,0.6,0.365,0.17975,0.09425,0.05525,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99975,0.997,0.99875,0.9945,0.9925,0.98425,0.963,0.94475,0.88775,0.79575,0.629,0.41075,0.21775,0.11425,0.05025,0.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979,0.9705,0.9885,0.98275,0.974,0.96975,0.956,0.9365,0.9345,0.904,0.88475,0.8575,0.789,0.72875,0.6775,0.529,0.4215,0.35075,0.288,0.301,1,1,1,1,0.9995,1,0.99925,0.99875,0.99625,0.99025,0.981,0.95675,0.92375,0.8285,0.6475,0.38425,0.16125,0.05225,0.0275,0.01525,1,1,1,1,1,1,1,1,1,0.999,0.999,0.99325,0.97275,0.88925,0.72625,0.451,0.156,0.043,0.01225,0.00575,1,1,1,0.9995,0.99775,0.998,0.99675,0.99,0.97825,0.96075,0.92625,0.84,0.74825,0.57525,0.4295,0.289,0.166,0.12525,0.05975,0.03825,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,
500, 1,1,1,1,1,1,0.9995,0.99875,0.99625,0.992,0.982,0.94375,0.883,0.77275,0.589,0.354,0.1695,0.0645,0.033,0.02225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99925,0.999,0.9925,0.998,0.99875,0.996,0.98625,0.9665,0.949,0.89325,0.7655,0.60725,0.3705,0.227,0.11475,0.048,0.04825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99125,0.98825,0.99075,0.99525,0.989,0.98225,0.973,0.96275,0.9405,0.9365,0.9095,0.85775,0.7815,0.698,0.5715,0.48525,0.37575,0.2945,0.28775,0.27,1,1,1,1,1,1,1,0.99975,0.9955,0.99275,0.98225,0.95975,0.92725,0.84,0.68225,0.42975,0.2285,0.1025,0.04325,0.02925,1,1,1,1,1,1,1,1,1,0.99975,0.99675,0.99525,0.9775,0.906,0.723,0.3865,0.16275,0.0495,0.00825,0.007,1,1,1,1,1,0.9985,0.99475,0.995,0.9775,0.97,0.94075,0.857,0.72025,0.54325,0.43675,0.3085,0.23275,0.14425,0.088,0.08675,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,0.999878,
600, 1,1,1,1,1,0.9995,0.998,0.99775,0.9965,0.988,0.981,0.94,0.87325,0.76625,0.58725,0.341,0.192,0.09325,0.04675,0.03125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99975,0.99825,0.99875,0.9995,0.999,0.98675,0.9845,0.9725,0.9345,0.892,0.7575,0.572,0.30875,0.165,0.08425,0.06175,0.05275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98925,0.99,0.99175,0.99425,0.99,0.98325,0.9765,0.9455,0.9345,0.92975,0.90325,0.864,0.79925,0.72275,0.6195,0.5275,0.436,0.39675,0.3505,0.366,1,1,1,1,1,1,1,0.9995,0.99775,0.9895,0.9795,0.93425,0.9035,0.79075,0.64275,0.3585,0.1935,0.103,0.05325,0.0395,1,1,1,1,1,1,1,1,1,0.999,0.999,0.98825,0.96225,0.8445,0.65675,0.29775,0.11475,0.0345,0.006,0.00275,1,1,1,1,0.99975,0.9995,0.998,0.99025,0.98375,0.96725,0.94325,0.877,0.763,0.61775,0.46675,0.35575,0.25525,0.1665,0.12475,0.11275,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,0.999902,
700, 1,1,1,1,1,1,0.99975,0.997,0.98375,0.981,0.9735,0.95925,0.909,0.7875,0.574,0.34275,0.195,0.07625,0.04225,0.0385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9995,0.996,0.9895,0.97525,0.9635,0.92825,0.86375,0.7665,0.60125,0.37225,0.17575,0.083,0.05975,0.06125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9915,0.98725,0.99175,0.98725,0.985,0.9805,0.96925,0.957,0.93575,0.94675,0.9005,0.86,0.81825,0.72625,0.63275,0.5115,0.4475,0.4075,0.411,0.3625,1,1,1,1,1,1,0.99925,0.999,0.99575,0.998,0.98575,0.953,0.90175,0.75175,0.5485,0.3065,0.16975,0.08575,0.03925,0.032,1,1,1,1,1,1,1,1,0.99975,0.9985,0.99875,0.9895,0.95025,0.8105,0.55925,0.24925,0.095,0.02325,0.00625,0.0035,1,1,1,1,0.99975,0.997,0.99675,0.99325,0.987,0.97275,0.9435,0.88975,0.82975,0.72125,0.58475,0.46975,0.323,0.18425,0.13525,0.10975,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,0.99992,
800, 1,1,1,1,1,1,0.9985,0.99925,0.9935,0.99275,0.98175,0.9565,0.889,0.7535,0.5445,0.355,0.18175,0.0755,0.028,0.0205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99975,0.995,0.99675,0.9905,0.984,0.9635,0.919,0.84575,0.7565,0.541,0.30475,0.15875,0.07825,0.041,0.02775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996,0.99675,0.99575,0.985,0.97525,0.97175,0.9595,0.963,0.949,0.9425,0.9255,0.8865,0.81475,0.748,0.69075,0.57325,0.49425,0.46975,0.4625,0.42375,1,1,1,1,1,1,1,1,0.99875,0.995,0.99025,0.95575,0.9065,0.76275,0.549,0.2825,0.1495,0.05675,0.02825,0.0175,1,1,1,1,1,1,1,1,0.9985,0.999,0.99775,0.984,0.9325,0.797,0.55775,0.24175,0.07875,0.0185,0.00575,0.00275,1,1,1,1,1,0.9995,0.99825,0.99575,0.9905,0.9805,0.93975,0.89325,0.818,0.70775,0.53175,0.40225,0.29725,0.2045,0.10675,0.1115,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,0.999961,
900, 1,1,1,0.999,0.99825,0.99675,0.99225,0.99325,0.992,0.9845,0.9775,0.9365,0.882,0.76325,0.52375,0.27775,0.14275,0.075,0.0385,0.0285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99975,0.999,0.999,0.9955,0.98525,0.962,0.93575,0.876,0.747,0.5365,0.3455,0.18375,0.1055,0.0445,0.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9915,0.97975,0.97375,0.97925,0.97775,0.9875,0.9725,0.9605,0.9625,0.9625,0.949,0.91825,0.85375,0.805,0.73525,0.61275,0.53375,0.496,0.454,0.4325,1,1,1,1,0.9995,1,0.9975,0.99775,0.99725,0.98775,0.9825,0.9675,0.91,0.75675,0.513,0.26275,0.10775,0.05675,0.03225,0.0265,1,1,1,1,1,1,1,0.9995,1,0.999,0.9985,0.98925,0.962,0.841,0.539,0.25925,0.084,0.022,0.00525,0.0005,1,1,1,1,1,1,0.99775,0.997,0.9905,0.9755,0.9395,0.8955,0.80225,0.66,0.499,0.36075,0.2555,0.16075,0.097,0.101,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,0.999881,
