gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,1,1,1,0.99925,0.98375,0.9065,0.543,0.1155,0.0115,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.989,0.90225,0.546,0.12575,0.0115,0.00175,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,1,1,1,1,0.99975,0.9995,0.99,0.92575,0.60175,0.12875,0.01575,0.00125,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99875,0.98775,0.9095,0.6025,0.13,0.01675,0.002,0.00025,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 1,1,1,1,1,1,1,0.99925,0.986,0.912,0.526,0.106,0.01325,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99875,0.98275,0.91,0.51975,0.1245,0.01425,0.00075,0.00025,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 1,1,1,1,1,1,1,0.9995,0.99025,0.905,0.53275,0.1245,0.02,0.002,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99975,0.9895,0.91925,0.54825,0.128,0.02,0.00225,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,1,1,1,1,1,0.9995,0.99275,0.90575,0.5145,0.13525,0.019,0.00225,0.00025,0,0,0,0,0,1,1,1,1,1,1,1,0.99975,0.99,0.9125,0.515,0.14075,0.01875,0.0015,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,1,1,1,1,1,0.998,0.98725,0.87575,0.46975,0.10225,0.01675,0.0015,0.00025,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.99825,0.989,0.8715,0.45775,0.0935,0.014,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 1,1,1,1,1,1,1,0.9975,0.98,0.871,0.46825,0.08475,0.016,0.00275,0.00125,0.00025,0.00025,0,0,0,1,1,1,1,1,1,1,0.99825,0.98525,0.87275,0.4715,0.09075,0.0125,0.00125,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,1,1,1,1,1,1,0.9985,0.982,0.89175,0.51775,0.1155,0.01075,0.00125,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99975,0.98475,0.9065,0.5205,0.11075,0.01075,0.00125,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,1,1,1,1,1,1,0.999,0.9825,0.8785,0.48875,0.089,0.0125,0.001,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.99675,0.98,0.88425,0.48275,0.104,0.012,0.0015,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,1,1,0.99975,1,0.99675,0.9765,0.8365,0.376,0.06325,0.007,0.00075,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.997,0.97175,0.84025,0.38175,0.0805,0.007,0.0025,0.00025,0.00025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
