gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.745,0.75875,0.77975,0.7715,0.79175,0.796,0.79025,0.7965,0.784,0.81875,0.799,0.78475,0.78975,0.76,0.777,0.77975,0.78925,0.77825,0.76625,0.7595,0.8905,0.904,0.90475,0.8765,0.87425,0.8955,0.86975,0.834,0.83975,0.87025,0.8855,0.88725,0.856,0.823,0.84475,0.8285,0.81075,0.83225,0.84175,0.844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 0.7975,0.8275,0.8195,0.84575,0.829,0.804,0.7825,0.77,0.773,0.7615,0.7685,0.7535,0.79775,0.8135,0.8215,0.8305,0.79775,0.8075,0.8115,0.7995,0.9005,0.88625,0.88625,0.88975,0.89425,0.874,0.84975,0.8305,0.83875,0.83975,0.85075,0.83475,0.8165,0.8105,0.79975,0.8105,0.811,0.797,0.795,0.7985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 0.81775,0.82475,0.79925,0.77275,0.75975,0.74775,0.76375,0.7695,0.76525,0.76975,0.80625,0.8035,0.797,0.8165,0.794,0.82025,0.81525,0.821,0.81875,0.82475,0.827,0.8315,0.87225,0.88975,0.88925,0.8835,0.86475,0.85775,0.86275,0.854,0.85875,0.842,0.80825,0.833,0.84025,0.84325,0.8295,0.781,0.7945,0.7975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 0.8335,0.831,0.815,0.779,0.77125,0.76075,0.77125,0.77475,0.75625,0.766,0.73775,0.76025,0.767,0.793,0.78175,0.7765,0.75125,0.753,0.76975,0.7635,0.81475,0.82475,0.876,0.883,0.87675,0.88625,0.8855,0.8895,0.859,0.867,0.8585,0.82725,0.80975,0.78325,0.8005,0.796,0.78175,0.78475,0.81225,0.835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 0.7995,0.78775,0.7735,0.7795,0.76725,0.7685,0.801,0.7635,0.76825,0.7665,0.763,0.76925,0.75375,0.764,0.75925,0.7615,0.7535,0.78175,0.749,0.769,0.86875,0.86625,0.85625,0.85875,0.884,0.89,0.89025,0.8985,0.89625,0.87025,0.8635,0.87625,0.83,0.84075,0.81225,0.83225,0.82575,0.81725,0.81525,0.8275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0.75575,0.736,0.758,0.732,0.71825,0.7415,0.7565,0.7555,0.72475,0.72475,0.7595,0.76425,0.77375,0.77025,0.74025,0.702,0.72125,0.76275,0.75025,0.742,0.82725,0.84675,0.86175,0.8505,0.87525,0.87925,0.8835,0.8705,0.897,0.89675,0.8765,0.8695,0.865,0.87075,0.868,0.8505,0.84575,0.8535,0.86,0.85575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0.771,0.73875,0.73275,0.73175,0.7265,0.7375,0.75825,0.75575,0.7405,0.73925,0.73575,0.757,0.74125,0.727,0.73525,0.77475,0.82475,0.79975,0.79825,0.787,0.8685,0.849,0.823,0.83025,0.85075,0.84125,0.901,0.91175,0.9085,0.91775,0.91175,0.8955,0.87125,0.87275,0.83375,0.83875,0.8485,0.8315,0.8235,0.808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 0.78675,0.7815,0.755,0.74225,0.7305,0.74,0.74925,0.7245,0.74875,0.77225,0.752,0.73825,0.74975,0.77825,0.80125,0.794,0.78075,0.76175,0.79875,0.80175,0.8495,0.847,0.856,0.86075,0.85625,0.853,0.852,0.8665,0.8615,0.877,0.8885,0.89825,0.91475,0.87375,0.8585,0.83875,0.833,0.83475,0.837,0.831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 0.71875,0.735,0.70925,0.69175,0.70825,0.688,0.69525,0.691,0.73825,0.7855,0.77625,0.79775,0.8105,0.819,0.83575,0.81775,0.79925,0.816,0.807,0.8075,0.8885,0.8935,0.89775,0.8705,0.86325,0.871,0.86325,0.866,0.88125,0.88875,0.8925,0.89225,0.85725,0.83525,0.83825,0.80825,0.78475,0.8135,0.7975,0.79875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 0.724,0.679,0.711,0.7185,0.7545,0.7385,0.74125,0.711,0.745,0.76275,0.7765,0.78775,0.805,0.8585,0.8875,0.876,0.86125,0.8445,0.83075,0.83025,0.892,0.8985,0.896,0.89625,0.90325,0.89225,0.86175,0.8795,0.8445,0.86025,0.848,0.8585,0.83975,0.8305,0.81275,0.81925,0.80175,0.82,0.83025,0.845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
