gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.60125,0.5975,0.59075,0.57575,0.59325,0.56025,0.55825,0.56975,0.56225,0.565,0.56875,0.558,0.553,0.55125,0.57275,0.592,0.57475,0.59225,0.609,0.60075,0.65425,0.65475,0.66675,0.66925,0.69175,0.67875,0.65825,0.657,0.67075,0.66775,0.672,0.68875,0.676,0.68475,0.67875,0.69375,0.6725,0.66075,0.65825,0.66425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 0.5095,0.5035,0.50725,0.501,0.55475,0.55175,0.5775,0.58425,0.57,0.57675,0.59875,0.5975,0.585,0.586,0.5935,0.61375,0.607,0.578,0.59,0.5815,0.67925,0.66725,0.67125,0.67475,0.656,0.659,0.661,0.64775,0.6515,0.65025,0.65575,0.643,0.66075,0.65125,0.66925,0.685,0.68725,0.70475,0.69675,0.696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 0.52625,0.5095,0.52125,0.5365,0.54825,0.5425,0.559,0.54525,0.542,0.54225,0.53875,0.5485,0.54675,0.55575,0.5695,0.58125,0.5555,0.5515,0.5695,0.56825,0.729,0.718,0.72275,0.708,0.6985,0.69375,0.68625,0.687,0.679,0.68625,0.6915,0.6765,0.6925,0.6825,0.70475,0.68925,0.7035,0.6965,0.693,0.7035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 0.557,0.54875,0.55625,0.567,0.55375,0.5715,0.5745,0.56325,0.56825,0.5505,0.542,0.54525,0.54675,0.559,0.5675,0.56375,0.572,0.59125,0.6,0.587,0.74025,0.7125,0.7135,0.71625,0.70775,0.70225,0.71125,0.7135,0.693,0.681,0.67375,0.65375,0.6545,0.6715,0.66975,0.675,0.67025,0.6595,0.66925,0.6705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 0.54025,0.55675,0.55825,0.54375,0.55725,0.55075,0.56325,0.54425,0.54275,0.536,0.5365,0.52875,0.52225,0.53275,0.533,0.50075,0.53125,0.50875,0.51525,0.523,0.73775,0.73075,0.71875,0.72325,0.7175,0.7085,0.7065,0.70125,0.70675,0.69025,0.67075,0.68075,0.69175,0.69075,0.7035,0.709,0.70025,0.70425,0.7145,0.7205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0.59525,0.58225,0.58475,0.59425,0.60125,0.59575,0.572,0.57275,0.5775,0.565,0.56275,0.5415,0.5375,0.5575,0.55175,0.53775,0.53725,0.5565,0.5445,0.54925,0.729,0.73075,0.73925,0.72525,0.71575,0.70675,0.705,0.69925,0.703,0.69125,0.706,0.7025,0.69725,0.6905,0.68925,0.675,0.67975,0.6965,0.70675,0.7095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0.60675,0.61075,0.62175,0.6075,0.60025,0.583,0.574,0.5895,0.589,0.5575,0.54475,0.53925,0.53325,0.5355,0.53275,0.5345,0.5455,0.54575,0.533,0.5375,0.702,0.69275,0.6915,0.7,0.7085,0.698,0.674,0.69325,0.69275,0.6925,0.7085,0.69025,0.708,0.68175,0.6925,0.69775,0.67925,0.70625,0.7045,0.708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 0.5845,0.60425,0.60725,0.61375,0.6005,0.58325,0.5745,0.5655,0.58625,0.55925,0.55925,0.53975,0.53625,0.54275,0.53475,0.5375,0.5355,0.54425,0.55375,0.53025,0.73075,0.715,0.722,0.72075,0.71225,0.7245,0.7305,0.7155,0.71475,0.70875,0.69025,0.69675,0.684,0.6915,0.69075,0.688,0.67425,0.677,0.68975,0.6805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 0.5815,0.59325,0.5975,0.57,0.5915,0.58975,0.5925,0.597,0.58075,0.58325,0.5765,0.5615,0.55575,0.52775,0.50875,0.506,0.50925,0.499,0.49825,0.503,0.66175,0.67675,0.6675,0.67375,0.678,0.67575,0.68925,0.69875,0.70625,0.69425,0.6975,0.6955,0.689,0.68275,0.6705,0.6695,0.654,0.66525,0.68175,0.692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 0.577,0.58875,0.554,0.55675,0.56525,0.54025,0.5395,0.5375,0.54375,0.5255,0.5345,0.536,0.555,0.529,0.52225,0.53,0.51975,0.517,0.51775,0.50625,0.632,0.648,0.65625,0.6665,0.6755,0.67825,0.67625,0.66725,0.668,0.66325,0.63825,0.64075,0.64675,0.64675,0.6555,0.67375,0.68075,0.70225,0.7015,0.70775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
