gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,1,1,1,0.9995,0.993,0.905,0.5505,0.095,0.0125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.987,0.9,0.5405,0.099,0.01,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,1,1,1,1,1,0.996,0.9865,0.8975,0.531,0.1,0.0135,0.004,0,0,0,0,0,0,1,1,1,1,1,1,1,0.999,0.9885,0.9045,0.551,0.115,0.0125,0.001,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 1,1,1,1,1,1,1,0.9985,0.9895,0.886,0.4635,0.12,0.0155,0.003,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,0.986,0.882,0.452,0.116,0.018,0.001,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 1,1,1,1,1,1,1,0.999,0.9835,0.9005,0.4525,0.0945,0.0085,0.001,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.9955,0.978,0.8965,0.469,0.085,0.011,0.001,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,1,1,1,1,1,0.998,0.9885,0.892,0.4935,0.1035,0.015,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.9845,0.876,0.4865,0.0935,0.014,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,1,1,1,1,1,0.999,0.9825,0.847,0.37,0.0845,0.006,0,0.0005,0,0,0,0,0,1,1,1,1,1,1,1,0.9995,0.985,0.8655,0.3795,0.0665,0.01,0.001,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 1,1,1,1,1,1,0.9995,1,0.984,0.874,0.424,0.083,0.009,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9895,0.8765,0.4345,0.0765,0.0125,0.001,0.0015,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,1,1,1,1,1,1,0.9995,0.9835,0.8725,0.405,0.0805,0.013,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.98,0.8705,0.4105,0.065,0.0085,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,1,1,1,1,1,1,0.9985,0.991,0.9195,0.5495,0.1145,0.026,0.003,0,0,0,0,0,0,1,1,1,1,1,1,1,0.999,0.991,0.9295,0.572,0.1225,0.0335,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,1,1,1,1,0.9985,0.986,0.9095,0.538,0.0955,0.0155,0.003,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.9975,0.9845,0.9015,0.5115,0.104,0.01,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
