gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9675,0.995,0.9675,0.93,0.9425,0.9225,0.8825,0.9625,0.9775,0.955,0.9725,0.925,0.97,0.9725,0.98,0.995,0.985,0.9725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,1,0.9875,0.9825,0.98,0.94,0.885,0.9325,0.9675,0.965,0.9775,0.985,0.98,0.9975,0.9925,0.985,0.93,0.985,0.995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,0.9525,0.9175,0.9075,0.8525,0.8975,0.9075,0.96,0.925,0.96,0.9625,0.9475,0.9725,0.9925,1,1,0.98,0.94,0.9175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9275,0.9525,0.9675,0.9525,0.92,0.885,0.8025,0.8575,0.895,0.8975,0.9325,0.9725,1,0.9575,0.96,0.8025,0.8175,0.855,0.795,0.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9825,0.9925,0.965,0.9825,0.975,0.995,0.985,0.95,0.9525,0.9475,0.9475,0.965,0.9225,0.9375,0.9375,0.92,0.8925,0.845,0.92,0.8675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,1,1,0.9975,0.935,0.945,0.985,0.97,0.9175,0.915,0.8625,0.78,0.7875,0.7575,0.6725,0.6925,0.8175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.97,0.9275,0.885,0.7925,0.8,0.785,0.7725,0.7325,0.825,0.8425,0.805,0.73,0.6575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.9925,0.9975,0.96,0.915,0.9025,0.9125,0.8975,0.895,0.895,0.9425,0.89,0.87,0.81,0.78,0.7425,0.855,0.7725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9975,0.9875,0.9225,0.9575,0.985,0.9725,0.905,0.85,0.89,0.8975,0.925,0.805,0.845,0.91,0.94,0.89,0.855,0.8175,0.7825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.9775,0.905,0.98,0.9325,0.915,0.915,0.9225,0.905,0.9575,0.9675,0.94,0.94,0.9175,0.875,0.855,0.8,0.79,0.73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
