gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.6065,0.619,0.5885,0.636,0.659,0.6265,0.6545,0.6825,0.6675,0.6875,0.6555,0.709,0.738,0.6885,0.6865,0.7005,0.6865,0.6195,0.6315,0.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 0.643,0.646,0.652,0.6185,0.611,0.6685,0.7095,0.6885,0.6565,0.6135,0.64,0.6875,0.713,0.6925,0.682,0.684,0.687,0.705,0.7445,0.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 0.6165,0.613,0.585,0.626,0.6285,0.6475,0.654,0.626,0.71,0.682,0.6295,0.5975,0.546,0.607,0.7085,0.674,0.679,0.7095,0.679,0.7045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 0.673,0.6645,0.709,0.717,0.739,0.729,0.6635,0.6665,0.6215,0.674,0.7205,0.7185,0.6895,0.7025,0.7295,0.7415,0.682,0.6945,0.6375,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 0.6795,0.6555,0.669,0.6845,0.6945,0.688,0.6795,0.676,0.6665,0.694,0.7165,0.7265,0.69,0.6535,0.6955,0.6275,0.6185,0.6935,0.747,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0.6555,0.6895,0.702,0.7655,0.7485,0.79,0.8125,0.6975,0.713,0.711,0.682,0.664,0.665,0.6815,0.673,0.683,0.629,0.6255,0.6545,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0.756,0.787,0.749,0.788,0.7215,0.684,0.727,0.736,0.706,0.6565,0.639,0.688,0.67,0.648,0.632,0.6495,0.673,0.648,0.64,0.6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 0.764,0.762,0.755,0.705,0.698,0.671,0.71,0.76,0.695,0.7085,0.6865,0.7,0.731,0.6925,0.741,0.719,0.668,0.6255,0.6245,0.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 0.6935,0.7395,0.7765,0.8045,0.7625,0.7415,0.7285,0.7465,0.7215,0.6245,0.649,0.6905,0.6855,0.6345,0.67,0.6915,0.6485,0.601,0.6275,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 0.8055,0.7715,0.8,0.8195,0.7375,0.715,0.749,0.76,0.75,0.745,0.6825,0.712,0.6845,0.658,0.6805,0.69,0.689,0.7285,0.7635,0.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
