gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,1,1,1,1,0.9975,0.975,0.8325,0.2225,0.0175,0.005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9825,0.8275,0.225,0.02,0.005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,1,1,1,1,1,1,0.9975,0.9675,0.715,0.245,0.03,0.0075,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9975,0.98,0.71,0.1975,0.0375,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 1,1,1,1,1,1,1,1,0.9975,0.9825,0.7975,0.1875,0.0225,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.99,0.825,0.185,0.0275,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 1,1,1,1,1,1,1,1,0.9975,0.955,0.7825,0.1325,0.015,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.93,0.7425,0.135,0.0175,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,1,1,1,1,1,1,1,0.9925,0.7325,0.1575,0.01,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.9925,0.765,0.1725,0.0125,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,1,1,1,1,1,1,0.99,0.9625,0.62,0.135,0.01,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.955,0.6025,0.145,0.005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 1,1,1,1,1,1,1,1,1,0.9825,0.8375,0.22,0.02,0.005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.975,0.7975,0.1675,0.0225,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,1,1,1,1,1,1,1,1,0.9825,0.755,0.26,0.0325,0.005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9825,0.7625,0.2675,0.035,0.005,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,1,1,1,1,1,1,1,0.9975,0.96,0.74,0.21,0.04,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.9525,0.725,0.2025,0.025,0.01,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,1,1,1,1,1,1,0.99,0.92,0.39,0.0475,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9975,0.9225,0.3925,0.0525,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
