gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0.9965,0.998,0.9915,0.979,0.9405,0.888,0.7425,0.5685,0.3645,0.2185,0.1,0.047,0.0135,0.0055,0.0005,0,0,0,0,0,0.9975,0.9985,0.993,0.981,0.944,0.8845,0.743,0.5605,0.386,0.209,0.087,0.037,0.014,0.0065,0.003,0,0,0,0,0,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,
100, 0.997,0.997,0.9915,0.9745,0.9335,0.8585,0.718,0.567,0.334,0.2065,0.091,0.042,0.0105,0.0035,0.0015,0,0.0005,0,0,0,0.999,0.996,0.987,0.974,0.935,0.8635,0.7335,0.547,0.3465,0.213,0.086,0.04,0.0145,0.001,0.001,0,0,0,0,0,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,0.999441,
200, 0.995,0.996,0.9885,0.967,0.9255,0.831,0.697,0.515,0.319,0.1585,0.0775,0.0205,0.0095,0.003,0.001,0.0005,0,0,0,0,0.9975,0.997,0.989,0.9695,0.9295,0.8425,0.6775,0.4875,0.2995,0.1595,0.061,0.025,0.005,0.003,0.0015,0.001,0.0005,0,0,0,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,0.997205,
300, 0.9995,0.997,0.991,0.985,0.9365,0.8605,0.7225,0.508,0.3435,0.1915,0.1095,0.0465,0.016,0.003,0.001,0,0,0,0,0,1,0.9985,0.989,0.978,0.9405,0.8525,0.736,0.513,0.3675,0.1895,0.0985,0.0455,0.0145,0.006,0.001,0,0.0005,0.0005,0,0,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,
400, 0.9985,0.998,0.9925,0.973,0.928,0.8505,0.7155,0.5415,0.377,0.2195,0.1005,0.042,0.0115,0.004,0.003,0.002,0,0,0,0,0.998,0.9965,0.992,0.9775,0.936,0.8715,0.749,0.537,0.377,0.2285,0.11,0.044,0.0135,0.005,0.003,0.0015,0.0005,0,0.0005,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0.998,0.999,0.9925,0.969,0.9445,0.872,0.753,0.553,0.3575,0.197,0.0915,0.0435,0.018,0.007,0.0005,0.0005,0,0,0,0,0.997,0.996,0.991,0.9775,0.9405,0.876,0.741,0.5525,0.355,0.205,0.109,0.0425,0.0175,0.006,0.003,0.002,0,0,0,0,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,0.998882,
600, 0.9985,0.9975,0.9875,0.969,0.932,0.8565,0.7205,0.5425,0.363,0.1765,0.091,0.047,0.0145,0.007,0.002,0.002,0,0,0,0,0.999,0.9955,0.991,0.973,0.9305,0.844,0.7115,0.508,0.3515,0.153,0.095,0.036,0.0185,0.0045,0.001,0.0005,0,0,0,0,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,0.998602,
700, 0.999,0.998,0.9925,0.9785,0.9325,0.8465,0.696,0.5385,0.379,0.1915,0.1055,0.038,0.014,0.003,0.001,0.0005,0,0,0,0,0.998,0.999,0.995,0.9745,0.928,0.857,0.7,0.5445,0.3585,0.188,0.097,0.0435,0.013,0.004,0.0005,0,0,0,0,0,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,0.998043,
800, 0.9985,0.9985,0.993,0.985,0.952,0.887,0.773,0.574,0.383,0.2095,0.1055,0.0345,0.0135,0.0065,0.0025,0.0015,0,0,0,0,1,0.9975,0.9935,0.9815,0.946,0.8945,0.793,0.5825,0.4035,0.2185,0.1125,0.0465,0.018,0.004,0.0015,0,0,0.0005,0.0005,0,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,0.998323,
900, 0.997,0.996,0.9935,0.9875,0.9425,0.8555,0.744,0.585,0.378,0.22,0.0965,0.047,0.015,0.0075,0.0005,0,0,0,0,0,0.996,0.997,0.995,0.9845,0.952,0.8755,0.7725,0.587,0.386,0.2255,0.1105,0.041,0.0145,0.0055,0.001,0,0.0005,0,0,0,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,0.997764,
