gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,0.99975,0.9985,0.9965,0.9935,0.97075,0.90675,0.74325,0.5115,0.28,0.1225,0.0495,0.026,0.006,0.001,0.00125,0.00025,0,0,0,0.9995,0.99925,0.99975,0.99775,0.989,0.96225,0.897,0.7635,0.5025,0.30625,0.136,0.043,0.01925,0.00575,0.0005,0,0,0,0,0,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,
100, 1,1,0.99875,0.9955,0.98875,0.9555,0.8765,0.684,0.472,0.2385,0.10575,0.042,0.00575,0.0045,0.00175,0,0,0,0,0,0.9995,0.99925,0.99725,0.99525,0.98975,0.958,0.88925,0.72725,0.484,0.235,0.08525,0.03525,0.009,0.00425,0.00325,0,0,0,0,0,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,0.999958,
200, 0.999,0.99925,0.997,0.99725,0.97825,0.94125,0.8615,0.693,0.45925,0.236,0.1045,0.0305,0.0085,0.00175,0.00125,0.00025,0,0,0,0,1,1,0.9985,0.99675,0.98275,0.956,0.863,0.67175,0.44675,0.2235,0.099,0.036,0.0155,0.00125,0.00075,0,0,0,0.00025,0.00025,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,0.999748,
300, 1,0.99975,0.9995,0.99525,0.98825,0.959,0.85725,0.7065,0.4795,0.25925,0.1025,0.03975,0.01225,0.0055,0.0005,0,0,0,0,0,1,1,0.99675,0.99675,0.9835,0.9555,0.8885,0.717,0.49675,0.29375,0.11825,0.04725,0.007,0.00325,0.001,0.00125,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,0.99975,0.997,0.995,0.98075,0.951,0.859,0.70625,0.4495,0.22525,0.092,0.0305,0.0085,0.00075,0.002,0.00025,0.00025,0,0,0,0.99975,0.99875,0.997,0.99225,0.988,0.96325,0.8855,0.70025,0.45175,0.21475,0.1095,0.0275,0.005,0.0045,0.002,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,0.99875,0.99425,0.99,0.964,0.8955,0.745,0.52675,0.27575,0.10025,0.03025,0.0105,0.004,0.0015,0,0,0,0,0,1,1,0.99925,0.995,0.98725,0.96,0.8805,0.7495,0.518,0.25975,0.112,0.03175,0.00825,0.00125,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0.99925,0.99925,0.998,0.993,0.98875,0.97675,0.93,0.7575,0.5495,0.29525,0.1345,0.048,0.01625,0.00325,0,0,0,0,0,0,1,1,0.9995,0.9995,0.99175,0.96925,0.91075,0.76125,0.52425,0.2915,0.11675,0.03525,0.01375,0.00275,0.00075,0,0,0,0,0,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,0.999874,
700, 1,1,1,0.99875,0.99425,0.97125,0.9005,0.7525,0.547,0.313,0.12,0.03375,0.01275,0.006,0.00125,0,0,0,0,0,1,1,1,0.99975,0.99525,0.97,0.90425,0.73225,0.53575,0.31225,0.127,0.04525,0.0215,0.005,0.0015,0.00025,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,0.99975,0.99925,0.998,0.993,0.95575,0.88375,0.72125,0.49875,0.24525,0.11225,0.03025,0.01075,0.00425,0.0005,0,0,0,0,0,1,1,1,0.999,0.98875,0.94825,0.86475,0.726,0.5135,0.2715,0.1035,0.04,0.00975,0.00175,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,0.9995,0.995,0.991,0.97375,0.89175,0.7045,0.46475,0.2485,0.09725,0.03625,0.0105,0.006,0.00175,0,0,0,0,0,1,1,0.9995,0.99875,0.99025,0.96275,0.86475,0.67125,0.4435,0.22925,0.0815,0.03025,0.01275,0.00225,0.00025,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
