gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 1,1,1,1,1,1,0.9995,0.997,0.954,0.514,0.05025,0.00375,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.952,0.5135,0.0505,0.00425,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.9525,0.52375,0.054,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.95275,0.50825,0.044,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.958,0.52075,0.048,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99625,0.95375,0.52125,0.044,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99675,0.95275,0.5195,0.04875,0.003,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.955,0.52125,0.0465,0.004,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 1,1,1,1,1,1,0.99975,0.99875,0.957,0.52875,0.06325,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.9545,0.54025,0.06125,0.00125,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.998,0.957,0.54875,0.06,0.0005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99875,0.962,0.53725,0.06125,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99875,0.9595,0.5405,0.06275,0.0015,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.96,0.5455,0.06625,0.001,0.0005,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99825,0.95575,0.5695,0.06325,0.002,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.998,0.9545,0.55325,0.06,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 1,1,1,1,1,1,1,0.9965,0.947,0.483,0.0525,0.001,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99675,0.94925,0.4865,0.04925,0.001,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99625,0.9465,0.478,0.054,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.998,0.94775,0.47625,0.04375,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99625,0.95025,0.475,0.047,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.996,0.9495,0.48025,0.04725,0.00025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.997,0.94925,0.47575,0.04325,0.001,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.94775,0.46,0.04725,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 1,1,1,1,1,1,1,0.9985,0.9665,0.56125,0.05625,0.002,0.0005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.96325,0.5635,0.0585,0.00225,0.0005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99875,0.9675,0.561,0.05525,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.998,0.96475,0.54425,0.04975,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.96775,0.55,0.049,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.967,0.54375,0.056,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.96925,0.56725,0.05025,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.97075,0.56925,0.0505,0.003,0,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 1,1,1,1,1,1,1,0.997,0.94875,0.51325,0.04875,0.0035,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9955,0.9515,0.5125,0.038,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99625,0.957,0.53275,0.043,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.998,0.95175,0.512,0.04025,0.00325,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9965,0.95375,0.51975,0.037,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.997,0.954,0.51425,0.04225,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.996,0.94925,0.53625,0.044,0.00275,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99925,0.997,0.95125,0.51,0.04275,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 1,1,1,1,1,1,1,0.99625,0.94625,0.4885,0.0525,0.0035,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99625,0.948,0.47825,0.04875,0.00375,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99775,0.949,0.4755,0.05625,0.0025,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.9985,0.948,0.47475,0.05175,0.00325,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.94425,0.488,0.0495,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.997,0.952,0.4875,0.05025,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99675,0.9515,0.48975,0.051,0.003,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,0.954,0.4725,0.05175,0.00375,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 1,1,1,1,1,1,0.99975,0.9975,0.9515,0.51225,0.04975,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.954,0.51225,0.04625,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.99925,0.95175,0.49925,0.05,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.9975,0.95025,0.51425,0.05175,0.00375,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99775,0.95525,0.525,0.05025,0.0035,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,0.95575,0.5265,0.045,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.95275,0.50575,0.04925,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.9545,0.504,0.043,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 1,1,1,1,1,1,1,0.996,0.956,0.52025,0.052,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.9975,0.9535,0.50725,0.05,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99675,0.95025,0.5125,0.05,0.003,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,0.95825,0.53225,0.0535,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.95825,0.51625,0.04925,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.9555,0.50225,0.0475,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9965,0.95475,0.51075,0.04875,0.00275,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.96175,0.5165,0.0505,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 1,1,1,1,1,1,0.99975,0.99775,0.958,0.5215,0.06125,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99575,0.958,0.5205,0.05875,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99925,0.99725,0.96125,0.52225,0.0635,0.00125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.997,0.9615,0.52575,0.06025,0.00075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.9555,0.515,0.06425,0.00125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9965,0.962,0.51925,0.059,0.00225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9955,0.958,0.511,0.06075,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99875,0.998,0.96075,0.542,0.062,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 1,1,1,1,1,1,0.99975,0.99525,0.939,0.49275,0.0515,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.997,0.945,0.47225,0.0475,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99775,0.9445,0.47325,0.05275,0.00175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.948,0.48,0.0505,0.002,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99825,0.94575,0.4805,0.05225,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99825,0.9495,0.4895,0.04575,0.0025,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99725,0.94825,0.4655,0.0525,0.002,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99575,0.94425,0.48125,0.0525,0.0015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
