0	0	-0.0625112	0.5
0	1	0.0214702	0.5
0	2	0.0526133	0.5
0	3	0.0232147	0.5
0	4	-0.00922748	0.5
0	5	0.0140838	0.5
0	6	0.0107312	0.5
0	7	-0.0503746	0.5
8	0	0.0565286	0.5
8	1	-0.044598	0.5
8	2	-0.0416354	0.5
8	3	0.0366681	0.5
8	4	0.0232977	0.5
8	5	-0.0552691	0.5
8	6	-0.0180345	0.5
8	7	0.0430426	0.5
16	0	-0.0201904	0.5
16	1	-0.00400143	0.5
16	2	0.00352187	0.5
16	3	-0.00279852	0.5
16	4	0.0146888	0.5
16	5	-0.0452194	0.5
16	6	0.0358625	0.5
16	7	0.0181366	0.5
24	0	0.0237063	0.5
24	1	-0.0046002	0.5
24	2	-0.0694762	0.5
24	3	0.0216023	0.5
24	4	0.00952876	0.5
24	5	-0.0132621	0.5
24	6	0.014823	0.5
24	7	0.0176781	0.5
32	0	-0.0235191	0.5
32	1	-0.0183236	0.5
32	2	0.0293651	0.5
32	3	-0.00653119	0.5
32	4	0.005518	0.5
32	5	-0.0458018	0.5
32	6	0.038153	0.5
32	7	0.0211396	0.5
40	0	0.0194106	0.5
40	1	-0.110405	0.5
40	2	-0.0185521	0.5
40	3	0.0492209	0.5
40	4	-0.0883281	0.5
40	5	0.0500333	0.5
40	6	0.0540104	0.5
40	7	0.0446097	0.5
48	0	-0.0348098	0.5
48	1	0.0143979	0.5
48	2	-0.0393271	0.5
48	3	-0.0516869	0.5
48	4	0.0289006	0.5
48	5	0.0190392	0.5
48	6	0.0641031	0.5
48	7	-0.000616988	0.5
56	0	0.0586439	0.5
56	1	-0.00348303	0.5
56	2	-0.0207426	0.5
56	3	-0.0325065	0.5
56	4	0.0304659	0.5
56	5	-0.0288833	0.5
56	6	-0.00798914	0.5
56	7	0.00449475	0.5
64	0	-0.0605404	0.5
64	1	-0.0189329	0.5
64	2	0.0247975	0.5
64	3	-0.0626016	0.5
64	4	0.00607916	0.5
64	5	0.072138	0.5
64	6	-0.00497653	0.5
64	7	0.0440368	0.5
72	0	0.0147312	0.5
72	1	-0.0462356	0.5
72	2	-0.0515685	0.5
72	3	-0.0342471	0.5
72	4	0.0714335	0.5
72	5	0.0398767	0.5
72	6	-0.0160768	0.5
72	7	0.0220866	0.5
80	0	0.0619819	0.5
80	1	-0.0117756	0.5
80	2	0.0192002	0.5
80	3	-0.0177818	0.5
80	4	0.0146643	0.5
80	5	-0.0399812	0.5
80	6	-0.0338083	0.5
80	7	0.00750041	0.5
88	0	-0.0392162	0.5
88	1	-0.0251702	0.5
88	2	0.0501646	0.5
88	3	-0.0875612	0.5
88	4	0.103551	0.5
88	5	-0.0630182	0.5
88	6	0.0688689	0.5
88	7	-0.00761916	0.5
96	0	0.0267748	0.5
96	1	-0.0417925	0.5
96	2	0.031552	0.5
96	3	-0.0394833	0.5
96	4	0.0231309	0.5
96	5	0.0495073	0.5
96	6	0.00804444	0.5
96	7	-0.0577336	0.5
104	0	0.00269637	0.5
104	1	0.0502712	0.5
104	2	-0.0946916	0.5
104	3	0.0140757	0.5
104	4	-0.0445414	0.5
104	5	0.00219589	0.5
104	6	0.0786544	0.5
104	7	-0.00866054	0.5
112	0	0.0241643	0.5
112	1	0.0450828	0.5
112	2	-0.0533312	0.5
112	3	0.0745711	0.5
112	4	-0.0107361	0.5
112	5	0.0201578	0.5
112	6	-0.0813946	0.5
112	7	-0.018514	0.5
120	0	0.0763651	0.5
120	1	0.0104123	0.5
120	2	-0.0501399	0.5
120	3	0.111007	0.5
120	4	-0.0244433	0.5
120	5	-0.0374994	0.5
120	6	-0.0363644	0.5
120	7	-0.049337	0.5
128	0	-0.0442932	0.5
128	1	-0.0259096	0.5
128	2	0.00700093	0.5
128	3	0.0585996	0.5
128	4	0.0758118	0.5
128	5	0.00845776	0.5
128	6	-0.0799988	0.5
128	7	0.000331581	0.5
136	0	0.0138824	0.5
136	1	0.00834129	0.5
136	2	0.0266824	0.5
136	3	0.0153336	0.5
136	4	0.0366457	0.5
136	5	-0.0501718	0.5
136	6	-0.0543758	0.5
136	7	0.0036622	0.5
144	0	-0.0274879	0.5
144	1	0.0265885	0.5
144	2	0.0574981	0.5
144	3	0.0305022	0.5
144	4	0.0422675	0.5
144	5	-0.0174815	0.5
144	6	-0.0951805	0.5
144	7	-0.0167065	0.5
152	0	8.70735e-05	0.5
152	1	-0.0186738	0.5
152	2	0.0213794	0.5
152	3	-0.0336029	0.5
152	4	-0.0727224	0.5
152	5	0.0823588	0.5
152	6	-0.0211346	0.5
152	7	0.0423084	0.5
160	0	0.0129639	0.5
160	1	-0.0486479	0.5
160	2	0.0616861	0.5
160	3	-0.078216	0.5
160	4	0.00086769	0.5
160	5	0.024056	0.5
160	6	0.0262434	0.5
160	7	0.00104684	0.5
168	0	-0.00232214	0.5
168	1	-0.00570872	0.5
168	2	0.00205666	0.5
168	3	0.000136966	0.5
168	4	0.0219049	0.5
168	5	-0.0863097	0.5
168	6	0.0652788	0.5
168	7	0.00496321	0.5
176	0	0.108316	0.5
176	1	0.00645378	0.5
176	2	-0.0237803	0.5
176	3	-0.0313366	0.5
176	4	-0.0486888	0.5
176	5	-0.0495626	0.5
176	6	-0.0272477	0.5
176	7	0.0658462	0.5
184	0	-0.0398886	0.5
184	1	-0.0680847	0.5
184	2	-0.0405801	0.5
184	3	0.0558327	0.5
184	4	0.0802474	0.5
184	5	0.0478284	0.5
184	6	-0.0107763	0.5
184	7	-0.0245788	0.5
192	0	-0.0678479	0.5
192	1	0.00728797	0.5
192	2	-0.0324907	0.5
192	3	0.100871	0.5
192	4	-0.0166728	0.5
192	5	-0.0332283	0.5
192	6	0.00336588	0.5
192	7	0.038715	0.5
200	0	-0.0422991	0.5
200	1	0.0107635	0.5
200	2	0.0340461	0.5
200	3	0.0534233	0.5
200	4	-0.0923769	0.5
200	5	0.075494	0.5
200	6	-0.00538051	0.5
200	7	-0.0336704	0.5
208	0	-0.0873282	0.5
