gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
2, 1,1,1,1,1,1,1,1,0.98,0.79,0.08,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.76,0.09,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.79,0.09,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.76,0.08,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8,0.09,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.81,0.1,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.76,0.09,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8,0.09,0,0,0,0,0,0,0,0,0,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,
52, 1,1,1,1,0.99,0.93,0.98,0.94,0.74,0.61,0.63,0.32,0.22,0,0,0,0,0,0,0,1,1,1,1,1,1,0.97,0.91,0.82,0.54,0.64,0.24,0.09,0.01,0,0,0,0,0,0,1,1,1,0.99,0.98,0.89,0.85,0.83,0.36,0.25,0.23,0.11,0.12,0.01,0,0,0,0,0,0,1,1,1,1,1,1,0.98,0.95,0.94,0.64,0.52,0.31,0.11,0.05,0,0,0,0,0,0,1,1,1,1,1,0.98,0.99,0.88,0.65,0.45,0.2,0.03,0.06,0,0,0,0,0,0,0,1,1,1,1,1,0.99,0.95,0.82,0.56,0.56,0.27,0.15,0.07,0.07,0.01,0,0,0,0,0,1,1,1,1,1,1,1,0.89,0.85,0.57,0.37,0.08,0.02,0,0,0,0,0,0,0,1,1,1,1,0.98,0.96,0.98,0.89,0.77,0.48,0.14,0,0,0,0,0,0,0,0,0,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,
102, 1,1,1,1,1,1,0.97,0.88,0.86,0.68,0.41,0.07,0.11,0.13,0.06,0,0,0,0,0,1,0.96,1,1,0.98,0.93,0.85,0.86,0.79,0.72,0.39,0.33,0.12,0.12,0.04,0,0,0,0,0,1,1,1,1,1,0.92,0.91,0.78,0.51,0.32,0.14,0.07,0.13,0.02,0.02,0,0,0,0,0,1,1,1,1,1,1,0.92,0.88,0.77,0.61,0.65,0.27,0.05,0.05,0.02,0,0,0,0,0,1,1,1,1,0.95,0.82,0.7,0.4,0.32,0.19,0.21,0.09,0.03,0.01,0,0,0,0,0,0,1,1,0.99,0.97,0.82,0.8,0.85,0.5,0.36,0.19,0.12,0.09,0.01,0.1,0.07,0.01,0,0,0,0,1,1,1,1,1,1,1,0.88,0.65,0.56,0.35,0.34,0.15,0.16,0.02,0,0,0,0,0,1,1,1,1,0.99,0.97,0.95,0.75,0.7,0.31,0.19,0.08,0.07,0.08,0.01,0.01,0,0,0,0,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,0.951229,
152, 1,1,1,1,0.99,0.97,0.88,0.75,0.8,0.47,0.36,0.12,0.01,0,0,0,0,0,0,0,1,1,1,1,1,0.93,0.9,0.83,0.72,0.72,0.62,0.3,0.19,0.09,0.02,0.01,0.05,0.03,0,0,1,1,1,1,1,0.99,0.95,0.61,0.51,0.28,0.04,0.07,0.01,0.02,0.01,0.05,0,0,0,0,1,1,1,1,1,1,1,0.93,0.73,0.52,0.32,0.15,0.07,0.09,0,0,0,0,0,0,0.94,0.89,0.85,0.79,0.7,0.58,0.33,0.29,0.42,0.48,0.1,0.08,0.06,0.02,0,0,0,0,0,0,0.68,0.75,0.84,0.87,0.98,0.85,0.72,0.58,0.38,0.23,0.13,0.09,0,0,0,0,0.01,0.04,0.02,0,1,1,1,0.99,0.78,0.63,0.41,0.66,0.59,0.61,0.39,0.3,0.33,0.09,0.05,0.11,0.01,0,0,0,1,1,1,1,1,1,0.98,0.78,0.66,0.22,0.28,0.22,0.16,0.01,0,0,0,0,0,0,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,0.967238,
202, 1,0.96,0.9,0.94,0.8,0.75,0.73,0.65,0.26,0.27,0.49,0.16,0.17,0.1,0.01,0.01,0,0,0,0,1,1,1,0.99,0.97,0.95,0.94,0.63,0.64,0.53,0.2,0.07,0.03,0,0.01,0.04,0.01,0,0,0,1,1,1,1,1,1,0.85,0.63,0.47,0.23,0.05,0,0.07,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.98,0.86,0.6,0.3,0.25,0.11,0.04,0.01,0,0,0,0,0,0.97,0.94,0.82,0.89,0.88,0.83,0.79,0.79,0.66,0.41,0.2,0.14,0.02,0.02,0,0,0,0,0,0,0.59,0.77,0.81,0.72,0.52,0.64,0.34,0.29,0.23,0.14,0.03,0,0,0,0,0,0,0,0,0,1,1,1,0.99,0.91,0.97,0.74,0.67,0.47,0.42,0.17,0.28,0.29,0.35,0.09,0,0,0.01,0,0,1,1,1,0.98,0.96,0.88,0.79,0.56,0.58,0.49,0.45,0.28,0.2,0.02,0,0,0,0,0,0,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,0.965257,
252, 1,0.99,0.88,0.92,0.93,0.66,0.8,0.63,0.25,0.11,0.08,0.22,0.25,0.23,0.05,0.12,0,0,0,0,1,1,1,1,1,1,0.97,0.84,0.56,0.4,0.11,0.32,0.04,0,0,0,0,0,0,0,1,1,1,0.88,0.92,0.92,0.71,0.7,0.32,0.11,0.16,0.05,0.01,0.01,0.04,0,0,0,0,0,1,1,1,1,1,1,1,0.95,0.59,0.33,0.31,0.13,0.02,0,0,0,0,0,0,0,1,1,0.99,0.95,0.96,0.97,0.77,0.62,0.44,0.27,0.31,0.06,0.02,0,0,0,0,0,0,0,0.53,0.61,0.54,0.33,0.51,0.44,0.53,0.41,0.3,0.1,0.01,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.94,0.88,0.68,0.58,0.7,0.5,0.32,0.09,0.1,0.03,0,0,0,0,0,1,1,1,1,0.98,0.89,0.58,0.45,0.4,0.22,0.24,0.15,0.03,0.01,0.03,0,0,0,0,0,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,0.966923,
302, 1,1,1,0.98,0.97,0.82,0.75,0.74,0.48,0.22,0.2,0.15,0.21,0.06,0.06,0.01,0,0,0,0,1,0.99,1,1,0.95,0.85,0.78,0.51,0.54,0.27,0.26,0.16,0.03,0.01,0,0,0,0,0,0,0.96,0.96,0.83,0.8,0.93,0.96,0.74,0.48,0.46,0.13,0.01,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.99,0.88,0.95,0.91,0.54,0.2,0.1,0.02,0.06,0,0,0,0,0,0,1,1,0.99,0.97,0.78,0.7,0.82,0.79,0.73,0.43,0.18,0.09,0.05,0.03,0,0,0,0,0,0,0.26,0.32,0.21,0.53,0.59,0.61,0.26,0.37,0.27,0.11,0.08,0.03,0.01,0,0.01,0,0,0,0,0,1,1,0.95,0.96,0.9,0.73,0.55,0.54,0.36,0.46,0.39,0.29,0.21,0.1,0,0.02,0,0,0,0,1,1,0.93,0.86,0.85,0.87,0.77,0.48,0.47,0.39,0.31,0.28,0.31,0.08,0.06,0.08,0.05,0,0,0,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,0.9678,
352, 0.99,0.92,0.95,0.96,0.8,0.72,0.42,0.55,0.47,0.46,0.27,0.15,0.09,0.04,0,0,0,0,0,0,0.94,0.92,0.77,0.77,0.8,0.63,0.71,0.46,0.48,0.44,0.32,0.17,0.03,0,0,0,0,0,0,0,0.9,0.9,0.92,0.96,0.92,0.85,0.73,0.55,0.42,0.18,0.05,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,0.96,0.93,0.81,0.62,0.43,0.17,0.01,0,0,0,0,0,0,0,0,1,0.93,0.86,0.89,0.86,0.92,0.66,0.77,0.46,0.11,0.06,0.05,0.07,0.02,0.02,0,0,0,0,0,0.49,0.28,0.26,0.42,0.52,0.35,0.37,0.33,0.16,0.14,0.05,0,0,0,0,0,0,0,0,0,0.89,0.94,0.99,0.92,0.61,0.5,0.38,0.18,0.14,0.11,0.09,0.07,0,0.04,0.01,0,0,0,0,0,0.98,1,0.97,0.86,0.82,0.64,0.42,0.41,0.27,0.49,0.33,0.2,0.02,0.02,0.03,0.01,0,0,0,0,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,0.964363,
402, 0.98,0.95,0.8,0.75,0.87,0.72,0.74,0.77,0.89,0.54,0.38,0.29,0.36,0.24,0.1,0,0,0,0,0,1,0.95,0.9,0.93,0.94,0.85,0.66,0.59,0.34,0.25,0.07,0.06,0.08,0,0.03,0,0,0,0,0,1,1,0.99,0.84,0.71,0.72,0.49,0.41,0.29,0.33,0.29,0.08,0,0,0,0,0,0,0,0,1,1,1,1,1,0.99,0.91,0.78,0.44,0.37,0.27,0.07,0.11,0.01,0.01,0,0,0,0,0,0.96,0.96,0.76,0.72,0.73,0.58,0.75,0.52,0.6,0.2,0.08,0.04,0,0,0.02,0,0,0,0,0,0.24,0.47,0.42,0.62,0.43,0.37,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.95,0.76,0.79,0.82,0.54,0.14,0.29,0.21,0.18,0.11,0.06,0,0.04,0.06,0.06,0.01,0.04,0,0,0.86,0.86,0.82,0.68,0.64,0.38,0.36,0.28,0.35,0.11,0.05,0.01,0,0,0,0,0,0,0,0,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,0.955508,
452, 1,1,0.98,0.97,0.83,0.55,0.63,0.62,0.79,0.7,0.48,0.39,0.06,0.12,0,0,0,0,0,0,1,0.94,0.87,0.82,0.84,0.69,0.69,0.52,0.44,0.2,0.12,0.05,0.04,0.01,0,0,0,0,0,0,0.92,0.9,0.96,0.68,0.79,0.69,0.54,0.36,0.42,0.29,0.07,0.03,0,0,0,0,0,0,0,0,1,1,1,0.97,0.89,0.89,0.9,0.8,0.58,0.33,0.14,0.06,0.04,0.12,0.08,0.1,0.01,0.02,0,0,0.89,0.95,0.93,0.75,0.77,0.5,0.58,0.25,0.3,0.39,0.16,0.03,0.07,0.01,0,0,0,0,0,0,0.69,0.56,0.5,0.3,0.44,0.27,0.15,0.13,0.04,0.01,0.03,0.05,0,0,0,0,0,0,0,0,0.82,0.8,0.79,0.54,0.52,0.52,0.31,0.18,0.08,0.12,0.04,0.02,0.02,0.09,0.04,0,0,0,0,0,1,0.98,0.97,0.9,0.92,0.72,0.76,0.68,0.41,0.4,0.08,0.11,0.02,0,0,0,0,0,0,0,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,0.965277,
