0	0	0.0605963	0.5
0	1	0.281342	0.5
0	2	-0.0604023	0.5
0	3	-0.256544	0.5
0	4	0.176167	0.5
0	5	0.080792	0.5
0	6	0.0160793	0.5
0	7	-0.198029	0.5
1	0	-0.0202353	0.5
1	1	0.169565	0.5
1	2	-0.128908	0.5
1	3	-0.145819	0.5
1	4	0.166122	0.5
1	5	0.185667	0.5
1	6	-0.181409	0.5
1	7	0.055017	0.5
2	0	-0.117349	0.5
2	1	0.19279	0.5
2	2	0.00119781	0.5
2	3	-0.155976	0.5
2	4	0.0967098	0.5
2	5	-0.0179839	0.5
2	6	-0.00837504	0.5
2	7	0.108985	0.5
3	0	0.0672539	0.5
3	1	-0.0891728	0.5
3	2	-0.0911705	0.5
3	3	0.0402634	0.5
3	4	-0.0302869	0.5
3	5	0.228997	0.5
3	6	0.0325328	0.5
3	7	-0.0584166	0.5
4	0	-0.0265749	0.5
4	1	-0.0267816	0.5
4	2	0.0435375	0.5
4	3	-0.0986956	0.5
4	4	0.232456	0.5
4	5	0.0479654	0.5
4	6	0.0429684	0.5
4	7	-0.114875	0.5
