gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.367879, d0W0.399715, d0W1, d0W0.399715, d0W1, d1W1, d1W0.367879, d1W0.399715, d1W1, d1W0.399715, d1W1, d2W1, d2W0.367879, d2W0.399715, d2W1, d2W0.399715, d2W1, d3W1, d3W0.367879, d3W0.399715, d3W1, d3W0.399715, d3W1, d4W1, d4W0.367879, d4W0.399715, d4W1, d4W0.399715, d4W1, d5W1, d5W0.367879, d5W0.399715, d5W1, d5W0.399715, d5W1, d6W1, d6W0.367879, d6W0.399715, d6W1, d6W0.399715, d6W1, d7W1, d7W0.367879, d7W0.399715, d7W1, d7W0.399715, d7W1, d8W1, d8W0.367879, d8W0.399715, d8W1, d8W0.399715, d8W1, d9W1, d9W0.367879, d9W0.399715, d9W1, d9W0.399715, d9W1, d10W1, d10W0.367879, d10W0.399715, d10W1, d10W0.399715, d10W1, d11W1, d11W0.367879, d11W0.399715, d11W1, d11W0.399715, d11W1, d12W1, d12W0.367879, d12W0.399715, d12W1, d12W0.399715, d12W1, d13W1, d13W0.367879, d13W0.399715, d13W1, d13W0.399715, d13W1, d14W1, d14W0.367879, d14W0.399715, d14W1, d14W0.399715, d14W1, d15W1, d15W0.367879, d15W0.399715, d15W1, d15W0.399715, d15W1, d16W1, d16W0.367879, d16W0.399715, d16W1, d16W0.399715, d16W1, d17W1, d17W0.367879, d17W0.399715, d17W1, d17W0.399715, d17W1, d18W1, d18W0.367879, d18W0.399715, d18W1, d18W0.399715, d18W1, d19W1, d19W0.367879, d19W0.399715, d19W1, d19W0.399715, d19W1, 
0, 1,1,1,1,1,1,1,0.9975,0.973,0.8005,0.175,0.023,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9995,0.9725,0.7975,0.176,0.0225,0.002,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,993,0,7,993,7,993,957,0,43,957,43,957,768,12,220,768,220,768,799,11,190,799,190,799,939,2,59,939,59,939,994,1,5,994,5,994,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
100, 1,1,1,1,1,1,0.9995,0.997,0.9855,0.857,0.243,0.031,0.002,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.984,0.8575,0.2405,0.0315,0,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,998,0,2,998,2,998,972,0,28,972,28,972,789,6,205,789,205,789,677,19,304,677,304,677,935,2,63,935,63,935,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
200, 1,1,1,1,1,1,1,0.998,0.9755,0.812,0.1845,0.018,0.0005,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.974,0.808,0.181,0.019,0.0005,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,998,0,2,998,2,998,932,2,66,932,66,932,735,9,256,735,256,735,740,20,240,740,240,740,971,1,28,971,28,971,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
300, 1,1,1,1,1,1,1,0.9985,0.9835,0.854,0.261,0.0345,0.0035,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.983,0.8485,0.2645,0.0365,0.001,0.0005,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,996,0,4,996,4,996,954,1,45,954,45,954,797,3,200,797,200,797,665,18,317,665,317,665,930,3,67,930,67,930,993,0,7,993,7,993,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
400, 1,1,1,1,1,1,1,0.9995,0.981,0.8015,0.1825,0.0185,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.999,0.9775,0.8155,0.1675,0.016,0.0015,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,946,2,52,946,52,946,741,8,251,741,251,741,757,5,238,757,238,757,964,2,34,964,34,964,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
500, 1,1,1,1,1,1,1,0.998,0.9725,0.8135,0.1955,0.0145,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.999,0.9705,0.823,0.1945,0.0115,0.001,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,990,0,10,990,10,990,952,0,48,952,48,952,756,5,239,756,239,756,767,9,224,767,224,767,962,0,38,962,38,962,994,0,6,994,6,994,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
600, 1,1,1,1,1,1,1,0.9985,0.989,0.779,0.1895,0.0205,0.0015,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9855,0.7785,0.1965,0.016,0.0015,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,997,0,3,997,3,997,952,0,48,952,48,952,747,8,245,747,245,747,771,8,221,771,221,771,951,0,49,951,49,951,993,0,7,993,7,993,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
700, 1,1,1,1,1,1,1,0.9975,0.9745,0.8105,0.1955,0.017,0.001,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.979,0.783,0.209,0.0195,0.0005,0.0005,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,992,0,8,992,8,992,945,0,55,945,55,945,721,8,271,721,271,721,777,8,215,777,215,777,972,0,28,972,28,972,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
800, 1,1,1,1,1,1,0.999,0.9985,0.9815,0.779,0.2,0.02,0.004,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.979,0.769,0.1825,0.022,0.005,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,993,0,7,993,7,993,937,0,63,937,63,937,736,16,248,736,248,736,727,21,252,727,252,727,957,3,40,957,40,957,995,0,5,995,5,995,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
900, 1,1,1,1,1,1,1,0.999,0.9885,0.8345,0.2045,0.0275,0.002,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.999,0.9895,0.8395,0.201,0.029,0.003,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,998,0,2,998,2,998,958,0,42,958,42,958,762,6,232,762,232,762,744,10,246,744,246,744,957,0,43,957,43,957,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
