gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.374494, d0W1, d0W0.374494, d0W0.367879, d1W1, d1W0.367879, d1W0.374494, d1W1, d1W0.374494, d1W0.367879, d2W1, d2W0.367879, d2W0.374494, d2W1, d2W0.374494, d2W0.367879, d3W1, d3W0.367879, d3W0.374494, d3W1, d3W0.374494, d3W0.367879, d4W1, d4W0.367879, d4W0.374494, d4W1, d4W0.374494, d4W0.367879, d5W1, d5W0.367879, d5W0.374494, d5W1, d5W0.374494, d5W0.367879, d6W1, d6W0.367879, d6W0.374494, d6W1, d6W0.374494, d6W0.367879, d7W1, d7W0.367879, d7W0.374494, d7W1, d7W0.374494, d7W0.367879, 
0, 1,1,1,0.975,0,0,0,0,1,1,1,0.9775,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
10, 1,1,1,0.9675,0.03,0,0,0,1,1,1,0.9675,0.025,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,3,0,197,0,3,195,1,4,195,4,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
20, 1,1,1,0.9925,0,0,0,0,1,1,1,0.9975,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,2,1,197,1,2,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
30, 1,1,1,0.9925,0.0325,0.0025,0,0,1,1,1,0.995,0.0275,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,186,8,6,186,6,8,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
40, 1,1,1,0.98,0.015,0,0,0,1,1,1,0.98,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
50, 1,1,1,0.9725,0,0,0,0,1,1,1,0.9725,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
60, 1,1,1,0.97,0.02,0,0,0,1,1,1,0.97,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,5,2,193,2,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
70, 1,1,1,0.995,0.015,0,0,0,1,1,1,0.995,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
80, 1,1,1,0.985,0.015,0,0,0,1,1,1,0.9875,0.0175,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,3,1,196,1,3,197,3,0,197,0,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
90, 1,1,1,0.995,0.0125,0,0,0,1,1,1,0.995,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
100, 1,1,1,0.9875,0.0075,0,0,0,1,1,1,0.9775,0.005,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,1,8,191,8,1,192,4,4,192,4,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
110, 1,1,1,0.9725,0.01,0,0,0,1,1,1,0.98,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,4,1,195,1,4,192,7,1,192,1,7,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
120, 1,1,1,0.9975,0.0075,0,0,0,1,1,1,1,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,191,6,3,191,3,6,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,
130, 1,1,1,0.97,0.005,0,0,0,1,1,1,0.9675,0.005,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,4,3,193,3,4,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
140, 1,1,1,0.975,0.015,0.0025,0,0,1,1,1,0.9825,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,2,1,197,1,2,196,4,0,196,0,4,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,
150, 1,1,1,0.995,0.005,0,0,0,1,1,1,0.995,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
160, 1,1,1,0.98,0.0225,0,0,0,1,1,1,0.9775,0.0225,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
170, 1,1,1,0.9925,0.005,0,0,0,1,1,1,0.995,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,196,4,0,196,0,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
180, 1,1,1,0.985,0.0125,0,0,0,1,1,1,0.985,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,7,3,190,3,7,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
190, 1,1,1,0.9825,0.015,0,0,0,1,1,1,0.9875,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,1,6,193,6,1,197,3,0,197,0,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
200, 1,1,1,0.99,0.0125,0,0,0,1,1,1,0.99,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
210, 1,1,1,0.995,0.005,0.0025,0,0,1,1,1,0.995,0.005,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,6,1,193,1,6,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,
220, 1,1,1,1,0.0175,0,0,0,1,1,1,1,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
230, 1,1,1,0.995,0.015,0,0,0,1,1,1,0.995,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,188,9,3,188,3,9,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
240, 1,1,1,0.9875,0.0275,0,0,0,1,1,1,0.985,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,3,1,196,1,3,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
250, 1,1,1,0.99,0.025,0,0,0,1,1,1,0.99,0.0275,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,194,5,1,194,1,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
260, 1,1,1,0.995,0.0225,0,0,0,1,1,1,0.995,0.0175,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,3,0,197,0,3,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
270, 1,1,1,0.985,0.0025,0,0,0,1,1,1,0.9925,0.0025,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,187,8,5,187,5,8,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
280, 1,1,1,0.985,0.0125,0,0,0,1,1,1,0.985,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,4,3,193,3,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
290, 1,1,1,0.9875,0.0075,0,0,0,1,1,1,0.9925,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,3,2,195,2,3,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
