gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.449329, d0W0.548812, d0W1, d0W0.548812, d0W0.449329, d1W1, d1W0.449329, d1W0.548812, d1W1, d1W0.548812, d1W0.449329, d2W1, d2W0.449329, d2W0.548812, d2W1, d2W0.548812, d2W0.449329, d3W1, d3W0.449329, d3W0.548812, d3W1, d3W0.548812, d3W0.449329, d4W1, d4W0.449329, d4W0.548812, d4W1, d4W0.548812, d4W0.449329, d5W1, d5W0.449329, d5W0.548812, d5W1, d5W0.548812, d5W0.449329, d6W1, d6W0.449329, d6W0.548812, d6W1, d6W0.548812, d6W0.449329, d7W1, d7W0.449329, d7W0.548812, d7W1, d7W0.548812, d7W0.449329, 
0, 0.9975,1,0.9975,0.9175,0.115,0.0225,0,0,1,1,1,0.9075,0.1175,0.02,0,0,196,0,4,196,4,0,197,0,3,197,3,0,196,0,4,196,4,0,162,13,25,162,25,13,145,37,18,145,18,37,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,
10, 1,1,0.9825,0.83,0.0775,0.0125,0,0,1,1,0.9925,0.8475,0.0925,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,4,6,190,6,4,132,26,42,132,42,26,171,15,14,171,14,15,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,
20, 1,0.9975,0.99,0.8675,0.15,0.015,0,0,1,1,0.995,0.8725,0.1325,0.0175,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,132,28,40,132,40,28,150,31,19,150,19,31,194,3,3,194,3,3,200,0,0,200,0,0,200,0,0,200,0,0,
30, 1,1,0.9775,0.84,0.16,0.0175,0,0,1,0.9975,0.975,0.8475,0.14,0.0225,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,141,33,26,141,26,33,140,31,29,140,29,31,188,5,7,188,7,5,200,0,0,200,0,0,200,0,0,200,0,0,
40, 1,1,0.99,0.86,0.1,0,0,0,1,1,0.9925,0.8525,0.095,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,2,4,194,4,2,142,32,26,142,26,32,163,23,14,163,14,23,195,2,3,195,3,2,199,0,1,199,1,0,200,0,0,200,0,0,
50, 1,1,0.9925,0.7775,0.1225,0.0125,0,0,1,1,0.9925,0.8075,0.13,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,0,6,194,6,0,129,40,31,129,31,40,156,21,23,156,23,21,194,2,4,194,4,2,199,0,1,199,1,0,200,0,0,200,0,0,
60, 1,1,0.9925,0.885,0.1775,0.0175,0.0025,0,1,1,0.985,0.8875,0.18,0.015,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,3,4,193,4,3,165,17,18,165,18,17,163,24,13,163,13,24,191,4,5,191,5,4,199,0,1,199,1,0,200,0,0,200,0,0,
70, 1,1,0.995,0.8575,0.17,0.0125,0,0,1,1,0.9925,0.8575,0.17,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,149,24,27,149,27,24,141,27,32,141,32,27,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,
80, 1,1,0.99,0.7975,0.16,0.0075,0,0,1,1,0.99,0.7675,0.155,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,159,25,16,159,16,25,153,26,21,153,21,26,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
90, 1,1,0.99,0.885,0.0925,0.0125,0,0,1,1,0.9775,0.89,0.1025,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,189,2,9,189,9,2,155,17,28,155,28,17,162,14,24,162,24,14,192,1,7,192,7,1,200,0,0,200,0,0,200,0,0,200,0,0,
100, 1,1,0.99,0.91,0.1325,0.0175,0,0,1,0.9975,0.985,0.9075,0.1325,0.02,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,3,3,194,3,3,171,13,16,171,16,13,162,12,26,162,26,12,190,2,8,190,8,2,200,0,0,200,0,0,200,0,0,200,0,0,
110, 1,1,0.995,0.88,0.115,0.01,0,0,1,1,0.9975,0.89,0.135,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,2,3,195,3,2,162,16,22,162,22,16,154,26,20,154,20,26,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,
120, 0.9975,0.9975,0.995,0.9225,0.165,0.01,0,0,1,1,0.9925,0.8925,0.185,0.03,0.0175,0,200,0,0,200,0,0,199,1,0,199,0,1,197,3,0,197,0,3,170,13,17,170,17,13,142,26,32,142,32,26,185,3,12,185,12,3,196,0,4,196,4,0,200,0,0,200,0,0,
130, 1,1,0.9975,0.8975,0.21,0.03,0.0025,0,1,1,1,0.8875,0.21,0.035,0,0.01,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,173,12,15,173,15,12,141,40,19,141,19,40,191,1,8,191,8,1,200,0,0,200,0,0,198,0,2,198,2,0,
140, 1,1,0.995,0.86,0.1925,0.0025,0,0,1,1,0.9975,0.8575,0.1925,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,161,22,17,161,17,22,150,15,35,150,35,15,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,
150, 1,0.9975,0.995,0.865,0.1275,0.005,0,0,1,0.995,0.995,0.85,0.1025,0.015,0,0,200,0,0,200,0,0,198,0,2,198,2,0,194,2,4,194,4,2,150,31,19,150,19,31,164,22,14,164,14,22,190,1,9,190,9,1,200,0,0,200,0,0,200,0,0,200,0,0,
160, 1,0.9975,0.9925,0.8725,0.1175,0.0325,0,0,1,0.9975,0.995,0.8775,0.1325,0.0275,0.0025,0,200,0,0,200,0,0,200,0,0,200,0,0,192,1,7,192,7,1,158,22,20,158,20,22,147,33,20,147,20,33,189,3,8,189,8,3,200,0,0,200,0,0,200,0,0,200,0,0,
170, 1,1,0.9925,0.86,0.2025,0.005,0,0,1,1,0.995,0.8575,0.24,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,2,5,193,5,2,153,28,19,153,19,28,124,39,37,124,37,39,194,0,6,194,6,0,199,0,1,199,1,0,200,0,0,200,0,0,
180, 1,1,0.9975,0.885,0.1625,0.005,0,0,0.9975,1,0.9925,0.8925,0.185,0.005,0.005,0,199,0,1,199,1,0,200,0,0,200,0,0,192,3,5,192,5,3,168,13,19,168,19,13,153,23,24,153,24,23,197,2,1,197,1,2,196,0,4,196,4,0,200,0,0,200,0,0,
190, 1,1,0.9875,0.8625,0.1825,0.0125,0,0,1,1,0.9875,0.8775,0.1825,0.0175,0.0125,0,200,0,0,200,0,0,200,0,0,200,0,0,193,3,4,193,4,3,154,22,24,154,24,22,131,27,42,131,42,27,188,3,9,188,9,3,198,0,2,198,2,0,199,0,1,199,1,0,
200, 1,1,0.98,0.79,0.075,0,0.0025,0,1,1,0.9875,0.805,0.085,0.0125,0.0025,0,200,0,0,200,0,0,200,0,0,200,0,0,195,0,5,195,5,0,133,23,44,133,44,23,167,16,17,167,17,16,193,1,6,193,6,1,199,0,1,199,1,0,200,0,0,200,0,0,
210, 1,1,0.985,0.87,0.1475,0.005,0,0,1,1,0.9875,0.8525,0.15,0.015,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,6,3,191,3,6,161,23,16,161,16,23,159,28,13,159,13,28,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,
220, 1,0.9975,0.99,0.8725,0.14,0.0125,0,0,1,1,0.9975,0.8875,0.1125,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,176,6,18,176,18,6,153,25,22,153,22,25,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,
230, 1,0.995,0.9875,0.875,0.155,0.015,0,0,1,0.995,0.9925,0.8625,0.165,0.0125,0.0025,0,200,0,0,200,0,0,198,0,2,198,2,0,193,0,7,193,7,0,149,26,25,149,25,26,157,19,24,157,24,19,191,0,9,191,9,0,200,0,0,200,0,0,200,0,0,200,0,0,
240, 1,1,0.995,0.8525,0.1625,0.005,0,0,1,1,0.99,0.7925,0.13,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,140,31,29,140,29,31,160,15,25,160,25,15,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,
250, 1,1,0.99,0.86,0.0975,0.005,0,0,1,1,0.9925,0.8875,0.0975,0.02,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,142,28,30,142,30,28,162,20,18,162,18,20,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,
260, 1,1,0.99,0.825,0.0975,0.01,0,0,1,1,0.99,0.8525,0.105,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,189,2,9,189,9,2,139,30,31,139,31,30,175,12,13,175,13,12,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
270, 1,1,0.9975,0.8875,0.1475,0.0025,0,0,1,1,0.995,0.885,0.1275,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,161,22,17,161,17,22,158,15,27,158,27,15,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,
280, 1,1,0.99,0.8925,0.1175,0.0075,0,0,1,1,0.995,0.9,0.1,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,0,6,194,6,0,161,21,18,161,18,21,166,20,14,166,14,20,197,3,0,197,0,3,200,0,0,200,0,0,200,0,0,200,0,0,
290, 1,0.9925,0.985,0.845,0.1125,0.0025,0.0025,0,0.9975,0.995,0.985,0.8725,0.1075,0.0075,0.005,0,200,0,0,200,0,0,197,1,2,197,2,1,196,3,1,196,1,3,154,23,23,154,23,23,160,26,14,160,14,26,194,1,5,194,5,1,200,0,0,200,0,0,200,0,0,200,0,0,
300, 1,1,0.99,0.8225,0.155,0.025,0,0,1,1,0.9875,0.8475,0.1475,0.02,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,144,34,22,144,22,34,154,30,16,154,16,30,195,3,2,195,2,3,200,0,0,200,0,0,200,0,0,200,0,0,
310, 1,0.995,0.9975,0.8325,0.185,0.02,0,0,1,1,0.995,0.8025,0.1775,0.025,0,0,200,0,0,200,0,0,199,0,1,199,1,0,193,3,4,193,4,3,137,32,31,137,31,32,135,23,42,135,42,23,192,4,4,192,4,4,200,0,0,200,0,0,200,0,0,200,0,0,
320, 1,0.9975,0.985,0.855,0.1425,0.0075,0,0,1,1,0.995,0.865,0.12,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,1,7,192,7,1,162,19,19,162,19,19,140,26,34,140,34,26,194,0,6,194,6,0,200,0,0,200,0,0,200,0,0,200,0,0,
330, 1,1,0.9925,0.8225,0.15,0.015,0,0,1,1,0.9925,0.835,0.145,0.0275,0.0075,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,149,24,27,149,27,24,154,30,16,154,16,30,196,2,2,196,2,2,198,1,1,198,1,1,200,0,0,200,0,0,
340, 1,1,0.9975,0.8775,0.1725,0.0225,0,0,1,1,0.9925,0.855,0.1775,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,150,25,25,150,25,25,133,30,37,133,37,30,187,6,7,187,7,6,200,0,0,200,0,0,200,0,0,200,0,0,
350, 1,1,0.99,0.8675,0.15,0.0075,0,0,1,1,0.9925,0.865,0.1325,0.015,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,0,5,195,5,0,146,38,16,146,16,38,155,16,29,155,29,16,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,
360, 1,1,0.9925,0.89,0.1475,0.015,0,0,1,1,0.9925,0.9025,0.11,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,3,0,197,0,3,169,14,17,169,17,14,133,31,36,133,36,31,192,1,7,192,7,1,200,0,0,200,0,0,200,0,0,200,0,0,
370, 1,1,0.9925,0.88,0.19,0.0175,0.0025,0,1,1,0.99,0.88,0.2025,0.0125,0.0025,0,200,0,0,200,0,0,200,0,0,200,0,0,191,3,6,191,6,3,158,22,20,158,20,22,136,34,30,136,30,34,191,4,5,191,5,4,199,1,0,199,0,1,200,0,0,200,0,0,
380, 1,0.9975,0.9875,0.8825,0.1025,0.0025,0.005,0,1,0.9975,0.99,0.865,0.1025,0.0025,0,0,200,0,0,200,0,0,199,0,1,199,1,0,194,4,2,194,2,4,156,31,13,156,13,31,172,15,13,172,13,15,194,2,4,194,4,2,199,0,1,199,1,0,200,0,0,200,0,0,
