gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.882497, d0W1, d0W0.882497, d0W1, d1W1, d1W0.606531, d1W0.882497, d1W1, d1W0.882497, d1W1, d2W1, d2W0.606531, d2W0.882497, d2W1, d2W0.882497, d2W1, d3W1, d3W0.606531, d3W0.882497, d3W1, d3W0.882497, d3W1, d4W1, d4W0.606531, d4W0.882497, d4W1, d4W0.882497, d4W1, d5W1, d5W0.606531, d5W0.882497, d5W1, d5W0.882497, d5W1, d6W1, d6W0.606531, d6W0.882497, d6W1, d6W0.882497, d6W1, d7W1, d7W0.606531, d7W0.882497, d7W1, d7W0.882497, d7W1, d8W1, d8W0.606531, d8W0.882497, d8W1, d8W0.882497, d8W1, d9W1, d9W0.606531, d9W0.882497, d9W1, d9W0.882497, d9W1, d10W1, d10W0.606531, d10W0.882497, d10W1, d10W0.882497, d10W1, d11W1, d11W0.606531, d11W0.882497, d11W1, d11W0.882497, d11W1, d12W1, d12W0.606531, d12W0.882497, d12W1, d12W0.882497, d12W1, d13W1, d13W0.606531, d13W0.882497, d13W1, d13W0.882497, d13W1, d14W1, d14W0.606531, d14W0.882497, d14W1, d14W0.882497, d14W1, d15W1, d15W0.606531, d15W0.882497, d15W1, d15W0.882497, d15W1, d16W1, d16W0.606531, d16W0.882497, d16W1, d16W0.882497, d16W1, d17W1, d17W0.606531, d17W0.882497, d17W1, d17W0.882497, d17W1, d18W1, d18W0.606531, d18W0.882497, d18W1, d18W0.882497, d18W1, d19W1, d19W0.606531, d19W0.882497, d19W1, d19W0.882497, d19W1, 
0, 0.9985,0.99925,0.99775,0.99675,0.987,0.96675,0.939,0.89725,0.825,0.7055,0.58775,0.4255,0.284,0.16425,0.08625,0.04325,0.0235,0.01575,0.0075,0.00575,0.99925,0.9985,0.998,0.99275,0.98625,0.973,0.94975,0.903,0.82175,0.72375,0.57025,0.426,0.289,0.17725,0.11075,0.05025,0.02275,0.0115,0.00575,0.0065,1989,0,11,1989,11,1989,1989,0,11,1989,11,1989,1986,0,14,1986,14,1986,1965,0,35,1965,35,1965,1902,0,98,1902,98,1902,1807,4,189,1807,189,1807,1620,10,370,1620,370,1620,1447,23,530,1447,530,1447,1190,73,737,1190,737,1190,1006,116,878,1006,878,1006,939,158,903,939,903,939,865,164,971,865,971,865,1028,108,864,1028,864,1028,1212,71,717,1212,717,1212,1476,27,497,1476,497,1476,1690,11,299,1690,299,1690,1863,1,136,1863,136,1863,1905,1,94,1905,94,1905,1939,0,61,1939,61,1939,1947,0,53,1947,53,1947,
100, 0.998,0.99825,0.997,0.99425,0.9815,0.96925,0.94675,0.89175,0.80975,0.705,0.56775,0.42,0.27975,0.18375,0.1045,0.049,0.02575,0.01375,0.0085,0.00575,0.998,0.999,0.9965,0.9935,0.98575,0.968,0.93425,0.88175,0.79725,0.6965,0.55475,0.416,0.27775,0.15975,0.0865,0.05025,0.0295,0.01875,0.011,0.008,1985,0,15,1985,15,1985,1986,0,14,1986,14,1986,1978,0,22,1978,22,1978,1945,0,55,1945,55,1945,1885,3,112,1885,112,1885,1774,3,223,1774,223,1774,1638,7,355,1638,355,1638,1446,31,523,1446,523,1446,1201,72,727,1201,727,1201,969,120,911,969,911,969,918,157,925,918,925,918,910,134,956,910,956,910,1068,96,836,1068,836,1068,1251,67,682,1251,682,1251,1482,34,484,1482,484,1482,1677,11,312,1677,312,1677,1807,2,191,1807,191,1807,1891,0,109,1891,109,1891,1939,0,61,1939,61,1939,1954,0,46,1954,46,1954,
200, 0.9975,0.99525,0.9925,0.991,0.9835,0.9795,0.9455,0.91225,0.8415,0.72925,0.59975,0.43825,0.28875,0.18325,0.098,0.05825,0.0335,0.01775,0.00875,0.00625,0.99775,0.99725,0.99725,0.995,0.991,0.97525,0.96,0.91675,0.83175,0.73775,0.60625,0.4445,0.2965,0.18275,0.10675,0.0595,0.029,0.01675,0.01225,0.00825,1976,0,24,1976,24,1976,1975,0,25,1975,25,1975,1968,0,32,1968,32,1968,1941,0,59,1941,59,1941,1890,1,109,1890,109,1890,1836,1,163,1836,163,1836,1706,7,287,1706,287,1706,1503,20,477,1503,477,1503,1287,48,665,1287,665,1287,1043,96,861,1043,861,1043,933,139,928,933,928,933,885,148,967,885,967,885,971,105,924,971,924,971,1173,77,750,1173,750,1173,1435,28,537,1435,537,1435,1640,5,355,1640,355,1640,1746,5,249,1746,249,1746,1846,2,152,1846,152,1846,1928,1,71,1928,71,1928,1929,0,71,1929,71,1929,
300, 0.999,0.9965,0.9955,0.98775,0.98075,0.96225,0.934,0.8805,0.78925,0.7005,0.5795,0.4245,0.27525,0.17325,0.09275,0.0505,0.02575,0.0125,0.00775,0.0055,0.99825,0.99825,0.997,0.993,0.9825,0.965,0.936,0.88775,0.79375,0.69375,0.572,0.44575,0.2845,0.173,0.092,0.04525,0.02625,0.01375,0.011,0.0055,1993,0,7,1993,7,1993,1985,0,15,1985,15,1985,1969,0,31,1969,31,1969,1929,0,71,1929,71,1929,1875,0,125,1875,125,1875,1742,0,258,1742,258,1742,1594,17,389,1594,389,1594,1397,36,567,1397,567,1397,1168,74,758,1168,758,1168,999,118,883,999,883,999,899,158,943,899,943,899,857,163,980,857,980,857,977,119,904,977,904,977,1238,56,706,1238,706,1238,1457,28,515,1457,515,1457,1683,16,301,1683,301,1683,1822,3,175,1822,175,1822,1890,2,108,1890,108,1890,1931,0,69,1931,69,1931,1956,0,44,1956,44,1956,
400, 0.99725,0.99925,0.99625,0.995,0.98425,0.97325,0.94825,0.89625,0.81175,0.70675,0.5565,0.41375,0.26775,0.15425,0.0895,0.04475,0.024,0.01525,0.009,0.0065,0.999,0.999,0.995,0.989,0.9845,0.976,0.945,0.909,0.811,0.71975,0.57675,0.4075,0.281,0.15875,0.0835,0.04875,0.026,0.0105,0.0105,0.0065,1979,0,21,1979,21,1979,1978,0,22,1978,22,1978,1971,0,29,1971,29,1971,1942,0,58,1942,58,1942,1873,1,126,1873,126,1873,1795,4,201,1795,201,1795,1657,15,328,1657,328,1657,1454,20,526,1454,526,1454,1183,81,736,1183,736,1183,998,134,868,998,868,998,887,168,945,887,945,887,880,168,952,880,952,880,1046,131,823,1046,823,1046,1277,48,675,1277,675,1277,1511,19,470,1511,470,1511,1697,6,297,1697,297,1697,1827,0,173,1827,173,1827,1891,0,109,1891,109,1891,1934,0,66,1934,66,1934,1943,0,57,1943,57,1943,
500, 0.99975,0.99925,0.9985,0.996,0.9915,0.98025,0.951,0.91225,0.84075,0.736,0.61,0.4415,0.3245,0.1875,0.1155,0.06825,0.0315,0.015,0.00975,0.01,0.999,0.99825,0.99625,0.9945,0.988,0.9765,0.951,0.905,0.834,0.723,0.59275,0.43975,0.31025,0.1865,0.106,0.054,0.0325,0.0185,0.00725,0.00925,1997,0,3,1997,3,1997,1988,0,12,1988,12,1988,1979,0,21,1979,21,1979,1945,0,55,1945,55,1945,1917,0,83,1917,83,1917,1832,8,160,1832,160,1832,1700,7,293,1700,293,1700,1486,30,484,1486,484,1486,1277,61,662,1277,662,1277,1029,119,852,1029,852,1029,907,143,950,907,950,907,887,145,968,887,968,887,965,120,915,965,915,965,1181,68,751,1181,751,1181,1393,34,573,1393,573,1393,1636,10,354,1636,354,1636,1778,4,218,1778,218,1778,1883,2,115,1883,115,1883,1908,1,91,1908,91,1908,1931,0,69,1931,69,1931,
600, 0.999,0.99725,0.99675,0.9945,0.99275,0.98,0.95425,0.91975,0.85075,0.745,0.60975,0.45975,0.33325,0.1975,0.118,0.05425,0.03375,0.0185,0.01225,0.0075,0.9965,0.998,0.99725,0.99275,0.98525,0.9745,0.954,0.9115,0.8475,0.759,0.60125,0.4385,0.29575,0.19075,0.11425,0.049,0.0275,0.016,0.00775,0.00625,1985,0,15,1985,15,1985,1988,0,12,1988,12,1988,1978,0,22,1978,22,1978,1966,0,34,1966,34,1966,1907,3,90,1907,90,1907,1849,1,150,1849,150,1849,1705,7,288,1705,288,1705,1538,18,444,1538,444,1538,1307,52,641,1307,641,1307,1069,94,837,1069,837,1069,938,117,945,938,945,938,889,137,974,889,974,889,999,95,906,999,906,999,1171,74,755,1171,755,1171,1421,31,548,1421,548,1421,1614,9,377,1614,377,1614,1798,6,196,1798,196,1798,1873,0,127,1873,127,1873,1923,0,77,1923,77,1923,1945,0,55,1945,55,1945,
700, 0.999,0.9985,0.9975,0.99475,0.98975,0.9715,0.95125,0.9065,0.83375,0.73525,0.6065,0.4495,0.31975,0.20575,0.12575,0.06775,0.03725,0.02425,0.01375,0.00775,0.99875,0.99875,0.99725,0.9935,0.98875,0.98,0.9615,0.9155,0.852,0.73225,0.61225,0.46075,0.32625,0.21075,0.1415,0.07775,0.039,0.0225,0.013,0.01,1995,0,5,1995,5,1995,1987,0,13,1987,13,1987,1971,0,29,1971,29,1971,1959,0,41,1959,41,1959,1918,1,81,1918,81,1918,1850,1,149,1850,149,1850,1721,7,272,1721,272,1721,1512,22,466,1512,466,1512,1244,63,693,1244,693,1244,1053,100,847,1053,847,1053,929,132,939,929,939,929,918,148,934,918,934,918,952,122,926,952,926,952,1119,91,790,1119,790,1119,1362,49,589,1362,589,1362,1553,21,426,1553,426,1553,1723,3,274,1723,274,1723,1830,2,168,1830,168,1830,1897,1,102,1897,102,1897,1905,0,95,1905,95,1905,
800, 0.99925,0.99925,0.99875,0.996,0.9895,0.98025,0.96425,0.9235,0.858,0.76525,0.63,0.48925,0.334,0.19175,0.1095,0.07075,0.03775,0.01775,0.01025,0.009,0.99875,0.998,0.998,0.99325,0.9915,0.97875,0.9605,0.92475,0.86625,0.7715,0.6265,0.47625,0.3135,0.1985,0.11825,0.07025,0.042,0.02,0.0125,0.007,1990,0,10,1990,10,1990,1990,0,10,1990,10,1990,1983,0,17,1983,17,1983,1962,0,38,1962,38,1962,1922,0,78,1922,78,1922,1851,3,146,1851,146,1851,1742,6,252,1742,252,1742,1580,17,403,1580,403,1580,1290,50,660,1290,660,1290,1089,81,830,1089,830,1089,909,126,965,909,965,909,857,161,982,857,982,857,983,144,873,983,873,983,1164,81,755,1164,755,1164,1400,34,566,1400,566,1400,1563,10,427,1563,427,1563,1729,3,268,1729,268,1729,1858,1,141,1858,141,1858,1913,0,87,1913,87,1913,1925,0,75,1925,75,1925,
900, 0.99775,0.9975,0.996,0.99375,0.98925,0.974,0.9485,0.905,0.84725,0.7555,0.61625,0.47575,0.3225,0.199,0.11425,0.065,0.04225,0.02225,0.01075,0.013,0.999,0.99925,0.999,0.99625,0.9875,0.9785,0.947,0.90875,0.84875,0.74925,0.6285,0.49025,0.3275,0.19525,0.11275,0.06475,0.032,0.021,0.014,0.00775,1991,0,9,1991,9,1991,1979,0,21,1979,21,1979,1979,0,21,1979,21,1979,1967,0,33,1967,33,1967,1904,0,96,1904,96,1904,1819,3,178,1819,178,1819,1692,3,305,1692,305,1692,1484,30,486,1484,486,1484,1246,66,688,1246,688,1246,1020,87,893,1020,893,1020,954,148,898,954,898,954,903,155,942,903,942,903,959,139,902,959,902,959,1196,72,732,1196,732,1196,1387,35,578,1387,578,1387,1609,9,382,1609,382,1609,1749,3,248,1749,248,1749,1847,1,152,1847,152,1847,1901,1,98,1901,98,1901,1917,1,82,1917,82,1917,
