gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.449329, d0W0.992014, d0W1, d0W0.992014, d0W0.449329, d1W1, d1W0.449329, d1W0.992014, d1W1, d1W0.992014, d1W0.449329, d2W1, d2W0.449329, d2W0.992014, d2W1, d2W0.992014, d2W0.449329, d3W1, d3W0.449329, d3W0.992014, d3W1, d3W0.992014, d3W0.449329, d4W1, d4W0.449329, d4W0.992014, d4W1, d4W0.992014, d4W0.449329, d5W1, d5W0.449329, d5W0.992014, d5W1, d5W0.992014, d5W0.449329, d6W1, d6W0.449329, d6W0.992014, d6W1, d6W0.992014, d6W0.449329, d7W1, d7W0.449329, d7W0.992014, d7W1, d7W0.992014, d7W0.449329, 
150, 0.98,0.9925,0.935,0.7775,0.1575,0.045,0.0425,0.03,0.9525,0.9575,0.9475,0.805,0.2525,0.0675,0.055,0.035,173,1,26,173,26,1,175,2,23,175,23,2,153,4,43,153,43,4,91,28,81,91,81,28,105,27,68,105,68,27,155,6,39,155,39,6,167,3,30,167,30,3,171,2,27,171,27,2,
160, 0.96,0.965,0.9475,0.795,0.25,0.0575,0.0825,0.05,0.955,0.97,0.93,0.825,0.2475,0.065,0.0175,0.0125,167,1,32,167,32,1,179,0,21,179,21,0,151,4,45,151,45,4,113,26,61,113,61,26,78,47,75,78,75,47,150,2,48,150,48,2,169,2,29,169,29,2,174,0,26,174,26,0,
170, 0.99,0.9675,0.9525,0.8275,0.1875,0.0925,0.0475,0.055,0.97,0.98,0.95,0.87,0.1825,0.0675,0.03,0.01,180,2,18,180,18,2,172,2,26,172,26,2,170,7,23,170,23,7,126,20,54,126,54,20,135,13,52,135,52,13,140,2,58,140,58,2,171,0,29,171,29,0,179,1,20,179,20,1,
180, 0.99,0.9875,0.965,0.8075,0.1925,0.08,0.035,0.025,1,0.9825,0.945,0.805,0.2225,0.05,0.0275,0.025,195,0,5,195,5,0,193,1,6,193,6,1,169,3,28,169,28,3,122,32,46,122,46,32,101,36,63,101,63,36,167,7,26,167,26,7,174,2,24,174,24,2,179,1,20,179,20,1,
190, 0.99,0.97,0.9725,0.77,0.23,0.055,0.025,0.005,0.995,0.9525,0.96,0.7525,0.2125,0.0525,0.015,0.0275,192,0,8,192,8,0,179,1,20,179,20,1,166,8,26,166,26,8,99,34,67,99,67,34,117,28,55,117,55,28,159,4,37,159,37,4,185,0,15,185,15,0,191,1,8,191,8,1,
200, 0.9975,0.9925,0.9725,0.715,0.25,0.0525,0.0125,0.0275,0.995,0.9725,0.945,0.7575,0.2775,0.0575,0.0425,0.0075,196,1,3,196,3,1,186,1,13,186,13,1,160,6,34,160,34,6,86,46,68,86,68,46,80,47,73,80,73,47,177,4,19,177,19,4,178,2,20,178,20,2,189,0,11,189,11,0,
210, 0.9925,0.9875,0.96,0.735,0.2175,0.0825,0.0425,0.005,0.9925,0.955,0.97,0.7725,0.155,0.025,0.0125,0.045,194,0,6,194,6,0,184,0,16,184,16,0,172,3,25,172,25,3,89,35,76,89,76,35,122,32,46,122,46,32,165,2,33,165,33,2,178,4,18,178,18,4,184,0,16,184,16,0,
220, 0.9975,0.9925,0.94,0.7375,0.205,0.065,0.09,0.0175,0.98,0.9925,0.97,0.7675,0.175,0.0175,0.0125,0.0225,191,0,9,191,9,0,194,0,6,194,6,0,171,3,26,171,26,3,99,29,72,99,72,29,119,17,64,119,64,17,172,2,26,172,26,2,166,1,33,166,33,1,188,0,12,188,12,0,
230, 1,0.99,0.94,0.85,0.225,0.0975,0.07,0.04,0.9875,0.9875,0.95,0.775,0.225,0.03,0.005,0.01,197,0,3,197,3,0,193,0,7,193,7,0,165,1,34,165,34,1,102,27,71,102,71,27,99,38,63,99,63,38,161,5,34,161,34,5,180,0,20,180,20,0,178,2,20,178,20,2,
240, 0.9875,0.965,0.965,0.8425,0.225,0.0775,0.0425,0.0475,0.9675,0.9725,0.93,0.805,0.225,0.0525,0.01,0.0075,182,1,17,182,17,1,181,0,19,181,19,0,163,7,30,163,30,7,110,17,73,110,73,17,90,33,77,90,77,33,144,6,50,144,50,6,183,2,15,183,15,2,179,0,21,179,21,0,
250, 0.9825,0.97,0.9175,0.815,0.1875,0.12,0.08,0.0475,0.9825,0.9825,0.98,0.815,0.225,0.02,0.015,0,186,1,13,186,13,1,187,1,12,187,12,1,167,3,30,167,30,3,123,22,55,123,55,22,92,30,78,92,78,30,148,5,47,148,47,5,165,0,35,165,35,0,176,0,24,176,24,0,
260, 0.985,0.9575,0.9375,0.745,0.275,0.11,0.045,0.0625,1,1,0.9675,0.74,0.215,0.055,0.0225,0.005,190,0,10,190,10,0,188,1,11,188,11,1,166,0,34,166,34,0,83,34,83,83,83,34,87,38,75,87,75,38,146,8,46,146,46,8,171,2,27,171,27,2,167,1,32,167,32,1,
270, 0.97,0.94,0.91,0.8075,0.2,0.0525,0.0175,0.0175,0.9975,0.99,0.95,0.7775,0.21,0.06,0.01,0.0025,190,0,10,190,10,0,168,1,31,168,31,1,149,7,44,149,44,7,90,34,76,90,76,34,104,24,72,104,72,24,158,2,40,158,40,2,187,1,12,187,12,1,188,0,12,188,12,0,
280, 0.9625,0.955,0.89,0.75,0.1775,0.03,0.055,0.02,1,0.985,0.9375,0.74,0.1775,0.0425,0.005,0,190,0,10,190,10,0,178,2,20,178,20,2,148,5,47,148,47,5,78,47,75,78,75,47,109,19,72,109,72,19,173,3,24,173,24,3,175,0,25,175,25,0,189,0,11,189,11,0,
290, 0.9475,0.9875,0.9275,0.825,0.2,0.045,0.035,0.015,1,0.9875,0.9625,0.7225,0.195,0.03,0.015,0.01,179,0,21,179,21,0,186,0,14,186,14,0,158,2,40,158,40,2,91,27,82,91,82,27,98,28,74,98,74,28,174,2,24,174,24,2,181,0,19,181,19,0,192,0,8,192,8,0,
300, 0.9825,0.9775,0.9725,0.805,0.2,0.075,0.01,0.0075,0.9875,0.945,0.945,0.82,0.165,0.0275,0.0075,0.0025,191,0,9,191,9,0,171,1,28,171,28,1,169,4,27,169,27,4,102,24,74,102,74,24,130,13,57,130,57,13,166,3,31,166,31,3,193,0,7,193,7,0,195,0,5,195,5,0,
310, 0.995,0.985,0.93,0.8325,0.155,0.045,0.01,0.0175,0.9625,0.9675,0.965,0.8325,0.165,0.0425,0.015,0.0175,185,0,15,185,15,0,179,2,19,179,19,2,159,2,39,159,39,2,118,24,58,118,58,24,127,19,54,127,54,19,169,2,29,169,29,2,191,0,9,191,9,0,194,0,6,194,6,0,
320, 1,0.975,0.91,0.775,0.1975,0.0675,0.02,0.015,0.9775,0.9625,0.955,0.78,0.22,0.0675,0.0225,0.0175,193,1,6,193,6,1,178,0,22,178,22,0,151,6,43,151,43,6,97,37,66,97,66,37,99,34,67,99,67,34,156,5,39,156,39,5,184,1,15,184,15,1,190,0,10,190,10,0,
330, 0.97,0.9475,0.97,0.79,0.195,0.0475,0.015,0.0075,0.99,0.975,0.9425,0.805,0.2275,0.0325,0.0525,0.015,188,0,12,188,12,0,172,1,27,172,27,1,163,4,33,163,33,4,102,29,69,102,69,29,103,21,76,103,76,21,169,6,25,169,25,6,173,0,27,173,27,0,193,0,7,193,7,0,
340, 0.9575,0.96,0.9825,0.81,0.1825,0.0425,0.0325,0.0075,0.9975,0.9775,0.9875,0.7725,0.1675,0.0625,0.07,0.03,184,0,16,184,16,0,179,0,21,179,21,0,180,2,18,180,18,2,102,40,58,102,58,40,117,27,56,117,56,27,154,2,44,154,44,2,163,1,36,163,36,1,187,0,13,187,13,0,
350, 0.9825,0.97,0.945,0.775,0.205,0.0375,0.01,0.0025,0.9975,0.995,0.9375,0.7075,0.1625,0.0475,0.035,0.03,197,0,3,197,3,0,188,0,12,188,12,0,163,10,27,163,27,10,95,39,66,95,66,39,81,37,82,81,82,37,170,5,25,170,25,5,183,0,17,183,17,0,189,0,11,189,11,0,
360, 0.9725,0.9875,0.945,0.77,0.225,0.025,0.01,0.0075,1,0.9975,0.9625,0.74,0.1525,0.065,0.0275,0.0225,193,0,7,193,7,0,191,0,9,191,9,0,170,3,27,170,27,3,83,35,82,83,82,35,107,28,65,107,65,28,155,4,41,155,41,4,183,1,16,183,16,1,189,0,11,189,11,0,
370, 0.985,0.9775,0.9425,0.7675,0.16,0.04,0.0075,0.0075,0.995,0.99,0.915,0.765,0.205,0.04,0.025,0.0025,193,0,7,193,7,0,190,1,9,190,9,1,145,6,49,145,49,6,97,27,76,97,76,27,109,32,59,109,59,32,163,3,34,163,34,3,188,0,12,188,12,0,197,0,3,197,3,0,
380, 0.9975,0.9875,0.945,0.765,0.2025,0.0225,0.01,0.0125,0.9775,0.965,0.9575,0.8025,0.155,0.0425,0.0175,0.015,191,0,9,191,9,0,179,0,21,179,21,0,158,6,36,158,36,6,111,30,59,111,59,30,119,24,57,119,57,24,179,1,20,179,20,1,186,0,14,186,14,0,194,0,6,194,6,0,
390, 0.99,0.99,0.9775,0.8225,0.22,0.0375,0.0075,0.025,0.9925,0.9875,0.97,0.79,0.19,0.0125,0.02,0.0375,191,0,9,191,9,0,187,0,13,187,13,0,180,7,13,180,13,7,114,28,58,114,58,28,112,22,66,112,66,22,176,3,21,176,21,3,191,0,9,191,9,0,177,0,23,177,23,0,
400, 0.9975,0.985,0.95,0.77,0.12,0.025,0.01,0,0.9925,0.99,0.98,0.73,0.1775,0.0375,0.01,0.025,193,0,7,193,7,0,191,0,9,191,9,0,178,2,20,178,20,2,94,35,71,94,71,35,113,19,68,113,68,19,170,5,25,170,25,5,195,0,5,195,5,0,192,0,8,192,8,0,
410, 1,0.9925,0.9675,0.8425,0.225,0.0875,0.0175,0.0025,0.98,0.9875,0.955,0.7875,0.155,0.0275,0.0175,0.0175,192,0,8,192,8,0,191,1,8,191,8,1,176,3,21,176,21,3,97,35,68,97,68,35,127,21,52,127,52,21,156,5,39,156,39,5,187,0,13,187,13,0,190,1,9,190,9,1,
420, 1,0.9825,0.9625,0.8625,0.2925,0.1,0.02,0.0375,0.9925,0.9825,0.94,0.78,0.14,0.0275,0.02,0.0075,197,0,3,197,3,0,186,0,14,186,14,0,172,5,23,172,23,5,121,26,53,121,53,26,99,28,73,99,73,28,161,2,37,161,37,2,179,0,21,179,21,0,186,0,14,186,14,0,
430, 0.9975,0.9875,0.9625,0.8825,0.315,0.07,0.0475,0.0125,0.99,0.99,0.93,0.8025,0.18,0.04,0.0025,0,194,0,6,194,6,0,189,0,11,189,11,0,166,3,31,166,31,3,121,24,55,121,55,24,98,23,79,98,79,23,164,7,29,164,29,7,181,0,19,181,19,0,192,1,7,192,7,1,
440, 0.9925,0.97,0.9675,0.785,0.315,0.1025,0.0675,0.045,0.9975,0.99,0.9475,0.805,0.1925,0.0925,0.025,0,194,0,6,194,6,0,183,1,16,183,16,1,173,0,27,173,27,0,94,22,84,94,84,22,70,43,87,70,87,43,141,6,53,141,53,6,170,0,30,170,30,0,182,1,17,182,17,1,
450, 0.9775,0.99,0.975,0.7725,0.26,0.055,0.0375,0.0325,0.9925,0.98,0.9525,0.83,0.195,0.055,0.05,0.015,181,1,18,181,18,1,190,0,10,190,10,0,174,5,21,174,21,5,100,27,73,100,73,27,105,26,69,105,69,26,158,1,41,158,41,1,171,2,27,171,27,2,184,0,16,184,16,0,
460, 1,1,0.99,0.8075,0.26,0.0775,0.0475,0.0675,0.9875,0.955,0.93,0.755,0.2,0.0825,0.0125,0.005,195,0,5,195,5,0,180,0,20,180,20,0,172,2,26,172,26,2,89,27,84,89,84,27,100,30,70,100,70,30,151,3,46,151,46,3,173,0,27,173,27,0,173,1,26,173,26,1,
470, 1,0.9975,0.9525,0.815,0.26,0.0775,0.03,0.0375,0.985,0.9575,0.895,0.7725,0.185,0.06,0.0075,0.0075,194,0,6,194,6,0,187,0,13,187,13,0,149,4,47,149,47,4,113,24,63,113,63,24,105,27,68,105,68,27,167,2,31,167,31,2,189,0,11,189,11,0,181,0,19,181,19,0,
480, 1,0.99,0.97,0.815,0.26,0.09,0.055,0.0275,0.96,0.9625,0.955,0.8275,0.2025,0.0225,0.0125,0.015,190,0,10,190,10,0,178,1,21,178,21,1,172,4,24,172,24,4,115,26,59,115,59,26,103,41,56,103,56,41,166,4,30,166,30,4,173,2,25,173,25,2,185,0,15,185,15,0,
490, 1,0.9975,0.9375,0.7975,0.24,0.0825,0.03,0.0275,0.9875,0.96,0.955,0.8125,0.1875,0.045,0.0225,0.0125,195,0,5,195,5,0,185,0,15,185,15,0,158,3,39,158,39,3,116,20,64,116,64,20,103,36,61,103,61,36,159,4,37,159,37,4,183,0,17,183,17,0,177,0,23,177,23,0,
500, 0.995,0.99,0.9425,0.7925,0.2025,0.03,0.02,0.01,1,0.95,0.9175,0.7825,0.175,0.0275,0.005,0,196,0,4,196,4,0,180,1,19,180,19,1,157,5,38,157,38,5,100,40,60,100,60,40,119,21,60,119,60,21,177,2,21,177,21,2,183,0,17,183,17,0,197,0,3,197,3,0,
510, 1,1,0.9625,0.8125,0.21,0.1025,0.05,0.005,0.9725,0.9175,0.8525,0.7875,0.155,0.025,0.005,0.0025,190,2,8,190,8,2,167,2,31,167,31,2,137,10,53,137,53,10,107,24,69,107,69,24,115,24,61,115,61,24,154,7,39,154,39,7,186,0,14,186,14,0,196,0,4,196,4,0,
520, 0.9925,0.99,0.915,0.8275,0.315,0.1025,0.0675,0.025,0.925,0.945,0.915,0.785,0.25,0.0625,0.03,0.02,169,2,29,169,29,2,187,0,13,187,13,0,145,1,54,145,54,1,101,26,73,101,73,26,69,51,80,69,80,51,143,6,51,143,51,6,174,3,23,174,23,3,187,0,13,187,13,0,
530, 0.9775,0.97,0.96,0.8875,0.315,0.1325,0.065,0.0275,0.9575,0.945,0.93,0.78,0.2575,0.0425,0.0175,0.0175,179,0,21,179,21,0,168,1,31,168,31,1,169,2,29,169,29,2,117,11,72,117,72,11,77,41,82,77,82,41,134,12,54,134,54,12,172,1,27,172,27,1,177,0,23,177,23,0,
540, 0.98,0.9775,0.9575,0.8075,0.21,0.04,0.045,0.02,0.965,0.9725,0.92,0.8025,0.2075,0.0675,0.0225,0.0125,160,3,37,160,37,3,180,0,20,180,20,0,163,5,32,163,32,5,86,37,77,86,77,37,108,22,70,108,70,22,144,6,50,144,50,6,180,2,18,180,18,2,187,0,13,187,13,0,
550, 0.9875,0.9575,0.9475,0.8275,0.15,0.0125,0.0075,0.0175,0.9875,0.9825,0.925,0.8375,0.2175,0.0575,0.03,0.005,190,0,10,190,10,0,176,0,24,176,24,0,149,8,43,149,43,8,118,25,57,118,57,25,125,24,51,125,51,24,177,3,20,177,20,3,191,0,9,191,9,0,192,0,8,192,8,0,
560, 0.9825,0.98,0.9675,0.835,0.1625,0.0375,0,0.01,0.95,0.9625,0.9325,0.7425,0.225,0.0375,0.0275,0.0075,170,0,30,170,30,0,176,1,23,176,23,1,161,1,38,161,38,1,109,23,68,109,68,23,109,21,70,109,70,21,169,4,27,169,27,4,186,1,13,186,13,1,192,0,8,192,8,0,
570, 0.97,0.985,0.9825,0.8675,0.255,0.0475,0.0075,0,0.9525,0.9325,0.945,0.84,0.2625,0.06,0.0275,0.0275,175,0,25,175,25,0,171,1,28,171,28,1,163,9,28,163,28,9,124,20,56,124,56,20,88,45,67,88,67,45,156,1,43,156,43,1,183,1,16,183,16,1,190,0,10,190,10,0,
580, 0.98,0.985,0.9625,0.7975,0.1875,0.0325,0.0225,0.01,0.9575,0.9575,0.925,0.7975,0.22,0.045,0.02,0.01,183,1,16,183,16,1,173,2,25,173,25,2,159,1,40,159,40,1,116,24,60,116,60,24,112,21,67,112,67,21,166,4,30,166,30,4,180,0,20,180,20,0,194,0,6,194,6,0,
590, 0.96,0.965,0.9575,0.8325,0.21,0.0525,0.04,0.025,0.9525,0.9675,0.925,0.725,0.1475,0.075,0.0175,0.005,175,2,23,175,23,2,177,1,22,177,22,1,153,0,47,153,47,0,103,21,76,103,76,21,105,26,69,105,69,26,154,1,45,154,45,1,177,0,23,177,23,0,183,1,16,183,16,1,
600, 0.99,0.9875,0.955,0.875,0.2375,0.1025,0.0575,0.0725,0.97,0.9825,0.9275,0.685,0.17,0.0375,0.04,0.0075,186,0,14,186,14,0,187,1,12,187,12,1,148,9,43,148,43,9,95,31,74,95,74,31,98,32,70,98,70,32,149,1,50,149,50,1,167,2,31,167,31,2,175,1,24,175,24,1,
610, 0.9875,0.9525,0.9625,0.82,0.2525,0.1025,0.0675,0.06,0.9725,0.95,0.9275,0.68,0.145,0.015,0.01,0.0025,189,0,11,189,11,0,166,0,34,166,34,0,160,6,34,160,34,6,87,33,80,87,80,33,113,26,61,113,61,26,157,7,36,157,36,7,173,3,24,173,24,3,179,1,20,179,20,1,
620, 0.995,1,0.985,0.8625,0.2975,0.0825,0.0475,0.045,0.9575,0.9675,0.915,0.6675,0.1475,0.0325,0.02,0,180,0,20,180,20,0,190,0,10,190,10,0,163,4,33,163,33,4,84,37,79,84,79,37,88,28,84,88,84,28,156,6,38,156,38,6,168,2,30,168,30,2,188,0,12,188,12,0,
630, 0.9975,0.985,0.97,0.81,0.25,0.11,0.035,0.005,0.9225,0.9375,0.9325,0.74,0.195,0.03,0.02,0.015,173,2,25,173,25,2,171,1,28,171,28,1,156,5,39,156,39,5,117,28,55,117,55,28,104,35,61,104,61,35,156,4,40,156,40,4,179,0,21,179,21,0,187,0,13,187,13,0,
640, 1,0.975,0.92,0.7475,0.1875,0.0925,0.0325,0.0275,0.9575,0.9575,0.9175,0.7125,0.16,0.0575,0.0025,0,183,0,17,183,17,0,179,1,20,179,20,1,150,6,44,150,44,6,80,49,71,80,71,49,127,12,61,127,61,12,156,2,42,156,42,2,190,0,10,190,10,0,187,1,12,187,12,1,
650, 0.9925,0.9425,0.9,0.735,0.16,0.0425,0.0375,0.0225,0.9,0.9475,0.94,0.83,0.16,0.0225,0.0075,0,171,1,28,171,28,1,152,4,44,152,44,4,152,4,44,152,44,4,98,32,70,98,70,32,116,33,51,116,51,33,161,5,34,161,34,5,183,0,17,183,17,0,192,0,8,192,8,0,
660, 0.9675,0.97,0.9375,0.715,0.14,0.0725,0.0825,0.03,0.9175,0.9775,0.97,0.81,0.22,0.0275,0.0075,0.0025,158,2,40,158,40,2,184,1,15,184,15,1,166,2,32,166,32,2,81,47,72,81,72,47,127,22,51,127,51,22,159,3,38,159,38,3,173,0,27,173,27,0,191,0,9,191,9,0,
670, 0.985,0.96,0.905,0.6475,0.145,0.1,0.0175,0.0275,0.9925,0.99,0.9525,0.745,0.185,0.0675,0.0175,0.0075,188,0,12,188,12,0,182,0,18,182,18,0,143,8,49,143,49,8,82,40,78,82,78,40,115,23,62,115,62,23,140,3,57,140,57,3,185,2,13,185,13,2,191,0,9,191,9,0,
680, 0.9875,0.9725,0.925,0.82,0.28,0.11,0.015,0.005,0.9775,0.965,0.9675,0.755,0.2575,0.0375,0.0075,0.0025,188,2,10,188,10,2,175,3,22,175,22,3,156,7,37,156,37,7,94,36,70,94,70,36,88,30,82,88,82,30,152,1,47,152,47,1,189,0,11,189,11,0,199,0,1,199,1,0,
690, 0.98,0.95,0.915,0.7275,0.28,0.065,0.015,0,0.99,0.995,0.9725,0.7425,0.2325,0.04,0.0225,0.005,181,0,19,181,19,0,179,0,21,179,21,0,154,5,41,154,41,5,85,42,73,85,73,42,85,39,76,85,76,39,152,4,44,152,44,4,192,0,8,192,8,0,198,0,2,198,2,0,
700, 0.975,0.9625,0.945,0.805,0.1775,0.06,0.015,0.005,0.9875,0.97,0.9575,0.7,0.1475,0.03,0.01,0.01,186,0,14,186,14,0,183,0,17,183,17,0,155,6,39,155,39,6,97,34,69,97,69,34,104,29,67,104,67,29,174,0,26,174,26,0,195,0,5,195,5,0,193,0,7,193,7,0,
710, 0.96,0.9725,0.9825,0.8375,0.215,0.0825,0.0125,0,1,1,0.975,0.7775,0.18,0.075,0.065,0.015,183,0,17,183,17,0,186,1,13,186,13,1,183,0,17,183,17,0,117,21,62,117,62,21,118,24,58,118,58,24,155,5,40,155,40,5,180,2,18,180,18,2,197,1,2,197,2,1,
720, 0.98,0.9775,0.9475,0.7925,0.2,0.0475,0.005,0.01,0.995,0.98,0.9675,0.78,0.1575,0.045,0.0425,0.06,191,0,9,191,9,0,190,1,9,190,9,1,173,1,26,173,26,1,106,32,62,106,62,32,107,27,66,107,66,27,163,4,33,163,33,4,182,0,18,182,18,0,175,1,24,175,24,1,
730, 0.9775,0.96,0.925,0.725,0.225,0.0625,0.0225,0.0025,0.9925,0.9975,0.97,0.755,0.1475,0.065,0.0225,0.065,186,0,14,186,14,0,183,1,16,183,16,1,161,9,30,161,30,9,104,27,69,104,69,27,97,34,69,97,69,34,166,2,32,166,32,2,184,1,15,184,15,1,167,3,30,167,30,3,
740, 0.99,0.935,0.9,0.7725,0.2075,0.105,0.0325,0.01,1,0.9975,0.9675,0.7525,0.165,0.065,0.045,0.0475,198,0,2,198,2,0,176,2,22,176,22,2,151,5,44,151,44,5,85,41,74,85,74,41,105,22,73,105,73,22,157,6,37,157,37,6,168,0,32,168,32,0,179,0,21,179,21,0,
750, 0.9825,0.97,0.95,0.755,0.1775,0.065,0.015,0.005,0.9625,0.9525,0.9325,0.775,0.2175,0.05,0.03,0.035,185,2,13,185,13,2,181,1,18,181,18,1,164,2,34,164,34,2,100,33,67,100,67,33,113,26,61,113,61,26,156,4,40,156,40,4,183,0,17,183,17,0,185,0,15,185,15,0,
760, 0.9575,0.98,0.925,0.785,0.2075,0.0575,0.015,0.0075,0.995,0.9525,0.9025,0.79,0.2075,0.06,0.035,0.025,180,2,18,180,18,2,173,1,26,173,26,1,140,12,48,140,48,12,89,34,77,89,77,34,103,30,67,103,67,30,161,4,35,161,35,4,177,1,22,177,22,1,187,0,13,187,13,0,
