gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.367879, d0W1, d0W1, d0W1, d0W1, d1W1, d1W0.367879, d1W1, d1W1, d1W1, d1W1, d2W1, d2W0.367879, d2W1, d2W1, d2W1, d2W1, d3W1, d3W0.367879, d3W1, d3W1, d3W1, d3W1, d4W1, d4W0.367879, d4W1, d4W1, d4W1, d4W1, d5W1, d5W0.367879, d5W1, d5W1, d5W1, d5W1, d6W1, d6W0.367879, d6W1, d6W1, d6W1, d6W1, d7W1, d7W0.367879, d7W1, d7W1, d7W1, d7W1, d8W1, d8W0.367879, d8W1, d8W1, d8W1, d8W1, d9W1, d9W0.367879, d9W1, d9W1, d9W1, d9W1, d10W1, d10W0.367879, d10W1, d10W1, d10W1, d10W1, d11W1, d11W0.367879, d11W1, d11W1, d11W1, d11W1, d12W1, d12W0.367879, d12W1, d12W1, d12W1, d12W1, d13W1, d13W0.367879, d13W1, d13W1, d13W1, d13W1, d14W1, d14W0.367879, d14W1, d14W1, d14W1, d14W1, d15W1, d15W0.367879, d15W1, d15W1, d15W1, d15W1, d16W1, d16W0.367879, d16W1, d16W1, d16W1, d16W1, d17W1, d17W0.367879, d17W1, d17W1, d17W1, d17W1, d18W1, d18W0.367879, d18W1, d18W1, d18W1, d18W1, d19W1, d19W0.367879, d19W1, d19W1, d19W1, d19W1, 
0, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
100, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
200, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
300, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
400, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
500, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
600, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
700, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
800, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
900, 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,200,0,200,200,200,200,
