gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W1, d0W0.645649, d0W0.896394, d0W0.472367, d0W0.616082, d0W0.829029, d0W0.391606, d0W0.479805, d0W0.606531, d0W0.791065, d0W0.367879, d0W0.423427, d0W0.502832, d0W0.616082, d0W0.778801, d0W0.391606, d0W0.423427, d0W0.472367, d0W0.543691, d0W0.645649, d0W0.791065, d0W0.472367, d0W0.479805, d0W0.502832, d0W0.543691, d0W0.606531, d0W0.698113, d0W0.829029, d0W0.645649, d0W0.616082, d0W0.606531, d0W0.616082, d0W0.645649, d0W0.698113, d0W0.778801, d0W0.896394, d0W1, d0W0.896394, d0W0.829029, d0W0.791065, d0W0.778801, d0W0.791065, d0W0.829029, d0W0.896394, d0W1, d1W1, d1W0.645649, d1W0.896394, d1W0.472367, d1W0.616082, d1W0.829029, d1W0.391606, d1W0.479805, d1W0.606531, d1W0.791065, d1W0.367879, d1W0.423427, d1W0.502832, d1W0.616082, d1W0.778801, d1W0.391606, d1W0.423427, d1W0.472367, d1W0.543691, d1W0.645649, d1W0.791065, d1W0.472367, d1W0.479805, d1W0.502832, d1W0.543691, d1W0.606531, d1W0.698113, d1W0.829029, d1W0.645649, d1W0.616082, d1W0.606531, d1W0.616082, d1W0.645649, d1W0.698113, d1W0.778801, d1W0.896394, d1W1, d1W0.896394, d1W0.829029, d1W0.791065, d1W0.778801, d1W0.791065, d1W0.829029, d1W0.896394, d1W1, d2W1, d2W0.645649, d2W0.896394, d2W0.472367, d2W0.616082, d2W0.829029, d2W0.391606, d2W0.479805, d2W0.606531, d2W0.791065, d2W0.367879, d2W0.423427, d2W0.502832, d2W0.616082, d2W0.778801, d2W0.391606, d2W0.423427, d2W0.472367, d2W0.543691, d2W0.645649, d2W0.791065, d2W0.472367, d2W0.479805, d2W0.502832, d2W0.543691, d2W0.606531, d2W0.698113, d2W0.829029, d2W0.645649, d2W0.616082, d2W0.606531, d2W0.616082, d2W0.645649, d2W0.698113, d2W0.778801, d2W0.896394, d2W1, d2W0.896394, d2W0.829029, d2W0.791065, d2W0.778801, d2W0.791065, d2W0.829029, d2W0.896394, d2W1, d3W1, d3W0.645649, d3W0.896394, d3W0.472367, d3W0.616082, d3W0.829029, d3W0.391606, d3W0.479805, d3W0.606531, d3W0.791065, d3W0.367879, d3W0.423427, d3W0.502832, d3W0.616082, d3W0.778801, d3W0.391606, d3W0.423427, d3W0.472367, d3W0.543691, d3W0.645649, d3W0.791065, d3W0.472367, d3W0.479805, d3W0.502832, d3W0.543691, d3W0.606531, d3W0.698113, d3W0.829029, d3W0.645649, d3W0.616082, d3W0.606531, d3W0.616082, d3W0.645649, d3W0.698113, d3W0.778801, d3W0.896394, d3W1, d3W0.896394, d3W0.829029, d3W0.791065, d3W0.778801, d3W0.791065, d3W0.829029, d3W0.896394, d3W1, d4W1, d4W0.645649, d4W0.896394, d4W0.472367, d4W0.616082, d4W0.829029, d4W0.391606, d4W0.479805, d4W0.606531, d4W0.791065, d4W0.367879, d4W0.423427, d4W0.502832, d4W0.616082, d4W0.778801, d4W0.391606, d4W0.423427, d4W0.472367, d4W0.543691, d4W0.645649, d4W0.791065, d4W0.472367, d4W0.479805, d4W0.502832, d4W0.543691, d4W0.606531, d4W0.698113, d4W0.829029, d4W0.645649, d4W0.616082, d4W0.606531, d4W0.616082, d4W0.645649, d4W0.698113, d4W0.778801, d4W0.896394, d4W1, d4W0.896394, d4W0.829029, d4W0.791065, d4W0.778801, d4W0.791065, d4W0.829029, d4W0.896394, d4W1, d5W1, d5W0.645649, d5W0.896394, d5W0.472367, d5W0.616082, d5W0.829029, d5W0.391606, d5W0.479805, d5W0.606531, d5W0.791065, d5W0.367879, d5W0.423427, d5W0.502832, d5W0.616082, d5W0.778801, d5W0.391606, d5W0.423427, d5W0.472367, d5W0.543691, d5W0.645649, d5W0.791065, d5W0.472367, d5W0.479805, d5W0.502832, d5W0.543691, d5W0.606531, d5W0.698113, d5W0.829029, d5W0.645649, d5W0.616082, d5W0.606531, d5W0.616082, d5W0.645649, d5W0.698113, d5W0.778801, d5W0.896394, d5W1, d5W0.896394, d5W0.829029, d5W0.791065, d5W0.778801, d5W0.791065, d5W0.829029, d5W0.896394, d5W1, d6W1, d6W0.645649, d6W0.896394, d6W0.472367, d6W0.616082, d6W0.829029, d6W0.391606, d6W0.479805, d6W0.606531, d6W0.791065, d6W0.367879, d6W0.423427, d6W0.502832, d6W0.616082, d6W0.778801, d6W0.391606, d6W0.423427, d6W0.472367, d6W0.543691, d6W0.645649, d6W0.791065, d6W0.472367, d6W0.479805, d6W0.502832, d6W0.543691, d6W0.606531, d6W0.698113, d6W0.829029, d6W0.645649, d6W0.616082, d6W0.606531, d6W0.616082, d6W0.645649, d6W0.698113, d6W0.778801, d6W0.896394, d6W1, d6W0.896394, d6W0.829029, d6W0.791065, d6W0.778801, d6W0.791065, d6W0.829029, d6W0.896394, d6W1, d7W1, d7W0.645649, d7W0.896394, d7W0.472367, d7W0.616082, d7W0.829029, d7W0.391606, d7W0.479805, d7W0.606531, d7W0.791065, d7W0.367879, d7W0.423427, d7W0.502832, d7W0.616082, d7W0.778801, d7W0.391606, d7W0.423427, d7W0.472367, d7W0.543691, d7W0.645649, d7W0.791065, d7W0.472367, d7W0.479805, d7W0.502832, d7W0.543691, d7W0.606531, d7W0.698113, d7W0.829029, d7W0.645649, d7W0.616082, d7W0.606531, d7W0.616082, d7W0.645649, d7W0.698113, d7W0.778801, d7W0.896394, d7W1, d7W0.896394, d7W0.829029, d7W0.791065, d7W0.778801, d7W0.791065, d7W0.829029, d7W0.896394, d7W1, d8W1, d8W0.645649, d8W0.896394, d8W0.472367, d8W0.616082, d8W0.829029, d8W0.391606, d8W0.479805, d8W0.606531, d8W0.791065, d8W0.367879, d8W0.423427, d8W0.502832, d8W0.616082, d8W0.778801, d8W0.391606, d8W0.423427, d8W0.472367, d8W0.543691, d8W0.645649, d8W0.791065, d8W0.472367, d8W0.479805, d8W0.502832, d8W0.543691, d8W0.606531, d8W0.698113, d8W0.829029, d8W0.645649, d8W0.616082, d8W0.606531, d8W0.616082, d8W0.645649, d8W0.698113, d8W0.778801, d8W0.896394, d8W1, d8W0.896394, d8W0.829029, d8W0.791065, d8W0.778801, d8W0.791065, d8W0.829029, d8W0.896394, d8W1, d9W1, d9W0.645649, d9W0.896394, d9W0.472367, d9W0.616082, d9W0.829029, d9W0.391606, d9W0.479805, d9W0.606531, d9W0.791065, d9W0.367879, d9W0.423427, d9W0.502832, d9W0.616082, d9W0.778801, d9W0.391606, d9W0.423427, d9W0.472367, d9W0.543691, d9W0.645649, d9W0.791065, d9W0.472367, d9W0.479805, d9W0.502832, d9W0.543691, d9W0.606531, d9W0.698113, d9W0.829029, d9W0.645649, d9W0.616082, d9W0.606531, d9W0.616082, d9W0.645649, d9W0.698113, d9W0.778801, d9W0.896394, d9W1, d9W0.896394, d9W0.829029, d9W0.791065, d9W0.778801, d9W0.791065, d9W0.829029, d9W0.896394, d9W1, d10W1, d10W0.645649, d10W0.896394, d10W0.472367, d10W0.616082, d10W0.829029, d10W0.391606, d10W0.479805, d10W0.606531, d10W0.791065, d10W0.367879, d10W0.423427, d10W0.502832, d10W0.616082, d10W0.778801, d10W0.391606, d10W0.423427, d10W0.472367, d10W0.543691, d10W0.645649, d10W0.791065, d10W0.472367, d10W0.479805, d10W0.502832, d10W0.543691, d10W0.606531, d10W0.698113, d10W0.829029, d10W0.645649, d10W0.616082, d10W0.606531, d10W0.616082, d10W0.645649, d10W0.698113, d10W0.778801, d10W0.896394, d10W1, d10W0.896394, d10W0.829029, d10W0.791065, d10W0.778801, d10W0.791065, d10W0.829029, d10W0.896394, d10W1, d11W1, d11W0.645649, d11W0.896394, d11W0.472367, d11W0.616082, d11W0.829029, d11W0.391606, d11W0.479805, d11W0.606531, d11W0.791065, d11W0.367879, d11W0.423427, d11W0.502832, d11W0.616082, d11W0.778801, d11W0.391606, d11W0.423427, d11W0.472367, d11W0.543691, d11W0.645649, d11W0.791065, d11W0.472367, d11W0.479805, d11W0.502832, d11W0.543691, d11W0.606531, d11W0.698113, d11W0.829029, d11W0.645649, d11W0.616082, d11W0.606531, d11W0.616082, d11W0.645649, d11W0.698113, d11W0.778801, d11W0.896394, d11W1, d11W0.896394, d11W0.829029, d11W0.791065, d11W0.778801, d11W0.791065, d11W0.829029, d11W0.896394, d11W1, d12W1, d12W0.645649, d12W0.896394, d12W0.472367, d12W0.616082, d12W0.829029, d12W0.391606, d12W0.479805, d12W0.606531, d12W0.791065, d12W0.367879, d12W0.423427, d12W0.502832, d12W0.616082, d12W0.778801, d12W0.391606, d12W0.423427, d12W0.472367, d12W0.543691, d12W0.645649, d12W0.791065, d12W0.472367, d12W0.479805, d12W0.502832, d12W0.543691, d12W0.606531, d12W0.698113, d12W0.829029, d12W0.645649, d12W0.616082, d12W0.606531, d12W0.616082, d12W0.645649, d12W0.698113, d12W0.778801, d12W0.896394, d12W1, d12W0.896394, d12W0.829029, d12W0.791065, d12W0.778801, d12W0.791065, d12W0.829029, d12W0.896394, d12W1, d13W1, d13W0.645649, d13W0.896394, d13W0.472367, d13W0.616082, d13W0.829029, d13W0.391606, d13W0.479805, d13W0.606531, d13W0.791065, d13W0.367879, d13W0.423427, d13W0.502832, d13W0.616082, d13W0.778801, d13W0.391606, d13W0.423427, d13W0.472367, d13W0.543691, d13W0.645649, d13W0.791065, d13W0.472367, d13W0.479805, d13W0.502832, d13W0.543691, d13W0.606531, d13W0.698113, d13W0.829029, d13W0.645649, d13W0.616082, d13W0.606531, d13W0.616082, d13W0.645649, d13W0.698113, d13W0.778801, d13W0.896394, d13W1, d13W0.896394, d13W0.829029, d13W0.791065, d13W0.778801, d13W0.791065, d13W0.829029, d13W0.896394, d13W1, d14W1, d14W0.645649, d14W0.896394, d14W0.472367, d14W0.616082, d14W0.829029, d14W0.391606, d14W0.479805, d14W0.606531, d14W0.791065, d14W0.367879, d14W0.423427, d14W0.502832, d14W0.616082, d14W0.778801, d14W0.391606, d14W0.423427, d14W0.472367, d14W0.543691, d14W0.645649, d14W0.791065, d14W0.472367, d14W0.479805, d14W0.502832, d14W0.543691, d14W0.606531, d14W0.698113, d14W0.829029, d14W0.645649, d14W0.616082, d14W0.606531, d14W0.616082, d14W0.645649, d14W0.698113, d14W0.778801, d14W0.896394, d14W1, d14W0.896394, d14W0.829029, d14W0.791065, d14W0.778801, d14W0.791065, d14W0.829029, d14W0.896394, d14W1, d15W1, d15W0.645649, d15W0.896394, d15W0.472367, d15W0.616082, d15W0.829029, d15W0.391606, d15W0.479805, d15W0.606531, d15W0.791065, d15W0.367879, d15W0.423427, d15W0.502832, d15W0.616082, d15W0.778801, d15W0.391606, d15W0.423427, d15W0.472367, d15W0.543691, d15W0.645649, d15W0.791065, d15W0.472367, d15W0.479805, d15W0.502832, d15W0.543691, d15W0.606531, d15W0.698113, d15W0.829029, d15W0.645649, d15W0.616082, d15W0.606531, d15W0.616082, d15W0.645649, d15W0.698113, d15W0.778801, d15W0.896394, d15W1, d15W0.896394, d15W0.829029, d15W0.791065, d15W0.778801, d15W0.791065, d15W0.829029, d15W0.896394, d15W1, d16W1, d16W0.645649, d16W0.896394, d16W0.472367, d16W0.616082, d16W0.829029, d16W0.391606, d16W0.479805, d16W0.606531, d16W0.791065, d16W0.367879, d16W0.423427, d16W0.502832, d16W0.616082, d16W0.778801, d16W0.391606, d16W0.423427, d16W0.472367, d16W0.543691, d16W0.645649, d16W0.791065, d16W0.472367, d16W0.479805, d16W0.502832, d16W0.543691, d16W0.606531, d16W0.698113, d16W0.829029, d16W0.645649, d16W0.616082, d16W0.606531, d16W0.616082, d16W0.645649, d16W0.698113, d16W0.778801, d16W0.896394, d16W1, d16W0.896394, d16W0.829029, d16W0.791065, d16W0.778801, d16W0.791065, d16W0.829029, d16W0.896394, d16W1, d17W1, d17W0.645649, d17W0.896394, d17W0.472367, d17W0.616082, d17W0.829029, d17W0.391606, d17W0.479805, d17W0.606531, d17W0.791065, d17W0.367879, d17W0.423427, d17W0.502832, d17W0.616082, d17W0.778801, d17W0.391606, d17W0.423427, d17W0.472367, d17W0.543691, d17W0.645649, d17W0.791065, d17W0.472367, d17W0.479805, d17W0.502832, d17W0.543691, d17W0.606531, d17W0.698113, d17W0.829029, d17W0.645649, d17W0.616082, d17W0.606531, d17W0.616082, d17W0.645649, d17W0.698113, d17W0.778801, d17W0.896394, d17W1, d17W0.896394, d17W0.829029, d17W0.791065, d17W0.778801, d17W0.791065, d17W0.829029, d17W0.896394, d17W1, d18W1, d18W0.645649, d18W0.896394, d18W0.472367, d18W0.616082, d18W0.829029, d18W0.391606, d18W0.479805, d18W0.606531, d18W0.791065, d18W0.367879, d18W0.423427, d18W0.502832, d18W0.616082, d18W0.778801, d18W0.391606, d18W0.423427, d18W0.472367, d18W0.543691, d18W0.645649, d18W0.791065, d18W0.472367, d18W0.479805, d18W0.502832, d18W0.543691, d18W0.606531, d18W0.698113, d18W0.829029, d18W0.645649, d18W0.616082, d18W0.606531, d18W0.616082, d18W0.645649, d18W0.698113, d18W0.778801, d18W0.896394, d18W1, d18W0.896394, d18W0.829029, d18W0.791065, d18W0.778801, d18W0.791065, d18W0.829029, d18W0.896394, d18W1, d19W1, d19W0.645649, d19W0.896394, d19W0.472367, d19W0.616082, d19W0.829029, d19W0.391606, d19W0.479805, d19W0.606531, d19W0.791065, d19W0.367879, d19W0.423427, d19W0.502832, d19W0.616082, d19W0.778801, d19W0.391606, d19W0.423427, d19W0.472367, d19W0.543691, d19W0.645649, d19W0.791065, d19W0.472367, d19W0.479805, d19W0.502832, d19W0.543691, d19W0.606531, d19W0.698113, d19W0.829029, d19W0.645649, d19W0.616082, d19W0.606531, d19W0.616082, d19W0.645649, d19W0.698113, d19W0.778801, d19W0.896394, d19W1, d19W0.896394, d19W0.829029, d19W0.791065, d19W0.778801, d19W0.791065, d19W0.829029, d19W0.896394, d19W1, 
0, 0.984,0.981,0.9735,0.9365,0.878,0.773,0.6455,0.4575,0.2775,0.16,0.077,0.0585,0.025,0.007,0.0045,0.004,0.0025,0.0005,0.0005,0,0.979,0.982,0.9795,0.96,0.911,0.7965,0.6755,0.4825,0.291,0.165,0.085,0.0425,0.0255,0.01,0.004,0,0,0.0005,0.0005,0.002,0.9895,0.988,0.985,0.961,0.919,0.8235,0.651,0.467,0.2855,0.1625,0.0735,0.0475,0.021,0.0105,0.0025,0.001,0.0015,0,0,0,0.994,0.988,0.9795,0.9505,0.904,0.804,0.6825,0.4805,0.287,0.1705,0.075,0.043,0.0215,0.0065,0.0035,0.0005,0.002,0.002,0.0005,0,0.991,0.99,0.9755,0.954,0.897,0.781,0.6615,0.474,0.2825,0.1475,0.07,0.0415,0.023,0.011,0.0105,0.008,0.001,0,0.002,0.0025,0.9875,0.984,0.9795,0.953,0.9015,0.8,0.6565,0.4565,0.2655,0.156,0.079,0.0385,0.0245,0.0105,0.007,0.004,0,0,0,0,0.98,0.977,0.982,0.965,0.902,0.7815,0.653,0.461,0.2985,0.1445,0.078,0.038,0.017,0.015,0.004,0.002,0.001,0,0.0005,0,0.992,0.989,0.9805,0.962,0.9185,0.817,0.6675,0.4595,0.2735,0.1395,0.063,0.041,0.013,0.006,0.0035,0.0045,0.003,0.0025,0.0005,0.001,799,1,186,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,12,1,1,0,1,1,0,0,186,799,186,12,1,0,1,12,186,799,788,0,183,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,183,788,183,29,0,0,0,29,183,788,720,3,224,0,3,39,0,0,1,8,0,0,0,3,2,0,0,0,0,3,8,0,0,0,0,1,0,39,3,3,1,3,3,0,2,224,720,224,39,8,2,8,39,224,720,527,5,285,0,9,103,0,0,8,46,0,0,0,9,16,0,0,0,0,5,46,0,0,0,0,8,1,103,5,9,8,9,5,1,16,285,527,285,103,46,16,46,103,285,527,302,12,294,2,26,181,0,2,21,108,0,1,1,26,40,0,1,2,5,12,108,2,2,1,5,21,5,181,12,26,21,26,12,5,40,294,302,294,181,108,40,108,181,294,302,113,44,205,4,59,185,0,3,43,173,1,6,14,59,96,0,6,4,26,44,173,4,3,14,26,43,28,185,44,59,43,59,44,28,96,205,113,205,185,173,96,173,185,205,113,44,87,111,10,78,162,0,2,85,169,0,5,20,78,119,0,5,10,48,87,169,10,2,20,48,85,60,162,87,78,85,78,87,60,119,111,44,111,162,169,119,169,162,111,44,22,110,83,8,81,139,0,7,65,192,2,6,26,81,128,0,6,8,49,110,192,8,7,26,49,65,82,139,110,81,65,81,110,82,128,83,22,83,139,192,128,192,139,83,22,75,75,140,10,66,165,1,6,64,193,0,4,13,66,106,1,4,10,30,75,193,10,6,13,30,64,52,165,75,66,64,66,75,52,106,140,75,140,165,193,106,193,165,140,75,189,39,215,2,47,180,0,6,43,161,0,0,7,47,86,0,0,2,10,39,161,2,6,7,10,43,15,180,39,47,43,47,39,15,86,215,189,215,180,161,86,161,180,215,189,392,13,305,0,24,139,0,2,10,84,0,0,2,24,27,0,0,0,2,13,84,0,2,2,2,10,0,139,13,24,10,24,13,0,27,305,392,305,139,84,27,84,139,305,392,570,4,259,0,8,115,0,0,6,28,0,0,1,8,9,0,0,0,0,4,28,0,0,1,0,6,0,115,4,8,6,8,4,0,9,259,570,259,115,28,9,28,115,259,570,729,3,217,0,0,38,0,0,0,9,0,0,0,0,4,0,0,0,0,3,9,0,0,0,0,0,0,38,3,0,0,0,3,0,4,217,729,217,38,9,4,9,38,217,729,875,0,104,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,104,875,104,19,2,0,2,19,104,875,934,0,61,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,61,934,61,5,0,0,0,5,61,934,956,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,956,44,0,0,0,0,0,44,956,972,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,972,27,1,0,0,0,1,27,972,992,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,992,8,0,0,0,0,0,8,992,991,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,991,9,0,0,0,0,0,9,991,995,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,995,5,0,0,0,0,0,5,995,
100, 0.988,0.9805,0.972,0.9545,0.908,0.782,0.6295,0.442,0.2495,0.134,0.054,0.022,0.0125,0.007,0.003,0.0035,0.0005,0,0,0,0.9925,0.9905,0.9785,0.949,0.895,0.7845,0.627,0.438,0.291,0.1295,0.0615,0.0285,0.014,0.01,0.0025,0.0015,0.0015,0.0005,0.0005,0.0005,0.9825,0.9845,0.9735,0.952,0.9015,0.7795,0.6205,0.4665,0.28,0.1435,0.0645,0.028,0.019,0.006,0.0025,0.0005,0,0,0,0,0.989,0.9845,0.9685,0.9485,0.897,0.793,0.6195,0.428,0.2535,0.152,0.072,0.0295,0.009,0.005,0.0055,0.0015,0,0,0.0015,0.0005,0.981,0.979,0.9615,0.953,0.893,0.7815,0.6145,0.4255,0.2715,0.123,0.063,0.021,0.011,0.004,0.0005,0.0015,0.001,0,0,0,0.9865,0.9835,0.9735,0.9395,0.899,0.792,0.6415,0.4325,0.2645,0.137,0.053,0.025,0.01,0.0065,0.003,0.0005,0.0005,0,0,0,0.992,0.9875,0.9755,0.952,0.8985,0.7955,0.649,0.44,0.2595,0.132,0.0625,0.0195,0.0105,0.0075,0.0025,0.004,0,0,0,0,0.9835,0.9845,0.969,0.9375,0.89,0.7705,0.616,0.437,0.2695,0.134,0.061,0.0305,0.016,0.011,0.005,0.0015,0.0005,0.0025,0.001,0.001,805,2,182,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,2,0,0,0,2,0,0,182,805,182,11,0,0,0,11,182,805,791,3,179,0,2,24,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,24,3,2,0,2,3,0,0,179,791,179,24,1,0,1,24,179,791,673,2,243,0,3,68,0,1,0,9,0,0,0,3,1,0,0,0,0,2,9,0,1,0,0,0,0,68,2,3,0,3,2,0,1,243,673,243,68,9,1,9,68,243,673,488,3,300,0,8,131,0,0,8,49,0,0,0,8,13,0,0,0,0,3,49,0,0,0,0,8,0,131,3,8,8,8,3,0,13,300,488,300,131,49,13,49,131,300,488,306,15,279,1,31,161,0,3,17,119,0,0,1,31,55,0,0,1,7,15,119,1,3,1,7,17,5,161,15,31,17,31,15,5,55,279,306,279,161,119,55,119,161,279,306,121,55,159,4,62,197,0,5,49,186,0,2,16,62,82,0,2,4,22,55,186,4,5,16,22,49,40,197,55,62,49,62,55,40,82,159,121,159,197,186,82,186,197,159,121,39,79,94,8,92,138,0,3,84,178,0,2,15,92,136,0,2,8,45,79,178,8,3,15,45,84,87,138,79,92,84,92,79,87,136,94,39,94,138,178,136,178,138,94,39,23,109,96,13,65,132,0,8,75,189,0,4,17,65,121,0,4,13,46,109,189,13,8,17,46,75,102,132,109,65,75,65,109,102,121,96,23,96,132,189,121,189,132,96,23,77,68,153,4,67,168,0,7,57,181,0,3,14,67,116,0,3,4,33,68,181,4,7,14,33,57,52,168,68,67,57,67,68,52,116,153,77,153,168,181,116,181,168,153,77,236,28,251,1,42,173,1,0,29,151,0,2,7,42,57,1,2,1,8,28,151,1,0,7,8,29,14,173,28,42,29,42,28,14,57,251,236,251,173,151,57,151,173,251,236,470,5,286,0,15,127,0,1,5,69,0,0,0,15,19,0,0,0,1,5,69,0,1,0,1,5,2,127,5,15,5,15,5,2,19,286,470,286,127,69,19,69,127,286,470,673,4,237,0,3,56,0,0,1,19,0,0,0,3,7,0,0,0,0,4,19,0,0,0,0,1,0,56,4,3,1,3,4,0,7,237,673,237,56,19,7,19,56,237,673,825,3,144,0,1,20,0,0,1,6,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,1,0,20,3,1,1,1,3,0,0,144,825,144,20,6,0,6,20,144,825,915,0,77,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,77,915,77,8,0,0,0,8,77,915,942,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,942,58,0,0,0,0,0,58,942,977,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,977,23,0,0,0,0,0,23,977,988,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,988,12,0,0,0,0,0,12,988,995,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,995,5,0,0,0,0,0,5,995,992,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,992,8,0,0,0,0,0,8,992,995,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,995,5,0,0,0,0,0,5,995,
