gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.472367, d0W1, d0W0.472367, d0W0.367879, d1W1, d1W0.367879, d1W0.472367, d1W1, d1W0.472367, d1W0.367879, d2W1, d2W0.367879, d2W0.472367, d2W1, d2W0.472367, d2W0.367879, d3W1, d3W0.367879, d3W0.472367, d3W1, d3W0.472367, d3W0.367879, d4W1, d4W0.367879, d4W0.472367, d4W1, d4W0.472367, d4W0.367879, d5W1, d5W0.367879, d5W0.472367, d5W1, d5W0.472367, d5W0.367879, d6W1, d6W0.367879, d6W0.472367, d6W1, d6W0.472367, d6W0.367879, d7W1, d7W0.367879, d7W0.472367, d7W1, d7W0.472367, d7W0.367879, 
0, 1,1,1,0.98,0.0175,0,0,0,1,1,1,0.99,0.0175,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,2,3,195,3,2,194,6,0,194,0,6,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
10, 1,1,1,1,0.0125,0.0025,0,0,1,1,1,1,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,197,2,1,197,1,2,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,
20, 1,1,1,0.99,0.0125,0,0,0,1,1,1,0.99,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,189,11,0,189,0,11,191,6,3,191,3,6,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
30, 1,1,1,0.9775,0.005,0,0,0,1,1,1,0.9775,0.005,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,193,7,0,193,0,7,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
40, 1,1,0.9975,0.99,0.0275,0,0,0,1,1,0.9975,0.9875,0.0275,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
50, 1,1,1,0.98,0.025,0,0,0,1,1,1,0.9775,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,193,7,0,193,0,7,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
60, 1,1,1,0.99,0.0125,0,0,0,1,1,1,0.9875,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,9,1,190,1,9,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
70, 1,1,1,0.98,0.015,0,0,0,1,1,1,0.9775,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,4,2,194,2,4,198,2,0,198,0,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
80, 1,1,1,0.98,0.0225,0,0,0,1,1,1,0.9775,0.0175,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,192,4,4,192,4,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
90, 1,1,1,0.9775,0.01,0,0,0,1,1,1,0.9775,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,7,0,193,0,7,198,2,0,198,0,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
