gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.990027, d0W1, d0W0.990027, d0W0.367879, d1W1, d1W0.367879, d1W0.990027, d1W1, d1W0.990027, d1W0.367879, d2W1, d2W0.367879, d2W0.990027, d2W1, d2W0.990027, d2W0.367879, d3W1, d3W0.367879, d3W0.990027, d3W1, d3W0.990027, d3W0.367879, d4W1, d4W0.367879, d4W0.990027, d4W1, d4W0.990027, d4W0.367879, d5W1, d5W0.367879, d5W0.990027, d5W1, d5W0.990027, d5W0.367879, d6W1, d6W0.367879, d6W0.990027, d6W1, d6W0.990027, d6W0.367879, d7W1, d7W0.367879, d7W0.990027, d7W1, d7W0.990027, d7W0.367879, 
750, 0.9925,0.9925,0.95,0.8825,0.2175,0.04,0.0375,0.025,1,1,0.925,0.7825,0.1925,0.045,0.0125,0.0025,197,0,3,197,3,0,195,0,5,195,5,0,170,3,27,170,27,3,108,28,64,108,64,28,99,39,62,99,62,39,171,11,18,171,18,11,178,0,22,178,22,0,186,1,13,186,13,1,
760, 0.995,0.97,0.975,0.8675,0.285,0.0525,0.04,0.015,1,0.9975,0.9525,0.795,0.2225,0.035,0.0075,0,199,0,1,199,1,0,190,0,10,190,10,0,175,2,23,175,23,2,105,23,72,105,72,23,91,41,68,91,68,41,169,1,30,169,30,1,180,1,19,180,19,1,194,0,6,194,6,0,
770, 0.955,0.965,0.98,0.8625,0.2075,0.0525,0.015,0.0225,0.9725,0.965,0.9075,0.8225,0.2275,0.0525,0.025,0.0075,175,1,24,175,24,1,180,1,19,180,19,1,161,3,36,161,36,3,130,21,49,130,49,21,106,24,70,106,70,24,152,5,43,152,43,5,188,0,12,188,12,0,184,0,16,184,16,0,
780, 0.9625,0.9875,0.8825,0.8475,0.2975,0.0775,0.015,0.0175,0.9725,0.955,0.9775,0.82,0.3,0.0275,0.015,0.0125,166,0,34,166,34,0,178,1,21,178,21,1,150,5,45,150,45,5,121,23,56,121,56,23,88,39,73,88,73,39,163,3,34,163,34,3,190,0,10,190,10,0,188,0,12,188,12,0,
790, 0.9575,0.925,0.95,0.8925,0.25,0.0725,0.0325,0.02,0.9775,0.9775,0.9625,0.8625,0.21,0.0275,0.04,0.01,178,1,21,178,21,1,166,1,33,166,33,1,164,3,33,164,33,3,143,17,40,143,40,17,100,30,70,100,70,30,175,2,23,175,23,2,174,1,25,174,25,1,189,0,11,189,11,0,
800, 0.9675,0.985,0.9475,0.865,0.1675,0.0325,0.0025,0.0025,0.975,0.9825,0.9175,0.85,0.1425,0.02,0.0325,0.0225,177,1,22,177,22,1,184,0,16,184,16,0,150,6,44,150,44,6,148,20,32,148,32,20,116,26,58,116,58,26,178,0,22,178,22,0,181,1,18,181,18,1,185,0,15,185,15,0,
810, 0.995,0.99,0.9975,0.8275,0.26,0.0675,0.0175,0.015,0.99,0.9775,0.96,0.74,0.1875,0.0125,0.0275,0.035,192,0,8,192,8,0,184,0,16,184,16,0,185,2,13,185,13,2,108,22,70,108,70,22,103,32,65,103,65,32,179,2,19,179,19,2,186,1,13,186,13,1,179,2,19,179,19,2,
820, 1,0.995,0.9625,0.7975,0.2,0.0625,0.0075,0.03,0.96,0.98,0.93,0.775,0.19,0.0225,0.04,0.005,191,0,9,191,9,0,192,0,8,192,8,0,167,7,26,167,26,7,98,37,65,98,65,37,99,31,70,99,70,31,165,4,31,165,31,4,185,0,15,185,15,0,186,0,14,186,14,0,
830, 1,1,0.975,0.845,0.1475,0.0225,0.0075,0.005,0.9675,0.97,0.9425,0.7575,0.185,0.0425,0.0375,0.0425,188,0,12,188,12,0,191,0,9,191,9,0,153,3,44,153,44,3,116,25,59,116,59,25,118,20,62,118,62,20,171,4,25,171,25,4,177,2,21,177,21,2,181,1,18,181,18,1,
840, 0.9875,0.9925,0.97,0.9,0.2425,0.03,0.005,0,0.965,0.995,0.9775,0.87,0.2075,0.035,0.0275,0.0225,187,0,13,187,13,0,194,0,6,194,6,0,185,1,14,185,14,1,152,9,39,152,39,9,135,15,50,135,50,15,180,2,18,180,18,2,190,0,10,190,10,0,194,0,6,194,6,0,
850, 0.9725,0.985,0.9775,0.8375,0.19,0.0525,0.0025,0.0025,0.995,0.955,0.9625,0.8425,0.2275,0.03,0.05,0.03,192,0,8,192,8,0,176,0,24,176,24,0,175,4,21,175,21,4,119,23,58,119,58,23,100,38,62,100,62,38,169,5,26,169,26,5,172,0,28,172,28,0,188,0,12,188,12,0,
860, 0.98,0.985,0.9825,0.8925,0.21,0.0375,0,0.0025,0.9775,0.98,0.955,0.8675,0.245,0.0725,0.0375,0.0175,180,0,20,180,20,0,191,1,8,191,8,1,174,2,24,174,24,2,140,16,44,140,44,16,101,42,57,101,57,42,155,5,40,155,40,5,182,1,17,182,17,1,195,0,5,195,5,0,
870, 0.9975,0.995,0.97,0.79,0.155,0.0225,0.0025,0.005,1,0.985,0.9775,0.79,0.145,0.0675,0.03,0.035,198,0,2,198,2,0,193,0,7,193,7,0,172,1,27,172,27,1,114,25,61,114,61,25,137,21,42,137,42,21,176,1,23,176,23,1,190,0,10,190,10,0,189,0,11,189,11,0,
880, 0.9875,0.98,0.96,0.775,0.1875,0.0225,0,0,0.9725,0.955,0.96,0.835,0.1975,0.0375,0.0125,0.03,191,0,9,191,9,0,180,1,19,180,19,1,163,3,34,163,34,3,128,21,51,128,51,21,132,22,46,132,46,22,182,2,16,182,16,2,193,0,7,193,7,0,190,0,10,190,10,0,
890, 0.995,0.9725,0.9725,0.82,0.19,0.035,0.015,0,0.985,0.965,0.945,0.8025,0.22,0.035,0.0425,0.02,191,1,8,191,8,1,176,2,22,176,22,2,164,5,31,164,31,5,109,27,64,109,64,27,109,33,58,109,58,33,162,5,33,162,33,5,182,2,16,182,16,2,192,0,8,192,8,0,
900, 0.985,0.9675,0.96,0.755,0.2225,0.0125,0.0025,0.015,0.98,0.985,0.9375,0.865,0.2525,0.05,0.01,0.0175,184,1,15,184,15,1,185,0,15,185,15,0,156,5,39,156,39,5,105,23,72,105,72,23,89,31,80,89,80,31,175,4,21,175,21,4,190,0,10,190,10,0,184,1,15,184,15,1,
910, 0.9925,0.9725,0.9675,0.8775,0.1925,0.03,0,0,0.9925,0.97,0.96,0.91,0.2825,0.03,0.0125,0.0125,196,0,4,196,4,0,175,4,21,175,21,4,178,2,20,178,20,2,136,13,51,136,51,13,83,37,80,83,80,37,174,7,19,174,19,7,196,1,3,196,3,1,196,0,4,196,4,0,
920, 0.985,0.995,0.9475,0.79,0.16,0.035,0.015,0.0025,0.99,0.98,0.955,0.8625,0.225,0.02,0.0325,0.01,190,1,9,190,9,1,189,0,11,189,11,0,172,3,25,172,25,3,113,24,63,113,63,24,112,21,67,112,67,21,176,2,22,176,22,2,180,0,20,180,20,0,196,0,4,196,4,0,
930, 1,1,0.99,0.84,0.195,0.055,0.0125,0,1,1,0.965,0.825,0.25,0.04,0.005,0.0025,200,0,0,200,0,0,200,0,0,200,0,0,177,1,22,177,22,1,110,29,61,110,61,29,102,27,71,102,71,27,161,6,33,161,33,6,191,0,9,191,9,0,195,0,5,195,5,0,
940, 1,0.995,0.9775,0.8125,0.22,0.0525,0.0175,0,1,0.99,0.9575,0.8275,0.2725,0.0825,0.0075,0.0025,200,0,0,200,0,0,192,0,8,192,8,0,168,2,30,168,30,2,124,29,47,124,47,29,93,47,60,93,60,47,151,3,46,151,46,3,192,0,8,192,8,0,200,0,0,200,0,0,
950, 0.9975,0.9875,0.94,0.7525,0.16,0.06,0.015,0,0.995,0.985,0.9525,0.85,0.18,0.0625,0.0225,0.005,198,0,2,198,2,0,191,1,8,191,8,1,165,1,34,165,34,1,97,30,73,97,73,30,120,29,51,120,51,29,155,10,35,155,35,10,179,0,21,179,21,0,194,0,6,194,6,0,
960, 0.97,0.965,0.91,0.73,0.1275,0.03,0.005,0,0.9825,0.9675,0.985,0.7825,0.1425,0.0475,0.055,0.0425,180,1,19,180,19,1,172,2,26,172,26,2,157,3,40,157,40,3,104,25,71,104,71,25,143,17,40,143,40,17,174,2,24,174,24,2,177,1,22,177,22,1,185,2,13,185,13,2,
970, 0.975,0.97,0.9325,0.7275,0.15,0.045,0.005,0,0.955,0.9875,0.9825,0.855,0.2525,0.0675,0.0125,0.045,176,1,23,176,23,1,178,0,22,178,22,0,172,6,22,172,22,6,93,28,79,93,79,28,103,28,69,103,69,28,169,2,29,169,29,2,192,0,8,192,8,0,180,0,20,180,20,0,
980, 0.9925,0.99,0.925,0.7925,0.1675,0.0275,0.015,0.01,0.9725,0.9875,0.9775,0.8425,0.2375,0.0875,0.0075,0.0525,184,0,16,184,16,0,191,0,9,191,9,0,162,4,34,162,34,4,110,26,64,110,64,26,113,27,60,113,60,27,160,4,36,160,36,4,189,0,11,189,11,0,184,0,16,184,16,0,
990, 0.9825,0.99,0.9575,0.845,0.1475,0.03,0.025,0.015,0.9975,0.9825,0.955,0.7975,0.1825,0.0475,0.0125,0.01,191,0,9,191,9,0,190,0,10,190,10,0,165,2,33,165,33,2,118,24,58,118,58,24,112,28,60,112,60,28,177,1,22,177,22,1,186,0,14,186,14,0,190,0,10,190,10,0,
