gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.990027, d0W1, d0W0.990027, d0W0.367879, d1W1, d1W0.367879, d1W0.990027, d1W1, d1W0.990027, d1W0.367879, d2W1, d2W0.367879, d2W0.990027, d2W1, d2W0.990027, d2W0.367879, d3W1, d3W0.367879, d3W0.990027, d3W1, d3W0.990027, d3W0.367879, d4W1, d4W0.367879, d4W0.990027, d4W1, d4W0.990027, d4W0.367879, d5W1, d5W0.367879, d5W0.990027, d5W1, d5W0.990027, d5W0.367879, d6W1, d6W0.367879, d6W0.990027, d6W1, d6W0.990027, d6W0.367879, d7W1, d7W0.367879, d7W0.990027, d7W1, d7W0.990027, d7W0.367879, 
310, 0.9875,0.955,0.92,0.86,0.2375,0.055,0.045,0.005,1,0.99,0.9275,0.7225,0.145,0.025,0.01,0.0275,195,0,5,195,5,0,176,0,24,176,24,0,150,12,38,150,38,12,102,35,63,102,63,35,113,37,50,113,50,37,168,3,29,168,29,3,177,1,22,177,22,1,187,0,13,187,13,0,
320, 0.965,0.975,0.96,0.8325,0.1625,0.025,0.04,0.03,0.985,0.995,0.98,0.81,0.1625,0.0375,0.03,0.0125,184,1,15,184,15,1,188,0,12,188,12,0,178,2,20,178,20,2,124,22,54,124,54,22,122,21,57,122,57,21,170,6,24,170,24,6,174,0,26,174,26,0,185,0,15,185,15,0,
330, 0.9575,0.98,0.94,0.81,0.1875,0.06,0.05,0.0125,0.9975,0.9975,0.9625,0.8325,0.1925,0.0375,0.04,0.01,188,0,12,188,12,0,188,0,12,188,12,0,170,3,27,170,27,3,123,19,58,123,58,19,118,21,61,118,61,21,167,2,31,167,31,2,168,1,31,168,31,1,191,0,9,191,9,0,
340, 0.9725,0.9675,0.935,0.79,0.1975,0.0575,0.005,0.0075,1,0.985,0.98,0.8325,0.2175,0.04,0.0175,0.0125,191,0,9,191,9,0,177,0,23,177,23,0,167,2,31,167,31,2,103,36,61,103,61,36,105,44,51,105,51,44,170,3,27,170,27,3,189,0,11,189,11,0,193,0,7,193,7,0,
350, 0.9275,0.9625,0.925,0.745,0.225,0.0725,0.0075,0.015,0.9925,0.995,0.9825,0.775,0.1875,0.035,0.0025,0.0125,169,1,30,169,30,1,183,0,17,183,17,0,178,2,20,178,20,2,95,27,78,95,78,27,108,29,63,108,63,29,166,1,33,166,33,1,196,0,4,196,4,0,186,0,14,186,14,0,
360, 0.9575,0.98,0.94,0.775,0.1125,0.01,0.0025,0,0.9925,1,0.9525,0.7975,0.1625,0.03,0.0075,0.005,179,1,20,179,20,1,190,0,10,190,10,0,163,4,33,163,33,4,101,32,67,101,67,32,121,27,52,121,52,27,186,3,11,186,11,3,199,0,1,199,1,0,192,1,7,192,7,1,
370, 0.99,0.9825,0.9425,0.82,0.14,0.0075,0,0,0.9825,0.975,0.9575,0.6975,0.1725,0.035,0.0225,0.0125,196,0,4,196,4,0,174,0,26,174,26,0,167,3,30,167,30,3,99,25,76,99,76,25,118,30,52,118,52,30,180,4,16,180,16,4,188,0,12,188,12,0,195,0,5,195,5,0,
380, 0.9975,0.98,0.96,0.805,0.1425,0.0225,0.015,0,0.99,0.9975,0.9475,0.8175,0.1275,0.02,0.01,0.0025,197,0,3,197,3,0,189,0,11,189,11,0,161,5,34,161,34,5,101,29,70,101,70,29,136,19,45,136,45,19,185,0,15,185,15,0,191,0,9,191,9,0,197,1,2,197,2,1,
390, 0.975,0.96,0.955,0.795,0.1625,0.02,0.005,0.0025,0.995,0.9925,0.955,0.835,0.205,0.0225,0.01,0,189,0,11,189,11,0,187,0,13,187,13,0,173,2,25,173,25,2,121,19,60,121,60,19,134,24,42,134,42,24,182,1,17,182,17,1,194,0,6,194,6,0,199,0,1,199,1,0,
400, 0.96,0.97,0.9575,0.8225,0.1325,0.0425,0.015,0.015,0.9975,0.9975,0.9675,0.855,0.2275,0.02,0.0125,0,184,0,16,184,16,0,186,0,14,186,14,0,165,2,33,165,33,2,110,28,62,110,62,28,130,16,54,130,54,16,177,1,22,177,22,1,189,0,11,189,11,0,194,0,6,194,6,0,
410, 0.995,0.995,0.945,0.7825,0.1775,0.05,0.0125,0,0.985,0.9825,0.96,0.825,0.225,0.0375,0.01,0.015,193,0,7,193,7,0,190,0,10,190,10,0,174,1,25,174,25,1,119,15,66,119,66,15,113,28,59,113,59,28,170,2,28,170,28,2,187,3,10,187,10,3,191,0,9,191,9,0,
420, 1,1,0.98,0.8525,0.1725,0.035,0.01,0.01,0.9975,0.97,0.9575,0.8275,0.185,0.0575,0.0225,0.005,200,0,0,200,0,0,192,0,8,192,8,0,179,4,17,179,17,4,122,35,43,122,43,35,112,22,66,112,66,22,172,2,26,172,26,2,185,0,15,185,15,0,191,0,9,191,9,0,
430, 0.995,0.9875,0.9725,0.8275,0.2325,0.0575,0.015,0.005,1,0.9925,0.9675,0.83,0.1375,0.055,0.005,0.0075,199,0,1,199,1,0,197,0,3,197,3,0,175,2,23,175,23,2,106,19,75,106,75,19,95,41,64,95,64,41,165,4,31,165,31,4,191,1,8,191,8,1,195,0,5,195,5,0,
440, 0.9825,0.99,0.96,0.89,0.2525,0.065,0.015,0.015,1,0.995,0.9575,0.835,0.1975,0.0375,0.0425,0.0175,196,0,4,196,4,0,192,0,8,192,8,0,172,3,25,172,25,3,120,24,56,120,56,24,111,25,64,111,64,25,163,3,34,163,34,3,176,0,24,176,24,0,189,0,11,189,11,0,
450, 1,1,0.9725,0.885,0.24,0.065,0.0225,0.005,1,0.985,0.9775,0.83,0.175,0.045,0.0025,0.0125,200,0,0,200,0,0,191,0,9,191,9,0,182,1,17,182,17,1,133,19,48,133,48,19,94,32,74,94,74,32,154,3,43,154,43,3,187,0,13,187,13,0,190,0,10,190,10,0,
460, 1,0.9975,0.98,0.8025,0.2025,0.0775,0.0325,0.0375,0.99,0.985,0.97,0.84,0.1825,0.03,0,0,198,0,2,198,2,0,197,0,3,197,3,0,183,3,14,183,14,3,119,14,67,119,67,14,124,18,58,124,58,18,166,4,30,166,30,4,188,0,12,188,12,0,191,0,9,191,9,0,
470, 1,0.9875,0.9575,0.81,0.25,0.0225,0.005,0.0025,0.975,0.9975,0.9575,0.815,0.2275,0.0175,0,0,188,0,12,188,12,0,193,1,6,193,6,1,171,4,25,171,25,4,104,18,78,104,78,18,113,28,59,113,59,28,181,3,16,181,16,3,200,0,0,200,0,0,196,0,4,196,4,0,
480, 0.9925,0.9875,0.9175,0.73,0.195,0.0175,0.005,0.0025,0.995,1,0.97,0.805,0.175,0.025,0.0125,0.0175,196,0,4,196,4,0,191,0,9,191,9,0,159,7,34,159,34,7,102,30,68,102,68,30,135,16,49,135,49,16,181,2,17,181,17,2,193,0,7,193,7,0,192,0,8,192,8,0,
490, 0.9675,0.985,0.8775,0.7675,0.1725,0.03,0.01,0.0075,1,1,0.96,0.835,0.195,0.0275,0.01,0.0025,192,0,8,192,8,0,191,0,9,191,9,0,154,4,42,154,42,4,119,34,47,119,47,34,122,34,44,122,44,34,183,1,16,183,16,1,191,0,9,191,9,0,196,0,4,196,4,0,
500, 0.9825,0.9675,0.9375,0.775,0.1525,0.0175,0.015,0,0.9975,1,0.9625,0.825,0.165,0.015,0.0025,0,193,0,7,193,7,0,186,0,14,186,14,0,159,3,38,159,38,3,103,47,50,103,50,47,126,25,49,126,49,25,180,2,18,180,18,2,192,0,8,192,8,0,200,0,0,200,0,0,
510, 0.9675,0.955,0.925,0.82,0.2175,0.0675,0.02,0.015,1,0.9875,0.9325,0.8175,0.25,0.035,0.0225,0.005,189,0,11,189,11,0,180,0,20,180,20,0,164,6,30,164,30,6,109,25,66,109,66,25,90,30,80,90,80,30,169,1,30,169,30,1,186,0,14,186,14,0,189,0,11,189,11,0,
520, 0.9775,0.975,0.965,0.79,0.195,0.0475,0.02,0.0025,0.99,0.985,0.96,0.81,0.1925,0.055,0.0275,0.0275,193,0,7,193,7,0,184,0,16,184,16,0,176,1,23,176,23,1,125,23,52,125,52,23,131,20,49,131,49,20,159,7,34,159,34,7,176,1,23,176,23,1,186,0,14,186,14,0,
530, 1,0.9975,0.955,0.76,0.1875,0.035,0.01,0.0025,0.955,0.96,0.965,0.835,0.1975,0.0375,0.0275,0.0275,188,0,12,188,12,0,190,0,10,190,10,0,173,5,22,173,22,5,116,19,65,116,65,19,122,21,57,122,57,21,174,5,21,174,21,5,182,0,18,182,18,0,189,0,11,189,11,0,
540, 1,0.9775,0.925,0.8275,0.2525,0.0275,0.0075,0.01,0.9875,0.9875,0.9875,0.84,0.2425,0.055,0.025,0.0075,196,0,4,196,4,0,183,2,15,183,15,2,171,1,28,171,28,1,127,22,51,127,51,22,95,26,79,95,79,26,164,1,35,164,35,1,181,1,18,181,18,1,194,0,6,194,6,0,
550, 0.995,0.9825,0.96,0.7475,0.1675,0.0175,0.0025,0.01,0.99,0.975,0.9525,0.8475,0.2775,0.045,0.0325,0.025,197,0,3,197,3,0,188,0,12,188,12,0,158,2,40,158,40,2,125,19,56,125,56,19,110,30,60,110,60,30,183,2,15,183,15,2,187,0,13,187,13,0,183,0,17,183,17,0,
560, 0.9975,0.97,0.9675,0.855,0.17,0.0125,0,0.005,0.9875,0.9925,0.955,0.8675,0.2625,0.04,0.0125,0.015,194,0,6,194,6,0,185,0,15,185,15,0,167,2,31,167,31,2,120,21,59,120,59,21,116,21,63,116,63,21,176,1,23,176,23,1,197,0,3,197,3,0,193,0,7,193,7,0,
570, 0.995,0.9925,0.9825,0.78,0.2875,0.05,0.005,0,1,0.995,0.9625,0.8075,0.245,0.08,0.0125,0,198,0,2,198,2,0,191,0,9,191,9,0,178,1,21,178,21,1,105,27,68,105,68,27,99,40,61,99,61,40,163,5,32,163,32,5,192,1,7,192,7,1,199,0,1,199,1,0,
580, 0.995,1,0.985,0.7725,0.305,0.0325,0.0075,0.02,0.9925,0.99,0.92,0.7925,0.235,0.035,0.0175,0,197,0,3,197,3,0,190,0,10,190,10,0,176,1,23,176,23,1,94,32,74,94,74,32,111,28,61,111,61,28,171,2,27,171,27,2,194,0,6,194,6,0,192,0,8,192,8,0,
590, 1,1,0.9775,0.835,0.2175,0.0975,0.0225,0.0025,1,0.985,0.925,0.8,0.1575,0.0325,0.005,0,199,0,1,199,1,0,193,0,7,193,7,0,172,2,26,172,26,2,104,23,73,104,73,23,118,23,59,118,59,23,154,6,40,154,40,6,187,1,12,187,12,1,199,0,1,199,1,0,
600, 0.9975,0.995,0.98,0.8325,0.2225,0.03,0.0575,0.0625,0.9775,0.95,0.93,0.785,0.18,0.0225,0,0,189,0,11,189,11,0,183,0,17,183,17,0,172,0,28,172,28,0,130,17,53,130,53,17,122,25,53,122,53,25,186,3,11,186,11,3,171,0,29,171,29,0,177,1,22,177,22,1,
610, 1,1,0.9775,0.865,0.18,0.085,0.07,0.0075,0.9675,0.975,0.9225,0.835,0.145,0.04,0.0075,0.005,190,0,10,190,10,0,191,0,9,191,9,0,171,2,27,171,27,2,119,30,51,119,51,30,122,30,48,122,48,30,159,7,34,159,34,7,176,1,23,176,23,1,193,0,7,193,7,0,
620, 1,1,0.9875,0.8275,0.2025,0.05,0.0575,0.005,0.985,0.9875,0.9625,0.755,0.17,0.0375,0.0125,0,192,0,8,192,8,0,191,0,9,191,9,0,170,4,26,170,26,4,114,24,62,114,62,24,113,31,56,113,56,31,160,4,36,160,36,4,174,1,25,174,25,1,195,1,4,195,4,1,
630, 1,1,0.975,0.8375,0.19,0.0175,0.0225,0.0325,0.9875,0.98,0.95,0.7675,0.17,0.0175,0.0175,0.0125,196,0,4,196,4,0,195,0,5,195,5,0,175,1,24,175,24,1,123,14,63,123,63,14,127,16,57,127,57,16,188,1,11,188,11,1,177,2,21,177,21,2,184,0,16,184,16,0,
640, 0.9925,0.9725,0.955,0.865,0.165,0.035,0.0275,0.05,0.9875,0.9975,0.95,0.84,0.1275,0.04,0.0125,0.02,195,0,5,195,5,0,193,0,7,193,7,0,169,3,28,169,28,3,134,17,49,134,49,17,113,16,71,113,71,16,175,4,21,175,21,4,175,1,24,175,24,1,184,0,16,184,16,0,
650, 0.985,0.9975,0.9325,0.8075,0.1725,0.05,0.025,0.0225,0.9875,0.9975,0.9625,0.8275,0.2,0.04,0.02,0,192,0,8,192,8,0,195,0,5,195,5,0,163,2,35,163,35,2,133,14,53,133,53,14,120,31,49,120,49,31,168,6,26,168,26,6,184,0,16,184,16,0,191,0,9,191,9,0,
660, 0.99,0.99,0.9475,0.8325,0.1575,0.0425,0.005,0.0025,0.99,0.9875,0.9375,0.81,0.155,0.0675,0.0275,0.01,194,0,6,194,6,0,196,0,4,196,4,0,165,1,34,165,34,1,111,24,65,111,65,24,131,9,60,131,60,9,148,9,43,148,43,9,186,0,14,186,14,0,193,1,6,193,6,1,
670, 1,1,0.9525,0.835,0.165,0.0225,0.0075,0,0.995,0.995,0.9375,0.83,0.245,0.0775,0.0075,0.0025,199,0,1,199,1,0,199,0,1,199,1,0,164,3,33,164,33,3,120,26,54,120,54,26,110,32,58,110,58,32,158,1,41,158,41,1,194,0,6,194,6,0,197,0,3,197,3,0,
680, 0.9925,0.9875,0.975,0.755,0.19,0.03,0.0025,0,0.98,0.985,0.9425,0.7375,0.24,0.115,0.04,0.015,190,0,10,190,10,0,190,0,10,190,10,0,177,2,21,177,21,2,104,31,65,104,65,31,113,23,64,113,64,23,156,3,41,156,41,3,186,0,14,186,14,0,193,0,7,193,7,0,
690, 0.9925,0.9825,0.925,0.7825,0.24,0.0225,0.0025,0.0025,0.98,0.9875,0.9575,0.765,0.185,0.095,0.045,0.0225,189,0,11,189,11,0,190,0,10,190,10,0,162,4,34,162,34,4,98,27,75,98,75,27,122,28,50,122,50,28,166,5,29,166,29,5,185,1,14,185,14,1,183,0,17,183,17,0,
700, 0.975,0.975,0.9575,0.86,0.22,0.05,0.01,0.02,0.9825,0.9675,0.935,0.8425,0.2475,0.11,0.055,0.0175,182,0,18,182,18,0,178,0,22,178,22,0,167,6,27,167,27,6,117,21,62,117,62,21,95,36,69,95,69,36,147,5,48,147,48,5,176,1,23,176,23,1,187,0,13,187,13,0,
710, 0.9925,0.9925,0.975,0.8475,0.255,0.0125,0.0025,0.005,0.9825,0.995,0.945,0.805,0.24,0.04,0.09,0.025,190,1,9,190,9,1,192,0,8,192,8,0,176,3,21,176,21,3,120,13,67,120,67,13,102,23,75,102,75,23,177,1,22,177,22,1,163,1,36,163,36,1,187,0,13,187,13,0,
720, 0.9975,0.99,0.98,0.8725,0.24,0.06,0.04,0.01,0.9875,0.99,0.9525,0.8225,0.185,0.0625,0.0425,0.1125,195,0,5,195,5,0,194,0,6,194,6,0,174,1,25,174,25,1,135,13,52,135,52,13,81,44,75,81,75,44,157,5,38,157,38,5,171,1,28,171,28,1,161,1,38,161,38,1,
730, 0.99,1,0.9775,0.885,0.1875,0.1075,0.08,0.0175,0.975,0.975,0.97,0.7925,0.165,0.0225,0.0175,0.0125,189,0,11,189,11,0,190,0,10,190,10,0,184,0,16,184,16,0,115,32,53,115,53,32,125,25,50,125,50,25,144,4,52,144,52,4,169,1,30,169,30,1,179,0,21,179,21,0,
740, 0.9875,0.9875,0.95,0.8525,0.2075,0.0875,0.0475,0.05,0.99,0.9975,0.955,0.77,0.135,0.065,0.01,0.0175,189,2,9,189,9,2,193,0,7,193,7,0,165,6,29,165,29,6,104,34,62,104,62,34,122,23,55,122,55,23,158,1,41,158,41,1,178,0,22,178,22,0,175,2,23,175,23,2,
