gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.367879, d0W0.778801, d0W1, d0W0.778801, d0W1, d1W1, d1W0.367879, d1W0.778801, d1W1, d1W0.778801, d1W1, d2W1, d2W0.367879, d2W0.778801, d2W1, d2W0.778801, d2W1, d3W1, d3W0.367879, d3W0.778801, d3W1, d3W0.778801, d3W1, d4W1, d4W0.367879, d4W0.778801, d4W1, d4W0.778801, d4W1, d5W1, d5W0.367879, d5W0.778801, d5W1, d5W0.778801, d5W1, d6W1, d6W0.367879, d6W0.778801, d6W1, d6W0.778801, d6W1, d7W1, d7W0.367879, d7W0.778801, d7W1, d7W0.778801, d7W1, d8W1, d8W0.367879, d8W0.778801, d8W1, d8W0.778801, d8W1, d9W1, d9W0.367879, d9W0.778801, d9W1, d9W0.778801, d9W1, d10W1, d10W0.367879, d10W0.778801, d10W1, d10W0.778801, d10W1, d11W1, d11W0.367879, d11W0.778801, d11W1, d11W0.778801, d11W1, d12W1, d12W0.367879, d12W0.778801, d12W1, d12W0.778801, d12W1, d13W1, d13W0.367879, d13W0.778801, d13W1, d13W0.778801, d13W1, d14W1, d14W0.367879, d14W0.778801, d14W1, d14W0.778801, d14W1, d15W1, d15W0.367879, d15W0.778801, d15W1, d15W0.778801, d15W1, d16W1, d16W0.367879, d16W0.778801, d16W1, d16W0.778801, d16W1, d17W1, d17W0.367879, d17W0.778801, d17W1, d17W0.778801, d17W1, d18W1, d18W0.367879, d18W0.778801, d18W1, d18W0.778801, d18W1, d19W1, d19W0.367879, d19W0.778801, d19W1, d19W0.778801, d19W1, 
0, 1,1,1,1,1,1,0.9985,0.99125,0.94125,0.73425,0.261,0.04875,0.00875,0.00175,0.00025,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.994,0.9415,0.73025,0.26875,0.05275,0.00825,0.00125,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1992,0,8,1992,8,1992,1943,0,57,1943,57,1943,1674,10,316,1674,316,1674,1106,101,793,1106,793,1106,1175,62,763,1175,763,1175,1722,9,269,1722,269,1722,1948,0,52,1948,52,1948,1990,0,10,1990,10,1990,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
100, 1,1,1,1,1,1,0.9985,0.98875,0.9165,0.6505,0.197,0.03725,0.0075,0.0015,0.00075,0.00025,0,0,0,0,1,1,1,1,0.99925,0.99975,0.9985,0.9825,0.916,0.6385,0.187,0.035,0.00275,0,0.0005,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1997,0,3,1997,3,1997,1987,0,13,1987,13,1987,1914,0,86,1914,86,1914,1536,23,441,1536,441,1536,1066,100,834,1066,834,1066,1271,57,672,1271,672,1271,1781,5,214,1781,214,1781,1960,0,40,1960,40,1960,1991,0,9,1991,9,1991,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
200, 1,1,1,1,1,1,0.99875,0.9895,0.928,0.67825,0.22125,0.0455,0.0115,0.00025,0,0,0,0,0,0,1,1,1,1,1,0.99975,0.99575,0.989,0.92825,0.6785,0.23175,0.0575,0.0095,0.00175,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,1991,0,9,1991,9,1991,1936,2,62,1936,62,1936,1632,8,360,1632,360,1632,1042,107,851,1042,851,1042,1198,67,735,1198,735,1198,1693,6,301,1693,301,1693,1937,0,63,1937,63,1937,1993,0,7,1993,7,1993,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
300, 1,1,1,1,1,0.99975,0.998,0.98525,0.923,0.66425,0.234,0.04425,0.0095,0.00125,0.00025,0,0,0,0,0,1,1,1,1,1,0.99825,0.99875,0.98875,0.91825,0.68525,0.24075,0.0445,0.00775,0.00075,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1994,0,6,1994,6,1994,1986,1,13,1986,13,1986,1905,0,95,1905,95,1905,1577,11,412,1577,412,1577,1092,99,809,1092,809,1092,1201,69,730,1201,730,1201,1773,3,224,1773,224,1773,1946,0,54,1946,54,1946,1990,0,10,1990,10,1990,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
400, 1,1,1,1,1,1,0.997,0.9885,0.94,0.694,0.26675,0.04275,0.00575,0.00275,0.00075,0,0,0,0,0,1,1,1,1,1,1,0.999,0.98625,0.93875,0.6965,0.27125,0.053,0.00925,0.00125,0,0.0005,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1988,0,12,1988,12,1988,1922,0,78,1922,78,1922,1675,9,316,1675,316,1675,1078,89,833,1078,833,1078,1104,71,825,1104,825,1104,1737,6,257,1737,257,1737,1945,0,55,1945,55,1945,1981,0,19,1981,19,1981,1996,0,4,1996,4,1996,1997,0,3,1997,3,1997,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
500, 1,1,1,1,1,1,0.9995,0.98925,0.9335,0.65925,0.21525,0.051,0.0065,0.00175,0,0,0,0,0,0,1,1,1,1,0.9995,0.9995,0.99625,0.99425,0.932,0.67525,0.22575,0.0415,0.007,0.001,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,1982,0,18,1982,18,1982,1937,0,63,1937,63,1937,1673,15,312,1673,312,1673,1057,81,862,1057,862,1057,1229,52,719,1229,719,1229,1759,7,234,1759,234,1759,1939,1,60,1939,60,1939,1993,0,7,1993,7,1993,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
600, 1,1,1,1,1,1,0.99875,0.98875,0.95425,0.7655,0.284,0.06275,0.0125,0.0005,0,0,0,0,0,0,1,1,1,1,1,0.99975,0.99875,0.995,0.957,0.771,0.30125,0.0685,0.0145,0.00225,0.00025,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1991,0,9,1991,9,1991,1941,0,59,1941,59,1941,1747,5,248,1747,248,1747,1183,48,769,1183,769,1183,1074,70,856,1074,856,1074,1675,9,316,1675,316,1675,1929,0,71,1929,71,1929,1992,0,8,1992,8,1992,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
700, 1,1,1,1,1,1,0.99875,0.993,0.9525,0.7125,0.28275,0.04725,0.00925,0.0015,0.00025,0,0,0,0,0,1,1,1,1,1,0.9995,0.99775,0.9915,0.9535,0.72225,0.2765,0.05,0.00675,0.00125,0.00075,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1987,0,13,1987,13,1987,1953,0,47,1953,47,1953,1721,9,270,1721,270,1721,1131,99,770,1131,770,1131,1137,78,785,1137,785,1137,1740,6,254,1740,254,1740,1940,0,60,1940,60,1940,1990,0,10,1990,10,1990,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
800, 1,1,1,1,1,1,0.9995,0.99125,0.94375,0.72175,0.26825,0.053,0.00975,0,0,0,0,0,0,0,1,1,1,1,1,1,0.999,0.9895,0.9475,0.73875,0.27525,0.0615,0.0105,0.003,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1992,0,8,1992,8,1992,1927,0,73,1927,73,1927,1709,4,287,1709,287,1709,1137,79,784,1137,784,1137,1126,63,811,1126,811,1126,1712,7,281,1712,281,1712,1925,2,73,1925,73,1925,1987,0,13,1987,13,1987,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
900, 1,1,1,1,1,1,0.999,0.992,0.95175,0.72475,0.2775,0.04975,0.006,0.00075,0.00025,0,0,0,0,0,1,1,1,1,1,1,0.99975,0.99275,0.94975,0.72375,0.2705,0.0485,0.007,0.00075,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1997,0,3,1997,3,1997,1934,0,66,1934,66,1934,1757,8,235,1757,235,1757,1090,89,821,1090,821,1090,1127,84,789,1127,789,1127,1737,11,252,1737,252,1737,1961,2,37,1961,37,1961,1993,0,7,1993,7,1993,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
