gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.367879, d0W0.399715, d0W1, d0W0.399715, d0W1, d1W1, d1W0.367879, d1W0.399715, d1W1, d1W0.399715, d1W1, d2W1, d2W0.367879, d2W0.399715, d2W1, d2W0.399715, d2W1, d3W1, d3W0.367879, d3W0.399715, d3W1, d3W0.399715, d3W1, d4W1, d4W0.367879, d4W0.399715, d4W1, d4W0.399715, d4W1, d5W1, d5W0.367879, d5W0.399715, d5W1, d5W0.399715, d5W1, d6W1, d6W0.367879, d6W0.399715, d6W1, d6W0.399715, d6W1, d7W1, d7W0.367879, d7W0.399715, d7W1, d7W0.399715, d7W1, d8W1, d8W0.367879, d8W0.399715, d8W1, d8W0.399715, d8W1, d9W1, d9W0.367879, d9W0.399715, d9W1, d9W0.399715, d9W1, d10W1, d10W0.367879, d10W0.399715, d10W1, d10W0.399715, d10W1, d11W1, d11W0.367879, d11W0.399715, d11W1, d11W0.399715, d11W1, d12W1, d12W0.367879, d12W0.399715, d12W1, d12W0.399715, d12W1, d13W1, d13W0.367879, d13W0.399715, d13W1, d13W0.399715, d13W1, d14W1, d14W0.367879, d14W0.399715, d14W1, d14W0.399715, d14W1, d15W1, d15W0.367879, d15W0.399715, d15W1, d15W0.399715, d15W1, d16W1, d16W0.367879, d16W0.399715, d16W1, d16W0.399715, d16W1, d17W1, d17W0.367879, d17W0.399715, d17W1, d17W0.399715, d17W1, d18W1, d18W0.367879, d18W0.399715, d18W1, d18W0.399715, d18W1, d19W1, d19W0.367879, d19W0.399715, d19W1, d19W0.399715, d19W1, 
0, 0.9975,0.997,0.9885,0.954,0.8445,0.6255,0.3905,0.1895,0.058,0.013,0.002,0.001,0.0005,0,0,0,0,0,0,0,0.9985,0.999,0.9865,0.9485,0.847,0.6485,0.386,0.205,0.0585,0.0095,0.0015,0.0005,0.0005,0,0,0,0,0,0,0,995,0,5,995,5,995,987,0,13,987,13,987,973,0,27,973,27,973,886,1,113,886,113,886,774,15,211,774,211,774,642,26,332,642,332,642,645,19,336,645,336,645,730,15,255,730,255,730,877,3,120,877,120,877,974,0,26,974,26,974,996,0,4,996,4,996,998,0,2,998,2,998,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
100, 0.9985,0.994,0.9755,0.9155,0.7855,0.5565,0.2915,0.114,0.039,0.0095,0.001,0,0,0,0,0,0,0,0,0,0.9975,0.9945,0.975,0.9135,0.7865,0.5725,0.301,0.12,0.038,0.009,0.001,0,0,0,0,0,0,0,0,0,995,0,5,995,5,995,988,0,12,988,12,988,934,0,66,934,66,934,847,5,148,847,148,847,719,15,266,719,266,719,617,21,362,617,362,617,663,19,318,663,318,663,792,5,203,792,203,792,895,3,102,895,102,895,976,0,24,976,24,976,996,0,4,996,4,996,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
200, 0.997,0.9875,0.986,0.913,0.7835,0.534,0.283,0.1215,0.031,0.0085,0,0,0,0,0,0,0,0,0,0,0.997,0.991,0.986,0.918,0.789,0.526,0.2915,0.117,0.028,0.0065,0.0005,0,0,0,0,0,0,0,0,0,991,0,9,991,9,991,975,0,25,975,25,975,944,1,55,944,55,944,830,8,162,830,162,830,706,11,283,706,283,706,643,22,335,643,335,643,651,23,326,651,326,651,787,12,201,787,201,787,929,0,71,929,71,929,976,0,24,976,24,976,997,0,3,997,3,997,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
300, 0.997,0.994,0.9675,0.902,0.724,0.477,0.2505,0.1015,0.032,0.0055,0.002,0,0,0,0,0,0,0,0,0,0.9945,0.9925,0.9705,0.9035,0.7315,0.492,0.247,0.1,0.024,0.0055,0.0005,0,0.0005,0,0,0,0,0,0,0,978,0,22,978,22,978,979,0,21,979,21,979,925,2,73,925,73,925,818,7,175,818,175,818,706,25,269,706,269,706,608,29,363,608,363,608,659,20,321,659,321,659,839,6,155,839,155,839,933,4,63,933,63,933,985,0,15,985,15,985,998,0,2,998,2,998,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
400, 0.989,0.979,0.93,0.8035,0.593,0.338,0.1385,0.046,0.0125,0.002,0.0005,0,0,0,0,0,0,0,0,0,0.992,0.9785,0.933,0.8225,0.5935,0.329,0.1455,0.04,0.015,0.0055,0.0005,0,0,0,0,0,0,0,0,0,972,0,28,972,28,972,958,0,42,958,42,958,859,3,138,859,138,859,732,16,252,732,252,732,607,20,373,607,373,607,648,22,330,648,330,648,766,15,219,766,219,766,896,0,104,896,104,896,962,1,37,962,37,962,988,0,12,988,12,988,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
500, 0.999,0.9875,0.945,0.8,0.596,0.352,0.143,0.045,0.0085,0.0025,0,0,0,0,0,0,0,0,0,0,0.996,0.988,0.9505,0.82,0.5945,0.362,0.1325,0.0435,0.0155,0.0015,0.0005,0,0,0,0,0,0,0,0,0,975,0,25,975,25,975,964,1,35,964,35,964,875,4,121,875,121,875,753,14,233,753,233,753,616,38,346,616,346,616,655,19,326,655,326,655,786,12,202,786,202,786,888,1,111,888,111,888,979,0,21,979,21,979,993,0,7,993,7,993,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
600, 0.995,0.9915,0.965,0.8615,0.6875,0.4155,0.1885,0.0715,0.0175,0.006,0,0,0,0,0,0,0,0,0,0,0.9975,0.991,0.9645,0.864,0.6915,0.4105,0.186,0.0725,0.026,0.0035,0,0,0,0,0,0,0,0,0,0,987,0,13,987,13,987,971,0,29,971,29,971,912,4,84,912,84,912,808,2,190,808,190,808,664,28,308,664,308,664,583,31,386,583,386,583,720,18,262,720,262,720,858,8,134,858,134,858,949,2,49,949,49,949,987,0,13,987,13,987,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
700, 0.9985,0.9975,0.9895,0.9535,0.869,0.665,0.39,0.1835,0.0565,0.0145,0.0025,0.0005,0,0,0,0,0,0,0,0,0.9995,0.997,0.991,0.9535,0.868,0.6695,0.393,0.176,0.0605,0.0145,0.0055,0.001,0,0,0,0,0,0,0,0,999,0,1,999,1,999,994,0,6,994,6,994,982,0,18,982,18,982,923,3,74,923,74,923,782,13,205,782,205,782,664,23,313,664,313,664,623,26,351,623,351,623,750,14,236,750,236,750,858,4,138,858,138,858,954,1,45,954,45,954,996,0,4,996,4,996,998,0,2,998,2,998,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
800, 0.9995,0.9995,0.9915,0.9695,0.8785,0.695,0.447,0.234,0.081,0.027,0.0065,0.001,0,0,0,0,0,0,0,0,1,0.9975,0.9885,0.964,0.879,0.7065,0.467,0.22,0.083,0.027,0.0075,0.0005,0,0,0,0,0,0,0,0,998,0,2,998,2,998,996,0,4,996,4,996,971,0,29,971,29,971,908,0,92,908,92,908,795,14,191,795,191,795,686,17,297,686,297,686,626,23,351,626,351,626,704,21,275,704,275,704,816,7,177,816,177,816,935,4,61,935,61,935,983,0,17,983,17,983,995,0,5,995,5,995,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
900, 0.9995,0.9975,0.9875,0.9575,0.8715,0.68,0.443,0.214,0.068,0.029,0.0035,0.002,0.0005,0.0005,0,0,0,0,0,0,1,0.996,0.989,0.9535,0.8555,0.668,0.4455,0.224,0.064,0.031,0.005,0.0015,0.0005,0,0,0,0,0,0,0,996,0,4,996,4,996,993,0,7,993,7,993,979,0,21,979,21,979,913,0,87,913,87,913,781,17,202,781,202,781,641,25,334,641,334,641,632,22,346,632,346,632,718,17,265,718,265,718,862,3,135,862,135,862,946,1,53,946,53,946,984,0,16,984,16,984,995,0,5,995,5,995,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
