gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.990027, d0W1, d0W0.990027, d0W0.367879, d1W1, d1W0.367879, d1W0.990027, d1W1, d1W0.990027, d1W0.367879, d2W1, d2W0.367879, d2W0.990027, d2W1, d2W0.990027, d2W0.367879, d3W1, d3W0.367879, d3W0.990027, d3W1, d3W0.990027, d3W0.367879, d4W1, d4W0.367879, d4W0.990027, d4W1, d4W0.990027, d4W0.367879, d5W1, d5W0.367879, d5W0.990027, d5W1, d5W0.990027, d5W0.367879, d6W1, d6W0.367879, d6W0.990027, d6W1, d6W0.990027, d6W0.367879, d7W1, d7W0.367879, d7W0.990027, d7W1, d7W0.990027, d7W0.367879, 
330, 1,1,1,0.9675,0.02,0,0,0,1,1,1,0.97,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,188,10,2,188,2,10,192,1,7,192,7,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
340, 1,1,1,0.9675,0.015,0,0,0,1,1,1,0.985,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,184,2,14,184,14,2,188,2,10,188,10,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
350, 1,1,0.9975,0.9325,0.05,0.0225,0,0,1,1,1,0.99,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,183,1,16,183,16,1,184,1,15,184,15,1,191,1,8,191,8,1,200,0,0,200,0,0,200,0,0,200,0,0,
360, 1,1,1,0.9375,0.01,0,0,0,1,1,1,0.97,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,163,5,32,163,32,5,195,0,5,195,5,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
370, 1,1,1,0.94,0.0075,0,0,0,1,1,0.9975,0.99,0.0175,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,167,2,31,167,31,2,188,2,10,188,10,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
380, 1,1,1,0.965,0.0475,0,0,0,1,1,1,0.9625,0.0675,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,181,2,17,181,17,2,168,1,31,168,31,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
390, 1,1,1,0.965,0.0525,0,0,0,1,1,0.9925,0.9175,0.075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,174,5,21,174,21,5,168,3,29,168,29,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
400, 1,1,1,0.99,0.0175,0,0,0,1,1,0.9975,0.9175,0.05,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,172,3,25,172,25,3,188,0,12,188,12,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
410, 1,1,1,0.985,0.04,0.0025,0,0,1,1,0.995,0.9275,0.0425,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,173,8,19,173,19,8,178,3,19,178,19,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
420, 1,1,1,0.99,0.0325,0,0,0,1,1,0.9975,0.925,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,176,1,23,176,23,1,180,0,20,180,20,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
430, 1,1,1,0.9725,0.0725,0,0,0,1,1,0.9975,0.89,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,167,2,31,167,31,2,175,9,16,175,16,9,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
440, 1,1,1,1,0.025,0,0,0,1,1,1,0.9775,0.005,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,185,3,12,185,12,3,184,0,16,184,16,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
450, 1,1,1,0.9925,0.035,0.025,0,0,1,1,0.9975,0.9825,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,197,2,1,197,1,2,188,4,8,188,8,4,193,0,7,193,7,0,200,0,0,200,0,0,200,0,0,200,0,0,
460, 1,1,1,0.9875,0.0375,0.02,0,0,1,1,1,0.98,0.0225,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,4,3,193,3,4,181,11,8,181,8,11,186,0,14,186,14,0,200,0,0,200,0,0,200,0,0,200,0,0,
470, 1,1,1,0.9725,0.02,0.0025,0,0,1,1,1,0.9875,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,3,6,191,6,3,187,2,11,187,11,2,195,0,5,195,5,0,200,0,0,200,0,0,200,0,0,200,0,0,
480, 1,1,0.9975,0.8875,0.0225,0,0,0,1,1,1,0.965,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,171,7,22,171,22,7,181,6,13,181,13,6,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
490, 1,1,0.9825,0.9325,0.0325,0,0,0,1,1,1,0.9775,0.03,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,0,6,194,6,0,164,9,27,164,27,9,187,3,10,187,10,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
500, 1,1,0.9825,0.92,0.0325,0,0,0,1,1,1,0.97,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,0,6,194,6,0,174,3,23,174,23,3,189,6,5,189,5,6,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
510, 1,1,0.985,0.9275,0.0175,0,0,0,1,1,0.995,0.9625,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,0,6,194,6,0,167,6,27,167,27,6,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
520, 1,1,0.9825,0.92,0.0375,0,0,0,1,1,1,0.9775,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,162,8,30,162,30,8,184,7,9,184,9,7,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
530, 1,1,0.98,0.86,0.0325,0,0,0,1,1,1,0.99,0.0475,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,0,10,190,10,0,159,6,35,159,35,6,175,1,24,175,24,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
540, 1,1,0.985,0.965,0.0425,0,0,0,1,1,1,0.99,0.03,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,0,6,194,6,0,183,0,17,183,17,0,186,2,12,186,12,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
550, 1,1,0.9675,0.985,0.07,0,0,0,1,1,1,0.9475,0.0225,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,0,8,192,8,0,181,6,13,181,13,6,170,2,28,170,28,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
560, 1,1,0.995,0.995,0.025,0,0,0,1,1,1,0.97,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,190,0,10,190,10,0,194,2,4,194,4,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
570, 1,1,1,0.985,0.0725,0,0,0,1,1,1,0.9675,0.0275,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,4,4,192,4,4,169,2,29,169,29,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
580, 1,1,0.9975,0.9475,0.04,0,0,0,1,1,1,0.985,0.045,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,189,2,9,189,9,2,174,0,26,174,26,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
590, 1,1,1,0.92,0.075,0,0,0,1,1,1,0.995,0.0625,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,172,3,25,172,25,3,153,3,44,153,44,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
600, 1,1,1,0.9275,0.0425,0,0,0,1,1,1,0.975,0.025,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,167,3,30,167,30,3,178,3,19,178,19,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
610, 1,1,1,0.925,0.0075,0,0,0,1,1,1,0.9725,0.0175,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,167,6,27,167,27,6,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
620, 1,1,1,0.93,0.0175,0,0,0,1,1,1,0.9725,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,175,7,18,175,18,7,193,2,5,193,5,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
630, 1,1,0.9925,0.945,0.01,0,0,0,1,1,1,0.99,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,174,5,21,174,21,5,193,7,0,193,0,7,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
640, 1,1,1,0.9725,0.0175,0,0,0,1,1,1,1,0.035,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,182,0,18,182,18,0,195,0,5,195,5,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
650, 1,1,1,0.9425,0.0075,0,0,0,1,1,1,0.9775,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,185,0,15,185,15,0,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
660, 1,1,1,0.9425,0.03,0,0,0,1,1,1,0.975,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,178,3,19,178,19,3,183,5,12,183,12,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
670, 1,1,1,0.965,0.035,0,0,0,1,1,1,0.9875,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,182,1,17,182,17,1,186,11,3,186,3,11,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
680, 1,1,1,0.98,0.045,0.0025,0,0,1,1,1,0.9975,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,184,7,9,184,9,7,177,3,20,177,20,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
690, 1,1,1,0.955,0.0225,0,0,0,1,1,0.9975,0.9975,0.055,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,177,3,20,177,20,3,164,6,30,164,30,6,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
700, 1,1,0.99,0.965,0.015,0,0,0,1,1,0.9975,0.98,0.095,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,182,2,16,182,16,2,170,1,29,170,29,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
710, 1,1,0.99,0.975,0.01,0,0,0,1,1,1,0.9725,0.05,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,0,6,194,6,0,190,4,6,190,6,4,186,2,12,186,12,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
720, 1,1,0.975,0.995,0.05,0,0,0,1,1,1,0.995,0.0275,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,1,7,192,7,1,198,2,0,198,0,2,188,4,8,188,8,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
730, 1,0.9725,0.98,0.995,0.13,0,0,0,1,1,1,0.985,0.0075,0,0,0,200,0,0,200,0,0,193,0,7,193,7,0,192,0,8,192,8,0,191,2,7,191,7,2,152,2,46,152,46,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
740, 1,1,1,0.9975,0.095,0.0025,0,0,1,1,1,0.9625,0.03,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,187,1,12,187,12,1,170,5,25,170,25,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
750, 1,1,1,0.9775,0.03,0.0025,0,0,1,1,1,0.9475,0.025,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,173,3,24,173,24,3,177,2,21,177,21,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
760, 1,1,1,0.975,0.0325,0.0175,0,0,1,1,1,0.9475,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,183,1,16,183,16,1,186,4,10,186,10,4,194,0,6,194,6,0,200,0,0,200,0,0,200,0,0,200,0,0,
770, 1,1,1,0.965,0.005,0.02,0.0175,0,1,1,1,0.975,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,188,4,8,188,8,4,196,0,4,196,4,0,185,0,15,185,15,0,195,0,5,195,5,0,200,0,0,200,0,0,
780, 1,1,1,0.97,0.01,0.0425,0.01,0,1,1,1,0.9925,0.01,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,187,5,8,187,8,5,199,1,0,199,0,1,176,0,24,176,24,0,189,0,11,189,11,0,200,0,0,200,0,0,
790, 1,1,0.9975,0.945,0.0275,0.0225,0.0125,0,1,1,1,0.9525,0.0075,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,168,8,24,168,24,8,186,4,10,186,10,4,193,0,7,193,7,0,192,0,8,192,8,0,200,0,0,200,0,0,
800, 1,1,1,0.955,0.025,0,0,0,1,1,1,0.9875,0.0275,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,0,10,190,10,0,181,2,17,181,17,2,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
810, 1,1,1,0.94,0.05,0,0,0,1,1,1,0.9975,0.0125,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,184,6,10,184,10,6,175,8,17,175,17,8,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
820, 1,1,1,0.9475,0.025,0,0,0,1,1,1,0.99,0.0275,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,181,2,17,181,17,2,178,3,19,178,19,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
830, 1,1,1,0.975,0.01,0,0,0,1,1,1,0.985,0.055,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,188,1,11,188,11,1,179,4,17,179,17,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
840, 1,1,1,0.99,0.0175,0,0,0,1,1,1,0.9775,0.055,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,6,4,190,4,6,183,4,13,183,13,4,195,0,5,195,5,0,200,0,0,200,0,0,200,0,0,200,0,0,
850, 1,1,1,0.99,0.05,0,0,0,1,1,1,1,0.0325,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,198,0,2,198,2,0,175,3,22,175,22,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
860, 1,1,1,0.96,0.02,0,0,0,1,1,1,0.9775,0.035,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,1,8,191,8,1,178,0,22,178,22,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
870, 1,1,1,0.985,0.01,0,0,0,1,1,1,0.99,0.0375,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,4,1,195,1,4,182,2,16,182,16,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
