gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d8l2, d9l2, d10l2, d11l2, d12l2, d13l2, d14l2, d15l2, d16l2, d17l2, d18l2, d19l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d8l3, d9l3, d10l3, d11l3, d12l3, d13l3, d14l3, d15l3, d16l3, d17l3, d18l3, d19l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d8l4, d9l4, d10l4, d11l4, d12l4, d13l4, d14l4, d15l4, d16l4, d17l4, d18l4, d19l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d8l5, d9l5, d10l5, d11l5, d12l5, d13l5, d14l5, d15l5, d16l5, d17l5, d18l5, d19l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d8l6, d9l6, d10l6, d11l6, d12l6, d13l6, d14l6, d15l6, d16l6, d17l6, d18l6, d19l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d8l7, d9l7, d10l7, d11l7, d12l7, d13l7, d14l7, d15l7, d16l7, d17l7, d18l7, d19l7, d0W1, d0W0.645649, d0W1, d0W0.472367, d0W0.687289, d0W1, d0W0.391606, d0W0.535261, d0W0.731616, d0W1, d0W0.367879, d0W0.472367, d0W0.606531, d0W0.778801, d0W1, d0W0.391606, d0W0.472367, d0W0.569783, d0W0.687289, d0W0.829029, d0W1, d0W0.472367, d0W0.535261, d0W0.606531, d0W0.687289, d0W0.778801, d0W0.882497, d0W1, d0W0.645649, d0W0.687289, d0W0.731616, d0W0.778801, d0W0.829029, d0W0.882497, d0W0.939413, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d0W1, d1W1, d1W0.645649, d1W1, d1W0.472367, d1W0.687289, d1W1, d1W0.391606, d1W0.535261, d1W0.731616, d1W1, d1W0.367879, d1W0.472367, d1W0.606531, d1W0.778801, d1W1, d1W0.391606, d1W0.472367, d1W0.569783, d1W0.687289, d1W0.829029, d1W1, d1W0.472367, d1W0.535261, d1W0.606531, d1W0.687289, d1W0.778801, d1W0.882497, d1W1, d1W0.645649, d1W0.687289, d1W0.731616, d1W0.778801, d1W0.829029, d1W0.882497, d1W0.939413, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d1W1, d2W1, d2W0.645649, d2W1, d2W0.472367, d2W0.687289, d2W1, d2W0.391606, d2W0.535261, d2W0.731616, d2W1, d2W0.367879, d2W0.472367, d2W0.606531, d2W0.778801, d2W1, d2W0.391606, d2W0.472367, d2W0.569783, d2W0.687289, d2W0.829029, d2W1, d2W0.472367, d2W0.535261, d2W0.606531, d2W0.687289, d2W0.778801, d2W0.882497, d2W1, d2W0.645649, d2W0.687289, d2W0.731616, d2W0.778801, d2W0.829029, d2W0.882497, d2W0.939413, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d2W1, d3W1, d3W0.645649, d3W1, d3W0.472367, d3W0.687289, d3W1, d3W0.391606, d3W0.535261, d3W0.731616, d3W1, d3W0.367879, d3W0.472367, d3W0.606531, d3W0.778801, d3W1, d3W0.391606, d3W0.472367, d3W0.569783, d3W0.687289, d3W0.829029, d3W1, d3W0.472367, d3W0.535261, d3W0.606531, d3W0.687289, d3W0.778801, d3W0.882497, d3W1, d3W0.645649, d3W0.687289, d3W0.731616, d3W0.778801, d3W0.829029, d3W0.882497, d3W0.939413, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d3W1, d4W1, d4W0.645649, d4W1, d4W0.472367, d4W0.687289, d4W1, d4W0.391606, d4W0.535261, d4W0.731616, d4W1, d4W0.367879, d4W0.472367, d4W0.606531, d4W0.778801, d4W1, d4W0.391606, d4W0.472367, d4W0.569783, d4W0.687289, d4W0.829029, d4W1, d4W0.472367, d4W0.535261, d4W0.606531, d4W0.687289, d4W0.778801, d4W0.882497, d4W1, d4W0.645649, d4W0.687289, d4W0.731616, d4W0.778801, d4W0.829029, d4W0.882497, d4W0.939413, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d4W1, d5W1, d5W0.645649, d5W1, d5W0.472367, d5W0.687289, d5W1, d5W0.391606, d5W0.535261, d5W0.731616, d5W1, d5W0.367879, d5W0.472367, d5W0.606531, d5W0.778801, d5W1, d5W0.391606, d5W0.472367, d5W0.569783, d5W0.687289, d5W0.829029, d5W1, d5W0.472367, d5W0.535261, d5W0.606531, d5W0.687289, d5W0.778801, d5W0.882497, d5W1, d5W0.645649, d5W0.687289, d5W0.731616, d5W0.778801, d5W0.829029, d5W0.882497, d5W0.939413, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d5W1, d6W1, d6W0.645649, d6W1, d6W0.472367, d6W0.687289, d6W1, d6W0.391606, d6W0.535261, d6W0.731616, d6W1, d6W0.367879, d6W0.472367, d6W0.606531, d6W0.778801, d6W1, d6W0.391606, d6W0.472367, d6W0.569783, d6W0.687289, d6W0.829029, d6W1, d6W0.472367, d6W0.535261, d6W0.606531, d6W0.687289, d6W0.778801, d6W0.882497, d6W1, d6W0.645649, d6W0.687289, d6W0.731616, d6W0.778801, d6W0.829029, d6W0.882497, d6W0.939413, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d6W1, d7W1, d7W0.645649, d7W1, d7W0.472367, d7W0.687289, d7W1, d7W0.391606, d7W0.535261, d7W0.731616, d7W1, d7W0.367879, d7W0.472367, d7W0.606531, d7W0.778801, d7W1, d7W0.391606, d7W0.472367, d7W0.569783, d7W0.687289, d7W0.829029, d7W1, d7W0.472367, d7W0.535261, d7W0.606531, d7W0.687289, d7W0.778801, d7W0.882497, d7W1, d7W0.645649, d7W0.687289, d7W0.731616, d7W0.778801, d7W0.829029, d7W0.882497, d7W0.939413, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d7W1, d8W1, d8W0.645649, d8W1, d8W0.472367, d8W0.687289, d8W1, d8W0.391606, d8W0.535261, d8W0.731616, d8W1, d8W0.367879, d8W0.472367, d8W0.606531, d8W0.778801, d8W1, d8W0.391606, d8W0.472367, d8W0.569783, d8W0.687289, d8W0.829029, d8W1, d8W0.472367, d8W0.535261, d8W0.606531, d8W0.687289, d8W0.778801, d8W0.882497, d8W1, d8W0.645649, d8W0.687289, d8W0.731616, d8W0.778801, d8W0.829029, d8W0.882497, d8W0.939413, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d8W1, d9W1, d9W0.645649, d9W1, d9W0.472367, d9W0.687289, d9W1, d9W0.391606, d9W0.535261, d9W0.731616, d9W1, d9W0.367879, d9W0.472367, d9W0.606531, d9W0.778801, d9W1, d9W0.391606, d9W0.472367, d9W0.569783, d9W0.687289, d9W0.829029, d9W1, d9W0.472367, d9W0.535261, d9W0.606531, d9W0.687289, d9W0.778801, d9W0.882497, d9W1, d9W0.645649, d9W0.687289, d9W0.731616, d9W0.778801, d9W0.829029, d9W0.882497, d9W0.939413, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d9W1, d10W1, d10W0.645649, d10W1, d10W0.472367, d10W0.687289, d10W1, d10W0.391606, d10W0.535261, d10W0.731616, d10W1, d10W0.367879, d10W0.472367, d10W0.606531, d10W0.778801, d10W1, d10W0.391606, d10W0.472367, d10W0.569783, d10W0.687289, d10W0.829029, d10W1, d10W0.472367, d10W0.535261, d10W0.606531, d10W0.687289, d10W0.778801, d10W0.882497, d10W1, d10W0.645649, d10W0.687289, d10W0.731616, d10W0.778801, d10W0.829029, d10W0.882497, d10W0.939413, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d10W1, d11W1, d11W0.645649, d11W1, d11W0.472367, d11W0.687289, d11W1, d11W0.391606, d11W0.535261, d11W0.731616, d11W1, d11W0.367879, d11W0.472367, d11W0.606531, d11W0.778801, d11W1, d11W0.391606, d11W0.472367, d11W0.569783, d11W0.687289, d11W0.829029, d11W1, d11W0.472367, d11W0.535261, d11W0.606531, d11W0.687289, d11W0.778801, d11W0.882497, d11W1, d11W0.645649, d11W0.687289, d11W0.731616, d11W0.778801, d11W0.829029, d11W0.882497, d11W0.939413, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d11W1, d12W1, d12W0.645649, d12W1, d12W0.472367, d12W0.687289, d12W1, d12W0.391606, d12W0.535261, d12W0.731616, d12W1, d12W0.367879, d12W0.472367, d12W0.606531, d12W0.778801, d12W1, d12W0.391606, d12W0.472367, d12W0.569783, d12W0.687289, d12W0.829029, d12W1, d12W0.472367, d12W0.535261, d12W0.606531, d12W0.687289, d12W0.778801, d12W0.882497, d12W1, d12W0.645649, d12W0.687289, d12W0.731616, d12W0.778801, d12W0.829029, d12W0.882497, d12W0.939413, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d12W1, d13W1, d13W0.645649, d13W1, d13W0.472367, d13W0.687289, d13W1, d13W0.391606, d13W0.535261, d13W0.731616, d13W1, d13W0.367879, d13W0.472367, d13W0.606531, d13W0.778801, d13W1, d13W0.391606, d13W0.472367, d13W0.569783, d13W0.687289, d13W0.829029, d13W1, d13W0.472367, d13W0.535261, d13W0.606531, d13W0.687289, d13W0.778801, d13W0.882497, d13W1, d13W0.645649, d13W0.687289, d13W0.731616, d13W0.778801, d13W0.829029, d13W0.882497, d13W0.939413, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d13W1, d14W1, d14W0.645649, d14W1, d14W0.472367, d14W0.687289, d14W1, d14W0.391606, d14W0.535261, d14W0.731616, d14W1, d14W0.367879, d14W0.472367, d14W0.606531, d14W0.778801, d14W1, d14W0.391606, d14W0.472367, d14W0.569783, d14W0.687289, d14W0.829029, d14W1, d14W0.472367, d14W0.535261, d14W0.606531, d14W0.687289, d14W0.778801, d14W0.882497, d14W1, d14W0.645649, d14W0.687289, d14W0.731616, d14W0.778801, d14W0.829029, d14W0.882497, d14W0.939413, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d14W1, d15W1, d15W0.645649, d15W1, d15W0.472367, d15W0.687289, d15W1, d15W0.391606, d15W0.535261, d15W0.731616, d15W1, d15W0.367879, d15W0.472367, d15W0.606531, d15W0.778801, d15W1, d15W0.391606, d15W0.472367, d15W0.569783, d15W0.687289, d15W0.829029, d15W1, d15W0.472367, d15W0.535261, d15W0.606531, d15W0.687289, d15W0.778801, d15W0.882497, d15W1, d15W0.645649, d15W0.687289, d15W0.731616, d15W0.778801, d15W0.829029, d15W0.882497, d15W0.939413, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d15W1, d16W1, d16W0.645649, d16W1, d16W0.472367, d16W0.687289, d16W1, d16W0.391606, d16W0.535261, d16W0.731616, d16W1, d16W0.367879, d16W0.472367, d16W0.606531, d16W0.778801, d16W1, d16W0.391606, d16W0.472367, d16W0.569783, d16W0.687289, d16W0.829029, d16W1, d16W0.472367, d16W0.535261, d16W0.606531, d16W0.687289, d16W0.778801, d16W0.882497, d16W1, d16W0.645649, d16W0.687289, d16W0.731616, d16W0.778801, d16W0.829029, d16W0.882497, d16W0.939413, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d16W1, d17W1, d17W0.645649, d17W1, d17W0.472367, d17W0.687289, d17W1, d17W0.391606, d17W0.535261, d17W0.731616, d17W1, d17W0.367879, d17W0.472367, d17W0.606531, d17W0.778801, d17W1, d17W0.391606, d17W0.472367, d17W0.569783, d17W0.687289, d17W0.829029, d17W1, d17W0.472367, d17W0.535261, d17W0.606531, d17W0.687289, d17W0.778801, d17W0.882497, d17W1, d17W0.645649, d17W0.687289, d17W0.731616, d17W0.778801, d17W0.829029, d17W0.882497, d17W0.939413, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d17W1, d18W1, d18W0.645649, d18W1, d18W0.472367, d18W0.687289, d18W1, d18W0.391606, d18W0.535261, d18W0.731616, d18W1, d18W0.367879, d18W0.472367, d18W0.606531, d18W0.778801, d18W1, d18W0.391606, d18W0.472367, d18W0.569783, d18W0.687289, d18W0.829029, d18W1, d18W0.472367, d18W0.535261, d18W0.606531, d18W0.687289, d18W0.778801, d18W0.882497, d18W1, d18W0.645649, d18W0.687289, d18W0.731616, d18W0.778801, d18W0.829029, d18W0.882497, d18W0.939413, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d18W1, d19W1, d19W0.645649, d19W1, d19W0.472367, d19W0.687289, d19W1, d19W0.391606, d19W0.535261, d19W0.731616, d19W1, d19W0.367879, d19W0.472367, d19W0.606531, d19W0.778801, d19W1, d19W0.391606, d19W0.472367, d19W0.569783, d19W0.687289, d19W0.829029, d19W1, d19W0.472367, d19W0.535261, d19W0.606531, d19W0.687289, d19W0.778801, d19W0.882497, d19W1, d19W0.645649, d19W0.687289, d19W0.731616, d19W0.778801, d19W0.829029, d19W0.882497, d19W0.939413, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, d19W1, 
0, 0.9525,0.8975,0.91,0.8075,0.6775,0.36,0.2475,0.06,0.0175,0,0,0,0.0025,0.0025,0,0,0,0,0,0,0.9375,0.9275,0.8925,0.8575,0.62,0.3,0.13,0.01,0.02,0,0.0025,0,0,0,0,0,0,0,0,0,0.955,0.9125,0.91,0.8725,0.7525,0.265,0.1725,0.0725,0.0475,0.0175,0.045,0,0.015,0.0675,0.0225,0.01,0.0025,0.01,0.0075,0,0.9675,0.955,0.905,0.86,0.615,0.3225,0.15,0.08,0.075,0,0.0075,0.015,0,0.0125,0.045,0.01,0.0075,0.0075,0.005,0.01,0.9875,0.955,0.86,0.8125,0.6825,0.3525,0.1425,0.065,0.03,0.0175,0.0475,0.0275,0.02,0,0,0,0,0,0,0,0.985,0.93,0.93,0.835,0.6625,0.23,0.1575,0.09,0.045,0,0.0025,0,0,0,0,0,0,0,0,0,0.93,0.8975,0.925,0.8025,0.7,0.3075,0.1125,0.08,0.08,0.02,0.0125,0.0075,0,0,0,0,0,0,0,0,0.9475,0.9275,0.915,0.8425,0.6725,0.3025,0.1175,0.05,0.0175,0,0,0,0,0,0,0,0,0,0,0,195,2,195,1,0,195,0,1,1,195,0,1,0,0,195,0,1,0,0,0,195,1,1,0,0,0,0,195,2,0,1,0,0,0,0,195,195,195,195,195,195,195,195,195,195,191,3,191,0,6,191,0,0,0,191,0,0,0,0,191,0,0,0,6,0,191,0,0,0,6,0,0,191,3,6,0,0,0,0,0,191,191,191,191,191,191,191,191,191,191,190,4,190,0,6,190,0,0,0,190,0,0,0,0,190,0,0,0,6,0,190,0,0,0,6,0,0,190,4,6,0,0,0,0,0,190,190,190,190,190,190,190,190,190,190,167,2,167,0,12,167,0,0,9,167,0,0,0,5,167,0,0,0,12,4,167,0,0,0,12,5,1,167,2,12,9,5,4,1,0,167,167,167,167,167,167,167,167,167,167,100,4,100,2,21,100,0,2,11,100,0,2,4,21,100,0,2,0,21,18,100,2,2,4,21,21,15,100,4,21,11,21,18,15,2,100,100,100,100,100,100,100,100,100,100,92,1,92,3,14,92,0,3,11,92,0,3,3,25,92,0,3,1,14,18,92,3,3,3,14,25,23,92,1,14,11,25,18,23,6,92,92,92,92,92,92,92,92,92,92,157,2,157,1,11,157,0,5,7,157,0,1,3,10,157,0,1,1,11,3,157,1,5,3,11,10,0,157,2,11,7,10,3,0,0,157,157,157,157,157,157,157,157,157,157,190,2,190,0,4,190,0,0,4,190,0,0,0,0,190,0,0,0,4,0,190,0,0,0,4,0,0,190,2,4,4,0,0,0,0,190,190,190,190,190,190,190,190,190,190,195,4,195,0,0,195,0,0,0,195,0,0,0,1,195,0,0,0,0,0,195,0,0,0,0,1,0,195,4,0,0,1,0,0,0,195,195,195,195,195,195,195,195,195,195,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,198,2,198,0,0,198,0,0,0,198,0,0,0,0,198,0,0,0,0,0,198,0,0,0,0,0,0,198,2,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,199,1,199,0,0,199,0,0,0,199,0,0,0,0,199,0,0,0,0,0,199,0,0,0,0,0,0,199,1,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,
100, 0.975,0.965,0.9575,0.8125,0.4775,0.1925,0.0875,0.0475,0.0175,0,0.0025,0,0,0,0,0,0,0,0,0,0.97,0.98,0.945,0.8025,0.5725,0.1925,0.11,0.06,0.0425,0.03,0.015,0.005,0.015,0.0025,0,0,0,0,0,0,1,0.99,0.9575,0.8225,0.5525,0.255,0.1525,0.1125,0.045,0.04,0.005,0.005,0.015,0.045,0.0275,0.045,0.0425,0.015,0.0175,0,0.99,0.97,0.9575,0.7825,0.6125,0.3025,0.11,0.035,0.0075,0.0075,0.015,0.025,0.0025,0,0,0,0,0,0,0,0.9425,0.9325,0.88,0.79,0.555,0.25,0.165,0.0625,0.025,0.005,0.005,0.02,0.0075,0.015,0,0,0,0,0,0,0.9675,0.95,0.9425,0.83,0.555,0.285,0.1275,0.06,0.025,0.0325,0.0125,0.01,0,0,0,0,0,0,0,0,0.92,0.945,0.8875,0.8175,0.625,0.2725,0.17,0.105,0.09,0.0275,0.0575,0.01,0,0,0,0,0,0,0,0,0.9775,0.965,0.9125,0.87,0.5575,0.2325,0.09,0.0775,0.03,0,0,0,0.0175,0.0025,0,0,0,0,0,0,199,1,199,0,0,199,0,0,0,199,0,0,0,0,199,0,0,0,0,0,199,0,0,0,0,0,0,199,1,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,199,0,199,0,1,199,0,0,0,199,0,0,0,0,199,0,0,0,1,0,199,0,0,0,1,0,0,199,0,1,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,189,4,189,0,4,189,0,1,1,189,0,0,0,1,189,0,0,0,4,0,189,0,1,0,4,1,0,189,4,4,1,1,0,0,0,189,189,189,189,189,189,189,189,189,189,156,2,156,1,13,156,0,1,7,156,0,1,3,9,156,0,1,1,13,2,156,1,1,3,13,9,4,156,2,13,7,9,2,4,1,156,156,156,156,156,156,156,156,156,156,92,1,92,7,20,92,0,4,4,92,0,7,6,31,92,0,7,0,20,15,92,7,4,6,20,31,16,92,1,20,4,31,15,16,4,92,92,92,92,92,92,92,92,92,92,130,1,130,2,12,130,1,2,15,130,0,2,1,19,130,1,2,1,12,7,130,2,2,1,12,19,7,130,1,12,15,19,7,7,2,130,130,130,130,130,130,130,130,130,130,179,3,179,0,10,179,0,1,4,179,0,0,0,2,179,0,0,0,10,1,179,0,1,0,10,2,0,179,3,10,4,2,1,0,0,179,179,179,179,179,179,179,179,179,179,191,3,191,0,3,191,0,0,2,191,0,0,0,0,191,0,0,0,3,0,191,0,0,0,3,0,1,191,3,3,2,0,0,1,0,191,191,191,191,191,191,191,191,191,191,194,2,194,0,4,194,0,0,0,194,0,0,0,0,194,0,0,0,4,0,194,0,0,0,4,0,0,194,2,4,0,0,0,0,0,194,194,194,194,194,194,194,194,194,194,199,1,199,0,0,199,0,0,0,199,0,0,0,0,199,0,0,0,0,0,199,0,0,0,0,0,0,199,1,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,199,1,199,0,0,199,0,0,0,199,0,0,0,0,199,0,0,0,0,0,199,0,0,0,0,0,0,199,1,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,198,2,198,0,0,198,0,0,0,198,0,0,0,0,198,0,0,0,0,0,198,0,0,0,0,0,0,198,2,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,199,1,199,0,0,199,0,0,0,199,0,0,0,0,199,0,0,0,0,0,199,0,0,0,0,0,0,199,1,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,199,1,199,0,0,199,0,0,0,199,0,0,0,0,199,0,0,0,0,0,199,0,0,0,0,0,0,199,1,0,0,0,0,0,0,199,199,199,199,199,199,199,199,199,199,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,0,200,0,0,200,0,0,0,200,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,
