gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.367879, d0W1, d0W1, d0W1, d0W1, d1W1, d1W0.367879, d1W1, d1W1, d1W1, d1W1, d2W1, d2W0.367879, d2W1, d2W1, d2W1, d2W1, d3W1, d3W0.367879, d3W1, d3W1, d3W1, d3W1, d4W1, d4W0.367879, d4W1, d4W1, d4W1, d4W1, d5W1, d5W0.367879, d5W1, d5W1, d5W1, d5W1, d6W1, d6W0.367879, d6W1, d6W1, d6W1, d6W1, d7W1, d7W0.367879, d7W1, d7W1, d7W1, d7W1, d8W1, d8W0.367879, d8W1, d8W1, d8W1, d8W1, d9W1, d9W0.367879, d9W1, d9W1, d9W1, d9W1, d10W1, d10W0.367879, d10W1, d10W1, d10W1, d10W1, d11W1, d11W0.367879, d11W1, d11W1, d11W1, d11W1, d12W1, d12W0.367879, d12W1, d12W1, d12W1, d12W1, d13W1, d13W0.367879, d13W1, d13W1, d13W1, d13W1, d14W1, d14W0.367879, d14W1, d14W1, d14W1, d14W1, d15W1, d15W0.367879, d15W1, d15W1, d15W1, d15W1, d16W1, d16W0.367879, d16W1, d16W1, d16W1, d16W1, d17W1, d17W0.367879, d17W1, d17W1, d17W1, d17W1, d18W1, d18W0.367879, d18W1, d18W1, d18W1, d18W1, d19W1, d19W0.367879, d19W1, d19W1, d19W1, d19W1, 
0, 1,1,1,1,1,0.9975,0.9925,0.99,0.985,0.885,0.735,0.4975,0.145,0.0375,0.0525,0.03,0.005,0.0075,0,0.0025,1,1,1,1,1,1,0.9975,0.9775,0.9425,0.825,0.7225,0.4325,0.125,0.0525,0.0375,0.0075,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,199,0,1,199,1,199,185,0,15,185,15,185,167,2,31,167,31,167,118,3,79,118,79,118,95,5,100,95,100,95,87,9,104,87,104,87,111,3,86,111,86,111,168,1,31,168,31,168,159,1,40,159,40,159,187,0,13,187,13,187,193,0,7,193,7,193,199,0,1,199,1,199,199,0,1,199,1,199,200,0,0,200,0,200,
100, 1,1,1,1,1,0.99,0.9775,0.9475,0.9125,0.7775,0.6175,0.325,0.1125,0.07,0.0275,0.005,0,0,0,0,1,1,0.9975,0.965,0.9575,0.9725,0.9775,0.965,0.9375,0.8175,0.62,0.3475,0.0925,0.0975,0.025,0.015,0.015,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,198,0,2,198,2,198,179,0,21,179,21,179,183,0,17,183,17,183,188,0,12,188,12,188,182,0,18,182,18,182,168,1,31,168,31,168,151,3,46,151,46,151,103,11,86,103,86,103,84,18,98,84,98,84,104,10,86,104,86,104,136,3,61,136,61,136,146,1,53,146,53,146,178,0,22,178,22,178,194,0,6,194,6,194,195,0,5,195,5,195,199,0,1,199,1,199,200,0,0,200,0,200,200,0,0,200,0,200,
200, 1,1,1,1,0.9975,0.99,0.955,0.965,0.915,0.8475,0.6875,0.38,0.1575,0.095,0.03,0.0225,0,0,0,0,1,1,1,0.9825,0.9875,0.9575,0.94,0.955,0.9025,0.8425,0.685,0.3275,0.135,0.0175,0.04,0.025,0.0175,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,199,0,1,199,1,199,196,0,4,196,4,196,196,0,4,196,4,196,177,1,22,177,22,177,178,1,21,178,21,178,174,0,26,174,26,174,152,3,45,152,45,152,123,4,73,123,73,123,94,10,96,94,96,94,85,15,100,85,100,85,107,11,82,107,82,107,161,1,38,161,38,161,174,0,26,174,26,174,189,0,11,189,11,189,196,0,4,196,4,196,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
300, 1,1,1,0.9975,0.965,0.9875,0.985,0.945,0.9175,0.875,0.685,0.365,0.1675,0.1175,0.0625,0.0425,0.015,0.005,0.0025,0,1,1,1,1,1,0.99,0.9575,0.98,0.915,0.8275,0.6775,0.3775,0.215,0.1175,0.0225,0.0275,0.0075,0.0125,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,189,1,10,189,10,189,194,0,6,194,6,194,178,1,21,178,21,178,175,0,25,175,25,175,165,3,32,165,32,165,124,7,69,124,69,124,113,11,76,113,76,113,80,13,107,80,107,80,111,10,79,111,79,111,135,2,63,135,63,135,168,0,32,168,32,168,176,0,24,176,24,176,190,0,10,190,10,190,184,0,16,184,16,184,200,0,0,200,0,200,200,0,0,200,0,200,
400, 1,1,1,1,1,1,1,0.985,0.9725,0.955,0.82,0.6725,0.275,0.1175,0.0525,0.0075,0.0075,0.0275,0.02,0.0325,1,1,1,1,0.9975,0.9825,0.9875,0.9525,0.9325,0.9075,0.795,0.7,0.2575,0.1075,0.0625,0.0425,0.0175,0.0125,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,192,0,8,192,8,192,197,0,3,197,3,197,178,0,22,178,22,178,170,2,28,170,28,170,155,1,44,155,44,155,125,5,70,125,70,125,93,13,94,93,94,93,110,13,77,110,77,110,125,5,70,125,70,125,162,0,38,162,38,162,186,1,13,186,13,186,187,0,13,187,13,187,185,0,15,185,15,185,191,0,9,191,9,191,188,0,12,188,12,188,
500, 1,1,1,1,0.9975,0.9775,0.975,0.98,0.9625,0.945,0.85,0.7025,0.55,0.2175,0.1025,0.015,0.0025,0.0025,0,0,1,1,1,1,1,1,1,0.9925,0.985,0.955,0.8625,0.74,0.45,0.18,0.115,0.0225,0.0025,0.0025,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,188,0,12,188,12,188,191,0,9,191,9,191,192,0,8,192,8,192,181,0,19,181,19,181,161,0,39,161,39,161,110,4,86,110,86,110,91,14,95,91,95,91,83,26,91,83,91,83,116,9,75,116,75,116,153,1,46,153,46,153,176,1,23,176,23,176,196,0,4,196,4,196,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
600, 0.9925,0.9975,1,0.9975,1,0.9975,0.9825,0.9775,0.975,0.9275,0.8675,0.77,0.4225,0.175,0.085,0.0275,0.0075,0,0.0025,0.005,1,1,1,1,0.9975,0.9925,0.9775,0.9675,0.9675,0.9775,0.915,0.735,0.4275,0.21,0.1025,0.015,0.01,0,0,0,194,0,6,194,6,194,198,0,2,198,2,198,200,0,0,200,0,200,198,0,2,198,2,198,200,0,0,200,0,200,193,0,7,193,7,193,184,1,15,184,15,184,170,0,30,170,30,170,179,1,20,179,20,179,161,3,36,161,36,161,141,1,58,141,58,141,101,12,87,101,87,101,84,15,101,84,101,84,109,9,82,109,82,109,151,1,48,151,48,151,185,0,15,185,15,185,198,0,2,198,2,198,200,0,0,200,0,200,199,0,1,199,1,199,195,0,5,195,5,195,
700, 1,1,1,1,1,1,1,0.9975,0.9175,0.93,0.88,0.66,0.295,0.1325,0.0325,0.0525,0.03,0.01,0,0.0025,1,1,1,1,1,1,1,0.995,0.985,0.95,0.8525,0.6125,0.335,0.1075,0.06,0.0225,0.0025,0.0125,0.0475,0.0175,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,199,0,1,199,1,199,168,0,32,168,32,168,169,1,30,169,30,169,127,7,66,127,66,127,88,13,99,88,99,88,100,10,90,100,90,100,127,4,69,127,69,127,163,1,36,163,36,163,174,0,26,174,26,174,193,0,7,193,7,193,188,0,12,188,12,188,187,0,13,187,13,187,193,0,7,193,7,193,
800, 1,1,1,1,1,1,1,0.9625,0.955,0.905,0.745,0.465,0.1475,0.07,0.035,0.03,0.0125,0.0025,0,0,1,1,1,1,1,0.99,0.9825,0.965,0.9475,0.875,0.765,0.4575,0.2275,0.105,0.02,0.04,0.005,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,198,0,2,198,2,198,193,0,7,193,7,193,166,1,33,166,33,166,168,1,31,168,31,168,138,1,61,138,61,138,108,12,80,108,80,108,86,23,91,86,91,86,117,6,77,117,77,117,150,1,49,150,49,150,176,1,23,176,23,176,182,0,18,182,18,182,193,0,7,193,7,193,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
900, 1,1,1,1,1,1,0.9975,0.98,0.9825,0.9125,0.7,0.4,0.16,0.065,0.0775,0.0275,0.0275,0.02,0.005,0,1,1,1,1,1,1,0.995,0.97,0.9525,0.855,0.745,0.4075,0.2025,0.065,0.0275,0.01,0.0025,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,197,0,3,197,3,197,182,0,18,182,18,182,176,1,23,176,23,176,131,7,62,131,62,131,102,17,81,102,81,102,87,21,92,87,92,87,110,5,85,110,85,110,168,0,32,168,32,168,163,0,37,163,37,163,187,0,13,187,13,187,186,0,14,186,14,186,195,0,5,195,5,195,199,0,1,199,1,199,200,0,0,200,0,200,
