gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.904837, d0W0.97531, d0W1, d0W0.97531, d0W1, d1W1, d1W0.904837, d1W0.97531, d1W1, d1W0.97531, d1W1, d2W1, d2W0.904837, d2W0.97531, d2W1, d2W0.97531, d2W1, d3W1, d3W0.904837, d3W0.97531, d3W1, d3W0.97531, d3W1, d4W1, d4W0.904837, d4W0.97531, d4W1, d4W0.97531, d4W1, d5W1, d5W0.904837, d5W0.97531, d5W1, d5W0.97531, d5W1, d6W1, d6W0.904837, d6W0.97531, d6W1, d6W0.97531, d6W1, d7W1, d7W0.904837, d7W0.97531, d7W1, d7W0.97531, d7W1, d8W1, d8W0.904837, d8W0.97531, d8W1, d8W0.97531, d8W1, d9W1, d9W0.904837, d9W0.97531, d9W1, d9W0.97531, d9W1, d10W1, d10W0.904837, d10W0.97531, d10W1, d10W0.97531, d10W1, d11W1, d11W0.904837, d11W0.97531, d11W1, d11W0.97531, d11W1, d12W1, d12W0.904837, d12W0.97531, d12W1, d12W0.97531, d12W1, d13W1, d13W0.904837, d13W0.97531, d13W1, d13W0.97531, d13W1, d14W1, d14W0.904837, d14W0.97531, d14W1, d14W0.97531, d14W1, d15W1, d15W0.904837, d15W0.97531, d15W1, d15W0.97531, d15W1, d16W1, d16W0.904837, d16W0.97531, d16W1, d16W0.97531, d16W1, d17W1, d17W0.904837, d17W0.97531, d17W1, d17W0.97531, d17W1, d18W1, d18W0.904837, d18W0.97531, d18W1, d18W0.97531, d18W1, d19W1, d19W0.904837, d19W0.97531, d19W1, d19W0.97531, d19W1, 
0, 0.9805,0.985,0.985,0.9755,0.9445,0.8945,0.7945,0.6645,0.522,0.339,0.2115,0.121,0.0575,0.039,0.0145,0.006,0.004,0,0,0,0.997,0.9925,0.992,0.975,0.953,0.891,0.786,0.628,0.5445,0.404,0.261,0.1315,0.066,0.0485,0.03,0.019,0.0045,0.003,0,0,960,0,40,960,40,960,948,0,52,948,52,948,953,0,47,953,47,953,907,0,93,907,93,907,828,1,171,828,171,828,701,17,282,701,282,701,516,57,427,516,427,516,402,88,510,402,510,402,408,114,478,408,478,408,377,106,517,377,517,377,511,61,428,511,428,511,635,23,342,635,342,635,779,4,217,779,217,779,819,6,175,819,175,819,921,0,79,921,79,921,955,0,45,955,45,955,985,0,15,985,15,985,993,0,7,993,7,993,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
100, 0.992,0.99,0.993,0.9815,0.9645,0.9025,0.828,0.7165,0.576,0.356,0.245,0.105,0.0445,0.0175,0.014,0.0015,0.002,0,0,0,0.983,0.9865,0.992,0.9875,0.9575,0.916,0.8165,0.6765,0.5285,0.342,0.2515,0.1115,0.0485,0.038,0.02,0.006,0.002,0.001,0,0,945,0,55,945,55,945,957,0,43,957,43,957,967,0,33,967,33,967,925,1,74,925,74,925,862,1,137,862,137,862,736,19,245,736,245,736,569,51,380,569,380,569,454,62,484,454,484,454,400,110,490,400,490,400,405,107,488,405,488,405,489,62,449,489,449,489,664,23,313,664,313,664,842,5,153,842,153,842,900,0,100,900,100,900,935,1,64,935,64,935,980,0,20,980,20,980,991,0,9,991,9,991,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
200, 1,1,0.999,0.9895,0.9715,0.9415,0.897,0.765,0.631,0.4025,0.2385,0.1245,0.066,0.0315,0.0085,0.001,0.002,0,0,0,1,1,0.9965,0.9915,0.979,0.933,0.8275,0.7485,0.5485,0.4495,0.224,0.1015,0.0395,0.0315,0.0145,0.007,0.0015,0.001,0.001,0,999,0,1,999,1,999,1000,0,0,1000,0,1000,993,0,7,993,7,993,966,0,34,966,34,966,906,3,91,906,91,906,806,3,191,806,191,806,623,28,349,623,349,623,494,66,440,494,440,494,412,129,459,412,459,412,375,115,510,375,510,375,485,62,453,485,453,485,670,18,312,670,312,670,824,3,173,824,173,824,888,3,109,888,109,888,954,0,46,954,46,954,988,0,12,988,12,988,995,0,5,995,5,995,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
300, 1,0.9975,0.989,0.965,0.9395,0.903,0.85,0.735,0.5545,0.373,0.2315,0.1635,0.0895,0.045,0.015,0.019,0.007,0.002,0,0,0.9945,0.974,0.984,0.9615,0.9225,0.882,0.808,0.6645,0.5375,0.3745,0.2165,0.096,0.0585,0.035,0.016,0.0155,0.006,0.0025,0.003,0.0005,984,0,16,984,16,984,950,1,49,950,49,950,936,0,64,936,64,936,865,1,134,865,134,865,757,9,234,757,234,757,691,21,288,691,288,691,558,32,410,558,410,558,433,76,491,433,491,433,387,102,511,387,511,387,417,102,481,417,481,417,530,42,428,530,428,530,620,33,347,620,347,620,762,5,233,762,233,762,879,0,121,879,121,879,946,2,52,946,52,946,932,2,66,932,66,932,976,0,24,976,24,976,990,0,10,990,10,990,995,0,5,995,5,995,1000,0,0,1000,0,1000,
400, 0.9765,0.978,0.979,0.981,0.9615,0.9365,0.838,0.688,0.5355,0.3345,0.209,0.1185,0.0665,0.029,0.0145,0.004,0.004,0,0.003,0.004,0.9915,0.9825,0.982,0.9745,0.95,0.917,0.847,0.722,0.511,0.358,0.222,0.128,0.1005,0.0365,0.018,0.008,0.0005,0.0005,0.0065,0.0005,932,3,65,932,65,932,923,1,76,923,76,923,934,1,65,934,65,934,924,1,75,924,75,924,841,4,155,841,155,841,761,11,228,761,228,761,564,36,400,564,400,564,410,92,498,410,498,410,396,97,507,396,507,396,442,102,456,442,456,442,507,57,436,507,436,507,640,20,340,640,340,640,732,10,258,732,258,732,865,1,134,865,134,865,939,1,60,939,60,939,974,0,26,974,26,974,995,0,5,995,5,995,998,0,2,998,2,998,989,0,11,989,11,989,994,0,6,994,6,994,
500, 0.999,0.995,0.9905,0.985,0.9535,0.912,0.842,0.7545,0.6055,0.4145,0.2795,0.159,0.104,0.0275,0.015,0.0115,0.003,0.0005,0.002,0.0015,0.9995,0.998,0.995,0.978,0.955,0.878,0.81,0.715,0.5865,0.395,0.233,0.1355,0.0725,0.0385,0.016,0.0035,0.004,0,0,0,996,0,4,996,4,996,990,0,10,990,10,990,965,0,35,965,35,965,922,0,78,922,78,922,842,2,156,842,156,842,699,17,284,699,284,699,551,26,423,551,423,551,446,78,476,446,476,446,384,97,519,384,519,384,437,88,475,437,475,437,481,59,460,481,460,481,611,33,356,611,356,611,750,8,242,750,242,750,882,2,116,882,116,882,950,0,50,950,50,950,968,0,32,968,32,968,988,0,12,988,12,988,996,0,4,996,4,996,996,0,4,996,4,996,996,0,4,996,4,996,
600, 0.9965,0.998,0.9955,0.99,0.967,0.9225,0.84,0.7685,0.5705,0.4255,0.303,0.1475,0.079,0.0435,0.0285,0.0065,0.004,0.0015,0.0005,0,0.9995,0.9965,0.9925,0.996,0.976,0.928,0.86,0.724,0.5445,0.391,0.2175,0.1325,0.087,0.0515,0.025,0.014,0.0085,0.0015,0,0,986,0,14,986,14,986,987,0,13,987,13,987,968,0,32,968,32,968,982,0,18,982,18,982,899,2,99,899,99,899,774,9,217,774,217,774,598,35,367,598,367,598,466,63,471,466,471,466,401,102,497,401,497,401,415,123,462,415,462,415,424,79,497,424,497,424,606,26,368,606,368,606,731,11,258,731,258,731,811,5,184,811,184,811,877,1,122,877,122,877,947,0,53,947,53,947,978,0,22,978,22,978,995,0,5,995,5,995,999,0,1,999,1,999,998,0,2,998,2,998,
700, 0.9985,0.993,0.985,0.9745,0.971,0.954,0.8725,0.7865,0.6355,0.4605,0.306,0.154,0.1,0.0475,0.0275,0.007,0.0015,0,0.005,0.0015,0.999,0.996,0.994,0.9905,0.984,0.933,0.8655,0.746,0.5945,0.4245,0.279,0.147,0.0685,0.0275,0.007,0.004,0.001,0,0,0,993,0,7,993,7,993,985,0,15,985,15,985,961,0,39,961,39,961,936,1,63,936,63,936,904,0,96,904,96,904,807,5,188,807,188,807,640,26,334,640,334,640,505,56,439,505,439,505,399,104,497,399,497,399,408,99,493,408,493,408,455,82,463,455,463,455,595,33,372,595,372,595,734,9,257,734,257,734,861,1,138,861,138,861,930,1,69,930,69,930,980,0,20,980,20,980,996,0,4,996,4,996,999,0,1,999,1,999,991,0,9,991,9,991,996,0,4,996,4,996,
800, 0.9975,0.997,0.993,0.991,0.9645,0.9325,0.8845,0.795,0.629,0.4455,0.255,0.1895,0.127,0.0365,0.0275,0.0185,0.007,0.008,0.012,0.0045,0.9935,0.987,0.9895,0.966,0.96,0.928,0.845,0.748,0.565,0.436,0.291,0.1655,0.101,0.073,0.048,0.0275,0.014,0.004,0,0,979,0,21,979,21,979,965,0,35,965,35,965,966,0,34,966,34,966,925,2,73,925,73,925,861,3,136,861,136,861,776,8,216,776,216,776,633,21,346,633,346,633,511,44,445,511,445,511,396,97,507,396,507,396,368,114,518,368,518,368,428,71,501,428,501,428,560,46,394,560,394,560,690,20,290,690,290,690,806,5,189,806,189,806,859,2,139,859,139,859,905,1,94,905,94,905,944,0,56,944,56,944,969,0,31,969,31,969,976,0,24,976,24,976,984,0,16,984,16,984,
900, 0.999,0.9975,0.9905,0.986,0.982,0.9195,0.8515,0.745,0.5995,0.443,0.268,0.1545,0.083,0.0435,0.0095,0.0005,0,0,0,0,1,0.9995,0.99,0.9825,0.9765,0.9315,0.862,0.764,0.584,0.4165,0.255,0.1725,0.104,0.0505,0.019,0.002,0.0095,0.0055,0.001,0.0015,999,0,1,999,1,999,991,0,9,991,9,991,951,1,48,951,48,951,934,0,66,934,66,934,925,2,73,925,73,925,754,8,238,754,238,754,578,33,389,578,389,578,500,57,443,500,443,500,386,97,517,386,517,386,431,97,472,431,472,431,466,77,457,466,457,466,591,25,384,591,384,591,703,15,282,703,282,703,841,2,157,841,157,841,939,0,61,939,61,939,995,0,5,995,5,995,971,0,29,971,29,971,993,0,7,993,7,993,997,0,3,997,3,997,997,0,3,997,3,997,
