gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d0W1, d0W0.645649, d0W0.791065, d0W0.472367, d0W0.543691, d0W0.645649, d0W0.391606, d0W0.423427, d0W0.472367, d0W0.543691, d0W0.367879, d0W0.373673, d0W0.391606, d0W0.423427, d0W0.472367, d0W0.391606, d0W0.373673, d0W0.367879, d0W0.373673, d0W0.391606, d0W0.423427, d0W0.472367, d0W0.423427, d0W0.391606, d0W0.373673, d0W0.367879, d0W0.373673, d0W0.391606, d0W0.645649, d0W0.543691, d0W0.472367, d0W0.423427, d0W0.391606, d0W0.373673, d0W0.367879, d0W0.373673, d0W1, d0W0.791065, d0W0.645649, d0W0.543691, d0W0.472367, d0W0.423427, d0W0.391606, d0W0.373673, d0W0.367879, d1W1, d1W0.645649, d1W0.791065, d1W0.472367, d1W0.543691, d1W0.645649, d1W0.391606, d1W0.423427, d1W0.472367, d1W0.543691, d1W0.367879, d1W0.373673, d1W0.391606, d1W0.423427, d1W0.472367, d1W0.391606, d1W0.373673, d1W0.367879, d1W0.373673, d1W0.391606, d1W0.423427, d1W0.472367, d1W0.423427, d1W0.391606, d1W0.373673, d1W0.367879, d1W0.373673, d1W0.391606, d1W0.645649, d1W0.543691, d1W0.472367, d1W0.423427, d1W0.391606, d1W0.373673, d1W0.367879, d1W0.373673, d1W1, d1W0.791065, d1W0.645649, d1W0.543691, d1W0.472367, d1W0.423427, d1W0.391606, d1W0.373673, d1W0.367879, d2W1, d2W0.645649, d2W0.791065, d2W0.472367, d2W0.543691, d2W0.645649, d2W0.391606, d2W0.423427, d2W0.472367, d2W0.543691, d2W0.367879, d2W0.373673, d2W0.391606, d2W0.423427, d2W0.472367, d2W0.391606, d2W0.373673, d2W0.367879, d2W0.373673, d2W0.391606, d2W0.423427, d2W0.472367, d2W0.423427, d2W0.391606, d2W0.373673, d2W0.367879, d2W0.373673, d2W0.391606, d2W0.645649, d2W0.543691, d2W0.472367, d2W0.423427, d2W0.391606, d2W0.373673, d2W0.367879, d2W0.373673, d2W1, d2W0.791065, d2W0.645649, d2W0.543691, d2W0.472367, d2W0.423427, d2W0.391606, d2W0.373673, d2W0.367879, d3W1, d3W0.645649, d3W0.791065, d3W0.472367, d3W0.543691, d3W0.645649, d3W0.391606, d3W0.423427, d3W0.472367, d3W0.543691, d3W0.367879, d3W0.373673, d3W0.391606, d3W0.423427, d3W0.472367, d3W0.391606, d3W0.373673, d3W0.367879, d3W0.373673, d3W0.391606, d3W0.423427, d3W0.472367, d3W0.423427, d3W0.391606, d3W0.373673, d3W0.367879, d3W0.373673, d3W0.391606, d3W0.645649, d3W0.543691, d3W0.472367, d3W0.423427, d3W0.391606, d3W0.373673, d3W0.367879, d3W0.373673, d3W1, d3W0.791065, d3W0.645649, d3W0.543691, d3W0.472367, d3W0.423427, d3W0.391606, d3W0.373673, d3W0.367879, d4W1, d4W0.645649, d4W0.791065, d4W0.472367, d4W0.543691, d4W0.645649, d4W0.391606, d4W0.423427, d4W0.472367, d4W0.543691, d4W0.367879, d4W0.373673, d4W0.391606, d4W0.423427, d4W0.472367, d4W0.391606, d4W0.373673, d4W0.367879, d4W0.373673, d4W0.391606, d4W0.423427, d4W0.472367, d4W0.423427, d4W0.391606, d4W0.373673, d4W0.367879, d4W0.373673, d4W0.391606, d4W0.645649, d4W0.543691, d4W0.472367, d4W0.423427, d4W0.391606, d4W0.373673, d4W0.367879, d4W0.373673, d4W1, d4W0.791065, d4W0.645649, d4W0.543691, d4W0.472367, d4W0.423427, d4W0.391606, d4W0.373673, d4W0.367879, d5W1, d5W0.645649, d5W0.791065, d5W0.472367, d5W0.543691, d5W0.645649, d5W0.391606, d5W0.423427, d5W0.472367, d5W0.543691, d5W0.367879, d5W0.373673, d5W0.391606, d5W0.423427, d5W0.472367, d5W0.391606, d5W0.373673, d5W0.367879, d5W0.373673, d5W0.391606, d5W0.423427, d5W0.472367, d5W0.423427, d5W0.391606, d5W0.373673, d5W0.367879, d5W0.373673, d5W0.391606, d5W0.645649, d5W0.543691, d5W0.472367, d5W0.423427, d5W0.391606, d5W0.373673, d5W0.367879, d5W0.373673, d5W1, d5W0.791065, d5W0.645649, d5W0.543691, d5W0.472367, d5W0.423427, d5W0.391606, d5W0.373673, d5W0.367879, d6W1, d6W0.645649, d6W0.791065, d6W0.472367, d6W0.543691, d6W0.645649, d6W0.391606, d6W0.423427, d6W0.472367, d6W0.543691, d6W0.367879, d6W0.373673, d6W0.391606, d6W0.423427, d6W0.472367, d6W0.391606, d6W0.373673, d6W0.367879, d6W0.373673, d6W0.391606, d6W0.423427, d6W0.472367, d6W0.423427, d6W0.391606, d6W0.373673, d6W0.367879, d6W0.373673, d6W0.391606, d6W0.645649, d6W0.543691, d6W0.472367, d6W0.423427, d6W0.391606, d6W0.373673, d6W0.367879, d6W0.373673, d6W1, d6W0.791065, d6W0.645649, d6W0.543691, d6W0.472367, d6W0.423427, d6W0.391606, d6W0.373673, d6W0.367879, d7W1, d7W0.645649, d7W0.791065, d7W0.472367, d7W0.543691, d7W0.645649, d7W0.391606, d7W0.423427, d7W0.472367, d7W0.543691, d7W0.367879, d7W0.373673, d7W0.391606, d7W0.423427, d7W0.472367, d7W0.391606, d7W0.373673, d7W0.367879, d7W0.373673, d7W0.391606, d7W0.423427, d7W0.472367, d7W0.423427, d7W0.391606, d7W0.373673, d7W0.367879, d7W0.373673, d7W0.391606, d7W0.645649, d7W0.543691, d7W0.472367, d7W0.423427, d7W0.391606, d7W0.373673, d7W0.367879, d7W0.373673, d7W1, d7W0.791065, d7W0.645649, d7W0.543691, d7W0.472367, d7W0.423427, d7W0.391606, d7W0.373673, d7W0.367879, 
0, 1,1,0.985,0.8325,0.13,0.02,0,0,1,1,0.9875,0.835,0.145,0.0125,0,0,1,1,0.985,0.825,0.14,0.0175,0,0,1,1,0.9875,0.835,0.1575,0.0075,0.005,0,1,1,0.98,0.845,0.1425,0.01,0.005,0,1,1,0.995,0.815,0.14,0.0125,0,0,1,1,0.995,0.8425,0.1375,0.02,0.0025,0,1,1,0.9925,0.8375,0.1375,0.0075,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,199,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,177,5,16,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,177,16,5,2,0,0,0,0,0,119,11,39,1,5,11,6,2,1,5,15,2,6,2,1,6,2,15,2,6,2,1,2,6,2,15,2,6,11,5,1,2,6,2,15,2,119,39,11,5,1,2,6,2,15,107,15,26,8,6,15,4,6,8,6,20,8,4,6,8,4,8,20,8,4,6,8,6,4,8,20,8,4,15,6,8,6,4,8,20,8,107,26,15,6,8,6,4,8,20,168,2,21,1,2,2,1,2,1,2,3,0,1,2,1,1,0,3,0,1,2,1,2,1,0,3,0,1,2,2,1,2,1,0,3,0,168,21,2,2,1,2,1,0,3,195,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,5,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
10, 1,0.9975,0.9875,0.83,0.0925,0.0025,0,0,1,0.9975,0.9925,0.8175,0.0875,0.0225,0,0,1,1,0.9775,0.8125,0.0825,0,0,0,1,1,0.9975,0.81,0.095,0.005,0,0,1,1,0.9875,0.8,0.0975,0.0175,0,0,1,1,0.9875,0.8125,0.105,0.0175,0,0,1,1,0.995,0.825,0.095,0.0075,0,0,1,1,0.9825,0.8325,0.095,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,198,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,0,0,0,0,0,0,0,179,7,5,2,4,7,0,1,2,4,1,1,0,1,2,0,1,1,1,0,1,2,1,0,1,1,1,0,7,4,2,1,0,1,1,1,179,5,7,4,2,1,0,1,1,75,20,48,11,13,20,7,6,11,13,14,6,7,6,11,7,6,14,6,7,6,11,6,7,6,14,6,7,20,13,11,6,7,6,14,6,75,48,20,13,11,6,7,6,14,130,8,28,6,6,8,4,7,6,6,9,2,4,7,6,4,2,9,2,4,7,6,7,4,2,9,2,4,8,6,6,7,4,2,9,2,130,28,8,6,6,7,4,2,9,180,2,15,1,1,2,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,2,1,1,0,1,0,0,0,180,15,2,1,1,0,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,
20, 1,0.9975,0.9775,0.8225,0.13,0,0,0,1,1,0.9875,0.825,0.12,0,0.005,0.0025,1,0.995,0.99,0.8225,0.1325,0.0025,0.0025,0,1,1,0.99,0.815,0.12,0.005,0,0,1,1,0.9825,0.8075,0.12,0.0025,0,0.0025,1,1,0.98,0.82,0.1275,0.005,0,0,1,1,0.985,0.8125,0.13,0.0075,0,0.005,1,1,0.9875,0.84,0.115,0.005,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,180,2,14,0,3,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,180,14,2,3,0,1,0,0,0,88,20,43,5,8,20,10,10,5,8,11,5,10,10,5,10,5,11,5,10,10,5,10,10,5,11,5,10,20,8,5,10,10,5,11,5,88,43,20,8,5,10,10,5,11,135,9,27,3,7,9,1,3,3,7,11,4,1,3,3,1,4,11,4,1,3,3,3,1,4,11,4,1,9,7,3,3,1,4,11,4,135,27,9,7,3,3,1,4,11,192,2,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,192,5,2,0,0,0,0,0,1,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,0,0,0,0,0,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,0,0,0,0,0,
30, 1,1,0.99,0.8775,0.11,0.005,0,0,1,1,0.9975,0.8975,0.1075,0.01,0.0025,0,1,1,1,0.89,0.1225,0.0075,0,0,1,0.9975,1,0.8725,0.11,0.005,0,0,1,1,0.9925,0.885,0.1125,0.0125,0.0025,0.0025,1,0.9975,1,0.8975,0.115,0.01,0,0,1,1,0.9975,0.89,0.12,0.005,0,0,1,1,1,0.8875,0.1075,0.0025,0.005,0.0025,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,195,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,195,4,1,0,0,0,0,0,0,188,2,9,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,188,9,2,0,1,0,0,0,0,115,12,38,3,8,12,0,2,3,8,19,3,0,2,3,0,3,19,3,0,2,3,2,0,3,19,3,0,12,8,3,2,0,3,19,3,115,38,12,8,3,2,0,3,19,148,4,24,3,6,4,3,0,3,6,9,3,3,0,3,3,3,9,3,3,0,3,0,3,3,9,3,3,4,6,3,0,3,3,9,3,148,24,4,6,3,0,3,3,9,188,1,8,0,0,1,0,1,0,0,2,0,0,1,0,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,188,8,1,0,0,1,0,0,2,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,
40, 1,1,0.9925,0.8675,0.0925,0.005,0,0,1,1,0.99,0.865,0.09,0.0075,0.005,0,1,1,0.995,0.86,0.08,0,0,0,1,1,0.9925,0.88,0.0775,0,0,0,1,1,0.9925,0.8525,0.0825,0.005,0,0,1,1,0.9975,0.8775,0.0825,0.0025,0,0,1,1,0.9875,0.875,0.0775,0,0,0,1,1,0.9925,0.855,0.0725,0.0075,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,188,1,7,1,1,1,0,0,1,1,0,2,0,0,1,0,2,0,2,0,0,1,0,0,2,0,2,0,1,1,1,0,0,2,0,2,188,7,1,1,1,0,0,2,0,109,16,29,10,7,16,2,8,10,7,13,6,2,8,10,2,6,13,6,2,8,10,8,2,6,13,6,2,16,7,10,8,2,6,13,6,109,29,16,7,10,8,2,6,13,139,8,28,3,4,8,0,6,3,4,9,3,0,6,3,0,3,9,3,0,6,3,6,0,3,9,3,0,8,4,3,6,0,3,9,3,139,28,8,4,3,6,0,3,9,191,3,5,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,191,5,3,0,0,1,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,
50, 1,1,0.98,0.82,0.11,0.0175,0.0025,0.0025,1,1,0.995,0.8525,0.105,0.015,0.005,0,1,0.9975,0.98,0.85,0.115,0.005,0,0,1,0.9975,0.99,0.845,0.095,0.0125,0,0,1,1,0.98,0.835,0.1225,0.01,0,0,1,1,0.9875,0.8375,0.1,0.015,0,0,1,0.995,0.99,0.8275,0.11,0.015,0,0,1,1,0.995,0.8575,0.125,0.045,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,0,0,0,0,0,182,5,9,1,3,5,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,1,0,0,0,0,0,182,9,5,3,1,0,0,0,0,107,18,31,14,8,18,2,4,14,8,13,3,2,4,14,2,3,13,3,2,4,14,4,2,3,13,3,2,18,8,14,4,2,3,13,3,107,31,18,8,14,4,2,3,13,128,7,41,4,4,7,3,3,4,4,7,3,3,3,4,3,3,7,3,3,3,4,3,3,3,7,3,3,7,4,4,3,3,3,7,3,128,41,7,4,4,3,3,3,7,181,2,15,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,181,15,2,0,0,2,0,0,0,198,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,198,1,1,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
60, 1,0.9975,0.9875,0.855,0.1575,0.0025,0,0,1,1,0.995,0.8775,0.1675,0.015,0,0,1,1,0.995,0.8875,0.1575,0.0025,0,0,1,1,0.9925,0.87,0.15,0.0025,0,0,1,1,0.9925,0.8825,0.1675,0.0025,0,0,1,0.99,0.985,0.8725,0.1575,0.0025,0,0,1,1,0.995,0.88,0.175,0.015,0,0,1,1,1,0.885,0.17,0.015,0.0025,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,0,0,0,0,0,180,7,11,0,0,7,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,7,0,0,0,1,1,0,1,180,11,7,0,0,0,1,1,0,113,18,42,4,3,18,1,3,4,3,12,4,1,3,4,1,4,12,4,1,3,4,3,1,4,12,4,1,18,3,4,3,1,4,12,4,113,42,18,3,4,3,1,4,12,124,11,26,5,8,11,2,3,5,8,17,4,2,3,5,2,4,17,4,2,3,5,3,2,4,17,4,2,11,8,5,3,2,4,17,4,124,26,11,8,5,3,2,4,17,181,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,181,17,1,0,0,0,0,0,1,198,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
70, 1,1,0.99,0.84,0.135,0.0075,0,0,1,0.9925,0.9875,0.885,0.15,0.0175,0.0025,0.0025,1,1,0.995,0.875,0.1475,0.0175,0,0,1,1,0.995,0.865,0.16,0.0075,0.005,0,1,1,0.9875,0.905,0.1475,0.05,0.0075,0.0025,1,1,0.9875,0.8575,0.1425,0.01,0,0,1,1,0.9975,0.87,0.155,0.0075,0,0,1,1,0.9875,0.8425,0.1375,0.01,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,176,3,18,1,1,3,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,3,1,1,0,0,1,0,1,176,18,3,1,1,0,0,1,0,110,16,35,6,17,16,2,3,6,17,8,3,2,3,6,2,3,8,3,2,3,6,3,2,3,8,3,2,16,17,6,3,2,3,8,3,110,35,16,17,6,3,2,3,8,115,9,34,11,8,9,3,5,11,8,11,4,3,5,11,3,4,11,4,3,5,11,5,3,4,11,4,3,9,8,11,5,3,4,11,4,115,34,9,8,11,5,3,4,11,172,3,19,1,3,3,0,1,1,3,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,3,3,1,1,0,0,1,0,172,19,3,3,1,1,0,0,1,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,0,0,0,0,0,198,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,0,0,0,0,0,0,0,
80, 1,1,0.99,0.8775,0.11,0.015,0,0,0.995,0.995,0.9925,0.8775,0.12,0.0375,0.0025,0.0025,1,0.9925,0.9875,0.8675,0.095,0.005,0,0,1,1,0.985,0.8725,0.12,0.0075,0,0,1,0.9975,0.98,0.84,0.1025,0.0125,0,0,1,0.9925,0.995,0.865,0.0825,0.015,0,0,1,1,0.9925,0.8575,0.0975,0.0125,0.0025,0,1,1,0.9875,0.855,0.095,0.0125,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,191,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191,8,1,0,0,0,0,0,0,180,4,11,2,2,4,0,0,2,2,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,4,2,2,0,0,0,1,0,180,11,4,2,2,0,0,0,1,106,13,43,7,5,13,2,1,7,5,17,6,2,1,7,2,6,17,6,2,1,7,1,2,6,17,6,2,13,5,7,1,2,6,17,6,106,43,13,5,7,1,2,6,17,136,10,28,1,3,10,1,0,1,3,18,3,1,0,1,1,3,18,3,1,0,1,0,1,3,18,3,1,10,3,1,0,1,3,18,3,136,28,10,3,1,0,1,3,18,178,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,178,20,0,0,0,0,0,0,2,196,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,4,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,
90, 1,1,0.985,0.7825,0.0875,0.0125,0,0,0.98,1,0.9775,0.8,0.075,0.0075,0,0,1,1,0.9825,0.79,0.1075,0.0075,0,0,1,1,0.9825,0.805,0.08,0.01,0,0,1,1,0.98,0.795,0.0775,0.0125,0.0025,0,1,0.9975,0.965,0.805,0.075,0.005,0,0,1,1,0.9825,0.8075,0.09,0.0125,0,0,1,1,0.9875,0.805,0.0875,0.0025,0,0,193,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,7,0,0,0,0,0,0,0,197,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,3,0,0,0,0,0,0,0,185,2,11,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,185,11,2,0,0,0,0,0,2,121,14,25,2,4,14,1,3,2,4,24,6,1,3,2,1,6,24,6,1,3,2,3,1,6,24,6,1,14,4,2,3,1,6,24,6,121,25,14,4,2,3,1,6,24,145,5,21,4,5,5,3,6,4,5,7,4,3,6,4,3,4,7,4,3,6,4,6,3,4,7,4,3,5,5,4,6,3,4,7,4,145,21,5,5,4,6,3,4,7,179,2,13,2,1,2,0,2,2,1,1,0,0,2,2,0,0,1,0,0,2,2,2,0,0,1,0,0,2,1,2,2,0,0,1,0,179,13,2,1,2,2,0,0,1,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
