gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.63223, d0W1, d0W0.63223, d0W1, d1W1, d1W0.606531, d1W0.63223, d1W1, d1W0.63223, d1W1, d2W1, d2W0.606531, d2W0.63223, d2W1, d2W0.63223, d2W1, d3W1, d3W0.606531, d3W0.63223, d3W1, d3W0.63223, d3W1, d4W1, d4W0.606531, d4W0.63223, d4W1, d4W0.63223, d4W1, d5W1, d5W0.606531, d5W0.63223, d5W1, d5W0.63223, d5W1, d6W1, d6W0.606531, d6W0.63223, d6W1, d6W0.63223, d6W1, d7W1, d7W0.606531, d7W0.63223, d7W1, d7W0.63223, d7W1, d8W1, d8W0.606531, d8W0.63223, d8W1, d8W0.63223, d8W1, d9W1, d9W0.606531, d9W0.63223, d9W1, d9W0.63223, d9W1, d10W1, d10W0.606531, d10W0.63223, d10W1, d10W0.63223, d10W1, d11W1, d11W0.606531, d11W0.63223, d11W1, d11W0.63223, d11W1, d12W1, d12W0.606531, d12W0.63223, d12W1, d12W0.63223, d12W1, d13W1, d13W0.606531, d13W0.63223, d13W1, d13W0.63223, d13W1, d14W1, d14W0.606531, d14W0.63223, d14W1, d14W0.63223, d14W1, d15W1, d15W0.606531, d15W0.63223, d15W1, d15W0.63223, d15W1, d16W1, d16W0.606531, d16W0.63223, d16W1, d16W0.63223, d16W1, d17W1, d17W0.606531, d17W0.63223, d17W1, d17W0.63223, d17W1, d18W1, d18W0.606531, d18W0.63223, d18W1, d18W0.63223, d18W1, d19W1, d19W0.606531, d19W0.63223, d19W1, d19W0.63223, d19W1, 
0, 1,1,1,1,1,1,0.99875,0.98275,0.859,0.38275,0.07425,0.00975,0.00075,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9975,0.9805,0.854,0.3905,0.073,0.009,0.00125,0,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1985,0,15,1985,15,1985,1900,1,99,1900,99,1900,1493,26,481,1493,481,1493,1023,104,873,1023,873,1023,1634,12,354,1634,354,1634,1949,0,51,1949,51,1949,1995,0,5,1995,5,1995,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
100, 1,1,1,1,1,0.99975,0.998,0.9755,0.8395,0.37475,0.05825,0.00825,0.00125,0.0005,0,0,0,0,0,0,1,1,1,1,1,0.9995,0.99875,0.976,0.85275,0.38275,0.05975,0.00525,0.00025,0.00075,0.00025,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1997,0,3,1997,3,1997,1986,0,14,1986,14,1986,1887,2,111,1887,111,1887,1453,21,526,1453,526,1453,1043,90,867,1043,867,1043,1736,11,253,1736,253,1736,1959,0,41,1959,41,1959,1986,0,14,1986,14,1986,1996,0,4,1996,4,1996,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
200, 1,1,1,1,1,0.99925,0.9975,0.97875,0.854,0.3765,0.0695,0.01,0.00075,0.00025,0,0,0,0,0,0,1,1,1,1,1,1,0.9975,0.98075,0.86175,0.402,0.0745,0.00625,0.00175,0.0005,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1988,0,12,1988,12,1988,1887,1,112,1887,112,1887,1466,27,507,1466,507,1466,1054,104,842,1054,842,1054,1690,13,297,1690,297,1690,1954,0,46,1954,46,1954,1990,0,10,1990,10,1990,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
300, 1,1,1,1,1,1,0.998,0.97825,0.84425,0.3805,0.07375,0.0045,0.00025,0,0,0,0,0,0,0,1,1,1,1,1,0.99975,0.997,0.9775,0.84275,0.3735,0.069,0.00625,0.00025,0,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1991,0,9,1991,9,1991,1889,3,108,1889,108,1889,1474,23,503,1474,503,1474,1006,104,890,1006,890,1006,1702,7,291,1702,291,1702,1966,0,34,1966,34,1966,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
400, 1,1,1,1,1,0.99925,0.9935,0.97275,0.8395,0.35525,0.06425,0.005,0.001,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99525,0.97475,0.848,0.3685,0.06225,0.00625,0.0005,0,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1976,0,24,1976,24,1976,1842,8,150,1842,150,1842,1441,28,531,1441,531,1441,1075,98,827,1075,827,1075,1713,8,279,1713,279,1713,1963,0,37,1963,37,1963,1994,0,6,1994,6,1994,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
500, 1,1,1,1,1,1,0.99825,0.9735,0.80675,0.30825,0.05375,0.005,0.00075,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99825,0.97425,0.81075,0.3065,0.047,0.00525,0.00075,0,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1984,0,16,1984,16,1984,1845,2,153,1845,153,1845,1285,58,657,1285,657,1285,1100,90,810,1100,810,1100,1746,5,249,1746,249,1746,1962,0,38,1962,38,1962,1997,0,3,1997,3,1997,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
600, 1,1,1,1,1,1,0.998,0.968,0.82375,0.3035,0.042,0.00625,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99925,0.972,0.825,0.315,0.051,0.00325,0,0,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1989,0,11,1989,11,1989,1857,2,141,1857,141,1857,1418,21,561,1418,561,1418,1174,80,746,1174,746,1174,1747,7,246,1747,246,1747,1972,0,28,1972,28,1972,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
700, 1,1,1,1,1,1,0.996,0.9705,0.766,0.26975,0.04475,0.00575,0.00075,0,0,0,0,0,0,0,1,1,1,1,1,1,0.99475,0.968,0.7605,0.26,0.047,0.00475,0.00025,0,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1979,0,21,1979,21,1979,1804,2,194,1804,194,1804,1249,66,685,1249,685,1249,1242,60,698,1242,698,1242,1773,4,223,1773,223,1773,1961,0,39,1961,39,1961,1995,0,5,1995,5,1995,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
800, 1,1,1,1,1,0.99975,0.996,0.95175,0.75475,0.2345,0.03325,0.0035,0,0,0,0,0,0,0,0,1,1,1,1,1,0.9995,0.99575,0.9565,0.7575,0.24175,0.03525,0.00325,0.0005,0,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1963,0,37,1963,37,1963,1780,11,209,1780,209,1780,1231,46,723,1231,723,1231,1246,55,699,1246,699,1246,1859,0,141,1859,141,1859,1972,0,28,1972,28,1972,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
900, 1,1,1,1,0.99975,0.99975,0.99525,0.96475,0.7405,0.2635,0.042,0.00475,0.0005,0,0,0,0,0,0,0,1,1,1,1,1,0.9995,0.99525,0.9615,0.736,0.2645,0.04325,0.00375,0.00025,0.00025,0,0,0,0,0,0,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1996,0,4,1996,4,1996,1971,0,29,1971,29,1971,1805,3,192,1805,192,1805,1249,56,695,1249,695,1249,1173,52,775,1173,775,1173,1812,5,183,1812,183,1812,1976,0,24,1976,24,1976,1997,0,3,1997,3,1997,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
