gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.63223, d0W1, d0W0.63223, d0W1, d1W1, d1W0.606531, d1W0.63223, d1W1, d1W0.63223, d1W1, d2W1, d2W0.606531, d2W0.63223, d2W1, d2W0.63223, d2W1, d3W1, d3W0.606531, d3W0.63223, d3W1, d3W0.63223, d3W1, d4W1, d4W0.606531, d4W0.63223, d4W1, d4W0.63223, d4W1, d5W1, d5W0.606531, d5W0.63223, d5W1, d5W0.63223, d5W1, d6W1, d6W0.606531, d6W0.63223, d6W1, d6W0.63223, d6W1, d7W1, d7W0.606531, d7W0.63223, d7W1, d7W0.63223, d7W1, d8W1, d8W0.606531, d8W0.63223, d8W1, d8W0.63223, d8W1, d9W1, d9W0.606531, d9W0.63223, d9W1, d9W0.63223, d9W1, d10W1, d10W0.606531, d10W0.63223, d10W1, d10W0.63223, d10W1, d11W1, d11W0.606531, d11W0.63223, d11W1, d11W0.63223, d11W1, d12W1, d12W0.606531, d12W0.63223, d12W1, d12W0.63223, d12W1, d13W1, d13W0.606531, d13W0.63223, d13W1, d13W0.63223, d13W1, d14W1, d14W0.606531, d14W0.63223, d14W1, d14W0.63223, d14W1, d15W1, d15W0.606531, d15W0.63223, d15W1, d15W0.63223, d15W1, d16W1, d16W0.606531, d16W0.63223, d16W1, d16W0.63223, d16W1, d17W1, d17W0.606531, d17W0.63223, d17W1, d17W0.63223, d17W1, d18W1, d18W0.606531, d18W0.63223, d18W1, d18W0.63223, d18W1, d19W1, d19W0.606531, d19W0.63223, d19W1, d19W0.63223, d19W1, 
0, 0.9995,0.9985,0.99275,0.976,0.9325,0.828,0.6495,0.43975,0.22875,0.11275,0.0395,0.01425,0.0035,0.00075,0.0005,0,0,0,0,0,0.9995,0.99775,0.99025,0.97425,0.9365,0.83325,0.652,0.44825,0.24375,0.11975,0.0405,0.01725,0.003,0.00225,0.00075,0,0,0,0,0,1993,0,7,1993,7,1993,1990,0,10,1990,10,1990,1958,0,42,1958,42,1958,1825,2,173,1825,173,1825,1672,11,317,1672,317,1672,1378,42,580,1378,580,1378,1133,87,780,1133,780,1133,1082,114,804,1082,804,1082,1249,50,701,1249,701,1249,1511,21,468,1511,468,1511,1781,4,215,1781,215,1781,1899,2,99,1899,99,1899,1971,0,29,1971,29,1971,1997,0,3,1997,3,1997,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
100, 0.999,0.9985,0.99325,0.983,0.9465,0.8625,0.722,0.51375,0.28175,0.1295,0.056,0.0145,0.004,0.00125,0,0.00025,0,0,0,0,0.99975,0.99825,0.994,0.9805,0.9455,0.862,0.71225,0.50325,0.28725,0.14075,0.05075,0.012,0.005,0.0015,0.00025,0,0,0,0,0,1993,0,7,1993,7,1993,1989,0,11,1989,11,1989,1961,0,39,1961,39,1961,1856,0,144,1856,144,1856,1700,9,291,1700,291,1700,1442,33,525,1442,525,1442,1172,86,742,1172,742,1172,1053,93,854,1053,854,1053,1205,60,735,1205,735,1205,1446,40,514,1446,514,1446,1720,6,274,1720,274,1720,1909,1,90,1909,90,1909,1961,0,39,1961,39,1961,1995,0,5,1995,5,1995,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
200, 0.99825,0.99825,0.9925,0.981,0.94275,0.84025,0.67675,0.47075,0.276,0.126,0.0415,0.012,0.004,0.0005,0.00075,0,0,0,0,0,0.999,0.9975,0.993,0.97975,0.9415,0.84725,0.68275,0.4615,0.28725,0.124,0.04425,0.01025,0.002,0.001,0.00025,0,0,0,0,0,1993,0,7,1993,7,1993,1978,0,22,1978,22,1978,1961,0,39,1961,39,1961,1868,2,130,1868,130,1868,1688,21,291,1688,291,1688,1383,39,578,1383,578,1383,1118,84,798,1118,798,1118,995,97,908,995,908,995,1184,70,746,1184,746,1184,1505,24,471,1505,471,1505,1737,4,259,1737,259,1737,1927,0,73,1927,73,1927,1978,0,22,1978,22,1978,1994,0,6,1994,6,1994,1998,0,2,1998,2,1998,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
300, 0.99925,0.9985,0.9935,0.97875,0.9355,0.8205,0.67375,0.44625,0.2485,0.1085,0.0395,0.01125,0.00325,0.00125,0.00025,0,0,0,0,0,0.99825,0.9955,0.9925,0.97925,0.9305,0.8265,0.66075,0.44325,0.2495,0.1205,0.044,0.00875,0.003,0.0005,0,0.0005,0,0,0,0,1992,0,8,1992,8,1992,1982,0,18,1982,18,1982,1939,0,61,1939,61,1939,1833,2,165,1833,165,1833,1655,13,332,1655,332,1655,1367,41,592,1367,592,1367,1062,84,854,1062,854,1062,1063,74,863,1063,863,1063,1248,61,691,1248,691,1248,1547,32,421,1547,421,1547,1805,4,191,1805,191,1805,1931,0,69,1931,69,1931,1980,0,20,1980,20,1980,1993,0,7,1993,7,1993,1996,0,4,1996,4,1996,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
400, 0.99925,0.9995,0.9975,0.98575,0.947,0.8645,0.708,0.48625,0.2725,0.1225,0.04575,0.01475,0.00375,0.001,0,0,0,0,0,0,0.9995,0.99875,0.9935,0.9755,0.93975,0.858,0.6915,0.4845,0.28425,0.13325,0.04875,0.0135,0.005,0.00125,0.0005,0.00075,0,0,0,0,1996,0,4,1996,4,1996,1988,0,12,1988,12,1988,1963,0,37,1963,37,1963,1885,1,114,1885,114,1885,1709,10,281,1709,281,1709,1426,35,539,1426,539,1426,1154,68,778,1154,778,1154,1093,80,827,1093,827,1093,1171,65,764,1171,764,1171,1455,29,516,1455,516,1455,1725,3,272,1725,272,1725,1894,1,105,1894,105,1894,1970,0,30,1970,30,1970,1992,0,8,1992,8,1992,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
500, 0.99975,0.9985,0.9935,0.97975,0.9415,0.84725,0.701,0.4795,0.29675,0.13325,0.047,0.016,0.0055,0.001,0.001,0.00025,0,0,0,0,0.99875,0.997,0.9935,0.978,0.9395,0.85575,0.702,0.479,0.278,0.11875,0.053,0.0155,0.00425,0.003,0.0005,0.00025,0,0,0,0,1993,0,7,1993,7,1993,1994,0,6,1994,6,1994,1963,0,37,1963,37,1963,1879,2,119,1879,119,1879,1708,9,283,1708,283,1708,1418,41,541,1418,541,1418,1171,70,759,1171,759,1171,1053,85,862,1053,862,1053,1157,76,767,1157,767,1157,1461,26,513,1461,513,1461,1735,8,257,1735,257,1735,1890,2,108,1890,108,1890,1974,1,25,1974,25,1974,1994,0,6,1994,6,1994,1997,0,3,1997,3,1997,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
600, 0.9985,0.9975,0.995,0.9775,0.9285,0.8415,0.69075,0.4715,0.27425,0.12075,0.04125,0.01475,0.00325,0.00275,0.00025,0,0,0,0,0,0.998,0.999,0.99575,0.98325,0.93475,0.83625,0.683,0.475,0.26475,0.12,0.04075,0.0135,0.0035,0.00125,0,0.00025,0,0,0,0,1991,0,9,1991,9,1991,1977,0,23,1977,23,1977,1972,0,28,1972,28,1972,1895,2,103,1895,103,1895,1701,8,291,1701,291,1701,1444,25,531,1444,531,1444,1164,69,767,1164,767,1164,1090,92,818,1090,818,1090,1190,67,743,1190,743,1190,1480,31,489,1480,489,1480,1759,12,229,1759,229,1759,1917,0,83,1917,83,1917,1963,0,37,1963,37,1963,1992,0,8,1992,8,1992,1999,0,1,1999,1,1999,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
700, 0.99975,0.99875,0.99625,0.979,0.93975,0.85075,0.66725,0.45675,0.26125,0.11325,0.0405,0.0155,0.00375,0.0005,0,0,0,0,0,0,0.99875,0.99775,0.9945,0.978,0.9395,0.8375,0.66925,0.46225,0.25925,0.11375,0.0375,0.01525,0.00475,0.00075,0.00025,0,0,0,0,0,1992,0,8,1992,8,1992,1988,0,12,1988,12,1988,1958,0,42,1958,42,1958,1870,2,128,1870,128,1870,1681,8,311,1681,311,1681,1389,35,576,1389,576,1389,1125,85,790,1125,790,1125,1064,112,824,1064,824,1064,1159,78,763,1159,763,1159,1485,21,494,1485,494,1485,1759,6,235,1759,235,1759,1912,2,86,1912,86,1912,1972,0,28,1972,28,1972,1990,0,10,1990,10,1990,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
800, 0.99925,0.998,0.99625,0.98125,0.9415,0.86,0.70225,0.48725,0.28775,0.12925,0.0595,0.02125,0.00675,0.00125,0.00125,0,0,0,0,0,0.99925,0.998,0.9935,0.979,0.9365,0.849,0.704,0.49025,0.28375,0.14,0.0585,0.01525,0.0075,0.00075,0.0005,0,0,0,0,0,1997,0,3,1997,3,1997,1990,0,10,1990,10,1990,1962,0,38,1962,38,1962,1869,5,126,1869,126,1869,1705,6,289,1705,289,1705,1435,32,533,1435,533,1435,1156,69,775,1156,775,1156,1048,108,844,1048,844,1048,1180,71,749,1180,749,1180,1461,40,499,1461,499,1461,1701,6,293,1701,293,1701,1859,2,139,1859,139,1859,1956,0,44,1956,44,1956,1987,0,13,1987,13,1987,1996,0,4,1996,4,1996,1999,0,1,1999,1,1999,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
900, 0.99875,0.99775,0.99675,0.985,0.961,0.876,0.761,0.56525,0.35025,0.186,0.0785,0.02475,0.00475,0.00275,0.00025,0,0,0,0,0,0.99925,0.9985,0.995,0.98675,0.962,0.886,0.7535,0.554,0.3565,0.1735,0.06925,0.02125,0.00575,0.0025,0.00025,0,0,0,0,0,1998,0,2,1998,2,1998,1993,0,7,1993,7,1993,1969,0,31,1969,31,1969,1900,1,99,1900,99,1900,1781,7,212,1781,212,1781,1520,20,460,1520,460,1520,1221,60,719,1221,719,1221,1067,91,842,1067,842,1067,1115,79,806,1115,806,1115,1316,52,632,1316,632,1316,1617,12,371,1617,371,1617,1867,3,130,1867,130,1867,1948,0,52,1948,52,1948,1991,0,9,1991,9,1991,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,
