gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.611959, d0W1, d0W0.611959, d0W0.606531, d1W1, d1W0.606531, d1W0.611959, d1W1, d1W0.611959, d1W0.606531, d2W1, d2W0.606531, d2W0.611959, d2W1, d2W0.611959, d2W0.606531, d3W1, d3W0.606531, d3W0.611959, d3W1, d3W0.611959, d3W0.606531, d4W1, d4W0.606531, d4W0.611959, d4W1, d4W0.611959, d4W0.606531, d5W1, d5W0.606531, d5W0.611959, d5W1, d5W0.611959, d5W0.606531, d6W1, d6W0.606531, d6W0.611959, d6W1, d6W0.611959, d6W0.606531, d7W1, d7W0.606531, d7W0.611959, d7W1, d7W0.611959, d7W0.606531, d8W1, d8W0.606531, d8W0.611959, d8W1, d8W0.611959, d8W0.606531, d9W1, d9W0.606531, d9W0.611959, d9W1, d9W0.611959, d9W0.606531, d10W1, d10W0.606531, d10W0.611959, d10W1, d10W0.611959, d10W0.606531, d11W1, d11W0.606531, d11W0.611959, d11W1, d11W0.611959, d11W0.606531, d12W1, d12W0.606531, d12W0.611959, d12W1, d12W0.611959, d12W0.606531, d13W1, d13W0.606531, d13W0.611959, d13W1, d13W0.611959, d13W0.606531, d14W1, d14W0.606531, d14W0.611959, d14W1, d14W0.611959, d14W0.606531, d15W1, d15W0.606531, d15W0.611959, d15W1, d15W0.611959, d15W0.606531, d16W1, d16W0.606531, d16W0.611959, d16W1, d16W0.611959, d16W0.606531, d17W1, d17W0.606531, d17W0.611959, d17W1, d17W0.611959, d17W0.606531, d18W1, d18W0.606531, d18W0.611959, d18W1, d18W0.611959, d18W0.606531, d19W1, d19W0.606531, d19W0.611959, d19W1, d19W0.611959, d19W0.606531, 
100, 1,1,1,1,1,1,1,1,0.97,0.77,0.2075,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.9575,0.785,0.1825,0.02,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,182,2,16,182,16,2,112,32,56,112,56,32,119,27,54,119,54,27,184,4,12,184,12,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
110, 1,1,1,1,1,1,1,1,0.9725,0.825,0.2575,0.0225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.96,0.8075,0.2275,0.05,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,187,2,11,187,11,2,130,22,48,130,48,22,130,30,40,130,40,30,186,2,12,186,12,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
120, 1,1,1,1,1,1,1,1,0.99,0.8825,0.2125,0.0275,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.8725,0.1975,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,188,2,10,188,10,2,144,25,31,144,31,25,127,29,44,127,44,29,186,0,14,186,14,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
130, 1,1,1,1,1,1,1,0.9975,0.9875,0.88,0.2275,0.0225,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.98,0.8325,0.22,0.0125,0.005,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,191,2,7,191,7,2,136,22,42,136,42,22,123,20,57,123,57,20,186,1,13,186,13,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
140, 1,1,1,1,1,1,1,1,0.995,0.845,0.155,0.025,0.0075,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.86,0.1375,0.025,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,2,6,192,6,2,140,19,41,140,41,19,149,23,28,149,28,23,195,1,4,195,4,1,197,0,3,197,3,0,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
150, 1,1,1,1,1,1,1,1,0.9925,0.8125,0.1175,0.045,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9875,0.7925,0.1375,0.0425,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,1,4,195,4,1,121,31,48,121,48,31,127,28,45,127,45,28,184,5,11,184,11,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
160, 1,1,1,1,1,1,1,1,0.9725,0.75,0.1,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.975,0.7475,0.115,0.0075,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,184,2,14,184,14,2,143,26,31,143,31,26,160,16,24,160,24,16,194,0,6,194,6,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
170, 1,1,1,1,1,1,1,0.995,0.9875,0.83,0.1275,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9925,0.8425,0.145,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,193,3,4,193,4,3,137,26,37,137,37,26,157,22,21,157,21,22,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
180, 1,1,1,1,1,1,1,1,0.9975,0.82,0.1425,0.0075,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9875,0.815,0.1625,0.0175,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,193,2,5,193,5,2,135,23,42,135,42,23,122,22,56,122,56,22,197,1,2,197,2,1,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
190, 1,1,1,1,1,1,1,0.9975,0.9825,0.7975,0.2075,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.8025,0.2125,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,192,2,6,192,6,2,118,38,44,118,44,38,107,39,54,107,54,39,193,2,5,193,5,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
200, 1,1,1,1,1,1,1,0.9975,0.9775,0.865,0.2025,0.0175,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.995,0.9725,0.84,0.2075,0.0375,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,177,7,16,177,16,7,127,34,39,127,39,34,109,42,49,109,49,42,183,4,13,183,13,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
210, 1,1,1,1,1,1,1,1,0.98,0.85,0.15,0.005,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.865,0.14,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,200,0,0,200,0,0,197,2,1,197,1,2,140,28,32,140,32,28,143,30,27,143,27,30,193,3,4,193,4,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
220, 1,1,1,1,1,1,1,1,0.9875,0.8775,0.2125,0.0125,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.85,0.19,0.015,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,190,3,7,190,7,3,143,21,36,143,36,21,121,32,47,121,47,32,193,1,6,193,6,1,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
230, 1,1,1,1,1,1,1,1,0.98,0.88,0.255,0.0225,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9775,0.85,0.22,0.03,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,1,6,193,6,1,145,21,34,145,34,21,116,31,53,116,53,31,187,5,8,187,8,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
240, 1,1,1,1,1,1,1,0.9975,0.9775,0.8475,0.1425,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.85,0.14,0.0175,0.005,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,2,6,192,6,2,142,21,37,142,37,21,116,39,45,116,45,39,182,4,14,182,14,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
250, 1,1,1,1,1,1,1,1,0.995,0.88,0.185,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.88,0.1625,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,196,0,4,196,4,0,149,19,32,149,32,19,133,35,32,133,32,35,193,0,7,193,7,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
260, 1,1,1,1,1,1,1,1,0.9975,0.9175,0.18,0.0175,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.8825,0.165,0.0075,0.005,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,139,22,39,139,39,22,130,34,36,130,36,34,189,3,8,189,8,3,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
270, 1,1,1,1,1,1,1,1,0.9825,0.7525,0.09,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.975,0.77,0.115,0.0225,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,2,5,193,5,2,119,37,44,119,44,37,145,16,39,145,39,16,192,2,6,192,6,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
280, 1,1,1,1,1,1,1,1,0.995,0.825,0.135,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.855,0.1525,0.0125,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,149,14,37,149,37,14,156,14,30,156,30,14,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
290, 1,1,1,1,1,1,1,1,0.9925,0.8975,0.135,0.015,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99,0.885,0.135,0.0075,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,148,20,32,148,32,20,151,26,23,151,23,26,195,2,3,195,3,2,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
300, 1,1,1,1,1,1,1,0.9975,0.9825,0.855,0.1475,0.0075,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.985,0.8825,0.205,0.005,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,189,3,8,189,8,3,128,27,45,128,45,27,122,27,51,122,51,27,194,1,5,194,5,1,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
310, 1,1,1,1,1,1,1,1,0.985,0.79,0.185,0.02,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.84,0.2025,0.0225,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,2,3,195,3,2,138,26,36,138,36,26,108,28,64,108,64,28,189,2,9,189,9,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
320, 1,1,1,1,1,1,1,1,0.9825,0.8325,0.155,0.0175,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.975,0.8625,0.155,0.01,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,188,6,6,188,6,6,119,33,48,119,48,33,135,28,37,135,37,28,187,0,13,187,13,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
330, 1,1,1,1,1,1,1,1,0.99,0.855,0.1275,0.01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.995,0.89,0.115,0.01,0,0,0,0,0,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,145,14,41,145,41,14,141,21,38,141,38,21,193,0,7,193,7,0,199,0,1,199,1,0,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
