gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0l2, d1l2, d2l2, d3l2, d4l2, d5l2, d6l2, d7l2, d0l3, d1l3, d2l3, d3l3, d4l3, d5l3, d6l3, d7l3, d0l4, d1l4, d2l4, d3l4, d4l4, d5l4, d6l4, d7l4, d0l5, d1l5, d2l5, d3l5, d4l5, d5l5, d6l5, d7l5, d0l6, d1l6, d2l6, d3l6, d4l6, d5l6, d6l6, d7l6, d0l7, d1l7, d2l7, d3l7, d4l7, d5l7, d6l7, d7l7, d0W1, d0W0.386878, d0W0.401193, d0W0.374494, d0W0.379266, d0W0.386878, d0W0.369363, d0W0.371364, d0W0.374494, d0W0.379266, d0W0.367879, d0W0.368242, d0W0.369363, d0W0.371364, d0W0.374494, d0W0.369363, d0W0.368242, d0W0.367879, d0W0.368242, d0W0.369363, d0W0.371364, d0W0.374494, d0W0.371364, d0W0.369363, d0W0.368242, d0W0.367879, d0W0.368242, d0W0.369363, d0W0.386878, d0W0.379266, d0W0.374494, d0W0.371364, d0W0.369363, d0W0.368242, d0W0.367879, d0W0.368242, d0W1, d0W0.401193, d0W0.386878, d0W0.379266, d0W0.374494, d0W0.371364, d0W0.369363, d0W0.368242, d0W0.367879, d1W1, d1W0.386878, d1W0.401193, d1W0.374494, d1W0.379266, d1W0.386878, d1W0.369363, d1W0.371364, d1W0.374494, d1W0.379266, d1W0.367879, d1W0.368242, d1W0.369363, d1W0.371364, d1W0.374494, d1W0.369363, d1W0.368242, d1W0.367879, d1W0.368242, d1W0.369363, d1W0.371364, d1W0.374494, d1W0.371364, d1W0.369363, d1W0.368242, d1W0.367879, d1W0.368242, d1W0.369363, d1W0.386878, d1W0.379266, d1W0.374494, d1W0.371364, d1W0.369363, d1W0.368242, d1W0.367879, d1W0.368242, d1W1, d1W0.401193, d1W0.386878, d1W0.379266, d1W0.374494, d1W0.371364, d1W0.369363, d1W0.368242, d1W0.367879, d2W1, d2W0.386878, d2W0.401193, d2W0.374494, d2W0.379266, d2W0.386878, d2W0.369363, d2W0.371364, d2W0.374494, d2W0.379266, d2W0.367879, d2W0.368242, d2W0.369363, d2W0.371364, d2W0.374494, d2W0.369363, d2W0.368242, d2W0.367879, d2W0.368242, d2W0.369363, d2W0.371364, d2W0.374494, d2W0.371364, d2W0.369363, d2W0.368242, d2W0.367879, d2W0.368242, d2W0.369363, d2W0.386878, d2W0.379266, d2W0.374494, d2W0.371364, d2W0.369363, d2W0.368242, d2W0.367879, d2W0.368242, d2W1, d2W0.401193, d2W0.386878, d2W0.379266, d2W0.374494, d2W0.371364, d2W0.369363, d2W0.368242, d2W0.367879, d3W1, d3W0.386878, d3W0.401193, d3W0.374494, d3W0.379266, d3W0.386878, d3W0.369363, d3W0.371364, d3W0.374494, d3W0.379266, d3W0.367879, d3W0.368242, d3W0.369363, d3W0.371364, d3W0.374494, d3W0.369363, d3W0.368242, d3W0.367879, d3W0.368242, d3W0.369363, d3W0.371364, d3W0.374494, d3W0.371364, d3W0.369363, d3W0.368242, d3W0.367879, d3W0.368242, d3W0.369363, d3W0.386878, d3W0.379266, d3W0.374494, d3W0.371364, d3W0.369363, d3W0.368242, d3W0.367879, d3W0.368242, d3W1, d3W0.401193, d3W0.386878, d3W0.379266, d3W0.374494, d3W0.371364, d3W0.369363, d3W0.368242, d3W0.367879, d4W1, d4W0.386878, d4W0.401193, d4W0.374494, d4W0.379266, d4W0.386878, d4W0.369363, d4W0.371364, d4W0.374494, d4W0.379266, d4W0.367879, d4W0.368242, d4W0.369363, d4W0.371364, d4W0.374494, d4W0.369363, d4W0.368242, d4W0.367879, d4W0.368242, d4W0.369363, d4W0.371364, d4W0.374494, d4W0.371364, d4W0.369363, d4W0.368242, d4W0.367879, d4W0.368242, d4W0.369363, d4W0.386878, d4W0.379266, d4W0.374494, d4W0.371364, d4W0.369363, d4W0.368242, d4W0.367879, d4W0.368242, d4W1, d4W0.401193, d4W0.386878, d4W0.379266, d4W0.374494, d4W0.371364, d4W0.369363, d4W0.368242, d4W0.367879, d5W1, d5W0.386878, d5W0.401193, d5W0.374494, d5W0.379266, d5W0.386878, d5W0.369363, d5W0.371364, d5W0.374494, d5W0.379266, d5W0.367879, d5W0.368242, d5W0.369363, d5W0.371364, d5W0.374494, d5W0.369363, d5W0.368242, d5W0.367879, d5W0.368242, d5W0.369363, d5W0.371364, d5W0.374494, d5W0.371364, d5W0.369363, d5W0.368242, d5W0.367879, d5W0.368242, d5W0.369363, d5W0.386878, d5W0.379266, d5W0.374494, d5W0.371364, d5W0.369363, d5W0.368242, d5W0.367879, d5W0.368242, d5W1, d5W0.401193, d5W0.386878, d5W0.379266, d5W0.374494, d5W0.371364, d5W0.369363, d5W0.368242, d5W0.367879, d6W1, d6W0.386878, d6W0.401193, d6W0.374494, d6W0.379266, d6W0.386878, d6W0.369363, d6W0.371364, d6W0.374494, d6W0.379266, d6W0.367879, d6W0.368242, d6W0.369363, d6W0.371364, d6W0.374494, d6W0.369363, d6W0.368242, d6W0.367879, d6W0.368242, d6W0.369363, d6W0.371364, d6W0.374494, d6W0.371364, d6W0.369363, d6W0.368242, d6W0.367879, d6W0.368242, d6W0.369363, d6W0.386878, d6W0.379266, d6W0.374494, d6W0.371364, d6W0.369363, d6W0.368242, d6W0.367879, d6W0.368242, d6W1, d6W0.401193, d6W0.386878, d6W0.379266, d6W0.374494, d6W0.371364, d6W0.369363, d6W0.368242, d6W0.367879, d7W1, d7W0.386878, d7W0.401193, d7W0.374494, d7W0.379266, d7W0.386878, d7W0.369363, d7W0.371364, d7W0.374494, d7W0.379266, d7W0.367879, d7W0.368242, d7W0.369363, d7W0.371364, d7W0.374494, d7W0.369363, d7W0.368242, d7W0.367879, d7W0.368242, d7W0.369363, d7W0.371364, d7W0.374494, d7W0.371364, d7W0.369363, d7W0.368242, d7W0.367879, d7W0.368242, d7W0.369363, d7W0.386878, d7W0.379266, d7W0.374494, d7W0.371364, d7W0.369363, d7W0.368242, d7W0.367879, d7W0.368242, d7W1, d7W0.401193, d7W0.386878, d7W0.379266, d7W0.374494, d7W0.371364, d7W0.369363, d7W0.368242, d7W0.367879, 
0, 1,1,0.995,0.8375,0.1,0.0075,0,0,1,1,1,0.8425,0.1025,0.005,0,0,1,1,0.9925,0.84,0.0925,0.0075,0,0,1,1,0.9975,0.84,0.0975,0.005,0,0,1,1,0.9975,0.835,0.0875,0.0075,0,0,1,1,0.995,0.85,0.1,0.005,0,0,1,1,0.9975,0.84,0.0975,0.0075,0,0,1,1,0.995,0.8325,0.095,0.0075,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,194,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,194,0,0,0,3,0,0,0,3,159,5,4,3,5,5,1,0,3,5,20,3,1,0,3,1,3,20,3,1,0,3,0,1,3,20,3,1,5,5,3,0,1,3,20,3,159,4,5,5,3,0,1,3,20,168,11,5,2,2,11,0,2,2,2,9,1,0,2,2,0,1,9,1,0,2,2,2,0,1,9,1,0,11,2,2,2,0,1,9,1,168,5,11,2,2,2,0,1,9,198,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,198,0,1,0,0,0,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,
10, 1,1,0.9925,0.8075,0.1175,0.0075,0,0,1,1,0.9925,0.81,0.1175,0.0075,0,0,1,1,0.9925,0.8225,0.11,0.005,0,0,1,1,0.99,0.8325,0.115,0.0025,0,0,1,1,0.995,0.8325,0.11,0.005,0,0,1,1,0.9925,0.8175,0.1275,0.0075,0,0.0025,1,1,0.9925,0.815,0.12,0.0025,0,0,1,1,0.9875,0.82,0.1125,0.0025,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,188,4,3,2,2,4,0,0,2,2,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,4,2,2,0,0,0,1,0,188,3,4,2,2,0,0,0,1,127,10,14,8,6,10,1,10,8,6,21,3,1,10,8,1,3,21,3,1,10,8,10,1,3,21,3,1,10,6,8,10,1,3,21,3,127,14,10,6,8,10,1,3,21,148,8,11,3,7,8,0,2,3,7,19,2,0,2,3,0,2,19,2,0,2,3,2,0,2,19,2,0,8,7,3,2,0,2,19,2,148,11,8,7,3,2,0,2,19,189,2,2,2,3,2,0,0,2,3,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,2,3,2,0,0,0,2,0,189,2,2,3,2,0,0,0,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,
20, 1,1,0.9975,0.89,0.1325,0.0125,0,0,1,1,1,0.91,0.13,0.0075,0,0,1,1,1,0.905,0.135,0.0075,0,0,1,1,1,0.8775,0.1325,0.01,0,0,1,1,1,0.88,0.1325,0.01,0,0,1,1,1,0.8825,0.135,0.0075,0,0,1,1,0.9975,0.8775,0.1275,0.02,0,0,1,1,1,0.8875,0.125,0.01,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,195,0,1,2,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,195,1,0,0,2,0,0,0,2,142,8,4,6,9,8,3,13,6,9,13,2,3,13,6,3,2,13,2,3,13,6,13,3,2,13,2,3,8,9,6,13,3,2,13,2,142,4,8,9,6,13,3,2,13,148,6,10,5,7,6,0,4,5,7,20,0,0,4,5,0,0,20,0,0,4,5,4,0,0,20,0,0,6,7,5,4,0,0,20,0,148,10,6,7,5,4,0,0,20,194,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,194,5,0,0,0,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
30, 1,0.995,0.995,0.8875,0.115,0,0,0,1,1,0.995,0.88,0.1225,0,0,0,1,0.9975,0.995,0.8875,0.095,0,0,0,1,1,0.985,0.8875,0.12,0.0025,0,0,1,0.9925,0.9925,0.8925,0.11,0,0,0,1,0.995,0.99,0.885,0.1175,0,0,0,1,1,0.9925,0.8875,0.1175,0.0025,0,0,1,0.9925,0.9925,0.8975,0.1275,0.0025,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,198,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,198,0,0,0,2,0,0,0,0,191,4,4,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,191,4,4,1,0,0,0,0,0,166,4,8,2,3,4,3,3,2,3,8,3,3,3,2,3,3,8,3,3,3,2,3,3,3,8,3,3,4,3,2,3,3,3,8,3,166,8,4,3,2,3,3,3,8,147,9,14,3,4,9,5,4,3,4,12,2,5,4,3,5,2,12,2,5,4,3,4,5,2,12,2,5,9,4,3,4,5,2,12,2,147,14,9,4,3,4,5,2,12,195,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,195,3,1,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
40, 1,1,0.99,0.9125,0.1425,0.01,0,0,1,1,0.99,0.905,0.1475,0.015,0,0,1,1,0.9875,0.905,0.1375,0.0075,0,0,1,1,0.9875,0.9075,0.14,0.0175,0,0,1,1,0.9875,0.9025,0.1375,0.0125,0,0,1,1,0.9875,0.8975,0.1475,0.0075,0,0,1,1,0.99,0.9,0.13,0.01,0,0,1,1,0.985,0.8925,0.1425,0.01,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,195,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,195,3,1,0,1,0,0,0,0,159,4,7,5,2,4,0,4,5,2,17,2,0,4,5,0,2,17,2,0,4,5,4,0,2,17,2,0,4,2,5,4,0,2,17,2,159,7,4,2,5,4,0,2,17,160,4,5,7,5,4,2,1,7,5,16,0,2,1,7,2,0,16,0,2,1,7,1,2,0,16,0,2,4,5,7,1,2,0,16,0,160,5,4,5,7,1,2,0,16,193,2,1,1,1,2,0,0,1,1,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,0,0,2,1,1,0,0,0,2,0,193,1,2,1,1,0,0,0,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
50, 1,1,1,0.9175,0.1325,0.005,0,0,1,1,0.9975,0.9325,0.1325,0,0,0,1,1,0.9975,0.93,0.12,0.005,0,0,1,1,1,0.9225,0.15,0.01,0,0,1,1,1,0.92,0.125,0.0075,0,0,1,1,1,0.93,0.13,0.015,0,0,1,1,1,0.9375,0.1425,0.005,0,0,1,1,0.995,0.935,0.13,0.0125,0.0025,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,195,0,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,195,3,0,1,1,0,0,0,0,161,6,5,2,3,6,1,2,2,3,20,0,1,2,2,1,0,20,0,1,2,2,2,1,0,20,0,1,6,3,2,2,1,0,20,0,161,5,6,3,2,2,1,0,20,116,11,19,9,12,11,1,7,9,12,22,3,1,7,9,1,3,22,3,1,7,9,7,1,3,22,3,1,11,12,9,7,1,3,22,3,116,19,11,12,9,7,1,3,22,190,3,2,2,1,3,0,2,2,1,0,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,3,1,2,2,0,0,0,0,190,2,3,1,2,2,0,0,0,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
60, 1,1,0.9975,0.8825,0.1425,0.01,0,0,1,1,0.995,0.9025,0.135,0.01,0,0,1,1,0.9925,0.895,0.1375,0.015,0.0025,0,1,1,0.995,0.885,0.1475,0.02,0,0,1,1,0.9925,0.9025,0.1425,0.0075,0,0,1,1,0.9875,0.8975,0.1325,0,0,0,1,1,0.995,0.885,0.13,0.015,0,0,1,1,0.9975,0.895,0.1325,0.0175,0.0025,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,195,2,1,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,195,1,2,1,1,0,0,0,0,152,5,6,4,6,5,4,3,4,6,18,2,4,3,4,4,2,18,2,4,3,4,3,4,2,18,2,4,5,6,4,3,4,2,18,2,152,6,5,6,4,3,4,2,18,136,16,20,9,8,16,2,1,9,8,8,0,2,1,9,2,0,8,0,2,1,9,1,2,0,8,0,2,16,8,9,1,2,0,8,0,136,20,16,8,9,1,2,0,8,188,1,2,3,1,1,2,1,3,1,2,0,2,1,3,2,0,2,0,2,1,3,1,2,0,2,0,2,1,1,3,1,2,0,2,0,188,2,1,1,3,1,2,0,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
70, 1,1,0.9925,0.91,0.115,0.0025,0.0025,0,1,1,0.99,0.9075,0.1125,0.005,0,0,1,1,0.9925,0.9025,0.1075,0.0075,0,0,1,1,0.9925,0.91,0.105,0.0025,0,0,1,1,0.985,0.9025,0.1075,0.005,0,0,1,1,0.9925,0.9125,0.0975,0.0025,0,0,1,1,0.99,0.9,0.0975,0.0025,0,0,1,1,0.99,0.905,0.1025,0.01,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,195,1,0,1,0,1,0,0,1,0,2,1,0,0,1,0,1,2,1,0,0,1,0,0,1,2,1,0,1,0,1,0,0,1,2,1,195,0,1,0,1,0,0,1,2,161,6,3,5,2,6,5,4,5,2,12,2,5,4,5,5,2,12,2,5,4,5,4,5,2,12,2,5,6,2,5,4,5,2,12,2,161,3,6,2,5,4,5,2,12,150,9,9,3,6,9,2,5,3,6,13,3,2,5,3,2,3,13,3,2,5,3,5,2,3,13,3,2,9,6,3,5,2,3,13,3,150,9,9,6,3,5,2,3,13,193,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,5,0,0,0,0,1,0,1,193,1,5,0,0,0,0,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
80, 1,1,0.9925,0.9125,0.14,0.0125,0,0,1,1,0.9925,0.9225,0.125,0.02,0,0,1,1,0.9975,0.9175,0.13,0.02,0,0,1,1,0.9925,0.92,0.13,0.02,0,0,1,1,0.995,0.9175,0.13,0.0125,0,0,1,1,0.9925,0.92,0.14,0.0175,0,0,1,1,0.99,0.925,0.1375,0.0125,0,0,1,1,0.99,0.91,0.1375,0.015,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,197,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,197,1,0,1,1,0,0,0,0,167,6,7,2,2,6,1,2,2,2,12,1,1,2,2,1,1,12,1,1,2,2,2,1,1,12,1,1,6,2,2,2,1,1,12,1,167,7,6,2,2,2,1,1,12,143,5,5,7,6,5,6,9,7,6,17,2,6,9,7,6,2,17,2,6,9,7,9,6,2,17,2,6,5,6,7,9,6,2,17,2,143,5,5,6,7,9,6,2,17,189,2,2,0,4,2,1,1,0,4,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,2,4,0,1,1,0,1,0,189,2,2,4,0,1,1,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
90, 1,1,0.9975,0.8875,0.1175,0.0025,0,0,1,1,0.99,0.86,0.12,0,0,0,1,1,0.9975,0.88,0.125,0,0,0,1,1,1,0.88,0.13,0,0,0,1,1,0.9975,0.8725,0.115,0,0,0,1,1,0.995,0.885,0.1275,0,0,0,1,1,0.9925,0.8725,0.135,0.0025,0,0,1,1,0.9975,0.8575,0.1175,0.0025,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,194,2,1,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,194,1,2,3,0,0,0,0,0,146,5,15,8,7,5,0,4,8,7,12,3,0,4,8,0,3,12,3,0,4,8,4,0,3,12,3,0,5,7,8,4,0,3,12,3,146,15,5,7,8,4,0,3,12,156,7,4,2,3,7,1,2,2,3,21,4,1,2,2,1,4,21,4,1,2,2,2,1,4,21,4,1,7,3,2,2,1,4,21,4,156,4,7,3,2,2,1,4,21,198,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,198,0,0,0,0,1,0,0,1,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,
