gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.367879, d0W0.778801, d0W1, d0W0.778801, d0W1, d1W1, d1W0.367879, d1W0.778801, d1W1, d1W0.778801, d1W1, d2W1, d2W0.367879, d2W0.778801, d2W1, d2W0.778801, d2W1, d3W1, d3W0.367879, d3W0.778801, d3W1, d3W0.778801, d3W1, d4W1, d4W0.367879, d4W0.778801, d4W1, d4W0.778801, d4W1, d5W1, d5W0.367879, d5W0.778801, d5W1, d5W0.778801, d5W1, d6W1, d6W0.367879, d6W0.778801, d6W1, d6W0.778801, d6W1, d7W1, d7W0.367879, d7W0.778801, d7W1, d7W0.778801, d7W1, d8W1, d8W0.367879, d8W0.778801, d8W1, d8W0.778801, d8W1, d9W1, d9W0.367879, d9W0.778801, d9W1, d9W0.778801, d9W1, d10W1, d10W0.367879, d10W0.778801, d10W1, d10W0.778801, d10W1, d11W1, d11W0.367879, d11W0.778801, d11W1, d11W0.778801, d11W1, d12W1, d12W0.367879, d12W0.778801, d12W1, d12W0.778801, d12W1, d13W1, d13W0.367879, d13W0.778801, d13W1, d13W0.778801, d13W1, d14W1, d14W0.367879, d14W0.778801, d14W1, d14W0.778801, d14W1, d15W1, d15W0.367879, d15W0.778801, d15W1, d15W0.778801, d15W1, d16W1, d16W0.367879, d16W0.778801, d16W1, d16W0.778801, d16W1, d17W1, d17W0.367879, d17W0.778801, d17W1, d17W0.778801, d17W1, d18W1, d18W0.367879, d18W0.778801, d18W1, d18W0.778801, d18W1, d19W1, d19W0.367879, d19W0.778801, d19W1, d19W0.778801, d19W1, 
0, 0.9945,0.993,0.987,0.9715,0.936,0.8675,0.741,0.5285,0.36,0.1995,0.1185,0.036,0.011,0.003,0.0015,0.0005,0,0,0,0,0.996,0.997,0.994,0.9785,0.946,0.855,0.7365,0.52,0.3545,0.1725,0.1055,0.042,0.0145,0.0055,0.0025,0.0005,0,0,0,0,994,0,6,994,6,994,976,0,24,976,24,976,976,2,22,976,22,976,906,2,92,906,92,906,846,5,149,846,149,846,686,22,292,686,292,686,561,38,401,561,401,561,489,57,454,489,454,489,554,45,401,554,401,554,645,34,321,645,321,645,773,9,218,773,218,773,863,1,136,863,136,863,940,0,60,940,60,940,977,0,23,977,23,977,990,0,10,990,10,990,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
100, 0.992,0.9955,0.991,0.9625,0.923,0.8455,0.7215,0.5085,0.309,0.178,0.09,0.046,0.019,0.006,0.0045,0.0005,0,0,0,0,0.9935,0.9935,0.9905,0.9735,0.935,0.8615,0.705,0.5135,0.3255,0.1925,0.099,0.0415,0.017,0.0045,0.0055,0.004,0.0005,0,0,0,981,0,19,981,19,981,971,1,28,971,28,971,954,0,46,954,46,954,911,0,89,911,89,911,821,5,174,821,174,821,671,19,310,671,310,671,565,36,399,565,399,565,470,46,484,470,484,470,500,57,443,500,443,500,604,35,361,604,361,604,758,5,237,758,237,758,873,4,123,873,123,873,942,0,58,942,58,942,968,0,32,968,32,968,985,0,15,985,15,985,993,0,7,993,7,993,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
200, 0.997,0.997,0.991,0.962,0.919,0.834,0.694,0.51,0.328,0.1675,0.073,0.027,0.013,0.0075,0.0035,0.001,0,0,0,0,0.996,0.992,0.99,0.9645,0.9195,0.8415,0.6945,0.5225,0.3315,0.1745,0.081,0.034,0.0165,0.008,0.002,0.0005,0,0,0,0,991,0,9,991,9,991,982,1,17,982,17,982,954,0,46,954,46,954,888,2,110,888,110,888,788,8,204,788,204,788,681,13,306,681,306,681,577,37,386,577,386,577,486,51,463,486,463,486,543,45,412,543,412,543,655,26,319,655,319,655,792,9,199,792,199,792,881,2,117,881,117,881,952,0,48,952,48,952,967,0,33,967,33,967,990,0,10,990,10,990,996,0,4,996,4,996,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
300, 0.9985,0.9945,0.986,0.9645,0.9135,0.8415,0.701,0.516,0.3425,0.1995,0.0915,0.026,0.013,0.007,0.0025,0.0005,0,0,0,0,0.9915,0.9905,0.9815,0.9615,0.9155,0.847,0.6685,0.509,0.3355,0.1935,0.0845,0.0425,0.017,0.0065,0.003,0.0015,0,0.001,0,0,988,0,12,988,12,988,968,0,32,968,32,968,958,0,42,958,42,958,891,3,106,891,106,891,808,13,179,808,179,808,679,11,310,679,310,679,521,48,431,521,431,521,488,62,450,488,450,488,548,40,412,548,412,548,638,24,338,638,338,638,778,6,216,778,216,778,890,2,108,890,108,890,949,0,51,949,51,949,973,0,27,973,27,973,994,0,6,994,6,994,995,0,5,995,5,995,1000,0,0,1000,0,1000,998,0,2,998,2,998,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
400, 0.9955,0.9945,0.9785,0.959,0.9055,0.794,0.633,0.427,0.238,0.128,0.0525,0.022,0.012,0.0015,0.0025,0.001,0,0,0,0,0.994,0.991,0.975,0.953,0.9065,0.7965,0.628,0.414,0.2575,0.1285,0.0675,0.026,0.0145,0.003,0.0005,0,0,0,0,0,975,0,25,975,25,975,976,0,24,976,24,976,936,0,64,936,64,936,881,3,116,881,116,881,767,11,222,767,222,767,648,24,328,648,328,648,521,51,428,521,428,521,497,54,449,497,449,497,588,44,368,588,368,588,720,18,262,720,262,720,804,2,194,804,194,804,913,1,86,913,86,913,966,0,34,966,34,966,986,0,14,986,14,986,995,0,5,995,5,995,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
500, 0.9945,0.996,0.982,0.959,0.9145,0.816,0.6275,0.472,0.312,0.1545,0.0685,0.0265,0.014,0.0055,0.002,0.0005,0.0005,0,0,0,0.9965,0.996,0.9825,0.9625,0.906,0.826,0.6515,0.4725,0.3165,0.1425,0.0585,0.0245,0.0095,0.003,0,0,0,0,0,0,984,0,16,984,16,984,981,0,19,981,19,981,952,0,48,952,48,952,861,3,136,861,136,861,756,7,237,756,237,756,673,23,304,673,304,673,510,63,427,510,427,510,500,56,444,500,444,500,571,52,377,571,377,571,676,27,297,676,297,676,823,5,172,823,172,823,932,2,66,932,66,932,961,2,37,961,37,961,983,0,17,983,17,983,998,0,2,998,2,998,999,0,1,999,1,999,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
600, 0.9915,0.985,0.98,0.954,0.8985,0.7795,0.602,0.426,0.2545,0.1275,0.0615,0.0255,0.008,0.0065,0.003,0,0.0005,0,0,0,0.99,0.985,0.9705,0.9465,0.8915,0.766,0.6105,0.431,0.2435,0.132,0.0565,0.021,0.0085,0.0055,0.0015,0,0,0,0,0,960,0,40,960,40,960,952,0,48,952,48,952,914,0,86,914,86,914,824,4,172,824,172,824,724,24,252,724,252,724,586,32,382,586,382,586,488,67,445,488,445,488,508,62,430,508,430,508,556,39,405,556,405,556,707,17,276,707,276,707,813,3,184,813,184,813,925,0,75,925,75,925,969,0,31,969,31,969,983,0,17,983,17,983,996,0,4,996,4,996,998,0,2,998,2,998,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
700, 0.997,0.9905,0.9855,0.9675,0.9345,0.853,0.702,0.49,0.306,0.164,0.067,0.0265,0.0165,0.0065,0.0005,0.0015,0.001,0,0,0,0.999,0.995,0.992,0.957,0.9265,0.844,0.685,0.472,0.284,0.1715,0.0685,0.027,0.0115,0.007,0.004,0.002,0,0,0,0,989,0,11,989,11,989,981,0,19,981,19,981,954,2,44,954,44,954,910,1,89,910,89,910,786,7,207,786,207,786,678,20,302,678,302,678,518,45,437,518,437,518,500,45,455,500,455,500,560,47,393,560,393,560,685,22,293,685,293,685,825,7,168,825,168,825,897,0,103,897,103,897,962,0,38,962,38,962,974,0,26,974,26,974,988,0,12,988,12,988,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
800, 0.994,0.991,0.9865,0.9805,0.931,0.8715,0.738,0.5605,0.352,0.1955,0.094,0.0515,0.02,0.011,0.006,0.003,0.001,0.001,0,0,0.999,0.998,0.9855,0.969,0.935,0.8745,0.7425,0.5355,0.343,0.2025,0.0955,0.048,0.0185,0.01,0.003,0.001,0,0,0,0,988,0,12,988,12,988,984,0,16,984,16,984,949,1,50,949,50,949,923,2,75,923,75,923,816,6,178,816,178,816,715,14,271,715,271,715,582,46,372,582,372,582,523,45,432,523,432,523,502,56,442,502,442,502,614,28,358,614,358,614,752,12,236,752,236,752,870,4,126,870,126,870,928,0,72,928,72,928,972,0,28,972,28,972,984,0,16,984,16,984,993,0,7,993,7,993,998,0,2,998,2,998,996,0,4,996,4,996,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
900, 0.995,0.9905,0.983,0.9645,0.9045,0.827,0.6545,0.4605,0.2895,0.156,0.0595,0.0275,0.009,0.004,0.0005,0,0,0,0,0,0.9955,0.991,0.988,0.959,0.9095,0.8385,0.654,0.4605,0.29,0.1505,0.0545,0.0205,0.013,0.004,0.0005,0.0005,0.0015,0,0,0,974,0,26,974,26,974,963,0,37,963,37,963,944,0,56,944,56,944,879,2,119,879,119,879,778,10,212,778,212,778,659,23,318,659,318,659,516,41,443,516,443,516,514,59,427,514,427,514,589,32,379,589,379,589,697,20,283,697,283,697,826,0,174,826,174,826,919,0,81,919,81,919,963,0,37,963,37,963,991,0,9,991,9,991,996,0,4,996,4,996,998,0,2,998,2,998,997,0,3,997,3,997,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
