gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.904837, d0W0.97531, d0W1, d0W0.97531, d0W1, d1W1, d1W0.904837, d1W0.97531, d1W1, d1W0.97531, d1W1, d2W1, d2W0.904837, d2W0.97531, d2W1, d2W0.97531, d2W1, d3W1, d3W0.904837, d3W0.97531, d3W1, d3W0.97531, d3W1, d4W1, d4W0.904837, d4W0.97531, d4W1, d4W0.97531, d4W1, d5W1, d5W0.904837, d5W0.97531, d5W1, d5W0.97531, d5W1, d6W1, d6W0.904837, d6W0.97531, d6W1, d6W0.97531, d6W1, d7W1, d7W0.904837, d7W0.97531, d7W1, d7W0.97531, d7W1, d8W1, d8W0.904837, d8W0.97531, d8W1, d8W0.97531, d8W1, d9W1, d9W0.904837, d9W0.97531, d9W1, d9W0.97531, d9W1, d10W1, d10W0.904837, d10W0.97531, d10W1, d10W0.97531, d10W1, d11W1, d11W0.904837, d11W0.97531, d11W1, d11W0.97531, d11W1, d12W1, d12W0.904837, d12W0.97531, d12W1, d12W0.97531, d12W1, d13W1, d13W0.904837, d13W0.97531, d13W1, d13W0.97531, d13W1, d14W1, d14W0.904837, d14W0.97531, d14W1, d14W0.97531, d14W1, d15W1, d15W0.904837, d15W0.97531, d15W1, d15W0.97531, d15W1, d16W1, d16W0.904837, d16W0.97531, d16W1, d16W0.97531, d16W1, d17W1, d17W0.904837, d17W0.97531, d17W1, d17W0.97531, d17W1, d18W1, d18W0.904837, d18W0.97531, d18W1, d18W0.97531, d18W1, d19W1, d19W0.904837, d19W0.97531, d19W1, d19W0.97531, d19W1, 
0, 1,1,1,0.9995,0.9995,0.99925,0.9945,0.9955,0.97075,0.9505,0.91625,0.8375,0.72625,0.6125,0.43775,0.292,0.1685,0.09675,0.06325,0.051,1,1,1,1,0.9965,0.99875,0.99825,0.9925,0.98,0.946,0.907,0.87775,0.769,0.6275,0.456,0.29375,0.1605,0.10775,0.06575,0.06075,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1986,0,14,1986,14,1986,1990,0,10,1990,10,1990,1971,0,29,1971,29,1971,1960,0,40,1960,40,1960,1811,4,185,1811,185,1811,1634,11,355,1634,355,1634,1443,27,530,1443,530,1443,1237,59,704,1237,704,1237,918,124,958,918,958,918,815,192,993,815,993,815,759,235,1006,759,1006,759,931,140,929,931,929,931,1143,82,775,1143,775,1143,1366,33,601,1366,601,1366,1582,7,411,1582,411,1582,1616,8,376,1616,376,1616,
100, 0.999,0.996,0.99725,0.99625,0.99475,0.99225,0.985,0.983,0.97525,0.95,0.92275,0.882,0.782,0.63175,0.4715,0.34275,0.20975,0.1125,0.05925,0.0515,1,1,1,0.9995,0.99825,0.998,0.99575,0.99225,0.984,0.9635,0.9365,0.89525,0.787,0.63225,0.46675,0.33825,0.2105,0.1245,0.09875,0.07075,1992,0,8,1992,8,1992,1987,0,13,1987,13,1987,1988,0,12,1988,12,1988,1978,0,22,1978,22,1978,1971,0,29,1971,29,1971,1954,0,46,1954,46,1954,1929,0,71,1929,71,1929,1910,0,90,1910,90,1910,1852,0,148,1852,148,1852,1703,8,289,1703,289,1703,1523,17,460,1523,460,1523,1363,38,599,1363,599,1363,1036,106,858,1036,858,1036,834,182,984,834,984,834,789,205,1006,789,1006,789,850,174,976,850,976,850,1020,103,877,1020,877,1020,1305,37,658,1305,658,1305,1481,19,500,1481,500,1481,1578,16,406,1578,406,1578,
200, 1,1,1,0.9995,0.99975,0.997,0.9945,0.98675,0.9845,0.97025,0.93475,0.8765,0.774,0.65675,0.43625,0.27425,0.1785,0.129,0.08525,0.071,1,1,1,1,1,0.998,0.9945,0.986,0.98675,0.9685,0.93925,0.889,0.80575,0.68075,0.486,0.31325,0.18925,0.1115,0.0725,0.078,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1998,0,2,1998,2,1998,1999,0,1,1999,1,1999,1983,0,17,1983,17,1983,1948,0,52,1948,52,1948,1886,0,114,1886,114,1886,1891,0,109,1891,109,1891,1759,5,236,1759,236,1759,1573,9,418,1573,418,1573,1347,37,616,1347,616,1347,1011,102,887,1011,887,1011,900,155,945,900,945,900,806,216,978,806,978,806,910,152,938,910,938,910,1076,95,829,1076,829,1076,1294,48,658,1294,658,1294,1482,16,502,1482,502,1482,1528,17,455,1528,455,1528,
300, 1,1,1,1,0.9995,0.99675,0.99375,0.9925,0.9875,0.975,0.93725,0.86575,0.763,0.622,0.45725,0.28475,0.1685,0.09875,0.044,0.03875,1,1,0.99875,0.9985,1,0.99975,0.99625,0.9945,0.988,0.96675,0.933,0.86375,0.766,0.63075,0.449,0.28575,0.1775,0.125,0.08225,0.06625,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1997,0,3,1997,3,1997,1995,0,5,1995,5,1995,1999,0,1,1999,1,1999,1988,1,11,1988,11,1988,1952,0,48,1952,48,1952,1943,0,57,1943,57,1943,1908,2,90,1908,90,1908,1787,4,209,1787,209,1787,1565,8,427,1565,427,1565,1241,64,695,1241,695,1241,1001,132,867,1001,867,1001,765,207,1028,765,1028,765,780,218,1002,780,1002,780,907,157,936,907,936,907,1112,82,806,1112,806,1112,1345,29,626,1345,626,1345,1570,9,421,1570,421,1570,1642,15,343,1642,343,1642,
400, 1,1,1,0.99875,0.99525,0.99225,0.98675,0.989,0.985,0.96425,0.94175,0.88975,0.7745,0.6065,0.44075,0.344,0.17925,0.107,0.068,0.05,1,1,1,0.99975,0.9995,0.9985,0.9975,0.98975,0.98175,0.9615,0.92975,0.8755,0.792,0.59,0.422,0.26175,0.15125,0.06925,0.0485,0.0295,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1996,0,4,1996,4,1996,1981,0,19,1981,19,1981,1962,1,37,1962,37,1962,1933,0,67,1933,67,1933,1936,0,64,1936,64,1936,1857,1,142,1857,142,1857,1767,4,229,1767,229,1767,1590,11,399,1590,399,1590,1280,50,670,1280,670,1280,1025,113,862,1025,862,1025,819,197,984,819,984,819,772,218,1010,772,1010,772,879,177,944,879,944,879,1147,75,778,1147,778,1147,1430,32,538,1430,538,1430,1583,7,410,1583,410,1583,1718,6,276,1718,276,1718,
500, 0.9885,0.9895,0.99175,0.993,0.988,0.99525,0.99375,0.98925,0.98325,0.978,0.93325,0.87025,0.77475,0.6075,0.46825,0.27925,0.18375,0.12825,0.079,0.07525,1,1,1,1,1,0.99975,0.99475,0.99075,0.9815,0.95925,0.91475,0.875,0.80775,0.6465,0.452,0.2615,0.1755,0.09575,0.06425,0.063,1953,0,47,1953,47,1953,1952,0,48,1952,48,1952,1969,1,30,1969,30,1969,1976,1,23,1976,23,1976,1941,1,58,1941,58,1941,1985,0,15,1985,15,1985,1952,0,48,1952,48,1952,1922,1,77,1922,77,1922,1852,1,147,1852,147,1852,1755,7,238,1755,238,1755,1522,23,455,1522,455,1522,1315,44,641,1315,641,1315,1066,110,824,1066,824,1066,774,211,1015,774,1015,774,787,217,996,787,996,787,907,138,955,907,955,907,1110,67,823,1110,823,1110,1311,33,656,1311,656,1311,1524,15,461,1524,461,1524,1501,20,479,1501,479,1501,
600, 1,0.99925,0.9995,1,1,0.9985,0.991,0.98825,0.97625,0.97625,0.93375,0.87925,0.8,0.6375,0.47975,0.32,0.19125,0.12425,0.09375,0.05475,1,1,0.99925,0.9985,0.99675,0.99875,0.994,0.98625,0.9815,0.96175,0.9415,0.89525,0.787,0.65075,0.46925,0.327,0.19175,0.124,0.08825,0.0855,2000,0,0,2000,0,2000,1996,0,4,1996,4,1996,1996,0,4,1996,4,1996,1993,0,7,1993,7,1993,1986,0,14,1986,14,1986,1985,0,15,1985,15,1985,1947,0,53,1947,53,1947,1913,0,87,1913,87,1913,1853,2,145,1853,145,1853,1769,5,226,1769,226,1769,1591,13,396,1591,396,1591,1317,45,638,1317,638,1317,1044,102,854,1044,854,1044,780,196,1024,780,1024,780,810,222,968,810,968,810,876,180,944,876,944,876,1045,82,873,1045,873,1045,1267,48,685,1267,685,1267,1427,26,547,1427,547,1427,1500,14,486,1500,486,1500,
700, 1,1,1,1,0.99825,0.99925,0.99725,0.9915,0.97625,0.95925,0.93775,0.87325,0.803,0.65275,0.4885,0.325,0.2025,0.1145,0.0665,0.046,1,1,1,0.99975,0.997,0.99475,0.98725,0.9855,0.97675,0.95675,0.929,0.88225,0.803,0.666,0.5325,0.371,0.22275,0.143,0.08,0.06875,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1988,0,12,1988,12,1988,1979,0,21,1979,21,1979,1937,0,63,1937,63,1937,1914,0,86,1914,86,1914,1818,1,181,1818,181,1818,1690,7,303,1690,303,1690,1543,17,440,1543,440,1543,1338,44,618,1338,618,1338,1057,108,835,1057,835,1057,857,171,972,857,972,857,755,244,1001,755,1001,755,830,193,977,830,977,830,1033,108,859,1033,859,1033,1260,52,688,1260,688,1260,1506,20,474,1506,474,1506,1592,11,397,1592,397,1592,
800, 1,1,1,1,1,1,0.99975,0.99825,0.9925,0.98025,0.96125,0.90725,0.8315,0.6885,0.55175,0.36425,0.22775,0.14975,0.0865,0.07,1,1,1,1,1,0.997,0.997,0.9885,0.977,0.97575,0.952,0.885,0.78325,0.6875,0.516,0.34575,0.244,0.135,0.0725,0.04475,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,2000,0,0,2000,0,2000,1999,0,1,1999,1,1999,1992,0,8,1992,8,1992,1980,0,20,1980,20,1980,1944,1,55,1944,55,1944,1882,1,117,1882,117,1882,1814,1,185,1814,185,1814,1662,9,329,1662,329,1662,1383,40,577,1383,577,1383,1093,99,808,1093,808,1093,863,173,964,863,964,863,778,238,984,778,984,778,818,174,1008,818,1008,818,1004,108,888,1004,888,1004,1199,55,746,1199,746,1199,1491,19,490,1491,490,1491,1606,11,383,1606,383,1606,
900, 0.999,0.998,1,0.999,0.99975,0.99925,0.9985,0.99475,0.97975,0.95775,0.94325,0.90225,0.79175,0.672,0.53325,0.38125,0.24125,0.144,0.092,0.08275,1,1,1,1,1,0.9995,0.99575,0.99,0.9875,0.9695,0.94625,0.90525,0.81975,0.66625,0.549,0.39775,0.20675,0.13125,0.07975,0.0795,1999,0,1,1999,1,1999,1993,0,7,1993,7,1993,1999,0,1,1999,1,1999,1995,0,5,1995,5,1995,1999,0,1,1999,1,1999,1993,0,7,1993,7,1993,1981,0,19,1981,19,1981,1950,0,50,1950,50,1950,1876,1,123,1876,123,1876,1754,4,242,1754,242,1754,1674,12,314,1674,314,1674,1390,26,584,1390,584,1390,1117,98,785,1117,785,1117,822,183,995,822,995,822,785,244,971,785,971,785,822,223,955,822,955,822,999,89,912,999,912,999,1236,62,702,1236,702,1236,1433,18,549,1433,549,1433,1498,25,477,1498,477,1498,
