gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.990027, d0W1, d0W0.990027, d0W0.367879, d1W1, d1W0.367879, d1W0.990027, d1W1, d1W0.990027, d1W0.367879, d2W1, d2W0.367879, d2W0.990027, d2W1, d2W0.990027, d2W0.367879, d3W1, d3W0.367879, d3W0.990027, d3W1, d3W0.990027, d3W0.367879, d4W1, d4W0.367879, d4W0.990027, d4W1, d4W0.990027, d4W0.367879, d5W1, d5W0.367879, d5W0.990027, d5W1, d5W0.990027, d5W0.367879, d6W1, d6W0.367879, d6W0.990027, d6W1, d6W0.990027, d6W0.367879, d7W1, d7W0.367879, d7W0.990027, d7W1, d7W0.990027, d7W0.367879, 
0, 1,1,1,0.98,0.015,0,0,0,1,1,1,0.945,0.015,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,183,7,10,183,10,7,192,4,4,192,4,4,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
10, 1,1,1,0.985,0.0225,0,0,0,1,1,1,0.945,0.0375,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,175,5,20,175,20,5,182,6,12,182,12,6,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
20, 1,1,1,0.9925,0.0225,0,0,0,1,1,1,0.965,0.065,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,183,3,14,183,14,3,173,5,22,173,22,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
30, 1,1,1,0.9975,0.03,0,0,0,1,1,0.995,0.9225,0.04,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,177,4,19,177,19,4,176,6,18,176,18,6,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
40, 1,1,1,0.99,0.065,0,0,0,1,1,0.9875,0.9525,0.07,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,0,8,192,8,0,182,1,17,182,17,1,160,4,36,160,36,4,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
50, 1,1,1,0.99,0.055,0.0025,0,0,1,1,1,0.8825,0.0325,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,163,0,37,163,37,0,174,2,24,174,24,2,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
60, 1,1,1,0.965,0.06,0.0025,0,0,1,1,1,0.97,0.035,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,177,3,20,177,20,3,166,5,29,166,29,5,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
70, 1,1,1,0.945,0.04,0,0,0,1,1,1,0.9325,0.02,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,174,2,24,174,24,2,172,2,26,172,26,2,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
80, 1,1,1,0.9525,0.0275,0,0,0,1,1,0.9975,0.96,0.0325,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,177,6,17,177,17,6,182,3,15,182,15,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
90, 1,1,1,0.94,0.0675,0,0,0,1,1,1,0.9725,0.0425,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,180,3,17,180,17,3,162,3,35,162,35,3,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
