gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.367879, d0W0.778801, d0W1, d0W0.778801, d0W1, d1W1, d1W0.367879, d1W0.778801, d1W1, d1W0.778801, d1W1, d2W1, d2W0.367879, d2W0.778801, d2W1, d2W0.778801, d2W1, d3W1, d3W0.367879, d3W0.778801, d3W1, d3W0.778801, d3W1, d4W1, d4W0.367879, d4W0.778801, d4W1, d4W0.778801, d4W1, d5W1, d5W0.367879, d5W0.778801, d5W1, d5W0.778801, d5W1, d6W1, d6W0.367879, d6W0.778801, d6W1, d6W0.778801, d6W1, d7W1, d7W0.367879, d7W0.778801, d7W1, d7W0.778801, d7W1, d8W1, d8W0.367879, d8W0.778801, d8W1, d8W0.778801, d8W1, d9W1, d9W0.367879, d9W0.778801, d9W1, d9W0.778801, d9W1, d10W1, d10W0.367879, d10W0.778801, d10W1, d10W0.778801, d10W1, d11W1, d11W0.367879, d11W0.778801, d11W1, d11W0.778801, d11W1, d12W1, d12W0.367879, d12W0.778801, d12W1, d12W0.778801, d12W1, d13W1, d13W0.367879, d13W0.778801, d13W1, d13W0.778801, d13W1, d14W1, d14W0.367879, d14W0.778801, d14W1, d14W0.778801, d14W1, d15W1, d15W0.367879, d15W0.778801, d15W1, d15W0.778801, d15W1, d16W1, d16W0.367879, d16W0.778801, d16W1, d16W0.778801, d16W1, d17W1, d17W0.367879, d17W0.778801, d17W1, d17W0.778801, d17W1, d18W1, d18W0.367879, d18W0.778801, d18W1, d18W0.778801, d18W1, d19W1, d19W0.367879, d19W0.778801, d19W1, d19W0.778801, d19W1, 
0, 1,1,1,1,1,1,0.985,0.9625,0.9075,0.5675,0.1625,0.02,0.0025,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9975,0.9775,0.905,0.64,0.1475,0.0325,0.0025,0.0075,0.0025,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,193,1,6,193,6,193,188,0,12,188,12,188,146,2,52,146,52,146,105,11,84,105,84,105,131,2,67,131,67,131,183,0,17,183,17,183,200,0,0,200,0,200,196,0,4,196,4,196,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
100, 1,1,1,1,1,1,1,0.98,0.95,0.7475,0.25,0.05,0.01,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9975,0.995,0.9425,0.7025,0.22,0.0325,0.0075,0.0025,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,199,0,1,199,1,199,190,0,10,190,10,190,169,1,30,169,30,169,108,7,85,108,85,108,123,9,68,123,68,123,172,1,27,172,27,172,198,0,2,198,2,198,199,0,1,199,1,199,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
200, 1,1,1,1,1,1,1,0.9925,0.925,0.7325,0.2875,0.085,0.0175,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.99,0.92,0.6675,0.26,0.075,0.015,0,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,190,0,10,190,10,190,171,0,29,171,29,171,109,6,85,109,85,109,111,9,80,111,80,111,158,1,41,158,41,158,184,0,16,184,16,184,198,0,2,198,2,198,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
300, 1,1,1,1,1,1,1,0.98,0.9525,0.6225,0.275,0.0375,0.01,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9775,0.9875,0.9325,0.64,0.2575,0.0325,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,193,0,7,193,7,193,180,0,20,180,20,180,168,1,31,168,31,168,91,15,94,91,94,91,118,6,76,118,76,118,184,1,15,184,15,184,193,0,7,193,7,193,199,0,1,199,1,199,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
400, 1,1,1,1,1,1,1,0.9975,0.97,0.755,0.2925,0.04,0.0125,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9975,0.985,0.9575,0.685,0.255,0.0475,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,198,0,2,198,2,198,193,0,7,193,7,193,178,2,20,178,20,178,93,9,98,93,98,93,99,10,91,99,91,99,171,1,28,171,28,171,198,0,2,198,2,198,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
500, 1,1,1,1,1,1,1,0.9825,0.985,0.81,0.36,0.0575,0.025,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9775,0.75,0.345,0.0725,0.0025,0,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,199,0,1,199,1,199,191,0,9,191,9,191,187,0,13,187,13,187,117,9,74,117,74,117,107,15,78,107,78,107,166,0,34,166,34,166,192,0,8,192,8,192,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
600, 1,1,1,1,1,1,1,0.9975,0.9675,0.925,0.71,0.1825,0.02,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.98,0.8775,0.715,0.1975,0.025,0,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,197,0,3,197,3,197,186,0,14,186,14,186,147,4,49,147,49,147,113,13,74,113,74,113,127,1,72,127,72,127,186,0,14,186,14,186,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
700, 1,1,1,1,1,1,1,0.9925,0.99,0.9375,0.7875,0.335,0.0625,0.01,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9975,0.9825,0.7675,0.35,0.08,0.01,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,197,0,3,197,3,197,197,0,3,197,3,197,179,1,20,179,20,179,115,7,78,115,78,115,125,6,69,125,69,125,169,4,27,169,27,169,191,0,9,191,9,191,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
800, 1,1,1,1,1,1,1,1,0.995,0.95,0.7,0.3875,0.08,0.0125,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.9525,0.7325,0.3325,0.075,0.0125,0,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,198,0,2,198,2,198,178,0,22,178,22,178,113,9,78,113,78,113,92,7,101,92,101,92,163,1,36,163,36,163,190,0,10,190,10,190,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
900, 1,1,1,1,1,1,1,1,1,0.955,0.69,0.245,0.0525,0.01,0.0075,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.985,0.9475,0.7325,0.255,0.085,0.0325,0.015,0,0,0,0,0,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,198,0,2,198,2,198,197,0,3,197,3,197,175,2,23,175,23,175,109,7,84,109,84,109,106,10,84,106,84,106,150,3,47,150,47,150,185,0,15,185,15,185,195,0,5,195,5,195,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,200,0,0,200,0,200,
