gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d0W1, d0W0.367879, d0W0.472367, d0W1, d0W0.472367, d0W0.367879, d1W1, d1W0.367879, d1W0.472367, d1W1, d1W0.472367, d1W0.367879, d2W1, d2W0.367879, d2W0.472367, d2W1, d2W0.472367, d2W0.367879, d3W1, d3W0.367879, d3W0.472367, d3W1, d3W0.472367, d3W0.367879, d4W1, d4W0.367879, d4W0.472367, d4W1, d4W0.472367, d4W0.367879, d5W1, d5W0.367879, d5W0.472367, d5W1, d5W0.472367, d5W0.367879, d6W1, d6W0.367879, d6W0.472367, d6W1, d6W0.472367, d6W0.367879, d7W1, d7W0.367879, d7W0.472367, d7W1, d7W0.472367, d7W0.367879, 
200, 1,1,0.995,0.8825,0.195,0.0125,0,0,1,1,0.99,0.87,0.2025,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,164,22,14,164,14,22,150,27,23,150,23,27,195,3,2,195,2,3,199,0,1,199,1,0,200,0,0,200,0,0,
210, 1,1,0.9975,0.88,0.085,0.01,0,0,1,0.9925,0.995,0.8775,0.1,0.01,0,0,200,0,0,200,0,0,198,0,2,198,2,0,197,0,3,197,3,0,179,14,7,179,7,14,170,17,13,170,13,17,197,2,1,197,1,2,200,0,0,200,0,0,200,0,0,200,0,0,
220, 1,1,0.995,0.9,0.115,0.0075,0,0,1,1,0.9975,0.91,0.1,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,3,0,197,0,3,167,23,10,167,10,23,166,27,7,166,7,27,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
230, 1,1,0.9975,0.955,0.1275,0.0075,0,0,1,0.9975,0.9875,0.955,0.1475,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,172,13,15,172,15,13,158,20,22,158,22,20,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,
240, 1,1,0.9975,0.895,0.19,0,0,0,1,1,0.99,0.9125,0.1775,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,4,3,193,3,4,165,22,13,165,13,22,158,23,19,158,19,23,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,
250, 1,1,0.9875,0.815,0.0875,0,0,0,1,1,0.99,0.8175,0.095,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,156,34,10,156,10,34,167,22,11,167,11,22,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
260, 1,1,0.995,0.8375,0.1525,0.0075,0,0,1,1,0.9925,0.83,0.15,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,1,2,197,2,1,162,29,9,162,9,29,163,24,13,163,13,24,193,2,5,193,5,2,200,0,0,200,0,0,200,0,0,200,0,0,
270, 1,1,0.9975,0.88,0.0875,0,0,0,1,1,0.9925,0.87,0.0975,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,2,1,197,1,2,153,23,24,153,24,23,174,17,9,174,9,17,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,
280, 0.9975,0.9975,0.99,0.8675,0.1375,0.005,0,0,1,1,0.9925,0.8725,0.1425,0.005,0,0,200,0,0,200,0,0,199,0,1,199,1,0,197,1,2,197,2,1,152,23,25,152,25,23,161,20,19,161,19,20,198,0,2,198,2,0,200,0,0,200,0,0,200,0,0,200,0,0,
290, 1,1,0.9825,0.8775,0.1475,0.01,0,0,1,1,0.985,0.895,0.1325,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,147,27,26,147,26,27,155,29,16,155,16,29,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,
300, 1,1,0.995,0.9,0.1325,0.0075,0,0,1,1,0.99,0.895,0.13,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,170,15,15,170,15,15,168,19,13,168,13,19,199,1,0,199,0,1,200,0,0,200,0,0,200,0,0,200,0,0,
310, 1,1,0.995,0.8975,0.135,0.0125,0,0,1,1,0.995,0.9025,0.1625,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,171,21,8,171,8,21,171,12,17,171,17,12,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
320, 1,1,0.99,0.895,0.1225,0.0075,0,0,1,0.9975,0.995,0.875,0.1275,0.0025,0,0,200,0,0,200,0,0,199,0,1,199,1,0,196,2,2,196,2,2,161,23,16,161,16,23,168,28,4,168,4,28,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
330, 1,1,0.995,0.8925,0.115,0,0,0,1,1,0.9925,0.88,0.13,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,5,0,195,0,5,144,35,21,144,21,35,153,30,17,153,17,30,198,2,0,198,0,2,200,0,0,200,0,0,200,0,0,200,0,0,
340, 1,0.9975,0.9875,0.875,0.155,0.0075,0,0,1,0.9975,0.9875,0.8675,0.1475,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,189,2,9,189,9,2,156,19,25,156,25,19,152,32,16,152,16,32,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
350, 1,1,0.9975,0.9075,0.125,0.0125,0,0,1,1,0.9925,0.8925,0.1025,0.015,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,161,20,19,161,19,20,153,24,23,153,23,24,195,1,4,195,4,1,200,0,0,200,0,0,200,0,0,200,0,0,
360, 1,1,0.995,0.88,0.135,0.0125,0,0,1,1,0.99,0.8725,0.125,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,171,15,14,171,14,15,154,25,21,154,21,25,193,5,2,193,2,5,200,0,0,200,0,0,200,0,0,200,0,0,
370, 1,1,0.995,0.91,0.11,0.01,0,0,1,1,0.9925,0.905,0.115,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,170,24,6,170,6,24,166,21,13,166,13,21,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
380, 1,1,0.99,0.84,0.15,0.0075,0,0,1,1,0.99,0.85,0.16,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,159,20,21,159,21,20,146,36,18,146,18,36,193,2,5,193,5,2,200,0,0,200,0,0,200,0,0,200,0,0,
390, 1,1,0.9925,0.8975,0.0875,0.0075,0.0025,0,1,0.995,1,0.885,0.0825,0.0125,0.0025,0,200,0,0,200,0,0,199,0,1,199,1,0,197,1,2,197,2,1,172,18,10,172,10,18,177,12,11,177,11,12,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,
400, 1,1,0.9975,0.9225,0.1625,0.0125,0,0,1,1,0.9975,0.9,0.165,0.02,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,180,9,11,180,11,9,154,26,20,154,20,26,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,
410, 1,1,0.995,0.9075,0.1475,0.0125,0,0,1,1,0.9975,0.925,0.145,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,2,1,197,1,2,169,14,17,169,17,14,156,28,16,156,16,28,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,
420, 1,1,0.995,0.8875,0.0925,0.01,0,0,1,1,0.9925,0.9075,0.09,0.0025,0.0025,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,162,23,15,162,15,23,170,22,8,170,8,22,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,
430, 1,1,0.9925,0.8475,0.1025,0.005,0.0025,0,1,1,0.9925,0.865,0.0875,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,3,2,195,2,3,153,23,24,153,24,23,157,27,16,157,16,27,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
440, 1,1,0.995,0.88,0.15,0,0,0,1,1,0.9975,0.875,0.1525,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,3,1,196,1,3,157,22,21,157,21,22,175,19,6,175,6,19,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
450, 1,1,0.9975,0.845,0.16,0.015,0,0,1,0.9975,0.9975,0.8425,0.15,0.0075,0.0025,0,200,0,0,200,0,0,199,0,1,199,1,0,200,0,0,200,0,0,173,19,8,173,8,19,162,25,13,162,13,25,196,1,3,196,3,1,198,0,2,198,2,0,199,0,1,199,1,0,
460, 1,1,1,0.9075,0.125,0,0,0,1,1,1,0.9,0.12,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,160,18,22,160,22,18,166,17,17,166,17,17,196,1,3,196,3,1,200,0,0,200,0,0,200,0,0,200,0,0,
470, 1,0.9975,0.9975,0.8875,0.0925,0,0,0,1,0.9975,0.995,0.8975,0.0775,0.0025,0,0,200,0,0,200,0,0,199,0,1,199,1,0,197,0,3,197,3,0,161,16,23,161,23,16,153,28,19,153,19,28,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
480, 1,0.9975,0.9925,0.8775,0.0925,0.005,0,0,1,0.9975,0.99,0.885,0.1075,0.015,0,0,200,0,0,200,0,0,199,0,1,199,1,0,193,3,4,193,4,3,159,25,16,159,16,25,162,28,10,162,10,28,195,0,5,195,5,0,200,0,0,200,0,0,200,0,0,200,0,0,
490, 1,1,0.9975,0.865,0.0725,0.0125,0,0,1,1,0.9975,0.8675,0.075,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,2,1,197,1,2,178,12,10,178,10,12,180,16,4,180,4,16,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
500, 1,1,0.99,0.875,0.15,0.005,0,0,1,1,0.9975,0.8675,0.1575,0.0075,0,0,200,0,0,200,0,0,198,0,2,198,2,0,195,1,4,195,4,1,169,19,12,169,12,19,149,25,26,149,26,25,194,1,5,194,5,1,200,0,0,200,0,0,200,0,0,200,0,0,
510, 1,1,1,0.85,0.1325,0.0175,0,0,1,0.9975,0.9975,0.85,0.135,0.0175,0,0,200,0,0,200,0,0,199,0,1,199,1,0,197,0,3,197,3,0,176,13,11,176,11,13,175,14,11,175,11,14,193,2,5,193,5,2,200,0,0,200,0,0,199,0,1,199,1,0,
520, 1,1,0.995,0.9,0.085,0.01,0,0,0.9975,1,0.9975,0.895,0.085,0.0075,0,0,199,0,1,199,1,0,200,0,0,200,0,0,199,0,1,199,1,0,155,26,19,155,19,26,165,24,11,165,11,24,197,0,3,197,3,0,199,0,1,199,1,0,200,0,0,200,0,0,
530, 1,1,0.995,0.93,0.12,0.0075,0.0025,0,1,1,0.9925,0.92,0.13,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,172,18,10,172,10,18,155,26,19,155,19,26,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,
540, 1,1,0.995,0.85,0.15,0.015,0,0,1,1,0.99,0.8425,0.1525,0.015,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,3,5,192,5,3,157,33,10,157,10,33,158,25,17,158,17,25,194,4,2,194,2,4,200,0,0,200,0,0,200,0,0,200,0,0,
550, 1,1,0.995,0.9125,0.095,0.005,0,0,1,1,0.995,0.9125,0.085,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,163,17,20,163,20,17,156,29,15,156,15,29,192,1,7,192,7,1,198,0,2,198,2,0,200,0,0,200,0,0,
560, 1,1,0.9975,0.8975,0.105,0,0.0025,0,1,1,1,0.895,0.085,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,2,1,197,1,2,162,21,17,162,17,21,160,12,28,160,28,12,197,1,2,197,2,1,197,0,3,197,3,0,200,0,0,200,0,0,
570, 1,1,0.9925,0.8925,0.125,0.005,0,0,1,1,0.995,0.895,0.1325,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,150,24,26,150,26,24,167,20,13,167,13,20,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,
580, 1,1,0.99,0.865,0.105,0,0,0,1,1,0.9825,0.875,0.1275,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,158,24,18,158,18,24,149,36,15,149,15,36,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
590, 1,1,0.9875,0.865,0.1075,0.005,0,0,1,1,0.99,0.85,0.0975,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,2,3,195,3,2,147,28,25,147,25,28,170,16,14,170,14,16,196,4,0,196,0,4,200,0,0,200,0,0,200,0,0,200,0,0,
600, 1,1,0.99,0.855,0.1375,0.01,0,0,1,1,0.9875,0.87,0.145,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,2,2,196,2,2,152,30,18,152,18,30,160,27,13,160,13,27,195,2,3,195,3,2,200,0,0,200,0,0,200,0,0,200,0,0,
610, 1,1,0.995,0.845,0.09,0.005,0,0,1,1,0.9975,0.855,0.09,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,200,0,0,154,34,12,154,12,34,180,9,11,180,11,9,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
620, 1,0.9975,0.9925,0.93,0.145,0.0125,0,0,1,1,0.995,0.93,0.1475,0.01,0,0,200,0,0,200,0,0,199,0,1,199,1,0,198,1,1,198,1,1,183,8,9,183,9,8,161,20,19,161,19,20,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
630, 1,1,0.995,0.85,0.095,0.0075,0,0,1,1,0.99,0.8625,0.0775,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,157,22,21,157,21,22,176,10,14,176,14,10,197,2,1,197,1,2,200,0,0,200,0,0,200,0,0,200,0,0,
640, 1,1,0.9875,0.8675,0.145,0.0175,0.0025,0,1,1,0.9925,0.8575,0.14,0.0125,0.0025,0,200,0,0,200,0,0,200,0,0,200,0,0,196,0,4,196,4,0,140,42,18,140,18,42,155,26,19,155,19,26,193,1,6,193,6,1,199,0,1,199,1,0,200,0,0,200,0,0,
650, 1,1,0.9975,0.8375,0.1175,0.005,0,0,1,1,0.9975,0.8325,0.13,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,162,22,16,162,16,22,180,13,7,180,7,13,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
660, 1,1,0.9925,0.8675,0.155,0.015,0,0,1,1,0.995,0.8925,0.1625,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,0,3,197,3,0,155,36,9,155,9,36,160,27,13,160,13,27,195,1,4,195,4,1,199,0,1,199,1,0,200,0,0,200,0,0,
670, 1,1,0.9925,0.845,0.1775,0.0125,0,0,1,1,0.9875,0.8425,0.1875,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,197,2,1,197,1,2,170,19,11,170,11,19,155,31,14,155,14,31,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
680, 1,1,0.9975,0.885,0.115,0.0175,0,0,1,1,0.9975,0.885,0.1325,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,175,11,14,175,14,11,151,30,19,151,19,30,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,
690, 1,1,0.995,0.8675,0.15,0.01,0,0,1,1,0.99,0.8575,0.16,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,164,20,16,164,16,20,159,25,16,159,16,25,195,3,2,195,2,3,199,1,0,199,0,1,200,0,0,200,0,0,
700, 1,1,0.9975,0.8525,0.145,0.0075,0,0,1,1,0.9975,0.8275,0.1475,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,194,1,5,194,5,1,171,16,13,171,13,16,155,24,21,155,21,24,196,0,4,196,4,0,200,0,0,200,0,0,200,0,0,200,0,0,
710, 1,0.9975,0.98,0.8075,0.135,0.0025,0,0,1,0.9975,0.985,0.8225,0.1325,0.01,0,0,200,0,0,200,0,0,200,0,0,200,0,0,189,8,3,189,3,8,156,28,16,156,16,28,167,18,15,167,15,18,191,1,8,191,8,1,200,0,0,200,0,0,200,0,0,200,0,0,
720, 1,1,0.995,0.875,0.0925,0.0025,0,0,1,1,0.99,0.8725,0.0975,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,192,3,5,192,5,3,160,25,15,160,15,25,165,22,13,165,13,22,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,
730, 1,1,0.9975,0.83,0.0925,0.01,0,0,1,1,0.9975,0.845,0.1075,0.0125,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,161,23,16,161,16,23,164,23,13,164,13,23,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
740, 1,1,0.9925,0.865,0.11,0.0025,0,0,1,1,0.9875,0.87,0.105,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,159,21,20,159,20,21,170,18,12,170,12,18,197,0,3,197,3,0,200,0,0,200,0,0,200,0,0,200,0,0,
750, 1,1,0.99,0.7875,0.105,0.005,0,0,1,1,0.995,0.805,0.1225,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,195,1,4,195,4,1,137,35,28,137,28,35,181,7,12,181,12,7,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
760, 1,1,0.995,0.9325,0.1425,0.0025,0,0,1,1,0.9975,0.93,0.1475,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,2,0,198,0,2,167,18,15,167,15,18,159,23,18,159,18,23,196,3,1,196,1,3,200,0,0,200,0,0,200,0,0,200,0,0,
770, 1,1,0.9875,0.8725,0.1725,0.01,0,0,1,1,0.9875,0.8825,0.1625,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,168,20,12,168,12,20,163,18,19,163,19,18,194,3,3,194,3,3,200,0,0,200,0,0,200,0,0,200,0,0,
780, 1,1,0.99,0.8725,0.1375,0.005,0,0,1,0.995,0.985,0.87,0.135,0.0025,0,0,200,0,0,200,0,0,199,0,1,199,1,0,197,1,2,197,2,1,156,24,20,156,20,24,170,18,12,170,12,18,199,0,1,199,1,0,200,0,0,200,0,0,200,0,0,200,0,0,
790, 1,1,0.9925,0.9025,0.1525,0.0075,0,0,1,1,0.9975,0.9125,0.18,0.005,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,0,2,198,2,0,155,24,21,155,21,24,156,26,18,156,18,26,196,0,4,196,4,0,199,0,1,199,1,0,200,0,0,200,0,0,
800, 1,1,0.9975,0.905,0.1075,0.0025,0,0,1,1,0.9975,0.915,0.11,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,0,1,199,1,0,167,19,14,167,14,19,168,16,16,168,16,16,198,1,1,198,1,1,200,0,0,200,0,0,200,0,0,200,0,0,
810, 1,1,0.9975,0.8175,0.1075,0.005,0,0,1,1,0.9975,0.825,0.0875,0.0075,0,0,200,0,0,200,0,0,200,0,0,200,0,0,196,1,3,196,3,1,149,23,28,149,28,23,160,24,16,160,16,24,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,
820, 1,1,0.975,0.8525,0.11,0.0025,0,0,1,1,0.9825,0.8375,0.0925,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,193,7,0,193,0,7,124,38,38,124,38,38,171,19,10,171,10,19,196,2,2,196,2,2,200,0,0,200,0,0,200,0,0,200,0,0,
830, 1,1,0.9975,0.9125,0.09,0,0,0,1,1,0.995,0.8975,0.11,0,0,0,200,0,0,200,0,0,200,0,0,200,0,0,198,1,1,198,1,1,163,19,18,163,18,19,158,24,18,158,18,24,197,1,2,197,2,1,200,0,0,200,0,0,200,0,0,200,0,0,
840, 1,1,0.9925,0.8625,0.09,0.0075,0,0,1,1,0.9925,0.87,0.11,0.0025,0,0,200,0,0,200,0,0,200,0,0,200,0,0,199,1,0,199,0,1,157,21,22,157,22,21,171,16,13,171,13,16,194,1,5,194,5,1,200,0,0,200,0,0,200,0,0,200,0,0,
850, 1,1,0.985,0.8725,0.1325,0,0,0,1,0.9975,0.9925,0.89,0.1375,0,0,0,200,0,0,200,0,0,199,0,1,199,1,0,194,4,2,194,2,4,163,15,22,163,22,15,149,25,26,149,26,25,197,1,2,197,2,1,199,0,1,199,1,0,200,0,0,200,0,0,
