gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W1, d0W0.606531, d0W0.63223, d0W1, d0W0.63223, d0W1, d1W1, d1W0.606531, d1W0.63223, d1W1, d1W0.63223, d1W1, d2W1, d2W0.606531, d2W0.63223, d2W1, d2W0.63223, d2W1, d3W1, d3W0.606531, d3W0.63223, d3W1, d3W0.63223, d3W1, d4W1, d4W0.606531, d4W0.63223, d4W1, d4W0.63223, d4W1, d5W1, d5W0.606531, d5W0.63223, d5W1, d5W0.63223, d5W1, d6W1, d6W0.606531, d6W0.63223, d6W1, d6W0.63223, d6W1, d7W1, d7W0.606531, d7W0.63223, d7W1, d7W0.63223, d7W1, d8W1, d8W0.606531, d8W0.63223, d8W1, d8W0.63223, d8W1, d9W1, d9W0.606531, d9W0.63223, d9W1, d9W0.63223, d9W1, d10W1, d10W0.606531, d10W0.63223, d10W1, d10W0.63223, d10W1, d11W1, d11W0.606531, d11W0.63223, d11W1, d11W0.63223, d11W1, d12W1, d12W0.606531, d12W0.63223, d12W1, d12W0.63223, d12W1, d13W1, d13W0.606531, d13W0.63223, d13W1, d13W0.63223, d13W1, d14W1, d14W0.606531, d14W0.63223, d14W1, d14W0.63223, d14W1, d15W1, d15W0.606531, d15W0.63223, d15W1, d15W0.63223, d15W1, d16W1, d16W0.606531, d16W0.63223, d16W1, d16W0.63223, d16W1, d17W1, d17W0.606531, d17W0.63223, d17W1, d17W0.63223, d17W1, d18W1, d18W0.606531, d18W0.63223, d18W1, d18W0.63223, d18W1, d19W1, d19W0.606531, d19W0.63223, d19W1, d19W0.63223, d19W1, 
0, 1,1,1,1,1,1,0.999,0.994,0.972,0.8285,0.3755,0.0675,0.01,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,0.999,0.997,0.978,0.8465,0.3795,0.0735,0.011,0.002,0.001,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,988,0,12,988,12,988,933,2,65,933,65,933,703,10,287,703,287,703,549,54,397,549,397,549,852,2,146,852,146,852,968,0,32,968,32,968,995,0,5,995,5,995,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
100, 1,1,1,1,1,1,1,0.9965,0.955,0.761,0.2525,0.0355,0.005,0.001,0,0,0,0,0,0,1,1,1,1,1,0.9995,1,0.9965,0.9505,0.7605,0.244,0.04,0.002,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,998,0,2,998,2,998,988,0,12,988,12,988,887,1,112,887,112,887,633,24,343,633,343,633,608,39,353,608,353,608,910,2,88,910,88,910,983,0,17,983,17,983,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
200, 1,1,1,1,1,1,0.9995,0.997,0.975,0.849,0.356,0.068,0.0055,0.001,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.9975,0.976,0.837,0.3635,0.058,0.004,0.0005,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,993,1,6,993,6,993,934,1,65,934,65,934,693,18,289,693,289,693,554,41,405,554,405,554,887,4,109,887,109,887,982,0,18,982,18,982,999,0,1,999,1,999,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
300, 1,1,1,1,1,1,1,1,0.9775,0.8345,0.4,0.084,0.0095,0.0035,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9985,0.979,0.8355,0.3935,0.058,0.0095,0.001,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,993,0,7,993,7,993,946,2,52,946,52,946,738,9,253,738,253,738,510,53,437,510,437,510,846,7,147,846,147,846,979,0,21,979,21,979,996,0,4,996,4,996,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
400, 1,1,1,1,1,1,1,0.998,0.9845,0.8695,0.4685,0.0755,0.0075,0.0025,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9965,0.9865,0.8815,0.4765,0.0795,0.0085,0.0005,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,992,0,8,992,8,992,954,0,46,954,46,954,726,22,252,726,252,726,525,66,409,525,409,525,815,9,176,815,176,815,964,0,36,964,36,964,993,0,7,993,7,993,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
500, 1,1,1,1,1,1,0.9995,0.9965,0.9725,0.806,0.322,0.059,0.007,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.9955,0.9785,0.803,0.3285,0.0635,0.0085,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,990,0,10,990,10,990,933,2,65,933,65,933,651,19,330,651,330,651,545,50,405,545,405,545,852,4,144,852,144,852,986,0,14,986,14,986,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
600, 1,1,1,1,1,1,1,0.9995,0.97,0.8195,0.322,0.058,0.0085,0,0,0,0,0,0,0,1,1,1,1,1,1,0.9995,0.997,0.967,0.83,0.3125,0.0645,0.01,0.0015,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,999,0,1,999,1,999,993,0,7,993,7,993,922,1,77,922,77,922,716,13,271,716,271,716,546,39,415,546,415,546,847,1,152,847,152,847,983,0,17,983,17,983,999,0,1,999,1,999,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
700, 1,1,1,1,1,1,1,0.9975,0.955,0.7325,0.252,0.0515,0.0045,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9975,0.967,0.758,0.239,0.037,0.0055,0,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,998,0,2,998,2,998,984,0,16,984,16,984,891,4,105,891,105,891,581,41,378,581,378,581,635,27,338,635,338,635,877,4,119,877,119,877,990,0,10,990,10,990,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
800, 1,1,1,1,1,1,1,0.999,0.9745,0.7995,0.3075,0.0455,0.0045,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,0.979,0.7995,0.2925,0.043,0.008,0.001,0.0005,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,993,0,7,993,7,993,942,2,56,942,56,942,670,21,309,670,309,670,567,36,397,567,397,567,902,1,97,902,97,902,977,0,23,977,23,977,999,0,1,999,1,999,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
900, 1,1,1,1,1,1,1,0.9985,0.9715,0.8305,0.3605,0.059,0.007,0.0005,0,0,0,0,0,0,1,1,1,1,1,1,1,0.997,0.9675,0.827,0.335,0.053,0.0045,0.001,0,0,0,0,0,0,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,992,0,8,992,8,992,934,0,66,934,66,934,673,22,305,673,305,673,505,54,441,505,441,505,873,3,124,873,124,873,985,0,15,985,15,985,995,0,5,995,5,995,999,0,1,999,1,999,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,1000,0,0,1000,0,1000,
